"";"JAHR";"PLZ3";"GISD_Score";"Bevoelkerung";"GISD_5";"GISD_10";"GISD_k"
"55";1998;96;0,661112;102578;4;8;2
"56";1998;101;0,721014;42824;5;9;3
"57";1998;102;0,721014;41054;5;9;3
"58";1998;103;0,721014;103369;5;9;3
"59";1998;104;0,721014;41047;5;9;3
"60";1998;105;0,721014;49855;5;9;3
"61";1998;106;0,721014;12120;5;9;3
"62";1998;107;0,721014;57816;5;9;3
"63";1998;108;0,721014;18513;5;9;3
"64";1998;109;0,721014;47869;5;9;3
"65";1998;120;0,721014;66959;5;9;3
"66";1998;121;0,721014;100496;5;9;3
"67";1998;122;0,72099;119870;5;9;3
"68";1998;123;0,720997;174847;5;9;3
"69";1998;124;0,721014;135482;5;9;3
"70";1998;125;0,71609;537969;5;9;3
"71";1998;126;0,720829;242319;5;9;3
"72";1998;130;0,721007;165855;5;9;3
"73";1998;131;0,720978;299862;5;9;3
"74";1998;133;0,721014;56036;5;9;3
"75";1998;134;0,720476;191033;5;9;3
"76";1998;135;0,721006;417557;5;9;3
"77";1998;136;0,721014;43051;5;9;3
"78";1998;140;0,720972;169684;5;9;3
"79";1998;141;0,72075;388940;5;9;3
"80";1998;144;0,49161;170860;3;6;2
"81";1998;145;0,470196;142666;3;6;2
"82";1998;146;0,73998;113597;5;9;3
"83";1998;147;0,898641;148951;5;10;3
"84";1998;148;0,54449;31060;4;7;2
"85";1998;149;0,70493;99079;5;9;3
"86";1998;152;0,795855;73216;5;10;3
"87";1998;153;0,67791;154882;4;8;2
"88";1998;155;0,701692;105555;5;9;3
"89";1998;157;0,595907;102851;4;7;2
"90";1998;158;0,659823;139381;4;8;2
"91";1998;159;0,681428;51753;4;8;2
"92";1998;162;0,789567;111814;5;10;3
"93";1998;163;0,705935;151478;5;9;3
"94";1998;165;0,635375;108711;4;8;2
"95";1998;167;0,679717;99872;4;8;2
"96";1998;168;0,858565;84358;5;10;3
"97";1998;169;0,914544;42183;5;10;3
"98";1998;170;0,788841;105841;5;10;3
"99";1998;171;0,901279;111345;5;10;3
"100";1998;172;0,848423;132821;5;10;3
"101";1998;173;0,939662;106194;5;10;3
"102";1998;174;0,820818;119049;5;10;3
"103";1998;175;0,792979;12584;5;10;3
"104";1998;180;0,800484;55991;5;10;3
"105";1998;181;0,818803;193996;5;10;3
"106";1998;182;0,971476;132830;5;10;3
"107";1998;183;0,95724;51591;5;10;3
"108";1998;184;0,948937;82642;5;10;3
"109";1998;185;0,923824;85553;5;10;3
"110";1998;186;0,838712;4721;5;10;3
"111";1998;190;0,782189;145911;5;10;3
"112";1998;192;0,814855;116913;5;10;3
"113";1998;193;0,987768;125049;5;10;3
"114";1998;194;0,993265;16806;5;10;3
"115";1998;200;0,306127;10286;2;4;2
"116";1998;201;0,306127;10364;2;4;2
"117";1998;202;0,306127;14602;2;4;2
"118";1998;203;0,306127;11948;2;4;2
"119";1998;204;0,306127;36599;2;4;2
"120";1998;205;0,306127;40074;2;4;2
"121";1998;210;0,306231;493858;2;4;2
"122";1998;211;0,306106;291519;2;3;2
"123";1998;212;0,25312;149335;2;3;2
"124";1998;213;0,540789;164526;4;7;2
"125";1998;214;0,348298;159171;2;4;2
"126";1998;215;0,365883;77363;2;4;2
"127";1998;216;0,396998;157726;3;5;2
"128";1998;217;0,537685;104498;4;7;2
"129";1998;220;0,306119;65496;2;3;2
"130";1998;221;0,300748;209658;2;3;2
"131";1998;222;0,306127;14006;2;4;2
"132";1998;223;0,306089;243589;2;3;2
"133";1998;224;0,306219;99305;2;4;2
"134";1998;225;0,306085;157717;2;3;2
"135";1998;226;0,306127;31848;2;4;2
"136";1998;227;0,306127;29261;2;4;2
"137";1998;228;0,313474;141758;2;4;2
"138";1998;229;0,237289;110804;1;2;1
"139";1998;235;0,795461;213696;5;10;3
"140";1998;236;0,515455;95349;3;6;2
"141";1998;237;0,570271;145843;4;7;2
"142";1998;238;0,380666;137424;3;5;2
"143";1998;239;0,733867;142397;5;9;3
"144";1998;241;0,653493;268733;4;8;2
"145";1998;242;0,434106;130023;3;5;2
"146";1998;243;0,526994;98147;4;7;2
"147";1998;244;0,59303;4694;4;7;2
"148";1998;245;0,612161;185108;4;8;2
"149";1998;246;0,452457;63693;3;6;2
"150";1998;247;0,528338;72930;4;7;2
"151";1998;248;0,554855;102328;4;7;2
"152";1998;249;0,692488;170983;4;8;2
"153";1998;253;0,421744;111890;3;5;2
"154";1998;254;0,304869;182992;2;3;2
"155";1998;255;0,595783;116010;4;7;2
"156";1998;256;0,691177;4415;4;8;2
"157";1998;257;0,699336;115474;5;9;3
"158";1998;258;0,54726;110598;4;7;2
"159";1998;259;0,459694;55067;3;6;2
"160";1998;261;0,597284;271800;4;7;2
"161";1998;262;0,538922;54210;4;7;2
"162";1998;263;0,822317;125261;5;10;3
"163";1998;264;0,729471;105418;5;9;3
"164";1998;265;0,733241;76388;5;9;3
"165";1998;266;0,687803;170636;4;8;2
"166";1998;267;0,756421;108629;5;9;3
"167";1998;268;0,70608;176254;5;9;3
"168";1998;269;0,659031;86344;4;8;2
"169";1998;272;0,454706;112026;3;6;2
"170";1998;273;0,505174;137014;3;6;2
"171";1998;274;0,541427;153532;4;7;2
"172";1998;275;0,982762;123586;5;10;3
"173";1998;276;0,610988;104851;4;8;2
"174";1998;277;0,61738;208709;4;8;2
"175";1998;278;0,573673;20423;4;7;2
"176";1998;281;0,599843;71693;4;8;2
"177";1998;282;0,599688;155504;4;7;2
"178";1998;283;0,599616;191876;4;7;2
"179";1998;287;0,581413;145110;4;7;2
"180";1998;288;0,408217;174695;3;5;2
"181";1998;292;0,683821;70027;4;8;2
"182";1998;293;0,64033;146890;4;8;2
"183";1998;294;0,82047;80491;5;10;3
"184";1998;295;0,67666;89700;4;8;2
"185";1998;296;0,616562;134960;4;8;2
"186";1998;301;0,585989;102971;4;7;2
"187";1998;304;0,585827;145898;4;7;2
"188";1998;305;0,585633;134923;4;7;2
"189";1998;306;0,585418;144652;4;7;2
"190";1998;308;0,515278;189289;3;6;2
"191";1998;309;0,439037;194728;3;5;2
"192";1998;310;0,597395;47976;4;7;2
"193";1998;311;0,574139;214512;4;7;2
"194";1998;312;0,556979;136714;4;7;2
"195";1998;313;0,488097;73831;3;6;2
"196";1998;315;0,540093;173599;4;7;2
"197";1998;316;0,604186;116657;4;8;2
"198";1998;317;0,680462;104681;4;8;2
"199";1998;318;0,597331;119404;4;7;2
"200";1998;320;0,479157;66311;3;6;2
"201";1998;321;0,395057;108528;3;5;2
"202";1998;322;0,401619;71240;3;5;2
"203";1998;323;0,45073;92094;3;6;2
"204";1998;324;0,459266;158638;3;6;2
"205";1998;325;0,428445;88798;3;5;2
"206";1998;326;0,415846;126271;3;5;2
"207";1998;327;0,423389;109744;3;5;2
"208";1998;328;0,447482;63983;3;6;2
"209";1998;330;0,511496;46296;3;6;2
"210";1998;331;0,482594;308924;3;6;2
"211";1998;333;0,311326;174651;2;4;2
"212";1998;334;0,279091;75318;2;3;2
"213";1998;336;0,500645;244397;3;6;2
"214";1998;337;0,411089;157711;3;5;2
"215";1998;338;0,316492;75272;2;4;2
"216";1998;341;0,786913;197831;5;10;3
"217";1998;342;0,431133;168203;3;5;2
"218";1998;343;0,463539;105834;3;6;2
"219";1998;344;0,508241;133702;3;6;2
"220";1998;345;0,561986;116963;4;7;2
"221";1998;346;0,549823;49464;4;7;2
"222";1998;350;0,439022;160359;3;5;2
"223";1998;351;0,434788;34334;3;5;2
"224";1998;352;0,441755;100517;3;5;2
"225";1998;353;0,539833;129339;4;7;2
"226";1998;354;0,414501;155148;3;5;2
"227";1998;355;0,399863;85739;3;5;2
"228";1998;356;0,37223;117143;2;4;2
"229";1998;357;0,416764;129968;3;5;2
"230";1998;360;0,480666;99340;3;6;2
"231";1998;361;0,438998;158052;3;5;2
"232";1998;362;0,544242;100922;4;7;2
"233";1998;363;0,462442;103240;3;6;2
"234";1998;364;0,653111;73281;4;8;2
"235";1998;371;0,636302;78774;4;8;2
"236";1998;372;0,648929;93269;4;8;2
"237";1998;373;0,678895;101345;4;8;2
"238";1998;374;0,735232;2189;5;9;3
"239";1998;375;0,651883;58360;4;8;2
"240";1998;376;0,612321;110602;4;8;2
"241";1998;381;0,506016;346384;3;6;2
"242";1998;382;0,681639;123887;4;8;2
"243";1998;383;0,57438;98681;4;7;2
"244";1998;384;0,404669;175167;3;5;2
"245";1998;385;0,492635;113001;3;6;2
"246";1998;386;0,719228;95725;5;9;3
"247";1998;387;0,677434;39964;4;8;2
"248";1998;388;0,83701;149160;5;10;3
"249";1998;391;0,850785;285713;5;10;3
"250";1998;392;0,84732;131546;5;10;3
"251";1998;393;0,748155;155706;5;9;3
"252";1998;394;0,9519;48975;5;10;3
"253";1998;395;0,928742;89845;5;10;3
"254";1998;396;0,847541;71538;5;10;3
"255";1998;402;0,341529;120135;2;4;2
"256";1998;404;0,342707;219891;2;4;2
"257";1998;405;0,341295;155381;2;4;2
"258";1998;406;0,28783;207875;2;3;2
"259";1998;407;0,247662;161749;1;2;1
"260";1998;408;0,227756;126961;1;2;1
"261";1998;410;0,673191;75773;4;8;2
"262";1998;411;0,673432;135356;4;8;2
"263";1998;412;0,673397;47422;4;8;2
"264";1998;413;0,380639;149827;3;5;2
"265";1998;414;0,324079;156224;2;4;2
"266";1998;415;0,270281;183472;2;3;2
"267";1998;417;0,510077;75267;3;6;2
"268";1998;418;0,622186;128941;4;8;2
"269";1998;421;0,66738;88872;4;8;2
"270";1998;422;0,666662;85778;4;8;2
"271";1998;423;0,665502;174222;4;8;2
"272";1998;424;0,330644;59851;2;4;2
"273";1998;425;0,272538;107683;2;3;2
"274";1998;426;0,461887;143123;3;6;2
"275";1998;427;0,262719;74989;2;3;2
"276";1998;428;0,477228;109961;3;6;2
"277";1998;429;0,226359;34409;1;2;1
"278";1998;441;0,724391;105833;5;9;3
"279";1998;442;0,72283;187576;5;9;3
"280";1998;443;0,723892;292035;5;9;3
"281";1998;445;0,668186;160163;4;8;2
"282";1998;446;0,834246;155563;5;10;3
"283";1998;447;0,576661;126000;4;7;2
"284";1998;448;0,578398;240324;4;7;2
"285";1998;451;0,574931;181691;4;7;2
"286";1998;452;0,574077;232047;4;7;2
"287";1998;453;0,575947;167071;4;7;2
"288";1998;454;0,343015;169531;2;4;2
"289";1998;455;0,358976;80881;2;4;2
"290";1998;456;0,673652;145096;4;8;2
"291";1998;457;0,635243;248910;4;8;2
"292";1998;458;0,898119;258909;5;10;3
"293";1998;459;0,692454;75018;4;8;2
"294";1998;460;0,743313;58228;5;9;3
"295";1998;461;0,743412;150713;5;9;3
"296";1998;462;0,632964;193706;4;8;2
"297";1998;463;0,45045;155202;3;6;2
"298";1998;464;0,536318;170267;4;7;2
"299";1998;465;0,466768;166464;3;6;2
"300";1998;470;0,852439;76443;5;10;3
"301";1998;471;0,851374;228854;5;10;3
"302";1998;472;0,8506;184903;5;10;3
"303";1998;474;0,507699;173132;3;6;2
"304";1998;475;0,577052;164149;4;7;2
"305";1998;476;0,52495;130785;4;7;2
"306";1998;477;0,640617;8454;4;8;2
"307";1998;478;0,590443;267434;4;7;2
"308";1998;479;0,381003;79559;3;5;2
"309";1998;481;0,24598;308398;1;2;1
"310";1998;482;0,376089;176769;3;5;2
"311";1998;483;0,335432;156730;2;4;2
"312";1998;484;0,498396;185989;3;6;2
"313";1998;485;0,580787;133744;4;7;2
"314";1998;486;0,447476;146412;3;6;2
"315";1998;487;0,427297;81893;3;5;2
"316";1998;490;0,560835;160531;4;7;2
"317";1998;491;0,431488;165084;3;5;2
"318";1998;492;0,44856;34638;3;6;2
"319";1998;493;0,449596;120510;3;6;2
"320";1998;494;0,445966;187678;3;6;2
"321";1998;495;0,480313;157200;3;6;2
"322";1998;496;0,665854;138487;4;8;2
"323";1998;497;0,612875;139850;4;8;2
"324";1998;498;0,563144;124151;4;7;2
"325";1998;501;0,429799;170304;3;5;2
"326";1998;502;0,374497;108750;2;4;2
"327";1998;503;0,394732;191859;3;5;2
"328";1998;506;0,444475;43119;3;6;2
"329";1998;507;0,444366;256668;3;6;2
"330";1998;508;0,44429;115698;3;6;2
"331";1998;509;0,444382;197779;3;6;2
"332";1998;510;0,443964;134998;3;6;2
"333";1998;511;0,444148;304261;3;6;2
"334";1998;513;0,414654;180760;3;5;2
"335";1998;514;0,212141;138747;1;2;1
"336";1998;515;0,336273;150688;2;4;2
"337";1998;516;0,375125;96765;2;4;2
"338";1998;517;0,372223;73570;2;4;2
"339";1998;520;0,550787;241230;4;7;2
"340";1998;521;0,472483;125804;3;6;2
"341";1998;522;0,544916;112032;4;7;2
"342";1998;523;0,540136;188465;4;7;2
"343";1998;524;0,541657;149132;4;7;2
"344";1998;525;0,654246;124468;4;8;2
"345";1998;531;0,195673;242288;1;2;1
"346";1998;532;0,195735;74105;1;2;1
"347";1998;533;0,25264;145136;2;3;2
"348";1998;534;0,405081;73754;3;5;2
"349";1998;535;0,378005;99080;3;5;2
"350";1998;536;0,276694;71413;2;3;2
"351";1998;537;0,318556;192823;2;4;2
"352";1998;538;0,381424;241369;3;5;2
"353";1998;539;0,460511;125500;3;6;2
"354";1998;542;0,596568;122481;4;7;2
"355";1998;543;0,450903;92086;3;6;2
"356";1998;544;0,46208;95369;3;6;2
"357";1998;545;0,462709;129905;3;6;2
"358";1998;546;0,544925;76802;4;7;2
"359";1998;551;0,273577;209227;2;3;2
"360";1998;552;0,270593;232271;2;3;2
"361";1998;554;0,366803;132002;2;4;2
"362";1998;555;0,485576;130837;3;6;2
"363";1998;556;0,563047;25872;4;7;2
"364";1998;557;0,596641;75371;4;7;2
"365";1998;560;0,525397;111375;4;7;2
"366";1998;561;0,475264;79846;3;6;2
"367";1998;562;0,452196;137772;3;6;2
"368";1998;563;0,433118;105042;3;5;2
"369";1998;564;0,417017;112387;3;5;2
"370";1998;565;0,458317;105520;3;6;2
"371";1998;566;0,46428;59768;3;6;2
"372";1998;567;0,480462;85183;3;6;2
"373";1998;568;0,468549;52304;3;6;2
"374";1998;570;0,413942;101538;3;5;2
"375";1998;572;0,313521;137710;2;4;2
"376";1998;573;0,321876;104819;2;4;2
"377";1998;574;0,269098;98567;2;3;2
"378";1998;575;0,557478;94437;4;7;2
"379";1998;576;0,531191;61509;4;7;2
"380";1998;580;0,697432;137328;4;8;2
"381";1998;581;0,69649;50673;4;8;2
"382";1998;582;0,418756;108256;3;5;2
"383";1998;583;0,32622;87442;2;4;2
"384";1998;584;0,441255;96261;3;5;2
"385";1998;585;0,393063;136732;3;5;2
"386";1998;586;0,468916;127619;3;6;2
"387";1998;587;0,461979;129312;3;6;2
"388";1998;588;0,354111;56783;2;4;2
"389";1998;590;0,752343;177889;5;9;3
"390";1998;591;0,620977;110948;4;8;2
"391";1998;592;0,44911;88741;3;6;2
"392";1998;593;0,411694;180702;3;5;2
"393";1998;594;0,50755;166653;3;6;2
"394";1998;595;0,44272;177890;3;5;2
"395";1998;596;0,403102;21717;3;5;2
"396";1998;597;0,418092;37975;3;5;2
"397";1998;598;0,383241;103213;3;5;2
"398";1998;599;0,410562;79325;3;5;2
"399";1998;603;0,309442;166674;2;4;2
"400";1998;604;0,308759;220306;2;4;2
"401";1998;605;0,311684;232177;2;4;2
"402";1998;611;0,273305;149351;2;3;2
"403";1998;612;0,206945;116316;1;2;1
"404";1998;613;0,064048;86161;1;1;1
"405";1998;614;0,059289;99188;1;1;1
"406";1998;630;0,708574;121615;5;9;3
"407";1998;631;0,230471;149775;1;2;1
"408";1998;632;0,231565;73907;1;2;1
"409";1998;633;0,214387;79723;1;2;1
"410";1998;634;0,389589;151004;3;5;2
"411";1998;635;0,292266;182154;2;3;2
"412";1998;636;0,390588;149311;3;5;2
"413";1998;637;0,286371;162918;2;3;2
"414";1998;638;0,275805;143896;2;3;2
"415";1998;639;0,34274;54259;2;4;2
"416";1998;642;0,199502;152064;1;2;1
"417";1998;643;0,244987;179415;1;2;1
"418";1998;644;0,252924;20212;2;3;2
"419";1998;645;0,290129;129801;2;3;2
"420";1998;646;0,261834;137414;2;3;2
"421";1998;647;0,435698;80508;3;5;2
"422";1998;648;0,268021;103381;2;3;2
"423";1998;651;0,392676;94845;3;5;2
"424";1998;652;0,334459;201722;2;4;2
"425";1998;653;0,204759;101090;1;2;1
"426";1998;654;0,275347;157291;2;3;2
"427";1998;655;0,362098;165606;2;4;2
"428";1998;656;0,436858;52560;3;5;2
"429";1998;657;0,06563;118088;1;1;1
"430";1998;658;0,05714;80510;1;1;1
"431";1998;659;0,308333;109940;2;4;2
"432";1998;661;0,793693;176013;5;10;3
"433";1998;662;0,660133;84386;4;8;2
"434";1998;663;0,634567;121002;4;8;2
"435";1998;664;0,506283;140713;3;6;2
"436";1998;665;0,666408;143033;4;8;2
"437";1998;666;0,505025;162891;3;6;2
"438";1998;667;0,627803;157096;4;8;2
"439";1998;668;0,606302;141266;4;8;2
"440";1998;669;0,667852;122359;4;8;2
"441";1998;670;0,620258;183755;4;8;2
"442";1998;671;0,228826;119354;1;2;1
"443";1998;672;0,396773;136547;3;5;2
"444";1998;673;0,38551;126406;3;5;2
"445";1998;674;0,352874;118303;2;4;2
"446";1998;675;0,580929;130207;4;7;2
"447";1998;676;0,736456;135128;5;9;3
"448";1998;677;0,562453;56345;4;7;2
"449";1998;678;0,555412;27422;4;7;2
"450";1998;681;0,550143;95824;4;7;2
"451";1998;682;0,547803;91692;4;7;2
"452";1998;683;0,549654;117058;4;7;2
"453";1998;685;0,238143;80104;1;2;1
"454";1998;686;0,282487;61312;2;3;2
"455";1998;687;0,191093;143228;1;2;1
"456";1998;688;0,192712;12227;1;2;1
"457";1998;691;0,166639;251291;1;1;1
"458";1998;692;0,171452;115425;1;1;1
"459";1998;694;0,229661;108234;1;2;1
"460";1998;695;0,208638;34042;1;2;1
"461";1998;701;0,175064;140875;1;1;1
"462";1998;703;0,174906;142635;1;1;1
"463";1998;704;0,174885;118758;1;1;1
"464";1998;705;0,174801;190070;1;1;1
"465";1998;706;0,163122;27864;1;1;1
"466";1998;707;0,116363;129658;1;1;1
"467";1998;708;0,115411;71790;1;1;1
"468";1998;710;0,120675;165581;1;1;1
"469";1998;711;0,101414;112424;1;1;1
"470";1998;712;0,098481;148585;1;1;1
"471";1998;713;0,177231;129449;1;1;1
"472";1998;714;0,173887;24528;1;1;1
"473";1998;715;0,208294;110122;1;2;1
"474";1998;716;0,137051;204454;1;1;1
"475";1998;717;0,117376;105015;1;1;1
"476";1998;720;0,200734;87085;1;2;1
"477";1998;721;0,168268;197165;1;1;1
"478";1998;722;0,244851;132507;1;2;1
"479";1998;723;0,258708;90658;2;3;2
"480";1998;724;0,299708;125464;2;3;2
"481";1998;725;0,233789;118648;1;2;1
"482";1998;726;0,119443;114472;1;1;1
"483";1998;727;0,208192;131689;1;2;1
"484";1998;728;0,166874;58572;1;1;1
"485";1998;730;0,254176;157175;2;3;2
"486";1998;731;0,240294;29886;1;2;1
"487";1998;732;0,119971;151558;1;1;1
"488";1998;733;0,269662;60201;2;3;2
"489";1998;734;0,232465;180570;1;2;1
"490";1998;735;0,252112;135066;2;3;2
"491";1998;736;0,185345;119421;1;1;1
"492";1998;737;0,114943;172515;1;1;1
"493";1998;740;0,351992;121521;2;4;2
"494";1998;741;0,188955;100684;1;2;1
"495";1998;742;0,192454;101643;1;2;1
"496";1998;743;0,136437;187156;1;1;1
"497";1998;744;0,277027;35784;2;3;2
"498";1998;745;0,304105;160872;2;3;2
"499";1998;746;0,203648;100006;1;2;1
"500";1998;747;0,436157;62086;3;5;2
"501";1998;748;0,31367;116110;2;4;2
"502";1998;749;0,218976;71670;1;2;1
"503";1998;750;0,211954;88103;1;2;1
"504";1998;751;0,435099;133215;3;5;2
"505";1998;752;0,165901;82388;1;1;1
"506";1998;753;0,238628;115830;1;2;1
"507";1998;754;0,192317;64874;1;2;1
"508";1998;761;0,273894;209227;2;3;2
"509";1998;762;0,225289;180761;1;2;1
"510";1998;763;0,16585;111244;1;1;1
"511";1998;764;0,281149;103065;2;3;2
"512";1998;765;0,212306;123509;1;2;1
"513";1998;766;0,201068;125463;1;2;1
"514";1998;767;0,364695;121958;2;4;2
"515";1998;768;0,382714;164542;3;5;2
"516";1998;776;0,364879;93024;2;4;2
"517";1998;777;0,274075;153424;2;3;2
"518";1998;778;0,243569;121460;1;2;1
"519";1998;779;0,346798;111035;2;4;2
"520";1998;780;0,287762;122110;2;3;2
"521";1998;781;0,246492;110114;1;2;1
"522";1998;782;0,354989;114673;2;4;2
"523";1998;783;0,309447;72443;2;4;2
"524";1998;784;0,342608;95184;2;4;2
"525";1998;785;0,226137;96321;1;2;1
"526";1998;786;0,252212;89169;2;3;2
"527";1998;787;0,219862;41474;1;2;1
"528";1998;790;0,356766;1957;2;4;2
"529";1998;791;0,333466;284204;2;4;2
"530";1998;792;0,233662;166151;1;2;1
"531";1998;793;0,288316;133199;2;3;2
"532";1998;794;0,270076;42602;2;3;2
"533";1998;795;0,325305;109961;2;4;2
"534";1998;796;0,285228;109264;2;3;2
"535";1998;797;0,369739;119652;2;4;2
"536";1998;798;0,313198;73381;2;4;2
"537";1998;803;0,106414;40934;1;1;1
"538";1998;804;0,106414;5666;1;1;1
"539";1998;805;0,106414;13272;1;1;1
"540";1998;806;0,106414;100976;1;1;1
"541";1998;807;0,106414;17659;1;1;1
"542";1998;808;0,106414;85871;1;1;1
"543";1998;809;0,106324;361860;1;1;1
"544";1998;812;0,106353;228204;1;1;1
"545";1998;813;0,106393;105567;1;1;1
"546";1998;814;0,106103;61732;1;1;1
"547";1998;815;0,106184;81578;1;1;1
"548";1998;816;0,106414;67069;1;1;1
"549";1998;817;0,106023;73701;1;1;1
"550";1998;818;0,10561;101871;1;1;1
"551";1998;819;0,106081;95201;1;1;1
"552";1998;820;0;109082;1;1;1
"553";1998;821;0,06748;158275;1;1;1
"554";1998;822;0,081591;165771;1;1;1
"555";1998;823;0,117754;136207;1;1;1
"556";1998;824;0,221889;106656;1;2;1
"557";1998;825;0,123693;59562;1;1;1
"558";1998;830;0,218265;174983;1;2;1
"559";1998;831;0,173848;64897;1;1;1
"560";1998;832;0,225827;73262;1;2;1
"561";1998;833;0,241898;131358;1;2;1
"562";1998;834;0,340077;85561;2;4;2
"563";1998;835;0,177344;66893;1;1;1
"564";1998;836;0,138866;107975;1;1;1
"565";1998;837;0,150184;57234;1;1;1
"566";1998;840;0,232609;198846;1;2;1
"567";1998;841;0,213481;133538;1;2;1
"568";1998;843;0,353786;97528;2;4;2
"569";1998;844;0,2614;125276;2;3;2
"570";1998;845;0,295045;129642;2;3;2
"571";1998;850;0,187758;205722;1;1;1
"572";1998;851;0,106911;73383;1;1;1
"573";1998;852;0,132724;184389;1;1;1
"574";1998;853;0,143337;142443;1;1;1
"575";1998;854;0,128379;117124;1;1;1
"576";1998;855;0,020645;142658;1;1;1
"577";1998;856;0,02516;130847;1;1;1
"578";1998;857;0,006849;118335;1;1;1
"579";1998;861;0,495731;286311;3;6;2
"580";1998;863;0,223242;143716;1;2;1
"581";1998;864;0,207013;141841;1;2;1
"582";1998;865;0,203601;109926;1;2;1
"583";1998;866;0,212598;165421;1;2;1
"584";1998;867;0,190294;62291;1;2;1
"585";1998;868;0,220617;138807;1;2;1
"586";1998;869;0,164785;115787;1;1;1
"587";1998;874;0,28048;153724;2;3;2
"588";1998;875;0,283664;79988;2;3;2
"589";1998;876;0,309781;143143;2;4;2
"590";1998;877;0,237258;146020;1;2;1
"591";1998;880;0,126979;126417;1;1;1
"592";1998;881;0,219901;82070;1;2;1
"593";1998;882;0,217696;187137;1;2;1
"594";1998;883;0,293205;104469;2;3;2
"595";1998;884;0,202154;192640;1;2;1
"596";1998;885;0,326872;34734;2;4;2
"597";1998;886;0,252377;109215;2;3;2
"598";1998;887;0,181171;9890;1;1;1
"599";1998;890;0,140091;121063;1;1;1
"600";1998;891;0,207636;129451;1;2;1
"601";1998;892;0,250163;170493;2;3;2
"602";1998;893;0,260359;86689;2;3;2
"603";1998;894;0,27197;68580;2;3;2
"604";1998;895;0,281097;162182;2;3;2
"605";1998;896;0,23706;25303;1;2;1
"606";1998;904;0,404808;506913;3;5;2
"607";1998;905;0,164529;235295;1;1;1
"608";1998;906;0,209994;26155;1;2;1
"609";1998;907;0,380588;124430;3;5;2
"610";1998;910;0,063599;195888;1;1;1
"611";1998;911;0,221526;134820;1;2;1
"612";1998;912;0,233159;129157;1;2;1
"613";1998;913;0,190576;132898;1;2;1
"614";1998;914;0,297068;82028;2;3;2
"615";1998;915;0,322859;148457;2;4;2
"616";1998;916;0,32332;50550;2;4;2
"617";1998;917;0,343442;116229;2;4;2
"618";1998;918;0,265421;9892;2;3;2
"619";1998;922;0,408411;141467;3;5;2
"620";1998;923;0,255158;130241;2;3;2
"621";1998;924;0,405427;58350;3;5;2
"622";1998;925;0,393442;47117;3;5;2
"623";1998;926;0,452182;100975;3;6;2
"624";1998;927;0,384326;38485;3;5;2
"625";1998;930;0,269095;216436;2;3;2
"626";1998;931;0,279996;177656;2;3;2
"627";1998;933;0,271929;86928;2;3;2
"628";1998;934;0,44303;109797;3;5;2
"629";1998;940;0,457919;135861;3;6;2
"630";1998;941;0,468425;103710;3;6;2
"631";1998;942;0,468736;74895;3;6;2
