"kreis_id","gisd_score","gisd_5","gisd_10","gisd_k","kreis_name","year"
"01001",0.79688,5,9,3,"Flensburg, Stadt",1998
"01001",0.78534,5,9,3,"Flensburg, Stadt",1999
"01001",0.68349,4,8,2,"Flensburg, Stadt",2000
"01001",0.7096,4,8,2,"Flensburg, Stadt",2001
"01001",0.74157,5,9,3,"Flensburg, Stadt",2002
"01001",0.71464,5,9,3,"Flensburg, Stadt",2003
"01001",0.75868,5,9,3,"Flensburg, Stadt",2004
"01001",0.81791,5,10,3,"Flensburg, Stadt",2005
"01001",0.8392,5,10,3,"Flensburg, Stadt",2006
"01001",0.86198,5,10,3,"Flensburg, Stadt",2007
"01001",0.88145,5,10,3,"Flensburg, Stadt",2008
"01001",0.85985,5,10,3,"Flensburg, Stadt",2009
"01001",0.87656,5,10,3,"Flensburg, Stadt",2010
"01001",0.8371,5,10,3,"Flensburg, Stadt",2011
"01001",0.7987,5,10,3,"Flensburg, Stadt",2012
"01001",0.85958,5,10,3,"Flensburg, Stadt",2013
"01001",0.84926,5,10,3,"Flensburg, Stadt",2014
"01001",0.86147,5,10,3,"Flensburg, Stadt",2015
"01001",0.8071,5,10,3,"Flensburg, Stadt",2016
"01001",0.8379,5,10,3,"Flensburg, Stadt",2017
"01001",0.83377,5,10,3,"Flensburg, Stadt",2018
"01001",0.83857,5,10,3,"Flensburg, Stadt",2019
"01001",0.8371,5,10,3,"Flensburg, Stadt",2020
"01002",0.6665,4,8,2,"Kiel, Stadt",1998
"01002",0.63661,4,7,2,"Kiel, Stadt",1999
"01002",0.57034,4,7,2,"Kiel, Stadt",2000
"01002",0.57744,4,7,2,"Kiel, Stadt",2001
"01002",0.55935,3,6,2,"Kiel, Stadt",2002
"01002",0.57352,3,6,2,"Kiel, Stadt",2003
"01002",0.59267,4,7,2,"Kiel, Stadt",2004
"01002",0.63239,4,7,2,"Kiel, Stadt",2005
"01002",0.68452,4,8,2,"Kiel, Stadt",2006
"01002",0.70823,4,8,2,"Kiel, Stadt",2007
"01002",0.72372,4,8,2,"Kiel, Stadt",2008
"01002",0.67263,4,7,2,"Kiel, Stadt",2009
"01002",0.6949,4,7,2,"Kiel, Stadt",2010
"01002",0.68528,4,8,2,"Kiel, Stadt",2011
"01002",0.66287,4,8,2,"Kiel, Stadt",2012
"01002",0.69315,4,8,2,"Kiel, Stadt",2013
"01002",0.69635,4,8,2,"Kiel, Stadt",2014
"01002",0.66133,4,7,2,"Kiel, Stadt",2015
"01002",0.63792,4,8,2,"Kiel, Stadt",2016
"01002",0.63597,4,7,2,"Kiel, Stadt",2017
"01002",0.64862,4,7,2,"Kiel, Stadt",2018
"01002",0.63351,4,7,2,"Kiel, Stadt",2019
"01002",0.62355,4,7,2,"Kiel, Stadt",2020
"01003",0.73718,4,8,2,"Lübeck, Stadt",1998
"01003",0.72284,4,8,2,"Lübeck, Stadt",1999
"01003",0.67936,4,8,2,"Lübeck, Stadt",2000
"01003",0.69351,4,8,2,"Lübeck, Stadt",2001
"01003",0.68756,4,8,2,"Lübeck, Stadt",2002
"01003",0.67727,4,8,2,"Lübeck, Stadt",2003
"01003",0.66706,4,8,2,"Lübeck, Stadt",2004
"01003",0.73852,5,9,3,"Lübeck, Stadt",2005
"01003",0.74639,5,9,3,"Lübeck, Stadt",2006
"01003",0.76508,5,9,3,"Lübeck, Stadt",2007
"01003",0.79065,5,9,3,"Lübeck, Stadt",2008
"01003",0.74688,5,9,3,"Lübeck, Stadt",2009
"01003",0.76925,5,9,3,"Lübeck, Stadt",2010
"01003",0.79008,5,9,3,"Lübeck, Stadt",2011
"01003",0.785,5,9,3,"Lübeck, Stadt",2012
"01003",0.78688,5,9,3,"Lübeck, Stadt",2013
"01003",0.81754,5,10,3,"Lübeck, Stadt",2014
"01003",0.76451,5,9,3,"Lübeck, Stadt",2015
