"","Raumordnungsregion Nr","GISD_Score","GISD_5","GISD_10","GISD_k","Raumordnungsregion","Jahr"
"36",102,0.71642,4,8,2,"Schleswig-Holstein Nord",2011
"37",102,0.7557,4,8,2,"Schleswig-Holstein Nord",2012
"38",102,0.78894,4,8,2,"Schleswig-Holstein Nord",2013
"39",102,0.83369,5,9,3,"Schleswig-Holstein Nord",2014
"40",102,0.82367,5,9,3,"Schleswig-Holstein Nord",2015
"41",102,0.84107,5,9,3,"Schleswig-Holstein Nord",2016
"42",102,0.85931,5,9,3,"Schleswig-Holstein Nord",2017
"43",102,0.83794,5,9,3,"Schleswig-Holstein Nord",2018
"44",102,0.83367,5,9,3,"Schleswig-Holstein Nord",2019
"45",103,0.64668,4,8,2,"Schleswig-Holstein Ost",1998
"46",103,0.67075,4,8,2,"Schleswig-Holstein Ost",1999
"47",103,0.61785,4,8,2,"Schleswig-Holstein Ost",2000
"48",103,0.63566,4,8,2,"Schleswig-Holstein Ost",2001
"49",103,0.62975,4,8,2,"Schleswig-Holstein Ost",2002
"50",103,0.5951,4,8,2,"Schleswig-Holstein Ost",2003
"51",103,0.60036,4,8,2,"Schleswig-Holstein Ost",2004
"52",103,0.64803,4,8,2,"Schleswig-Holstein Ost",2005
"53",103,0.67161,4,8,2,"Schleswig-Holstein Ost",2006
"54",103,0.68616,4,8,2,"Schleswig-Holstein Ost",2007
"55",103,0.71555,4,8,2,"Schleswig-Holstein Ost",2008
"56",103,0.69144,4,8,2,"Schleswig-Holstein Ost",2009
"57",103,0.70257,4,8,2,"Schleswig-Holstein Ost",2010
"58",103,0.73342,5,9,3,"Schleswig-Holstein Ost",2011
"59",103,0.77445,5,9,3,"Schleswig-Holstein Ost",2012
"60",103,0.79262,5,9,3,"Schleswig-Holstein Ost",2013
"61",103,0.85394,5,9,3,"Schleswig-Holstein Ost",2014
"62",103,0.83015,5,9,3,"Schleswig-Holstein Ost",2015
"63",103,0.82576,5,9,3,"Schleswig-Holstein Ost",2016
"64",103,0.84212,5,9,3,"Schleswig-Holstein Ost",2017
"65",103,0.80253,5,9,3,"Schleswig-Holstein Ost",2018
"66",103,0.81667,5,9,3,"Schleswig-Holstein Ost",2019
"67",104,0.34986,2,3,2,"Schleswig-Holstein Süd",1998
"68",104,0.3728,2,3,2,"Schleswig-Holstein Süd",1999
"69",104,0.31704,1,2,1,"Schleswig-Holstein Süd",2000
"70",104,0.32376,1,2,1,"Schleswig-Holstein Süd",2001
"71",104,0.3124,1,2,1,"Schleswig-Holstein Süd",2002
"72",104,0.29771,1,2,1,"Schleswig-Holstein Süd",2003
"73",104,0.30393,1,2,1,"Schleswig-Holstein Süd",2004
"74",104,0.32144,2,3,2,"Schleswig-Holstein Süd",2005
"75",104,0.34775,2,3,2,"Schleswig-Holstein Süd",2006
"76",104,0.34935,2,3,2,"Schleswig-Holstein Süd",2007
"77",104,0.39765,2,3,2,"Schleswig-Holstein Süd",2008
"78",104,0.37479,2,3,2,"Schleswig-Holstein Süd",2009
"79",104,0.39109,2,3,2,"Schleswig-Holstein Süd",2010
"80",104,0.4012,2,3,2,"Schleswig-Holstein Süd",2011
"81",104,0.43937,2,3,2,"Schleswig-Holstein Süd",2012
"82",104,0.46826,2,4,2,"Schleswig-Holstein Süd",2013
"83",104,0.5121,2,4,2,"Schleswig-Holstein Süd",2014
"84",104,0.50411,2,4,2,"Schleswig-Holstein Süd",2015
"85",104,0.54364,2,4,2,"Schleswig-Holstein Süd",2016
"86",104,0.54298,2,4,2,"Schleswig-Holstein Süd",2017
"87",104,0.52776,2,4,2,"Schleswig-Holstein Süd",2018
"88",104,0.54639,2,4,2,"Schleswig-Holstein Süd",2019
"89",105,0.6156,4,8,2,"Schleswig-Holstein Süd-West",1998
"90",105,0.65339,4,8,2,"Schleswig-Holstein Süd-West",1999
"91",105,0.57669,4,8,2,"Schleswig-Holstein Süd-West",2000
"92",105,0.59569,4,8,2,"Schleswig-Holstein Süd-West",2001
"93",105,0.59963,4,8,2,"Schleswig-Holstein Süd-West",2002
"94",105,0.55962,4,8,2,"Schleswig-Holstein Süd-West",2003
"95",105,0.60209,4,8,2,"Schleswig-Holstein Süd-West",2004
"96",105,0.60683,4,8,2,"Schleswig-Holstein Süd-West",2005
"97",105,0.61514,4,7,2,"Schleswig-Holstein Süd-West",2006
"98",105,0.62119,4,7,2,"Schleswig-Holstein Süd-West",2007
"99",105,0.67571,4,8,2,"Schleswig-Holstein Süd-West",2008
"100",105,0.66732,4,7,2,"Schleswig-Holstein Süd-West",2009
"101",105,0.6863,4,8,2,"Schleswig-Holstein Süd-West",2010
"102",105,0.70973,4,8,2,"Schleswig-Holstein Süd-West",2011
"103",105,0.77047,5,9,3,"Schleswig-Holstein Süd-West",2012
"104",105,0.76748,4,8,2,"Schleswig-Holstein Süd-West",2013
"105",105,0.84912,5,9,3,"Schleswig-Holstein Süd-West",2014
"106",105,0.83589,5,9,3,"Schleswig-Holstein Süd-West",2015
"107",105,0.85655,5,9,3,"Schleswig-Holstein Süd-West",2016
"108",105,0.86028,5,9,3,"Schleswig-Holstein Süd-West",2017
"109",105,0.82354,5,9,3,"Schleswig-Holstein Süd-West",2018
"110",105,0.83844,5,9,3,"Schleswig-Holstein Süd-West",2019
"111",201,0.30874,1,2,1,"Hamburg",1998
"112",201,0.33297,1,2,1,"Hamburg",1999
"113",201,0.30258,1,2,1,"Hamburg",2000
"114",201,0.28572,1,2,1,"Hamburg",2001
"115",201,0.30544,1,2,1,"Hamburg",2002
"116",201,0.28301,1,2,1,"Hamburg",2003
"117",201,0.29078,1,2,1,"Hamburg",2004
"118",201,0.30424,1,2,1,"Hamburg",2005
"119",201,0.33577,2,3,2,"Hamburg",2006
"120",201,0.34668,2,3,2,"Hamburg",2007
"121",201,0.34824,1,2,1,"Hamburg",2008
"122",201,0.34018,1,2,1,"Hamburg",2009
"123",201,0.34654,1,2,1,"Hamburg",2010
"124",201,0.3094,1,2,1,"Hamburg",2011
"125",201,0.27941,1,1,1,"Hamburg",2012
"126",201,0.26036,1,1,1,"Hamburg",2013
"127",201,0.30263,1,1,1,"Hamburg",2014
"128",201,0.28991,1,1,1,"Hamburg",2015
"129",201,0.29732,1,1,1,"Hamburg",2016
"130",201,0.29441,1,1,1,"Hamburg",2017
"131",201,0.29618,1,1,1,"Hamburg",2018
"132",201,0.29707,1,1,1,"Hamburg",2019
"133",301,0.46638,3,5,2,"Braunschweig",1998
"134",301,0.46,3,5,2,"Braunschweig",1999
"135",301,0.43822,3,5,2,"Braunschweig",2000
"136",301,0.42467,3,5,2,"Braunschweig",2001
"137",301,0.46929,3,5,2,"Braunschweig",2002
"138",301,0.46071,3,5,2,"Braunschweig",2003
"139",301,0.42072,3,5,2,"Braunschweig",2004
"140",301,0.4631,3,5,2,"Braunschweig",2005
"141",301,0.47407,3,5,2,"Braunschweig",2006
"142",301,0.44467,2,4,2,"Braunschweig",2007
"143",301,0.47656,2,4,2,"Braunschweig",2008
"144",301,0.46459,2,4,2,"Braunschweig",2009
"145",301,0.4557,2,4,2,"Braunschweig",2010
"146",301,0.47139,2,4,2,"Braunschweig",2011
"147",301,0.43894,2,3,2,"Braunschweig",2012
"148",301,0.44884,2,3,2,"Braunschweig",2013
"149",301,0.47213,2,3,2,"Braunschweig",2014
"150",301,0.47385,2,3,2,"Braunschweig",2015
"151",301,0.49488,2,3,2,"Braunschweig",2016
"152",301,0.51986,2,3,2,"Braunschweig",2017
"153",301,0.50074,2,3,2,"Braunschweig",2018
"154",301,0.50427,2,3,2,"Braunschweig",2019
"155",302,0.53266,3,6,2,"Bremen-Umland",1998
"156",302,0.5623,3,6,2,"Bremen-Umland",1999
"157",302,0.48597,3,6,2,"Bremen-Umland",2000
"158",302,0.47804,3,6,2,"Bremen-Umland",2001
"159",302,0.47621,3,5,2,"Bremen-Umland",2002
"160",302,0.47,3,5,2,"Bremen-Umland",2003
"161",302,0.43615,3,5,2,"Bremen-Umland",2004
"162",302,0.48259,3,6,2,"Bremen-Umland",2005
"163",302,0.49007,3,6,2,"Bremen-Umland",2006
"164",302,0.52253,3,6,2,"Bremen-Umland",2007
"165",302,0.54721,3,6,2,"Bremen-Umland",2008
"166",302,0.54628,3,5,2,"Bremen-Umland",2009
"167",302,0.5558,3,6,2,"Bremen-Umland",2010
"168",302,0.57197,3,6,2,"Bremen-Umland",2011
"169",302,0.57782,3,6,2,"Bremen-Umland",2012
"170",302,0.60389,3,6,2,"Bremen-Umland",2013
"171",302,0.62234,3,6,2,"Bremen-Umland",2014
"172",302,0.62571,3,6,2,"Bremen-Umland",2015
"173",302,0.64184,3,6,2,"Bremen-Umland",2016
"174",302,0.6768,3,6,2,"Bremen-Umland",2017
"175",302,0.64314,3,6,2,"Bremen-Umland",2018
"176",302,0.67513,3,6,2,"Bremen-Umland",2019
"177",303,0.75168,5,9,3,"Bremerhaven",1998
"178",303,0.75259,4,8,2,"Bremerhaven",1999
"179",303,0.66673,4,8,2,"Bremerhaven",2000
"180",303,0.66306,4,8,2,"Bremerhaven",2001
"181",303,0.68192,4,8,2,"Bremerhaven",2002
"182",303,0.67556,5,9,3,"Bremerhaven",2003
"183",303,0.66613,4,8,2,"Bremerhaven",2004
"184",303,0.70305,5,9,3,"Bremerhaven",2005
"185",303,0.70162,4,8,2,"Bremerhaven",2006
"186",303,0.73533,5,9,3,"Bremerhaven",2007
"187",303,0.74194,5,9,3,"Bremerhaven",2008
"188",303,0.75706,5,9,3,"Bremerhaven",2009
"189",303,0.74881,5,9,3,"Bremerhaven",2010
"190",303,0.7637,5,9,3,"Bremerhaven",2011
"191",303,0.77708,5,9,3,"Bremerhaven",2012
"192",303,0.8045,5,9,3,"Bremerhaven",2013
"193",303,0.84378,5,9,3,"Bremerhaven",2014
"194",303,0.85016,5,9,3,"Bremerhaven",2015
"195",303,0.86201,5,9,3,"Bremerhaven",2016
"196",303,0.89318,5,10,3,"Bremerhaven",2017
"197",303,0.8664,5,10,3,"Bremerhaven",2018
"198",303,0.87962,5,10,3,"Bremerhaven",2019
"199",304,0.5836,4,7,2,"Emsland",1998
"200",304,0.6099,4,7,2,"Emsland",1999
"201",304,0.56743,4,7,2,"Emsland",2000
"202",304,0.56921,4,7,2,"Emsland",2001
"203",304,0.55682,4,7,2,"Emsland",2002
"204",304,0.54954,4,7,2,"Emsland",2003
"205",304,0.54306,4,7,2,"Emsland",2004
"206",304,0.56101,4,7,2,"Emsland",2005
"207",304,0.55979,4,7,2,"Emsland",2006
"208",304,0.58341,4,7,2,"Emsland",2007
"209",304,0.58917,3,6,2,"Emsland",2008
"210",304,0.60707,4,7,2,"Emsland",2009
"211",304,0.61525,4,7,2,"Emsland",2010
"212",304,0.59566,3,6,2,"Emsland",2011
"213",304,0.60973,3,6,2,"Emsland",2012
"214",304,0.62746,3,6,2,"Emsland",2013
"215",304,0.65802,3,6,2,"Emsland",2014
"216",304,0.67617,4,7,2,"Emsland",2015
"217",304,0.69787,4,7,2,"Emsland",2016
"218",304,0.71321,4,7,2,"Emsland",2017
"219",304,0.66756,4,7,2,"Emsland",2018
"220",304,0.69751,4,7,2,"Emsland",2019
"221",305,0.53996,3,6,2,"Göttingen",1998
"222",305,0.57836,3,6,2,"Göttingen",1999
"223",305,0.50643,3,6,2,"Göttingen",2000
"224",305,0.50319,3,6,2,"Göttingen",2001
"225",305,0.52328,3,6,2,"Göttingen",2002
"226",305,0.53031,4,7,2,"Göttingen",2003
"227",305,0.48201,3,6,2,"Göttingen",2004
"228",305,0.52686,4,7,2,"Göttingen",2005
"229",305,0.53314,3,6,2,"Göttingen",2006
"230",305,0.54482,3,6,2,"Göttingen",2007
"231",305,0.58193,3,6,2,"Göttingen",2008
"232",305,0.55723,3,6,2,"Göttingen",2009
"233",305,0.55014,3,6,2,"Göttingen",2010
"234",305,0.55504,3,6,2,"Göttingen",2011
"235",305,0.56371,3,6,2,"Göttingen",2012
"236",305,0.58149,3,6,2,"Göttingen",2013
"237",305,0.61239,3,6,2,"Göttingen",2014
"238",305,0.61867,3,6,2,"Göttingen",2015
"239",305,0.61308,3,6,2,"Göttingen",2016
"240",305,0.62658,3,5,2,"Göttingen",2017
"241",305,0.62755,3,6,2,"Göttingen",2018
"242",305,0.64188,3,6,2,"Göttingen",2019
"243",306,0.40048,2,4,2,"Hamburg-Umland-Süd",1998
"244",306,0.437,2,4,2,"Hamburg-Umland-Süd",1999
"245",306,0.43,3,5,2,"Hamburg-Umland-Süd",2000
"246",306,0.40032,2,4,2,"Hamburg-Umland-Süd",2001
"247",306,0.40553,2,4,2,"Hamburg-Umland-Süd",2002
"248",306,0.36936,2,4,2,"Hamburg-Umland-Süd",2003
"249",306,0.3731,2,4,2,"Hamburg-Umland-Süd",2004
"250",306,0.4201,2,4,2,"Hamburg-Umland-Süd",2005
"251",306,0.40437,2,4,2,"Hamburg-Umland-Süd",2006
"252",306,0.43748,2,4,2,"Hamburg-Umland-Süd",2007
"253",306,0.47748,2,4,2,"Hamburg-Umland-Süd",2008
"254",306,0.46182,2,4,2,"Hamburg-Umland-Süd",2009
"255",306,0.4577,2,4,2,"Hamburg-Umland-Süd",2010
"256",306,0.47291,2,4,2,"Hamburg-Umland-Süd",2011
"257",306,0.48516,2,4,2,"Hamburg-Umland-Süd",2012
"258",306,0.49922,2,4,2,"Hamburg-Umland-Süd",2013
"259",306,0.51944,2,4,2,"Hamburg-Umland-Süd",2014
"260",306,0.52461,2,4,2,"Hamburg-Umland-Süd",2015
"261",306,0.56022,2,4,2,"Hamburg-Umland-Süd",2016
"262",306,0.56609,2,4,2,"Hamburg-Umland-Süd",2017
"263",306,0.56251,3,5,2,"Hamburg-Umland-Süd",2018
"264",306,0.58552,3,5,2,"Hamburg-Umland-Süd",2019
"265",307,0.46262,3,5,2,"Hannover",1998
"266",307,0.47866,3,5,2,"Hannover",1999
"267",307,0.40906,2,4,2,"Hannover",2000
"268",307,0.43121,3,5,2,"Hannover",2001
"269",307,0.44318,3,5,2,"Hannover",2002
"270",307,0.44598,3,5,2,"Hannover",2003
"271",307,0.40321,2,4,2,"Hannover",2004
"272",307,0.46177,3,5,2,"Hannover",2005
"273",307,0.45861,3,5,2,"Hannover",2006
"274",307,0.47865,3,5,2,"Hannover",2007
"275",307,0.51625,3,5,2,"Hannover",2008
"276",307,0.48196,3,5,2,"Hannover",2009
"277",307,0.49033,3,5,2,"Hannover",2010
"278",307,0.49273,3,5,2,"Hannover",2011
"279",307,0.50476,3,5,2,"Hannover",2012
"280",307,0.52265,3,5,2,"Hannover",2013
"281",307,0.55364,3,5,2,"Hannover",2014
"282",307,0.5495,2,4,2,"Hannover",2015
"283",307,0.56492,3,5,2,"Hannover",2016
"284",307,0.58154,2,4,2,"Hannover",2017
"285",307,0.56754,3,5,2,"Hannover",2018
"286",307,0.57001,3,5,2,"Hannover",2019
"287",308,0.52879,3,6,2,"Hildesheim",1998
"288",308,0.53916,3,6,2,"Hildesheim",1999
"289",308,0.49479,3,6,2,"Hildesheim",2000
"290",308,0.49244,3,6,2,"Hildesheim",2001
"291",308,0.49249,3,5,2,"Hildesheim",2002
"292",308,0.49732,3,6,2,"Hildesheim",2003
"293",308,0.45507,3,5,2,"Hildesheim",2004
"294",308,0.53062,4,7,2,"Hildesheim",2005
"295",308,0.54258,4,7,2,"Hildesheim",2006
"296",308,0.54211,3,6,2,"Hildesheim",2007
"297",308,0.57339,3,6,2,"Hildesheim",2008
"298",308,0.58288,3,6,2,"Hildesheim",2009
"299",308,0.58684,3,6,2,"Hildesheim",2010
"300",308,0.60769,4,7,2,"Hildesheim",2011
"301",308,0.61781,4,7,2,"Hildesheim",2012
"302",308,0.65192,4,7,2,"Hildesheim",2013
"303",308,0.67785,4,7,2,"Hildesheim",2014
"304",308,0.67845,4,7,2,"Hildesheim",2015
"305",308,0.65968,3,6,2,"Hildesheim",2016
"306",308,0.69156,3,6,2,"Hildesheim",2017
"307",308,0.66913,4,7,2,"Hildesheim",2018
"308",308,0.70418,4,7,2,"Hildesheim",2019
"309",309,0.5934,4,7,2,"Lüneburg",1998
"310",309,0.5893,4,7,2,"Lüneburg",1999
"311",309,0.5572,4,7,2,"Lüneburg",2000
"312",309,0.56858,4,7,2,"Lüneburg",2001
"313",309,0.55626,4,7,2,"Lüneburg",2002
"314",309,0.55622,4,7,2,"Lüneburg",2003
"315",309,0.53824,4,7,2,"Lüneburg",2004
"316",309,0.57179,4,7,2,"Lüneburg",2005
"317",309,0.5774,4,7,2,"Lüneburg",2006
"318",309,0.60213,4,7,2,"Lüneburg",2007
"319",309,0.63842,4,7,2,"Lüneburg",2008
"320",309,0.60495,4,7,2,"Lüneburg",2009
"321",309,0.60496,4,7,2,"Lüneburg",2010
"322",309,0.61013,4,7,2,"Lüneburg",2011
"323",309,0.61767,4,7,2,"Lüneburg",2012
"324",309,0.63211,3,6,2,"Lüneburg",2013
"325",309,0.6609,3,6,2,"Lüneburg",2014
"326",309,0.65423,3,6,2,"Lüneburg",2015
"327",309,0.66674,3,6,2,"Lüneburg",2016
"328",309,0.69893,4,7,2,"Lüneburg",2017
"329",309,0.66524,3,6,2,"Lüneburg",2018
"330",309,0.69221,4,7,2,"Lüneburg",2019
"331",310,0.59846,4,7,2,"Oldenburg",1998
"332",310,0.59894,4,7,2,"Oldenburg",1999
"333",310,0.5694,4,7,2,"Oldenburg",2000
"334",310,0.55915,4,7,2,"Oldenburg",2001
"335",310,0.54838,4,7,2,"Oldenburg",2002
"336",310,0.53766,4,7,2,"Oldenburg",2003
"337",310,0.53465,4,7,2,"Oldenburg",2004
"338",310,0.56991,4,7,2,"Oldenburg",2005
"339",310,0.57289,4,7,2,"Oldenburg",2006
"340",310,0.59443,4,7,2,"Oldenburg",2007
"341",310,0.64481,4,7,2,"Oldenburg",2008
"342",310,0.62473,4,7,2,"Oldenburg",2009
"343",310,0.62263,4,7,2,"Oldenburg",2010
"344",310,0.61788,4,7,2,"Oldenburg",2011
"345",310,0.61032,3,6,2,"Oldenburg",2012
"346",310,0.62799,3,6,2,"Oldenburg",2013
"347",310,0.64844,3,6,2,"Oldenburg",2014
"348",310,0.65362,3,6,2,"Oldenburg",2015
"349",310,0.66406,3,6,2,"Oldenburg",2016
"350",310,0.70012,4,7,2,"Oldenburg",2017
"351",310,0.64946,3,6,2,"Oldenburg",2018
"352",310,0.6824,3,6,2,"Oldenburg",2019
"353",311,0.52674,3,6,2,"Osnabrück",1998
"354",311,0.52807,3,6,2,"Osnabrück",1999
"355",311,0.48529,3,6,2,"Osnabrück",2000
"356",311,0.4817,3,6,2,"Osnabrück",2001
"357",311,0.52069,3,6,2,"Osnabrück",2002
"358",311,0.50703,4,7,2,"Osnabrück",2003
"359",311,0.45472,3,5,2,"Osnabrück",2004
"360",311,0.49665,3,6,2,"Osnabrück",2005
"361",311,0.51184,3,6,2,"Osnabrück",2006
"362",311,0.5342,3,6,2,"Osnabrück",2007
"363",311,0.56939,3,6,2,"Osnabrück",2008
"364",311,0.5659,3,6,2,"Osnabrück",2009
"365",311,0.58252,3,6,2,"Osnabrück",2010
"366",311,0.56046,3,6,2,"Osnabrück",2011
"367",311,0.58041,3,6,2,"Osnabrück",2012
"368",311,0.5791,3,6,2,"Osnabrück",2013
"369",311,0.62201,3,6,2,"Osnabrück",2014
"370",311,0.64434,3,6,2,"Osnabrück",2015
"371",311,0.63622,3,6,2,"Osnabrück",2016
"372",311,0.67259,3,6,2,"Osnabrück",2017
"373",311,0.63591,3,6,2,"Osnabrück",2018
"374",311,0.65066,3,6,2,"Osnabrück",2019
"375",312,0.73963,4,8,2,"Ost-Friesland",1998
"376",312,0.76979,5,9,3,"Ost-Friesland",1999
"377",312,0.69308,4,8,2,"Ost-Friesland",2000
"378",312,0.70472,4,8,2,"Ost-Friesland",2001
"379",312,0.72467,5,9,3,"Ost-Friesland",2002
"380",312,0.70982,5,9,3,"Ost-Friesland",2003
"381",312,0.6957,5,9,3,"Ost-Friesland",2004
"382",312,0.74421,5,9,3,"Ost-Friesland",2005
"383",312,0.7684,5,9,3,"Ost-Friesland",2006
"384",312,0.7621,5,9,3,"Ost-Friesland",2007
"385",312,0.80854,5,9,3,"Ost-Friesland",2008
"386",312,0.79223,5,9,3,"Ost-Friesland",2009
"387",312,0.79771,5,9,3,"Ost-Friesland",2010
"388",312,0.80291,5,9,3,"Ost-Friesland",2011
"389",312,0.81404,5,9,3,"Ost-Friesland",2012
"390",312,0.83183,5,9,3,"Ost-Friesland",2013
"391",312,0.85991,5,9,3,"Ost-Friesland",2014
"392",312,0.84747,5,9,3,"Ost-Friesland",2015
"393",312,0.85337,5,9,3,"Ost-Friesland",2016
"394",312,0.89709,5,10,3,"Ost-Friesland",2017
"395",312,0.85006,5,9,3,"Ost-Friesland",2018
"396",312,0.86717,5,10,3,"Ost-Friesland",2019
"397",313,0.62031,4,8,2,"Südheide",1998
"398",313,0.64328,4,8,2,"Südheide",1999
"399",313,0.57598,4,8,2,"Südheide",2000
"400",313,0.58535,4,7,2,"Südheide",2001
"401",313,0.58936,4,8,2,"Südheide",2002
"402",313,0.57646,4,8,2,"Südheide",2003
"403",313,0.57723,4,8,2,"Südheide",2004
"404",313,0.61745,4,8,2,"Südheide",2005
"405",313,0.61798,4,8,2,"Südheide",2006
"406",313,0.63588,4,7,2,"Südheide",2007
"407",313,0.63509,4,7,2,"Südheide",2008
"408",313,0.65243,4,7,2,"Südheide",2009
"409",313,0.67869,4,8,2,"Südheide",2010
"410",313,0.67377,4,8,2,"Südheide",2011
"411",313,0.69406,4,8,2,"Südheide",2012
"412",313,0.71246,4,8,2,"Südheide",2013
"413",313,0.72199,4,7,2,"Südheide",2014
"414",313,0.74836,4,8,2,"Südheide",2015
"415",313,0.76133,4,8,2,"Südheide",2016
"416",313,0.80167,4,8,2,"Südheide",2017
"417",313,0.76672,4,8,2,"Südheide",2018
"418",313,0.76111,4,8,2,"Südheide",2019
"419",401,0.52213,3,6,2,"Bremen",1998
"420",401,0.503,3,5,2,"Bremen",1999
"421",401,0.46236,3,5,2,"Bremen",2000
"422",401,0.44115,3,5,2,"Bremen",2001
"423",401,0.4333,2,4,2,"Bremen",2002
"424",401,0.42397,3,5,2,"Bremen",2003
"425",401,0.46046,3,6,2,"Bremen",2004
"426",401,0.46427,3,5,2,"Bremen",2005
"427",401,0.45011,3,5,2,"Bremen",2006
"428",401,0.48071,3,5,2,"Bremen",2007
"429",401,0.48547,3,5,2,"Bremen",2008
"430",401,0.49385,3,5,2,"Bremen",2009
"431",401,0.49817,3,5,2,"Bremen",2010
"432",401,0.53511,3,5,2,"Bremen",2011
"433",401,0.54371,3,5,2,"Bremen",2012
"434",401,0.5589,3,5,2,"Bremen",2013
"435",401,0.61021,3,5,2,"Bremen",2014
"436",401,0.60605,3,6,2,"Bremen",2015
"437",401,0.62771,3,6,2,"Bremen",2016
"438",401,0.68775,3,6,2,"Bremen",2017
"439",401,0.66282,3,6,2,"Bremen",2018
"440",401,0.69803,4,7,2,"Bremen",2019
"441",501,0.5718,4,7,2,"Aachen",1998
"442",501,0.58368,4,7,2,"Aachen",1999
"443",501,0.51078,4,7,2,"Aachen",2000
"444",501,0.52001,4,7,2,"Aachen",2001
"445",501,0.53364,4,7,2,"Aachen",2002
"446",501,0.52048,4,7,2,"Aachen",2003
"447",501,0.53113,4,7,2,"Aachen",2004
"448",501,0.56665,4,7,2,"Aachen",2005
"449",501,0.59841,4,7,2,"Aachen",2006
"450",501,0.64024,4,8,2,"Aachen",2007
"451",501,0.66556,4,7,2,"Aachen",2008
"452",501,0.67046,4,8,2,"Aachen",2009
"453",501,0.67334,4,7,2,"Aachen",2010
"454",501,0.65421,4,7,2,"Aachen",2011
"455",501,0.65361,4,7,2,"Aachen",2012
"456",501,0.70559,4,7,2,"Aachen",2013
"457",501,0.73508,4,7,2,"Aachen",2014
"458",501,0.74252,4,8,2,"Aachen",2015
"459",501,0.73671,4,7,2,"Aachen",2016
"460",501,0.74987,4,7,2,"Aachen",2017
"461",501,0.73571,4,7,2,"Aachen",2018
"462",501,0.73941,4,7,2,"Aachen",2019
"463",502,0.47266,3,5,2,"Arnsberg",1998
"464",502,0.50675,3,5,2,"Arnsberg",1999
"465",502,0.4574,3,5,2,"Arnsberg",2000
"466",502,0.4765,3,6,2,"Arnsberg",2001
"467",502,0.51066,3,6,2,"Arnsberg",2002
"468",502,0.48431,3,6,2,"Arnsberg",2003
"469",502,0.48565,3,6,2,"Arnsberg",2004
"470",502,0.50845,3,6,2,"Arnsberg",2005
"471",502,0.52054,3,6,2,"Arnsberg",2006
"472",502,0.55048,3,6,2,"Arnsberg",2007
"473",502,0.56373,3,6,2,"Arnsberg",2008
"474",502,0.58083,3,6,2,"Arnsberg",2009
"475",502,0.5781,3,6,2,"Arnsberg",2010
"476",502,0.57309,3,6,2,"Arnsberg",2011
"477",502,0.59228,3,6,2,"Arnsberg",2012
"478",502,0.60868,3,6,2,"Arnsberg",2013
"479",502,0.62961,3,6,2,"Arnsberg",2014
"480",502,0.64365,3,6,2,"Arnsberg",2015
"481",502,0.67485,4,7,2,"Arnsberg",2016
"482",502,0.68297,3,6,2,"Arnsberg",2017
"483",502,0.63906,3,6,2,"Arnsberg",2018
