"","NUTS2","GISD_Score","GISD_5","GISD_10","GISD_k","NUTS2 Name","Jahr"
"1","DE11",0.516315,1,1,1,"Stuttgart",1998
"2","DE11",0.484474,1,1,1,"Stuttgart",1999
"3","DE11",0.445339,1,1,1,"Stuttgart",2000
"4","DE11",0.393385,1,1,1,"Stuttgart",2001
"5","DE11",0.393556,1,1,1,"Stuttgart",2002
"6","DE11",0.382478,1,1,1,"Stuttgart",2003
"7","DE11",0.376574,1,1,1,"Stuttgart",2004
"8","DE11",0.381242,1,1,1,"Stuttgart",2005
"9","DE11",0.356856,1,1,1,"Stuttgart",2006
"10","DE11",0.327417,1,1,1,"Stuttgart",2007
"11","DE11",0.301722,1,1,1,"Stuttgart",2008
"12","DE11",0.325056,1,1,1,"Stuttgart",2009
"13","DE11",0.305283,1,1,1,"Stuttgart",2010
"14","DE11",0.261525,1,1,1,"Stuttgart",2011
"15","DE11",0.274042,1,1,1,"Stuttgart",2012
"16","DE11",0.22855,1,1,1,"Stuttgart",2013
"17","DE11",0.214156,1,1,1,"Stuttgart",2014
"18","DE11",0.193978,1,1,1,"Stuttgart",2015
"19","DE11",0.176775,1,1,1,"Stuttgart",2016
"20","DE11",0.165411,1,1,1,"Stuttgart",2017
"21","DE11",0.166313,1,1,1,"Stuttgart",2018
"22","DE11",0.157597,1,1,1,"Stuttgart",2019
"23","DE11",0.143162,1,1,1,"Stuttgart",2020
"24","DE12",0.567083,1,2,1,"Karlsruhe",1998
"25","DE12",0.538608,1,2,1,"Karlsruhe",1999
"26","DE12",0.496939,1,2,1,"Karlsruhe",2000
"27","DE12",0.439162,1,2,1,"Karlsruhe",2001
"28","DE12",0.442602,1,2,1,"Karlsruhe",2002
"29","DE12",0.439679,1,2,1,"Karlsruhe",2003
"30","DE12",0.435618,1,2,1,"Karlsruhe",2004
"31","DE12",0.445514,1,2,1,"Karlsruhe",2005
"32","DE12",0.419487,1,2,1,"Karlsruhe",2006
"33","DE12",0.39173,1,2,1,"Karlsruhe",2007
"34","DE12",0.364232,1,2,1,"Karlsruhe",2008
"35","DE12",0.37781,1,2,1,"Karlsruhe",2009
