"","Kreiskennziffer","Name des Kreises","Jahr","Bevoelkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",1001,"Flensburg, Stadt",1998,85942,0.848913,5,10,3
"2",1001,"Flensburg, Stadt",1999,85942,0.824921,5,10,3
"3",1001,"Flensburg, Stadt",2000,85942,0.790279,5,9,3
"4",1001,"Flensburg, Stadt",2001,85942,0.778151,5,9,3
"5",1001,"Flensburg, Stadt",2002,85942,0.777653,5,9,3
"6",1001,"Flensburg, Stadt",2003,85942,0.771776,5,9,3
"7",1001,"Flensburg, Stadt",2004,85942,0.770558,5,9,3
"8",1001,"Flensburg, Stadt",2005,85942,0.79856,5,9,3
"9",1001,"Flensburg, Stadt",2006,85942,0.786089,5,9,3
"10",1001,"Flensburg, Stadt",2007,85942,0.762364,5,9,3
"11",1001,"Flensburg, Stadt",2008,85942,0.716743,4,8,2
"12",1001,"Flensburg, Stadt",2009,85942,0.690377,4,7,2
"13",1001,"Flensburg, Stadt",2010,85942,0.679569,4,7,2
"14",1001,"Flensburg, Stadt",2011,85942,0.634946,3,5,2
"15",1001,"Flensburg, Stadt",2012,85942,0.624268,3,5,2
"16",1001,"Flensburg, Stadt",2013,85942,0.633755,3,5,2
"17",1001,"Flensburg, Stadt",2014,85942,0.614916,3,5,2
"18",1001,"Flensburg, Stadt",2015,85942,0.591274,2,4,2
"19",1002,"Kiel, Stadt",1998,246306,0.790887,5,9,3
"20",1002,"Kiel, Stadt",1999,246306,0.768697,5,9,3
"21",1002,"Kiel, Stadt",2000,246306,0.744898,5,9,3
"22",1002,"Kiel, Stadt",2001,246306,0.715321,4,8,2
"23",1002,"Kiel, Stadt",2002,246306,0.706613,4,8,2
"24",1002,"Kiel, Stadt",2003,246306,0.71191,4,8,2
"25",1002,"Kiel, Stadt",2004,246306,0.717956,4,8,2
"26",1002,"Kiel, Stadt",2005,246306,0.728829,4,8,2
"27",1002,"Kiel, Stadt",2006,246306,0.723542,4,8,2
"28",1002,"Kiel, Stadt",2007,246306,0.691866,4,7,2
"29",1002,"Kiel, Stadt",2008,246306,0.647165,3,6,2
"30",1002,"Kiel, Stadt",2009,246306,0.614141,3,5,2
"31",1002,"Kiel, Stadt",2010,246306,0.606121,3,5,2
"32",1002,"Kiel, Stadt",2011,246306,0.573083,2,4,2
"33",1002,"Kiel, Stadt",2012,246306,0.560863,2,3,2
"34",1002,"Kiel, Stadt",2013,246306,0.538156,2,3,2
"35",1002,"Kiel, Stadt",2014,246306,0.52062,2,3,2
"36",1002,"Kiel, Stadt",2015,246306,0.490754,1,2,1
"37",1003,"Lübeck, Stadt",1998,216253,0.861256,5,10,3
"38",1003,"Lübeck, Stadt",1999,216253,0.840693,5,10,3
"39",1003,"Lübeck, Stadt",2000,216253,0.830068,5,10,3
"40",1003,"Lübeck, Stadt",2001,216253,0.811407,5,10,3
"41",1003,"Lübeck, Stadt",2002,216253,0.810114,5,10,3
"42",1003,"Lübeck, Stadt",2003,216253,0.800211,5,10,3
"43",1003,"Lübeck, Stadt",2004,216253,0.782682,5,9,3
"44",1003,"Lübeck, Stadt",2005,216253,0.821779,5,10,3
"45",1003,"Lübeck, Stadt",2006,216253,0.794303,5,9,3
"46",1003,"Lübeck, Stadt",2007,216253,0.770446,5,9,3
"47",1003,"Lübeck, Stadt",2008,216253,0.724977,4,8,2
"48",1003,"Lübeck, Stadt",2009,216253,0.702521,4,7,2
"49",1003,"Lübeck, Stadt",2010,216253,0.68869,4,7,2
"50",1003,"Lübeck, Stadt",2011,216253,0.691493,4,7,2
"51",1003,"Lübeck, Stadt",2012,216253,0.672592,4,7,2
"52",1003,"Lübeck, Stadt",2013,216253,0.65179,3,6,2
"53",1003,"Lübeck, Stadt",2014,216253,0.63923,3,5,2
"54",1003,"Lübeck, Stadt",2015,216253,0.613813,3,5,2
"55",1004,"Neumünster, Stadt",1998,79197,0.872255,5,10,3
"56",1004,"Neumünster, Stadt",1999,79197,0.845424,5,10,3
"57",1004,"Neumünster, Stadt",2000,79197,0.803527,5,10,3
"58",1004,"Neumünster, Stadt",2001,79197,0.783691,5,9,3
"59",1004,"Neumünster, Stadt",2002,79197,0.778326,5,9,3
"60",1004,"Neumünster, Stadt",2003,79197,0.8147,5,10,3
"61",1004,"Neumünster, Stadt",2004,79197,0.797169,5,9,3
"62",1004,"Neumünster, Stadt",2005,79197,0.796164,5,9,3
"63",1004,"Neumünster, Stadt",2006,79197,0.786853,5,9,3
"64",1004,"Neumünster, Stadt",2007,79197,0.754936,5,9,3
"65",1004,"Neumünster, Stadt",2008,79197,0.739598,4,8,2
"66",1004,"Neumünster, Stadt",2009,79197,0.693923,4,7,2
"67",1004,"Neumünster, Stadt",2010,79197,0.700885,4,7,2
"68",1004,"Neumünster, Stadt",2011,79197,0.687336,4,7,2
"69",1004,"Neumünster, Stadt",2012,79197,0.669719,3,6,2
"70",1004,"Neumünster, Stadt",2013,79197,0.668817,3,6,2
"71",1004,"Neumünster, Stadt",2014,79197,0.624385,3,5,2
"72",1004,"Neumünster, Stadt",2015,79197,0.61617,3,5,2
"73",1051,"Dithmarschen",1998,132917,0.851005,5,10,3
"74",1051,"Dithmarschen",1999,132917,0.838727,5,10,3
"75",1051,"Dithmarschen",2000,132917,0.818733,5,10,3
"76",1051,"Dithmarschen",2001,132917,0.815262,5,10,3
"77",1051,"Dithmarschen",2002,132917,0.814873,5,10,3
"78",1051,"Dithmarschen",2003,132917,0.805584,5,10,3
"79",1051,"Dithmarschen",2004,132917,0.800125,5,10,3
"80",1051,"Dithmarschen",2005,132917,0.829197,5,10,3
"81",1051,"Dithmarschen",2006,132917,0.797944,5,9,3
"82",1051,"Dithmarschen",2007,132917,0.767851,5,9,3
"83",1051,"Dithmarschen",2008,132917,0.734819,4,8,2
"84",1051,"Dithmarschen",2009,132917,0.71632,4,8,2
"85",1051,"Dithmarschen",2010,132917,0.704194,4,8,2
"86",1051,"Dithmarschen",2011,132917,0.696902,4,7,2
"87",1051,"Dithmarschen",2012,132917,0.683754,4,7,2
"88",1051,"Dithmarschen",2013,132917,0.65594,3,6,2
"89",1051,"Dithmarschen",2014,132917,0.652199,3,6,2
"90",1051,"Dithmarschen",2015,132917,0.627551,3,5,2
"91",1053,"Herzogtum Lauenburg",1998,192999,0.774967,5,9,3
"92",1053,"Herzogtum Lauenburg",1999,192999,0.773389,5,9,3
"93",1053,"Herzogtum Lauenburg",2000,192999,0.746314,5,9,3
"94",1053,"Herzogtum Lauenburg",2001,192999,0.733569,4,8,2
"95",1053,"Herzogtum Lauenburg",2002,192999,0.742336,5,9,3
"96",1053,"Herzogtum Lauenburg",2003,192999,0.737542,4,8,2
"97",1053,"Herzogtum Lauenburg",2004,192999,0.72733,4,8,2
"98",1053,"Herzogtum Lauenburg",2005,192999,0.72331,4,8,2
"99",1053,"Herzogtum Lauenburg",2006,192999,0.714569,4,8,2
"100",1053,"Herzogtum Lauenburg",2007,192999,0.679958,4,7,2
"101",1053,"Herzogtum Lauenburg",2008,192999,0.647839,3,6,2
"102",1053,"Herzogtum Lauenburg",2009,192999,0.62674,3,5,2
"103",1053,"Herzogtum Lauenburg",2010,192999,0.612918,3,5,2
"104",1053,"Herzogtum Lauenburg",2011,192999,0.58236,2,4,2
"105",1053,"Herzogtum Lauenburg",2012,192999,0.573363,2,4,2
"106",1053,"Herzogtum Lauenburg",2013,192999,0.557884,2,3,2
"107",1053,"Herzogtum Lauenburg",2014,192999,0.547754,2,3,2
"108",1053,"Herzogtum Lauenburg",2015,192999,0.508138,1,2,1
"109",1054,"Nordfriesland",1998,163960,0.809451,5,10,3
"110",1054,"Nordfriesland",1999,163960,0.796206,5,9,3
"111",1054,"Nordfriesland",2000,163960,0.788572,5,9,3
"112",1054,"Nordfriesland",2001,163960,0.784762,5,9,3
"113",1054,"Nordfriesland",2002,163960,0.772706,5,9,3
"114",1054,"Nordfriesland",2003,163960,0.765771,5,9,3
"115",1054,"Nordfriesland",2004,163960,0.780661,5,9,3
"116",1054,"Nordfriesland",2005,163960,0.77863,5,9,3
"117",1054,"Nordfriesland",2006,163960,0.759816,5,9,3
"118",1054,"Nordfriesland",2007,163960,0.736197,4,8,2
"119",1054,"Nordfriesland",2008,163960,0.694635,4,7,2
"120",1054,"Nordfriesland",2009,163960,0.681306,4,7,2
"121",1054,"Nordfriesland",2010,163960,0.661832,3,6,2
"122",1054,"Nordfriesland",2011,163960,0.641671,3,6,2
"123",1054,"Nordfriesland",2012,163960,0.621761,3,5,2
"124",1054,"Nordfriesland",2013,163960,0.601035,2,4,2
"125",1054,"Nordfriesland",2014,163960,0.593038,2,4,2
"126",1054,"Nordfriesland",2015,163960,0.562494,2,3,2
"127",1055,"Ostholstein",1998,199574,0.826854,5,10,3
"128",1055,"Ostholstein",1999,199574,0.820137,5,10,3
"129",1055,"Ostholstein",2000,199574,0.799502,5,10,3
"130",1055,"Ostholstein",2001,199574,0.795812,5,9,3
"131",1055,"Ostholstein",2002,199574,0.800543,5,10,3
"132",1055,"Ostholstein",2003,199574,0.789593,5,9,3
"133",1055,"Ostholstein",2004,199574,0.781365,5,9,3
"134",1055,"Ostholstein",2005,199574,0.796417,5,9,3
"135",1055,"Ostholstein",2006,199574,0.785213,5,9,3
"136",1055,"Ostholstein",2007,199574,0.749153,5,9,3
"137",1055,"Ostholstein",2008,199574,0.711896,4,8,2
"138",1055,"Ostholstein",2009,199574,0.697202,4,7,2
"139",1055,"Ostholstein",2010,199574,0.662279,3,6,2
"140",1055,"Ostholstein",2011,199574,0.643422,3,6,2
"141",1055,"Ostholstein",2012,199574,0.640654,3,6,2
"142",1055,"Ostholstein",2013,199574,0.613979,3,5,2
"143",1055,"Ostholstein",2014,199574,0.598718,2,4,2
"144",1055,"Ostholstein",2015,199574,0.586987,2,4,2
"145",1056,"Pinneberg",1998,307471,0.703989,4,8,2
"146",1056,"Pinneberg",1999,307471,0.693867,4,7,2
"147",1056,"Pinneberg",2000,307471,0.673534,4,7,2
"148",1056,"Pinneberg",2001,307471,0.658623,3,6,2
"149",1056,"Pinneberg",2002,307471,0.651316,3,6,2
"150",1056,"Pinneberg",2003,307471,0.64774,3,6,2
"151",1056,"Pinneberg",2004,307471,0.640189,3,6,2
"152",1056,"Pinneberg",2005,307471,0.655212,3,6,2
"153",1056,"Pinneberg",2006,307471,0.63075,3,5,2
"154",1056,"Pinneberg",2007,307471,0.604632,2,4,2
"155",1056,"Pinneberg",2008,307471,0.566873,2,3,2
"156",1056,"Pinneberg",2009,307471,0.53702,2,3,2
"157",1056,"Pinneberg",2010,307471,0.51959,1,2,1
"158",1056,"Pinneberg",2011,307471,0.498734,1,2,1
"159",1056,"Pinneberg",2012,307471,0.472066,1,2,1
"160",1056,"Pinneberg",2013,307471,0.461745,1,2,1
"161",1056,"Pinneberg",2014,307471,0.442307,1,1,1
"162",1056,"Pinneberg",2015,307471,0.420503,1,1,1
"163",1057,"Plön",1998,128304,0.789601,5,9,3
"164",1057,"Plön",1999,128304,0.77895,5,9,3
"165",1057,"Plön",2000,128304,0.775439,5,9,3
"166",1057,"Plön",2001,128304,0.764863,5,9,3
"167",1057,"Plön",2002,128304,0.760505,5,9,3
"168",1057,"Plön",2003,128304,0.769418,5,9,3
"169",1057,"Plön",2004,128304,0.756301,5,9,3
"170",1057,"Plön",2005,128304,0.780944,5,9,3
"171",1057,"Plön",2006,128304,0.765194,5,9,3
"172",1057,"Plön",2007,128304,0.72728,4,8,2
"173",1057,"Plön",2008,128304,0.680355,4,7,2
"174",1057,"Plön",2009,128304,0.667065,3,6,2
"175",1057,"Plön",2010,128304,0.648473,3,6,2
"176",1057,"Plön",2011,128304,0.627417,3,5,2
"177",1057,"Plön",2012,128304,0.606351,3,5,2
"178",1057,"Plön",2013,128304,0.589412,2,4,2
"179",1057,"Plön",2014,128304,0.576597,2,4,2
"180",1057,"Plön",2015,128304,0.563636,2,3,2
"181",1058,"Rendsburg-Eckernförde",1998,270378,0.785652,5,9,3
"182",1058,"Rendsburg-Eckernförde",1999,270378,0.771888,5,9,3
"183",1058,"Rendsburg-Eckernförde",2000,270378,0.74792,5,9,3
"184",1058,"Rendsburg-Eckernförde",2001,270378,0.733759,4,8,2
"185",1058,"Rendsburg-Eckernförde",2002,270378,0.737617,4,8,2
"186",1058,"Rendsburg-Eckernförde",2003,270378,0.742694,5,9,3
"187",1058,"Rendsburg-Eckernförde",2004,270378,0.737887,4,8,2
"188",1058,"Rendsburg-Eckernförde",2005,270378,0.73295,4,8,2
"189",1058,"Rendsburg-Eckernförde",2006,270378,0.709739,4,8,2
"190",1058,"Rendsburg-Eckernförde",2007,270378,0.686915,4,7,2
"191",1058,"Rendsburg-Eckernförde",2008,270378,0.651599,3,6,2
"192",1058,"Rendsburg-Eckernförde",2009,270378,0.641467,3,6,2
"193",1058,"Rendsburg-Eckernförde",2010,270378,0.6186,3,5,2
"194",1058,"Rendsburg-Eckernförde",2011,270378,0.596881,2,4,2
"195",1058,"Rendsburg-Eckernförde",2012,270378,0.572194,2,4,2
"196",1058,"Rendsburg-Eckernförde",2013,270378,0.563008,2,3,2
"197",1058,"Rendsburg-Eckernförde",2014,270378,0.541931,2,3,2
"198",1058,"Rendsburg-Eckernförde",2015,270378,0.505573,1,2,1
"199",1059,"Schleswig-Flensburg",1998,196839,0.833797,5,10,3
"200",1059,"Schleswig-Flensburg",1999,196839,0.827687,5,10,3
"201",1059,"Schleswig-Flensburg",2000,196839,0.810857,5,10,3
"202",1059,"Schleswig-Flensburg",2001,196839,0.801189,5,10,3
"203",1059,"Schleswig-Flensburg",2002,196839,0.798458,5,9,3
"204",1059,"Schleswig-Flensburg",2003,196839,0.803164,5,10,3
"205",1059,"Schleswig-Flensburg",2004,196839,0.79882,5,10,3
"206",1059,"Schleswig-Flensburg",2005,196839,0.804697,5,10,3
"207",1059,"Schleswig-Flensburg",2006,196839,0.775522,5,9,3
"208",1059,"Schleswig-Flensburg",2007,196839,0.778209,5,9,3
"209",1059,"Schleswig-Flensburg",2008,196839,0.748105,5,9,3
"210",1059,"Schleswig-Flensburg",2009,196839,0.72498,4,8,2
"211",1059,"Schleswig-Flensburg",2010,196839,0.7171,4,8,2
"212",1059,"Schleswig-Flensburg",2011,196839,0.674098,4,7,2
"213",1059,"Schleswig-Flensburg",2012,196839,0.676156,4,7,2
"214",1059,"Schleswig-Flensburg",2013,196839,0.649146,3,6,2
"215",1059,"Schleswig-Flensburg",2014,196839,0.64406,3,6,2
"216",1059,"Schleswig-Flensburg",2015,196839,0.619162,3,5,2
"217",1060,"Segeberg",1998,267503,0.754879,5,9,3
"218",1060,"Segeberg",1999,267503,0.732027,4,8,2
"219",1060,"Segeberg",2000,267503,0.701269,4,7,2
"220",1060,"Segeberg",2001,267503,0.697328,4,7,2
"221",1060,"Segeberg",2002,267503,0.699293,4,7,2
"222",1060,"Segeberg",2003,267503,0.689041,4,7,2
"223",1060,"Segeberg",2004,267503,0.69098,4,7,2
"224",1060,"Segeberg",2005,267503,0.687893,4,7,2
"225",1060,"Segeberg",2006,267503,0.671505,4,7,2
"226",1060,"Segeberg",2007,267503,0.631025,3,5,2
"227",1060,"Segeberg",2008,267503,0.585675,2,4,2
"228",1060,"Segeberg",2009,267503,0.565437,2,3,2
"229",1060,"Segeberg",2010,267503,0.560619,2,3,2
"230",1060,"Segeberg",2011,267503,0.538178,2,3,2
"231",1060,"Segeberg",2012,267503,0.53585,2,3,2
"232",1060,"Segeberg",2013,267503,0.520515,2,3,2
"233",1060,"Segeberg",2014,267503,0.497904,1,2,1
"234",1060,"Segeberg",2015,267503,0.462138,1,2,1
"235",1061,"Steinburg",1998,131457,0.81093,5,10,3
"236",1061,"Steinburg",1999,131457,0.80377,5,10,3
"237",1061,"Steinburg",2000,131457,0.786486,5,9,3
"238",1061,"Steinburg",2001,131457,0.764593,5,9,3
"239",1061,"Steinburg",2002,131457,0.776643,5,9,3
"240",1061,"Steinburg",2003,131457,0.773854,5,9,3
"241",1061,"Steinburg",2004,131457,0.777555,5,9,3
"242",1061,"Steinburg",2005,131457,0.767663,5,9,3
"243",1061,"Steinburg",2006,131457,0.75108,5,9,3
"244",1061,"Steinburg",2007,131457,0.709949,4,8,2
"245",1061,"Steinburg",2008,131457,0.68034,4,7,2
"246",1061,"Steinburg",2009,131457,0.658312,3,6,2
"247",1061,"Steinburg",2010,131457,0.65816,3,6,2
"248",1061,"Steinburg",2011,131457,0.634895,3,5,2
"249",1061,"Steinburg",2012,131457,0.620147,3,5,2
"250",1061,"Steinburg",2013,131457,0.588281,2,4,2
"251",1061,"Steinburg",2014,131457,0.591736,2,4,2
"252",1061,"Steinburg",2015,131457,0.556092,2,3,2
"253",1062,"Stormarn",1998,239614,0.667834,3,6,2
"254",1062,"Stormarn",1999,239614,0.648783,3,6,2
"255",1062,"Stormarn",2000,239614,0.614169,3,5,2
"256",1062,"Stormarn",2001,239614,0.596581,2,4,2
"257",1062,"Stormarn",2002,239614,0.592423,2,4,2
"258",1062,"Stormarn",2003,239614,0.583889,2,4,2
"259",1062,"Stormarn",2004,239614,0.588128,2,4,2
"260",1062,"Stormarn",2005,239614,0.585249,2,4,2
"261",1062,"Stormarn",2006,239614,0.57415,2,4,2
"262",1062,"Stormarn",2007,239614,0.533887,2,3,2
"263",1062,"Stormarn",2008,239614,0.509545,1,2,1
"264",1062,"Stormarn",2009,239614,0.50294,1,2,1
"265",1062,"Stormarn",2010,239614,0.482625,1,2,1
"266",1062,"Stormarn",2011,239614,0.449536,1,1,1
"267",1062,"Stormarn",2012,239614,0.437574,1,1,1
"268",1062,"Stormarn",2013,239614,0.401116,1,1,1
"269",1062,"Stormarn",2014,239614,0.394975,1,1,1
"270",1062,"Stormarn",2015,239614,0.366102,1,1,1
"271",2000,"Hamburg, Stadt",1998,1787408,0.657062,3,6,2
"272",2000,"Hamburg, Stadt",1999,1787408,0.629816,3,5,2
"273",2000,"Hamburg, Stadt",2000,1787408,0.605714,2,4,2
"274",2000,"Hamburg, Stadt",2001,1787408,0.582406,2,4,2
"275",2000,"Hamburg, Stadt",2002,1787408,0.576096,2,4,2
"276",2000,"Hamburg, Stadt",2003,1787408,0.572516,2,4,2
"277",2000,"Hamburg, Stadt",2004,1787408,0.557994,2,3,2
"278",2000,"Hamburg, Stadt",2005,1787408,0.568655,2,4,2
"279",2000,"Hamburg, Stadt",2006,1787408,0.542626,2,3,2
"280",2000,"Hamburg, Stadt",2007,1787408,0.509308,1,2,1
"281",2000,"Hamburg, Stadt",2008,1787408,0.453694,1,2,1
"282",2000,"Hamburg, Stadt",2009,1787408,0.425078,1,1,1
"283",2000,"Hamburg, Stadt",2010,1787408,0.373038,1,1,1
"284",2000,"Hamburg, Stadt",2011,1787408,0.354323,1,1,1
"285",2000,"Hamburg, Stadt",2012,1787408,0.329802,1,1,1
"286",2000,"Hamburg, Stadt",2013,1787408,0.280405,1,1,1
"287",2000,"Hamburg, Stadt",2014,1787408,0.269246,1,1,1
"288",2000,"Hamburg, Stadt",2015,1787408,0.246652,1,1,1
"289",3101,"Braunschweig, Stadt",1998,251364,0.723603,4,8,2
"290",3101,"Braunschweig, Stadt",1999,251364,0.695764,4,7,2
"291",3101,"Braunschweig, Stadt",2000,251364,0.675556,4,7,2
"292",3101,"Braunschweig, Stadt",2001,251364,0.648321,3,6,2
"293",3101,"Braunschweig, Stadt",2002,251364,0.642496,3,6,2
"294",3101,"Braunschweig, Stadt",2003,251364,0.637224,3,5,2
"295",3101,"Braunschweig, Stadt",2004,251364,0.645335,3,6,2
"296",3101,"Braunschweig, Stadt",2005,251364,0.635198,3,5,2
"297",3101,"Braunschweig, Stadt",2006,251364,0.608507,3,5,2
"298",3101,"Braunschweig, Stadt",2007,251364,0.574729,2,4,2
"299",3101,"Braunschweig, Stadt",2008,251364,0.532487,2,3,2
"300",3101,"Braunschweig, Stadt",2009,251364,0.526749,2,3,2
"301",3101,"Braunschweig, Stadt",2010,251364,0.498437,1,2,1
"302",3101,"Braunschweig, Stadt",2011,251364,0.431382,1,1,1
"303",3101,"Braunschweig, Stadt",2012,251364,0.430887,1,1,1
"304",3101,"Braunschweig, Stadt",2013,251364,0.412769,1,1,1
"305",3101,"Braunschweig, Stadt",2014,251364,0.383667,1,1,1
"306",3101,"Braunschweig, Stadt",2015,251364,0.353907,1,1,1
"307",3102,"Salzgitter, Stadt",1998,101079,0.811273,5,10,3
"308",3102,"Salzgitter, Stadt",1999,101079,0.791004,5,9,3
"309",3102,"Salzgitter, Stadt",2000,101079,0.763586,5,9,3
"310",3102,"Salzgitter, Stadt",2001,101079,0.724079,4,8,2
"311",3102,"Salzgitter, Stadt",2002,101079,0.737158,4,8,2
"312",3102,"Salzgitter, Stadt",2003,101079,0.727863,4,8,2
"313",3102,"Salzgitter, Stadt",2004,101079,0.713549,4,8,2
"314",3102,"Salzgitter, Stadt",2005,101079,0.726747,4,8,2
"315",3102,"Salzgitter, Stadt",2006,101079,0.721431,4,8,2
"316",3102,"Salzgitter, Stadt",2007,101079,0.685815,4,7,2
"317",3102,"Salzgitter, Stadt",2008,101079,0.659883,3,6,2
"318",3102,"Salzgitter, Stadt",2009,101079,0.649391,3,6,2
"319",3102,"Salzgitter, Stadt",2010,101079,0.610768,3,5,2
"320",3102,"Salzgitter, Stadt",2011,101079,0.554447,2,3,2
"321",3102,"Salzgitter, Stadt",2012,101079,0.545243,2,3,2
"322",3102,"Salzgitter, Stadt",2013,101079,0.540682,2,3,2
"323",3102,"Salzgitter, Stadt",2014,101079,0.523893,2,3,2
"324",3102,"Salzgitter, Stadt",2015,101079,0.515495,1,2,1
"325",3103,"Wolfsburg, Stadt",1998,124045,0.608539,3,5,2
"326",3103,"Wolfsburg, Stadt",1999,124045,0.577634,2,4,2
"327",3103,"Wolfsburg, Stadt",2000,124045,0.578439,2,4,2
"328",3103,"Wolfsburg, Stadt",2001,124045,0.542562,2,3,2
"329",3103,"Wolfsburg, Stadt",2002,124045,0.530023,2,3,2
"330",3103,"Wolfsburg, Stadt",2003,124045,0.509661,1,2,1
"331",3103,"Wolfsburg, Stadt",2004,124045,0.508516,1,2,1
"332",3103,"Wolfsburg, Stadt",2005,124045,0.509844,1,2,1
"333",3103,"Wolfsburg, Stadt",2006,124045,0.48684,1,2,1
"334",3103,"Wolfsburg, Stadt",2007,124045,0.454629,1,2,1
"335",3103,"Wolfsburg, Stadt",2008,124045,0.407413,1,1,1
"336",3103,"Wolfsburg, Stadt",2009,124045,0.379209,1,1,1
"337",3103,"Wolfsburg, Stadt",2010,124045,0.363432,1,1,1
"338",3103,"Wolfsburg, Stadt",2011,124045,0.302993,1,1,1
"339",3103,"Wolfsburg, Stadt",2012,124045,0.268484,1,1,1
"340",3103,"Wolfsburg, Stadt",2013,124045,0.240919,1,1,1
"341",3103,"Wolfsburg, Stadt",2014,124045,0.195603,1,1,1
"342",3103,"Wolfsburg, Stadt",2015,124045,0.158124,1,1,1
"343",3151,"Gifhorn",1998,174205,0.799294,5,10,3
"344",3151,"Gifhorn",1999,174205,0.772365,5,9,3
"345",3151,"Gifhorn",2000,174205,0.775163,5,9,3
"346",3151,"Gifhorn",2001,174205,0.742901,5,9,3
"347",3151,"Gifhorn",2002,174205,0.733576,4,8,2
"348",3151,"Gifhorn",2003,174205,0.732407,4,8,2
"349",3151,"Gifhorn",2004,174205,0.715689,4,8,2
"350",3151,"Gifhorn",2005,174205,0.715096,4,8,2
"351",3151,"Gifhorn",2006,174205,0.690415,4,7,2
"352",3151,"Gifhorn",2007,174205,0.666441,3,6,2
"353",3151,"Gifhorn",2008,174205,0.636475,3,5,2
"354",3151,"Gifhorn",2009,174205,0.603027,2,4,2
"355",3151,"Gifhorn",2010,174205,0.593415,2,4,2
"356",3151,"Gifhorn",2011,174205,0.530168,2,3,2
"357",3151,"Gifhorn",2012,174205,0.527394,2,3,2
"358",3151,"Gifhorn",2013,174205,0.49764,1,2,1
"359",3151,"Gifhorn",2014,174205,0.469454,1,2,1
"360",3151,"Gifhorn",2015,174205,0.438894,1,1,1
"361",3152,"Göttingen",1998,255653,0.759145,5,9,3
"362",3152,"Göttingen",1999,255653,0.745877,5,9,3
"363",3152,"Göttingen",2000,255653,0.717108,4,8,2
"364",3152,"Göttingen",2001,255653,0.705903,4,8,2
"365",3152,"Göttingen",2002,255653,0.699108,4,7,2
"366",3152,"Göttingen",2003,255653,0.695468,4,7,2
"367",3152,"Göttingen",2004,255653,0.692606,4,7,2
"368",3152,"Göttingen",2005,255653,0.695434,4,7,2
"369",3152,"Göttingen",2006,255653,0.64545,3,6,2
"370",3152,"Göttingen",2007,255653,0.647278,3,6,2
"371",3152,"Göttingen",2008,255653,0.616308,3,5,2
"372",3152,"Göttingen",2009,255653,0.585289,2,4,2
"373",3152,"Göttingen",2010,255653,0.563715,2,3,2
"374",3152,"Göttingen",2011,255653,0.46852,1,2,1
"375",3152,"Göttingen",2012,255653,0.46041,1,2,1
"376",3152,"Göttingen",2013,255653,0.461085,1,2,1
"377",3152,"Göttingen",2014,255653,0.431205,1,1,1
"378",3152,"Göttingen",2015,255653,0.404253,1,1,1
"379",3153,"Goslar",1998,138236,0.837752,5,10,3
"380",3153,"Goslar",1999,138236,0.815357,5,10,3
"381",3153,"Goslar",2000,138236,0.796404,5,9,3
"382",3153,"Goslar",2001,138236,0.782195,5,9,3
"383",3153,"Goslar",2002,138236,0.779632,5,9,3
"384",3153,"Goslar",2003,138236,0.797676,5,9,3
"385",3153,"Goslar",2004,138236,0.768454,5,9,3
"386",3153,"Goslar",2005,138236,0.790053,5,9,3
"387",3153,"Goslar",2006,138236,0.77311,5,9,3
"388",3153,"Goslar",2007,138236,0.732409,4,8,2
"389",3153,"Goslar",2008,138236,0.713561,4,8,2
"390",3153,"Goslar",2009,138236,0.702708,4,7,2
"391",3153,"Goslar",2010,138236,0.672466,4,7,2
"392",3153,"Goslar",2011,138236,0.628743,3,5,2
"393",3153,"Goslar",2012,138236,0.638351,3,5,2
"394",3153,"Goslar",2013,138236,0.610791,3,5,2
"395",3153,"Goslar",2014,138236,0.614411,3,5,2
"396",3153,"Goslar",2015,138236,0.576829,2,4,2
"397",3154,"Helmstedt",1998,91500,0.808853,5,10,3
"398",3154,"Helmstedt",1999,91500,0.795023,5,9,3
"399",3154,"Helmstedt",2000,91500,0.771671,5,9,3
"400",3154,"Helmstedt",2001,91500,0.757038,5,9,3
"401",3154,"Helmstedt",2002,91500,0.752872,5,9,3
"402",3154,"Helmstedt",2003,91500,0.762971,5,9,3
"403",3154,"Helmstedt",2004,91500,0.73869,4,8,2
"404",3154,"Helmstedt",2005,91500,0.742196,5,9,3
"405",3154,"Helmstedt",2006,91500,0.752502,5,9,3
"406",3154,"Helmstedt",2007,91500,0.699413,4,7,2
"407",3154,"Helmstedt",2008,91500,0.666978,3,6,2
"408",3154,"Helmstedt",2009,91500,0.63465,3,5,2
"409",3154,"Helmstedt",2010,91500,0.635918,3,5,2
"410",3154,"Helmstedt",2011,91500,0.573714,2,4,2
"411",3154,"Helmstedt",2012,91500,0.571612,2,4,2
"412",3154,"Helmstedt",2013,91500,0.558169,2,3,2
"413",3154,"Helmstedt",2014,91500,0.543654,2,3,2
"414",3154,"Helmstedt",2015,91500,0.541008,2,3,2
"415",3155,"Northeim",1998,134896,0.821968,5,10,3
"416",3155,"Northeim",1999,134896,0.805406,5,10,3
"417",3155,"Northeim",2000,134896,0.780075,5,9,3
"418",3155,"Northeim",2001,134896,0.76854,5,9,3
"419",3155,"Northeim",2002,134896,0.769554,5,9,3
"420",3155,"Northeim",2003,134896,0.778021,5,9,3
"421",3155,"Northeim",2004,134896,0.758047,5,9,3
"422",3155,"Northeim",2005,134896,0.760963,5,9,3
