"","Kreiskennziffer","Name des Kreises","Jahr","Bevoelkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"2004",5958,"Hochsauerlandkreis",2003,263762,0.700046,4,7,2
"2005",5958,"Hochsauerlandkreis",2004,263762,0.687595,4,7,2
"2006",5958,"Hochsauerlandkreis",2005,263762,0.706474,4,8,2
"2007",5958,"Hochsauerlandkreis",2006,263762,0.683499,4,7,2
"2008",5958,"Hochsauerlandkreis",2007,263762,0.657529,3,6,2
"2009",5958,"Hochsauerlandkreis",2008,263762,0.61275,3,5,2
"2010",5958,"Hochsauerlandkreis",2009,263762,0.606773,3,5,2
"2011",5958,"Hochsauerlandkreis",2010,263762,0.600164,2,4,2
"2012",5958,"Hochsauerlandkreis",2011,263762,0.563866,2,3,2
"2013",5958,"Hochsauerlandkreis",2012,263762,0.551267,2,3,2
"2014",5958,"Hochsauerlandkreis",2013,263762,0.492785,1,2,1
"2015",5958,"Hochsauerlandkreis",2014,263762,0.510387,1,2,1
"2016",5958,"Hochsauerlandkreis",2015,263762,0.496619,1,2,1
"2017",5962,"Märkischer Kreis",1998,416171,0.743392,5,9,3
"2018",5962,"Märkischer Kreis",1999,416171,0.724067,4,8,2
"2019",5962,"Märkischer Kreis",2000,416171,0.696704,4,7,2
"2020",5962,"Märkischer Kreis",2001,416171,0.683695,4,7,2
"2021",5962,"Märkischer Kreis",2002,416171,0.689916,4,7,2
"2022",5962,"Märkischer Kreis",2003,416171,0.689591,4,7,2
"2023",5962,"Märkischer Kreis",2004,416171,0.673807,4,7,2
"2024",5962,"Märkischer Kreis",2005,416171,0.674538,4,7,2
"2025",5962,"Märkischer Kreis",2006,416171,0.661702,3,6,2
"2026",5962,"Märkischer Kreis",2007,416171,0.623784,3,5,2
"2027",5962,"Märkischer Kreis",2008,416171,0.603379,2,4,2
"2028",5962,"Märkischer Kreis",2009,416171,0.619793,3,5,2
"2029",5962,"Märkischer Kreis",2010,416171,0.589771,2,4,2
"2030",5962,"Märkischer Kreis",2011,416171,0.546564,2,3,2
"2031",5962,"Märkischer Kreis",2012,416171,0.526152,2,3,2
"2032",5962,"Märkischer Kreis",2013,416171,0.490338,1,2,1
"2033",5962,"Märkischer Kreis",2014,416171,0.48757,1,2,1
"2034",5962,"Märkischer Kreis",2015,416171,0.481815,1,2,1
"2035",5966,"Olpe",1998,136365,0.691132,4,7,2
"2036",5966,"Olpe",1999,136365,0.678641,4,7,2
"2037",5966,"Olpe",2000,136365,0.67214,4,7,2
"2038",5966,"Olpe",2001,136365,0.66711,3,6,2
"2039",5966,"Olpe",2002,136365,0.666104,3,6,2
"2040",5966,"Olpe",2003,136365,0.657949,3,6,2
"2041",5966,"Olpe",2004,136365,0.635602,3,5,2
"2042",5966,"Olpe",2005,136365,0.638223,3,5,2
"2043",5966,"Olpe",2006,136365,0.626577,3,5,2
"2044",5966,"Olpe",2007,136365,0.593347,2,4,2
"2045",5966,"Olpe",2008,136365,0.556903,2,3,2
"2046",5966,"Olpe",2009,136365,0.55505,2,3,2
"2047",5966,"Olpe",2010,136365,0.545824,2,3,2
"2048",5966,"Olpe",2011,136365,0.498741,1,2,1
"2049",5966,"Olpe",2012,136365,0.473981,1,2,1
"2050",5966,"Olpe",2013,136365,0.439763,1,1,1
"2051",5966,"Olpe",2014,136365,0.434396,1,1,1
"2052",5966,"Olpe",2015,136365,0.426694,1,1,1
"2053",5970,"Siegen-Wittgenstein",1998,280800,0.690379,4,7,2
"2054",5970,"Siegen-Wittgenstein",1999,280800,0.670305,3,6,2
"2055",5970,"Siegen-Wittgenstein",2000,280800,0.651926,3,6,2
"2056",5970,"Siegen-Wittgenstein",2001,280800,0.640533,3,6,2
"2057",5970,"Siegen-Wittgenstein",2002,280800,0.642088,3,6,2
"2058",5970,"Siegen-Wittgenstein",2003,280800,0.637726,3,5,2
"2059",5970,"Siegen-Wittgenstein",2004,280800,0.622954,3,5,2
"2060",5970,"Siegen-Wittgenstein",2005,280800,0.63849,3,5,2
"2061",5970,"Siegen-Wittgenstein",2006,280800,0.602886,2,4,2
"2062",5970,"Siegen-Wittgenstein",2007,280800,0.578108,2,4,2
"2063",5970,"Siegen-Wittgenstein",2008,280800,0.54089,2,3,2
"2064",5970,"Siegen-Wittgenstein",2009,280800,0.539607,2,3,2
"2065",5970,"Siegen-Wittgenstein",2010,280800,0.530955,2,3,2
"2066",5970,"Siegen-Wittgenstein",2011,280800,0.484437,1,2,1
"2067",5970,"Siegen-Wittgenstein",2012,280800,0.461377,1,2,1
"2068",5970,"Siegen-Wittgenstein",2013,280800,0.426296,1,1,1
"2069",5970,"Siegen-Wittgenstein",2014,280800,0.429643,1,1,1
"2070",5970,"Siegen-Wittgenstein",2015,280800,0.430153,1,1,1
"2071",5974,"Soest",1998,302995,0.728839,4,8,2
"2072",5974,"Soest",1999,302995,0.716564,4,8,2
"2073",5974,"Soest",2000,302995,0.700096,4,7,2
"2074",5974,"Soest",2001,302995,0.67947,4,7,2
"2075",5974,"Soest",2002,302995,0.68983,4,7,2
"2076",5974,"Soest",2003,302995,0.681333,4,7,2
"2077",5974,"Soest",2004,302995,0.676708,4,7,2
"2078",5974,"Soest",2005,302995,0.680447,4,7,2
"2079",5974,"Soest",2006,302995,0.668614,3,6,2
"2080",5974,"Soest",2007,302995,0.648072,3,6,2
"2081",5974,"Soest",2008,302995,0.595505,2,4,2
"2082",5974,"Soest",2009,302995,0.595822,2,4,2
"2083",5974,"Soest",2010,302995,0.583044,2,4,2
"2084",5974,"Soest",2011,302995,0.549993,2,3,2
"2085",5974,"Soest",2012,302995,0.532641,2,3,2
"2086",5974,"Soest",2013,302995,0.471287,1,2,1
"2087",5974,"Soest",2014,302995,0.48586,1,2,1
"2088",5974,"Soest",2015,302995,0.479472,1,2,1
"2089",5978,"Unna",1998,396035,0.774435,5,9,3
"2090",5978,"Unna",1999,396035,0.760312,5,9,3
"2091",5978,"Unna",2000,396035,0.738108,4,8,2
"2092",5978,"Unna",2001,396035,0.723464,4,8,2
"2093",5978,"Unna",2002,396035,0.718841,4,8,2
"2094",5978,"Unna",2003,396035,0.722394,4,8,2
"2095",5978,"Unna",2004,396035,0.723847,4,8,2
"2096",5978,"Unna",2005,396035,0.722721,4,8,2
"2097",5978,"Unna",2006,396035,0.722544,4,8,2
"2098",5978,"Unna",2007,396035,0.689172,4,7,2
"2099",5978,"Unna",2008,396035,0.663395,3,6,2
"2100",5978,"Unna",2009,396035,0.645091,3,6,2
"2101",5978,"Unna",2010,396035,0.640383,3,6,2
"2102",5978,"Unna",2011,396035,0.603864,2,4,2
"2103",5978,"Unna",2012,396035,0.581412,2,4,2
"2104",5978,"Unna",2013,396035,0.540087,2,3,2
"2105",5978,"Unna",2014,396035,0.543193,2,3,2
"2106",5978,"Unna",2015,396035,0.525365,2,3,2
"2107",6411,"Darmstadt, Stadt",1998,155353,0.570826,2,4,2
"2108",6411,"Darmstadt, Stadt",1999,155353,0.55502,2,3,2
"2109",6411,"Darmstadt, Stadt",2000,155353,0.517107,1,2,1
"2110",6411,"Darmstadt, Stadt",2001,155353,0.479967,1,2,1
"2111",6411,"Darmstadt, Stadt",2002,155353,0.472701,1,2,1
"2112",6411,"Darmstadt, Stadt",2003,155353,0.462904,1,2,1
"2113",6411,"Darmstadt, Stadt",2004,155353,0.467634,1,2,1
"2114",6411,"Darmstadt, Stadt",2005,155353,0.467613,1,2,1
"2115",6411,"Darmstadt, Stadt",2006,155353,0.454007,1,2,1
"2116",6411,"Darmstadt, Stadt",2007,155353,0.414149,1,1,1
"2117",6411,"Darmstadt, Stadt",2008,155353,0.370666,1,1,1
"2118",6411,"Darmstadt, Stadt",2009,155353,0.352805,1,1,1
"2119",6411,"Darmstadt, Stadt",2010,155353,0.335739,1,1,1
"2120",6411,"Darmstadt, Stadt",2011,155353,0.309246,1,1,1
"2121",6411,"Darmstadt, Stadt",2012,155353,0.286244,1,1,1
"2122",6411,"Darmstadt, Stadt",2013,155353,0.248534,1,1,1
"2123",6411,"Darmstadt, Stadt",2014,155353,0.22111,1,1,1
"2124",6411,"Darmstadt, Stadt",2015,155353,0.201433,1,1,1
"2125",6412,"Frankfurt am Main, Stadt",1998,732688,0.631741,3,5,2
"2126",6412,"Frankfurt am Main, Stadt",1999,732688,0.612849,3,5,2
"2127",6412,"Frankfurt am Main, Stadt",2000,732688,0.583276,2,4,2
"2128",6412,"Frankfurt am Main, Stadt",2001,732688,0.538255,2,3,2
"2129",6412,"Frankfurt am Main, Stadt",2002,732688,0.517759,1,2,1
"2130",6412,"Frankfurt am Main, Stadt",2003,732688,0.527703,2,3,2
"2131",6412,"Frankfurt am Main, Stadt",2004,732688,0.518721,1,2,1
"2132",6412,"Frankfurt am Main, Stadt",2005,732688,0.52727,2,3,2
"2133",6412,"Frankfurt am Main, Stadt",2006,732688,0.52129,2,3,2
"2134",6412,"Frankfurt am Main, Stadt",2007,732688,0.496542,1,2,1
"2135",6412,"Frankfurt am Main, Stadt",2008,732688,0.413269,1,1,1
"2136",6412,"Frankfurt am Main, Stadt",2009,732688,0.412668,1,1,1
"2137",6412,"Frankfurt am Main, Stadt",2010,732688,0.391867,1,1,1
"2138",6412,"Frankfurt am Main, Stadt",2011,732688,0.356203,1,1,1
"2139",6412,"Frankfurt am Main, Stadt",2012,732688,0.326948,1,1,1
"2140",6412,"Frankfurt am Main, Stadt",2013,732688,0.299737,1,1,1
"2141",6412,"Frankfurt am Main, Stadt",2014,732688,0.262227,1,1,1
"2142",6412,"Frankfurt am Main, Stadt",2015,732688,0.240529,1,1,1
"2143",6413,"Offenbach am Main, Stadt",1998,123734,0.780928,5,9,3
"2144",6413,"Offenbach am Main, Stadt",1999,123734,0.76793,5,9,3
"2145",6413,"Offenbach am Main, Stadt",2000,123734,0.725431,4,8,2
"2146",6413,"Offenbach am Main, Stadt",2001,123734,0.690927,4,7,2
"2147",6413,"Offenbach am Main, Stadt",2002,123734,0.686377,4,7,2
"2148",6413,"Offenbach am Main, Stadt",2003,123734,0.717029,4,8,2
"2149",6413,"Offenbach am Main, Stadt",2004,123734,0.704726,4,8,2
"2150",6413,"Offenbach am Main, Stadt",2005,123734,0.713923,4,8,2
"2151",6413,"Offenbach am Main, Stadt",2006,123734,0.714665,4,8,2
"2152",6413,"Offenbach am Main, Stadt",2007,123734,0.702399,4,7,2
"2153",6413,"Offenbach am Main, Stadt",2008,123734,0.636778,3,5,2
"2154",6413,"Offenbach am Main, Stadt",2009,123734,0.6349,3,5,2
"2155",6413,"Offenbach am Main, Stadt",2010,123734,0.60075,2,4,2
"2156",6413,"Offenbach am Main, Stadt",2011,123734,0.559087,2,3,2
"2157",6413,"Offenbach am Main, Stadt",2012,123734,0.551004,2,3,2
"2158",6413,"Offenbach am Main, Stadt",2013,123734,0.521628,2,3,2
"2159",6413,"Offenbach am Main, Stadt",2014,123734,0.511331,1,2,1
"2160",6413,"Offenbach am Main, Stadt",2015,123734,0.487294,1,2,1
"2161",6414,"Wiesbaden, Stadt",1998,276218,0.688433,4,7,2
"2162",6414,"Wiesbaden, Stadt",1999,276218,0.654695,3,6,2
"2163",6414,"Wiesbaden, Stadt",2000,276218,0.624716,3,5,2
"2164",6414,"Wiesbaden, Stadt",2001,276218,0.593887,2,4,2
"2165",6414,"Wiesbaden, Stadt",2002,276218,0.566661,2,3,2
"2166",6414,"Wiesbaden, Stadt",2003,276218,0.578221,2,4,2
"2167",6414,"Wiesbaden, Stadt",2004,276218,0.562523,2,3,2
"2168",6414,"Wiesbaden, Stadt",2005,276218,0.584733,2,4,2
"2169",6414,"Wiesbaden, Stadt",2006,276218,0.567289,2,4,2
"2170",6414,"Wiesbaden, Stadt",2007,276218,0.540274,2,3,2
"2171",6414,"Wiesbaden, Stadt",2008,276218,0.500817,1,2,1
"2172",6414,"Wiesbaden, Stadt",2009,276218,0.499904,1,2,1
"2173",6414,"Wiesbaden, Stadt",2010,276218,0.489206,1,2,1
"2174",6414,"Wiesbaden, Stadt",2011,276218,0.462666,1,2,1
"2175",6414,"Wiesbaden, Stadt",2012,276218,0.426499,1,1,1
"2176",6414,"Wiesbaden, Stadt",2013,276218,0.405063,1,1,1
"2177",6414,"Wiesbaden, Stadt",2014,276218,0.373173,1,1,1
"2178",6414,"Wiesbaden, Stadt",2015,276218,0.341082,1,1,1
"2179",6431,"Bergstraße",1998,266928,0.676326,4,7,2
"2180",6431,"Bergstraße",1999,266928,0.661501,3,6,2
"2181",6431,"Bergstraße",2000,266928,0.633326,3,5,2
"2182",6431,"Bergstraße",2001,266928,0.599424,2,4,2
"2183",6431,"Bergstraße",2002,266928,0.582453,2,4,2
"2184",6431,"Bergstraße",2003,266928,0.590161,2,4,2
"2185",6431,"Bergstraße",2004,266928,0.592165,2,4,2
"2186",6431,"Bergstraße",2005,266928,0.599708,2,4,2
"2187",6431,"Bergstraße",2006,266928,0.57189,2,4,2
"2188",6431,"Bergstraße",2007,266928,0.546305,2,3,2
"2189",6431,"Bergstraße",2008,266928,0.526562,2,3,2
"2190",6431,"Bergstraße",2009,266928,0.520969,2,3,2
"2191",6431,"Bergstraße",2010,266928,0.503522,1,2,1
"2192",6431,"Bergstraße",2011,266928,0.479499,1,2,1
"2193",6431,"Bergstraße",2012,266928,0.453419,1,2,1
"2194",6431,"Bergstraße",2013,266928,0.404503,1,1,1
"2195",6431,"Bergstraße",2014,266928,0.381924,1,1,1
"2196",6431,"Bergstraße",2015,266928,0.387024,1,1,1
"2197",6432,"Darmstadt-Dieburg",1998,292773,0.689447,4,7,2
"2198",6432,"Darmstadt-Dieburg",1999,292773,0.679365,4,7,2
"2199",6432,"Darmstadt-Dieburg",2000,292773,0.642852,3,6,2
"2200",6432,"Darmstadt-Dieburg",2001,292773,0.623851,3,5,2
"2201",6432,"Darmstadt-Dieburg",2002,292773,0.616338,3,5,2
"2202",6432,"Darmstadt-Dieburg",2003,292773,0.611391,3,5,2
"2203",6432,"Darmstadt-Dieburg",2004,292773,0.600777,2,4,2
"2204",6432,"Darmstadt-Dieburg",2005,292773,0.615572,3,5,2
"2205",6432,"Darmstadt-Dieburg",2006,292773,0.595863,2,4,2
"2206",6432,"Darmstadt-Dieburg",2007,292773,0.566803,2,3,2
"2207",6432,"Darmstadt-Dieburg",2008,292773,0.543688,2,3,2
"2208",6432,"Darmstadt-Dieburg",2009,292773,0.530578,2,3,2
"2209",6432,"Darmstadt-Dieburg",2010,292773,0.523058,2,3,2
"2210",6432,"Darmstadt-Dieburg",2011,292773,0.473734,1,2,1
"2211",6432,"Darmstadt-Dieburg",2012,292773,0.461981,1,2,1
"2212",6432,"Darmstadt-Dieburg",2013,292773,0.431839,1,1,1
"2213",6432,"Darmstadt-Dieburg",2014,292773,0.399617,1,1,1
"2214",6432,"Darmstadt-Dieburg",2015,292773,0.380406,1,1,1
"2215",6433,"Groß-Gerau",1998,266042,0.653338,3,6,2
"2216",6433,"Groß-Gerau",1999,266042,0.631286,3,5,2
"2217",6433,"Groß-Gerau",2000,266042,0.609627,3,5,2
"2218",6433,"Groß-Gerau",2001,266042,0.575584,2,4,2
"2219",6433,"Groß-Gerau",2002,266042,0.570353,2,4,2
"2220",6433,"Groß-Gerau",2003,266042,0.572461,2,4,2
"2221",6433,"Groß-Gerau",2004,266042,0.579414,2,4,2
"2222",6433,"Groß-Gerau",2005,266042,0.585743,2,4,2
"2223",6433,"Groß-Gerau",2006,266042,0.576527,2,4,2
"2224",6433,"Groß-Gerau",2007,266042,0.54366,2,3,2
"2225",6433,"Groß-Gerau",2008,266042,0.497776,1,2,1
"2226",6433,"Groß-Gerau",2009,266042,0.486599,1,2,1
"2227",6433,"Groß-Gerau",2010,266042,0.473641,1,2,1
"2228",6433,"Groß-Gerau",2011,266042,0.446935,1,1,1
"2229",6433,"Groß-Gerau",2012,266042,0.432538,1,1,1
"2230",6433,"Groß-Gerau",2013,266042,0.403299,1,1,1
"2231",6433,"Groß-Gerau",2014,266042,0.385838,1,1,1
"2232",6433,"Groß-Gerau",2015,266042,0.362066,1,1,1
"2233",6434,"Hochtaunuskreis",1998,233427,0.517383,1,2,1
"2234",6434,"Hochtaunuskreis",1999,233427,0.493999,1,2,1
"2235",6434,"Hochtaunuskreis",2000,233427,0.449142,1,1,1
"2236",6434,"Hochtaunuskreis",2001,233427,0.404967,1,1,1
"2237",6434,"Hochtaunuskreis",2002,233427,0.406756,1,1,1
"2238",6434,"Hochtaunuskreis",2003,233427,0.388231,1,1,1
"2239",6434,"Hochtaunuskreis",2004,233427,0.400029,1,1,1
"2240",6434,"Hochtaunuskreis",2005,233427,0.406488,1,1,1
"2241",6434,"Hochtaunuskreis",2006,233427,0.360405,1,1,1
"2242",6434,"Hochtaunuskreis",2007,233427,0.320259,1,1,1
"2243",6434,"Hochtaunuskreis",2008,233427,0.289659,1,1,1
"2244",6434,"Hochtaunuskreis",2009,233427,0.299171,1,1,1
"2245",6434,"Hochtaunuskreis",2010,233427,0.284956,1,1,1
"2246",6434,"Hochtaunuskreis",2011,233427,0.244912,1,1,1
"2247",6434,"Hochtaunuskreis",2012,233427,0.205398,1,1,1
"2248",6434,"Hochtaunuskreis",2013,233427,0.195245,1,1,1
"2249",6434,"Hochtaunuskreis",2014,233427,0.156092,1,1,1
"2250",6434,"Hochtaunuskreis",2015,233427,0.108033,1,1,1
"2251",6435,"Main-Kinzig-Kreis",1998,411956,0.716829,4,8,2
"2252",6435,"Main-Kinzig-Kreis",1999,411956,0.694953,4,7,2
"2253",6435,"Main-Kinzig-Kreis",2000,411956,0.669064,3,6,2
"2254",6435,"Main-Kinzig-Kreis",2001,411956,0.636931,3,5,2
"2255",6435,"Main-Kinzig-Kreis",2002,411956,0.637862,3,5,2
"2256",6435,"Main-Kinzig-Kreis",2003,411956,0.631239,3,5,2
"2257",6435,"Main-Kinzig-Kreis",2004,411956,0.637555,3,5,2
"2258",6435,"Main-Kinzig-Kreis",2005,411956,0.645434,3,6,2
"2259",6435,"Main-Kinzig-Kreis",2006,411956,0.622772,3,5,2
"2260",6435,"Main-Kinzig-Kreis",2007,411956,0.606049,3,5,2
"2261",6435,"Main-Kinzig-Kreis",2008,411956,0.573827,2,4,2
"2262",6435,"Main-Kinzig-Kreis",2009,411956,0.566532,2,3,2
"2263",6435,"Main-Kinzig-Kreis",2010,411956,0.551265,2,3,2
"2264",6435,"Main-Kinzig-Kreis",2011,411956,0.511295,1,2,1
"2265",6435,"Main-Kinzig-Kreis",2012,411956,0.491707,1,2,1
"2266",6435,"Main-Kinzig-Kreis",2013,411956,0.450422,1,1,1
"2267",6435,"Main-Kinzig-Kreis",2014,411956,0.44171,1,1,1
"2268",6435,"Main-Kinzig-Kreis",2015,411956,0.41657,1,1,1
"2269",6436,"Main-Taunus-Kreis",1998,232848,0.554373,2,3,2
"2270",6436,"Main-Taunus-Kreis",1999,232848,0.526822,2,3,2
"2271",6436,"Main-Taunus-Kreis",2000,232848,0.491662,1,2,1
"2272",6436,"Main-Taunus-Kreis",2001,232848,0.451828,1,2,1
"2273",6436,"Main-Taunus-Kreis",2002,232848,0.447506,1,1,1
"2274",6436,"Main-Taunus-Kreis",2003,232848,0.43807,1,1,1
"2275",6436,"Main-Taunus-Kreis",2004,232848,0.43499,1,1,1
"2276",6436,"Main-Taunus-Kreis",2005,232848,0.429723,1,1,1
"2277",6436,"Main-Taunus-Kreis",2006,232848,0.414547,1,1,1
"2278",6436,"Main-Taunus-Kreis",2007,232848,0.382677,1,1,1
"2279",6436,"Main-Taunus-Kreis",2008,232848,0.31065,1,1,1
"2280",6436,"Main-Taunus-Kreis",2009,232848,0.31851,1,1,1
"2281",6436,"Main-Taunus-Kreis",2010,232848,0.302252,1,1,1
"2282",6436,"Main-Taunus-Kreis",2011,232848,0.281746,1,1,1
"2283",6436,"Main-Taunus-Kreis",2012,232848,0.231991,1,1,1
"2284",6436,"Main-Taunus-Kreis",2013,232848,0.186529,1,1,1
"2285",6436,"Main-Taunus-Kreis",2014,232848,0.153619,1,1,1
"2286",6436,"Main-Taunus-Kreis",2015,232848,0.150282,1,1,1
"2287",6437,"Odenwaldkreis",1998,97000,0.75005,5,9,3
"2288",6437,"Odenwaldkreis",1999,97000,0.731722,4,8,2
"2289",6437,"Odenwaldkreis",2000,97000,0.70605,4,8,2
"2290",6437,"Odenwaldkreis",2001,97000,0.670527,4,7,2
"2291",6437,"Odenwaldkreis",2002,97000,0.680085,4,7,2
"2292",6437,"Odenwaldkreis",2003,97000,0.676376,4,7,2
"2293",6437,"Odenwaldkreis",2004,97000,0.670968,4,7,2
"2294",6437,"Odenwaldkreis",2005,97000,0.678941,4,7,2
"2295",6437,"Odenwaldkreis",2006,97000,0.66087,3,6,2
"2296",6437,"Odenwaldkreis",2007,97000,0.638072,3,5,2
"2297",6437,"Odenwaldkreis",2008,97000,0.610839,3,5,2
"2298",6437,"Odenwaldkreis",2009,97000,0.61006,3,5,2
"2299",6437,"Odenwaldkreis",2010,97000,0.613009,3,5,2
"2300",6437,"Odenwaldkreis",2011,97000,0.582829,2,4,2
"2301",6437,"Odenwaldkreis",2012,97000,0.562368,2,3,2
"2302",6437,"Odenwaldkreis",2013,97000,0.514006,1,2,1
"2303",6437,"Odenwaldkreis",2014,97000,0.502759,1,2,1
"2304",6437,"Odenwaldkreis",2015,97000,0.501953,1,2,1
"2305",6438,"Offenbach",1998,347357,0.641244,3,6,2
"2306",6438,"Offenbach",1999,347357,0.625167,3,5,2
"2307",6438,"Offenbach",2000,347357,0.588046,2,4,2
"2308",6438,"Offenbach",2001,347357,0.547804,2,3,2
"2309",6438,"Offenbach",2002,347357,0.547014,2,3,2
"2310",6438,"Offenbach",2003,347357,0.553114,2,3,2
"2311",6438,"Offenbach",2004,347357,0.560684,2,3,2
"2312",6438,"Offenbach",2005,347357,0.566631,2,3,2
"2313",6438,"Offenbach",2006,347357,0.538332,2,3,2
"2314",6438,"Offenbach",2007,347357,0.514165,1,2,1
"2315",6438,"Offenbach",2008,347357,0.459948,1,2,1
"2316",6438,"Offenbach",2009,347357,0.456808,1,2,1
"2317",6438,"Offenbach",2010,347357,0.443122,1,1,1
"2318",6438,"Offenbach",2011,347357,0.406464,1,1,1
"2319",6438,"Offenbach",2012,347357,0.393231,1,1,1
"2320",6438,"Offenbach",2013,347357,0.354461,1,1,1
"2321",6438,"Offenbach",2014,347357,0.32437,1,1,1
"2322",6438,"Offenbach",2015,347357,0.314845,1,1,1
"2323",6439,"Rheingau-Taunus-Kreis",1998,184114,0.674624,4,7,2
"2324",6439,"Rheingau-Taunus-Kreis",1999,184114,0.661234,3,6,2
"2325",6439,"Rheingau-Taunus-Kreis",2000,184114,0.624102,3,5,2
"2326",6439,"Rheingau-Taunus-Kreis",2001,184114,0.589389,2,4,2
"2327",6439,"Rheingau-Taunus-Kreis",2002,184114,0.596468,2,4,2
"2328",6439,"Rheingau-Taunus-Kreis",2003,184114,0.593257,2,4,2
"2329",6439,"Rheingau-Taunus-Kreis",2004,184114,0.592284,2,4,2
"2330",6439,"Rheingau-Taunus-Kreis",2005,184114,0.589073,2,4,2
"2331",6439,"Rheingau-Taunus-Kreis",2006,184114,0.563542,2,3,2
"2332",6439,"Rheingau-Taunus-Kreis",2007,184114,0.537293,2,3,2
"2333",6439,"Rheingau-Taunus-Kreis",2008,184114,0.496172,1,2,1
"2334",6439,"Rheingau-Taunus-Kreis",2009,184114,0.508016,1,2,1
"2335",6439,"Rheingau-Taunus-Kreis",2010,184114,0.480158,1,2,1
"2336",6439,"Rheingau-Taunus-Kreis",2011,184114,0.438721,1,1,1
"2337",6439,"Rheingau-Taunus-Kreis",2012,184114,0.428908,1,1,1
"2338",6439,"Rheingau-Taunus-Kreis",2013,184114,0.385829,1,1,1
"2339",6439,"Rheingau-Taunus-Kreis",2014,184114,0.356143,1,1,1
"2340",6439,"Rheingau-Taunus-Kreis",2015,184114,0.340504,1,1,1
"2341",6440,"Wetteraukreis",1998,301931,0.688439,4,7,2
"2342",6440,"Wetteraukreis",1999,301931,0.668799,3,6,2
"2343",6440,"Wetteraukreis",2000,301931,0.631502,3,5,2
"2344",6440,"Wetteraukreis",2001,301931,0.598514,2,4,2
"2345",6440,"Wetteraukreis",2002,301931,0.606351,3,5,2
"2346",6440,"Wetteraukreis",2003,301931,0.606851,3,5,2
"2347",6440,"Wetteraukreis",2004,301931,0.601338,2,4,2
"2348",6440,"Wetteraukreis",2005,301931,0.606949,3,5,2
"2349",6440,"Wetteraukreis",2006,301931,0.594895,2,4,2
"2350",6440,"Wetteraukreis",2007,301931,0.56508,2,3,2
"2351",6440,"Wetteraukreis",2008,301931,0.523496,2,3,2
"2352",6440,"Wetteraukreis",2009,301931,0.515684,1,2,1
"2353",6440,"Wetteraukreis",2010,301931,0.505797,1,2,1
"2354",6440,"Wetteraukreis",2011,301931,0.469163,1,2,1
"2355",6440,"Wetteraukreis",2012,301931,0.450189,1,1,1
"2356",6440,"Wetteraukreis",2013,301931,0.411537,1,1,1
"2357",6440,"Wetteraukreis",2014,301931,0.384996,1,1,1
"2358",6440,"Wetteraukreis",2015,301931,0.374176,1,1,1
"2359",6531,"Gießen",1998,262505,0.729078,4,8,2
"2360",6531,"Gießen",1999,262505,0.700858,4,7,2
"2361",6531,"Gießen",2000,262505,0.668371,3,6,2
"2362",6531,"Gießen",2001,262505,0.646904,3,6,2
"2363",6531,"Gießen",2002,262505,0.634498,3,5,2
"2364",6531,"Gießen",2003,262505,0.63389,3,5,2
"2365",6531,"Gießen",2004,262505,0.646868,3,6,2
"2366",6531,"Gießen",2005,262505,0.642167,3,6,2
"2367",6531,"Gießen",2006,262505,0.64108,3,6,2
"2368",6531,"Gießen",2007,262505,0.619882,3,5,2
"2369",6531,"Gießen",2008,262505,0.576452,2,4,2
"2370",6531,"Gießen",2009,262505,0.568877,2,4,2
"2371",6531,"Gießen",2010,262505,0.542587,2,3,2
"2372",6531,"Gießen",2011,262505,0.514299,1,2,1
"2373",6531,"Gießen",2012,262505,0.48557,1,2,1
"2374",6531,"Gießen",2013,262505,0.462608,1,2,1
"2375",6531,"Gießen",2014,262505,0.45214,1,2,1
"2376",6531,"Gießen",2015,262505,0.424674,1,1,1
"2377",6532,"Lahn-Dill-Kreis",1998,253167,0.740145,4,8,2
"2378",6532,"Lahn-Dill-Kreis",1999,253167,0.724843,4,8,2
"2379",6532,"Lahn-Dill-Kreis",2000,253167,0.699677,4,7,2
"2380",6532,"Lahn-Dill-Kreis",2001,253167,0.67207,4,7,2
"2381",6532,"Lahn-Dill-Kreis",2002,253167,0.656813,3,6,2
"2382",6532,"Lahn-Dill-Kreis",2003,253167,0.67486,4,7,2
"2383",6532,"Lahn-Dill-Kreis",2004,253167,0.657236,3,6,2
"2384",6532,"Lahn-Dill-Kreis",2005,253167,0.661756,3,6,2
"2385",6532,"Lahn-Dill-Kreis",2006,253167,0.642032,3,6,2
"2386",6532,"Lahn-Dill-Kreis",2007,253167,0.610331,3,5,2
"2387",6532,"Lahn-Dill-Kreis",2008,253167,0.577754,2,4,2
"2388",6532,"Lahn-Dill-Kreis",2009,253167,0.578003,2,4,2
"2389",6532,"Lahn-Dill-Kreis",2010,253167,0.572606,2,4,2
"2390",6532,"Lahn-Dill-Kreis",2011,253167,0.540252,2,3,2
"2391",6532,"Lahn-Dill-Kreis",2012,253167,0.520727,2,3,2
"2392",6532,"Lahn-Dill-Kreis",2013,253167,0.487279,1,2,1
"2393",6532,"Lahn-Dill-Kreis",2014,253167,0.463373,1,2,1
"2394",6532,"Lahn-Dill-Kreis",2015,253167,0.464346,1,2,1
"2395",6533,"Limburg-Weilburg",1998,171922,0.750584,5,9,3
"2396",6533,"Limburg-Weilburg",1999,171922,0.738759,4,8,2
