"";"JAHR";"PLZ2";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";1998;1;0,71708;1242943;5;9;3
"2";1998;2;0,928175;427271;5;10;3
"3";1998;3;0,867911;294995;5;10;3
"4";1998;4;0,836406;1227112;5;9;3
"5";1998;6;0,987088;1276724;5;10;3
"6";1998;7;0,76964;562704;5;9;3
"7";1998;8;0,844773;577243;5;10;3
"8";1998;9;0,822301;788063;5;9;3
"9";1998;10;0,624687;414467;4;8;2
"10";1998;12;0,625427;1377942;4;8;2
"11";1998;13;0,624738;1173394;4;8;2
"12";1998;14;0,674399;1264837;4;8;2
"13";1998;15;0,792096;627638;5;9;3
"14";1998;16;0,86649;598413;5;10;3
"15";1998;17;1;582175;5;10;3
"16";1998;18;0,897597;603349;5;10;3
"17";1998;19;0,863331;401381;5;10;3
"18";1998;20;0,281061;123873;1;2;1
"19";1998;21;0,398918;1597996;2;4;2
"20";1998;22;0,304821;1103442;1;2;1
"21";1998;23;0,660759;733238;4;8;2
"22";1998;24;0,613454;1095349;4;7;2
"23";1998;25;0,559015;694669;4;7;2
"24";1998;26;0,702988;1174940;5;9;3
"25";1998;27;0,65629;860141;4;8;2
"26";1998;28;0,522309;738878;3;6;2
"27";1998;29;0,703514;522068;5;9;3
"28";1998;30;0,490444;912461;3;5;2
"29";1998;31;0,574525;987374;4;7;2
"30";1998;32;0,505108;885607;3;6;2
"31";1998;33;0,478444;1082569;3;5;2
"32";1998;34;0,526881;771997;3;6;2
"33";1998;35;0,442196;912547;3;5;2
"34";1998;36;0,495806;522085;3;5;2
"35";1998;37;0,680668;433234;5;9;3
"36";1998;38;0,567463;1141969;4;7;2
"37";1998;39;0,942841;783323;5;10;3
"38";1998;40;0,270734;991992;1;2;1
"39";1998;41;0,501241;952282;3;6;2
"40";1998;42;0,504546;878888;3;6;2
"41";1998;44;0,634949;1267494;4;8;2
"42";1998;45;0,601005;1559154;4;7;2
"43";1998;46;0,610118;894580;4;7;2
"44";1998;47;0,6333;1313713;4;8;2
"45";1998;48;0,464271;1189935;3;5;2
"46";1998;49;0,573195;1228129;4;7;2
"47";1998;50;0,397853;1084177;2;4;2
"48";1998;51;0,39603;1079789;2;4;2
"49";1998;52;0,551282;941131;4;7;2
"50";1998;53;0,410992;1265468;2;4;2
"51";1998;54;0,580928;516542;4;7;2
"52";1998;55;0,415315;795458;3;5;2
"53";1998;56;0,538222;849197;3;6;2
"54";1998;57;0,461695;598580;3;5;2
"55";1998;58;0,506624;930406;3;6;2
"56";1998;59;0,565828;1145053;4;7;2
"57";1998;60;0,193549;619157;1;1;1
"58";1998;61;0,176451;451016;1;1;1
"59";1998;63;0,380594;1268561;2;4;2
"60";1998;64;0,311325;792590;1;2;1
"61";1998;65;0,283752;1081648;1;2;1
"62";1998;66;0,618404;1248759;4;8;2
"63";1998;67;0,520391;1033467;3;6;2
"64";1998;68;0,37073;601445;2;3;2
"65";1998;69;0,25157;508949;1;1;1
"66";1998;70;0,112657;821650;1;1;1
"67";1998;71;0,181702;1000158;1;1;1
"68";1998;72;0,315035;1056260;1;2;1
"69";1998;73;0,272995;1006392;1;2;1
"70";1998;74;0,313809;1057532;1;2;1
"71";1998;75;0,358319;484410;2;3;2
"72";1998;76;0,317339;1139769;1;2;1
"73";1998;77;0,381324;478943;2;4;2
"74";1998;78;0,378534;741488;2;3;2
"75";1998;79;0,402805;1040371;2;4;2
"76";1998;80;0;626238;1;1;1
"77";1998;81;9,2e-05;814923;1;1;1
"78";1998;82;0,159359;735553;1;1;1
"79";1998;83;0,339833;762163;2;3;2
"80";1998;84;0,378715;684830;2;3;2
"81";1998;85;0,166995;1114901;1;1;1
"82";1998;86;0,360971;1164100;2;3;2
"83";1998;87;0,392677;522875;2;4;2
"84";1998;88;0,318637;846572;1;2;1
"85";1998;89;0,325444;763761;2;3;2
"86";1998;90;0,365649;892793;2;3;2
"87";1998;91;0,336861;999919;2;3;2
"88";1998;92;0,470791;516635;3;5;2
"89";1998;93;0,390147;590817;2;4;2
"90";1998;94;0,498574;705807;3;6;2
"91";1998;95;0,517666;497496;3;6;2
"92";1998;96;0,458697;552316;3;5;2
"93";1998;97;0,410736;1061351;2;4;2
"94";1998;98;0,803317;242064;5;9;3
"95";1998;99;0,842129;831356;5;9;3
"96";1999;1;0,721912;1242943;5;9;3
"97";1999;2;0,934337;427271;5;10;3
"98";1999;3;0,872182;294995;5;10;3
"99";1999;4;0,839937;1227112;5;9;3
"100";1999;6;0,973297;1276724;5;10;3
"101";1999;7;0,774483;562704;5;9;3
"102";1999;8;0,858521;577243;5;10;3
"103";1999;9;0,831196;788063;5;9;3
"104";1999;10;0,623539;414467;4;7;2
"105";1999;12;0,624484;1377942;4;8;2
"106";1999;13;0,623607;1173394;4;8;2
"107";1999;14;0,679864;1264837;4;8;2
"108";1999;15;0,802662;627638;5;9;3
"109";1999;16;0,877675;598413;5;10;3
"110";1999;17;1;582175;5;10;3
"111";1999;18;0,899644;603349;5;10;3
"112";1999;19;0,871454;401381;5;10;3
"113";1999;20;0,291864;123873;1;2;1
"114";1999;21;0,411598;1597996;2;4;2
"115";1999;22;0,317764;1103442;1;2;1
"116";1999;23;0,674829;733238;4;8;2
"117";1999;24;0,625265;1095349;4;8;2
"118";1999;25;0,577349;694669;4;7;2
"119";1999;26;0,711567;1174940;5;9;3
"120";1999;27;0,664981;860141;4;8;2
"121";1999;28;0,523249;738878;3;6;2
"122";1999;29;0,710022;522068;5;9;3
"123";1999;30;0,500306;912461;3;5;2
"124";1999;31;0,582435;987374;4;7;2
"125";1999;32;0,516227;885607;3;6;2
"126";1999;33;0,488528;1082569;3;5;2
"127";1999;34;0,532327;771997;3;6;2
"128";1999;35;0,448931;912547;3;5;2
"129";1999;36;0,507043;522085;3;5;2
"130";1999;37;0,688368;433234;5;9;3
"131";1999;38;0,570489;1141969;4;7;2
"132";1999;39;0,931282;783323;5;10;3
"133";1999;40;0,280614;991992;1;2;1
"134";1999;41;0,509009;952282;3;6;2
"135";1999;42;0,512503;878888;3;6;2
"136";1999;44;0,637961;1267494;4;8;2
"137";1999;45;0,606782;1559154;4;7;2
"138";1999;46;0,618904;894580;4;7;2
