"","Raumordnungsregion Nr","Raumordnungsregion","Jahr","Bevoelkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1430",1205,"Uckermark-Barnim",2005,298425,0.818662,5,10,3
"1431",1205,"Uckermark-Barnim",2006,298425,0.796205,5,10,3
"1432",1205,"Uckermark-Barnim",2007,298425,0.749467,5,9,3
"1433",1205,"Uckermark-Barnim",2008,298425,0.674554,4,8,2
"1434",1205,"Uckermark-Barnim",2009,298425,0.608621,3,6,2
"1435",1205,"Uckermark-Barnim",2010,298425,0.593117,3,6,2
"1436",1205,"Uckermark-Barnim",2011,298425,0.603104,3,6,2
"1437",1205,"Uckermark-Barnim",2012,298425,0.556111,3,5,2
"1438",1205,"Uckermark-Barnim",2013,298425,0.55617,3,5,2
"1439",1205,"Uckermark-Barnim",2014,298425,0.550205,3,5,2
"1440",1205,"Uckermark-Barnim",2015,298425,0.508318,2,4,2
"1441",1301,"Mecklenburgische Seenplatte",1998,262517,0.895433,5,10,3
"1442",1301,"Mecklenburgische Seenplatte",1999,262517,0.887412,5,10,3
"1443",1301,"Mecklenburgische Seenplatte",2000,262517,0.872344,5,10,3
"1444",1301,"Mecklenburgische Seenplatte",2001,262517,0.941635,5,10,3
"1445",1301,"Mecklenburgische Seenplatte",2002,262517,0.859138,5,10,3
"1446",1301,"Mecklenburgische Seenplatte",2003,262517,0.850541,5,10,3
"1447",1301,"Mecklenburgische Seenplatte",2004,262517,0.831056,5,10,3
"1448",1301,"Mecklenburgische Seenplatte",2005,262517,0.837818,5,10,3
"1449",1301,"Mecklenburgische Seenplatte",2006,262517,0.816945,5,10,3
"1450",1301,"Mecklenburgische Seenplatte",2007,262517,0.759344,5,9,3
"1451",1301,"Mecklenburgische Seenplatte",2008,262517,0.640301,4,7,2
"1452",1301,"Mecklenburgische Seenplatte",2009,262517,0.668005,4,8,2
"1453",1301,"Mecklenburgische Seenplatte",2010,262517,0.678255,4,8,2
"1454",1301,"Mecklenburgische Seenplatte",2011,262517,0.670573,4,8,2
"1455",1301,"Mecklenburgische Seenplatte",2012,262517,0.650187,4,7,2
"1456",1301,"Mecklenburgische Seenplatte",2013,262517,0.604915,3,6,2
"1457",1301,"Mecklenburgische Seenplatte",2014,262517,0.568769,3,5,2
"1458",1301,"Mecklenburgische Seenplatte",2015,262517,0.542206,2,4,2
"1459",1302,"Mittleres Mecklenburg/Rostock",1998,419484,0.867746,5,10,3
"1460",1302,"Mittleres Mecklenburg/Rostock",1999,419484,0.846878,5,10,3
"1461",1302,"Mittleres Mecklenburg/Rostock",2000,419484,0.830367,5,10,3
"1462",1302,"Mittleres Mecklenburg/Rostock",2001,419484,0.89533,5,10,3
"1463",1302,"Mittleres Mecklenburg/Rostock",2002,419484,0.810742,5,10,3
"1464",1302,"Mittleres Mecklenburg/Rostock",2003,419484,0.810955,5,10,3
"1465",1302,"Mittleres Mecklenburg/Rostock",2004,419484,0.798623,5,10,3
"1466",1302,"Mittleres Mecklenburg/Rostock",2005,419484,0.793891,5,10,3
"1467",1302,"Mittleres Mecklenburg/Rostock",2006,419484,0.769868,5,9,3
"1468",1302,"Mittleres Mecklenburg/Rostock",2007,419484,0.714922,5,9,3
"1469",1302,"Mittleres Mecklenburg/Rostock",2008,419484,0.591415,3,6,2
"1470",1302,"Mittleres Mecklenburg/Rostock",2009,419484,0.611307,3,6,2
"1471",1302,"Mittleres Mecklenburg/Rostock",2010,419484,0.610471,3,6,2
"1472",1302,"Mittleres Mecklenburg/Rostock",2011,419484,0.589759,3,6,2
"1473",1302,"Mittleres Mecklenburg/Rostock",2012,419484,0.557646,3,5,2
"1474",1302,"Mittleres Mecklenburg/Rostock",2013,419484,0.537495,2,4,2
"1475",1302,"Mittleres Mecklenburg/Rostock",2014,419484,0.492514,2,3,2
"1476",1302,"Mittleres Mecklenburg/Rostock",2015,419484,0.463961,2,3,2
"1477",1303,"Vorpommern",1998,463178,0.908963,5,10,3
"1478",1303,"Vorpommern",1999,463178,0.900368,5,10,3
"1479",1303,"Vorpommern",2000,463178,0.887621,5,10,3
"1480",1303,"Vorpommern",2001,463178,0.945063,5,10,3
"1481",1303,"Vorpommern",2002,463178,0.874174,5,10,3
"1482",1303,"Vorpommern",2003,463178,0.87568,5,10,3
"1483",1303,"Vorpommern",2004,463178,0.865172,5,10,3
"1484",1303,"Vorpommern",2005,463178,0.866145,5,10,3
"1485",1303,"Vorpommern",2006,463178,0.855251,5,10,3
"1486",1303,"Vorpommern",2007,463178,0.783972,5,10,3
"1487",1303,"Vorpommern",2008,463178,0.671635,4,8,2
"1488",1303,"Vorpommern",2009,463178,0.685388,4,8,2
"1489",1303,"Vorpommern",2010,463178,0.694163,4,8,2
"1490",1303,"Vorpommern",2011,463178,0.672766,4,8,2
"1491",1303,"Vorpommern",2012,463178,0.65351,4,7,2
"1492",1303,"Vorpommern",2013,463178,0.640377,4,7,2
"1493",1303,"Vorpommern",2014,463178,0.606792,3,6,2
"1494",1303,"Vorpommern",2015,463178,0.560735,3,5,2
"1495",1304,"Westmecklenburg",1998,467183,0.873701,5,10,3
"1496",1304,"Westmecklenburg",1999,467183,0.862997,5,10,3
"1497",1304,"Westmecklenburg",2000,467183,0.851523,5,10,3
"1498",1304,"Westmecklenburg",2001,467183,0.899403,5,10,3
"1499",1304,"Westmecklenburg",2002,467183,0.812852,5,10,3
"1500",1304,"Westmecklenburg",2003,467183,0.80895,5,10,3
"1501",1304,"Westmecklenburg",2004,467183,0.799142,5,10,3
"1502",1304,"Westmecklenburg",2005,467183,0.805262,5,10,3
"1503",1304,"Westmecklenburg",2006,467183,0.785622,5,10,3
"1504",1304,"Westmecklenburg",2007,467183,0.738952,5,9,3
"1505",1304,"Westmecklenburg",2008,467183,0.611234,3,6,2
"1506",1304,"Westmecklenburg",2009,467183,0.643667,4,7,2
"1507",1304,"Westmecklenburg",2010,467183,0.66019,4,8,2
"1508",1304,"Westmecklenburg",2011,467183,0.633228,4,7,2
"1509",1304,"Westmecklenburg",2012,467183,0.586106,3,6,2
"1510",1304,"Westmecklenburg",2013,467183,0.562312,3,5,2
"1511",1304,"Westmecklenburg",2014,467183,0.525769,2,4,2
"1512",1304,"Westmecklenburg",2015,467183,0.496985,2,4,2
"1513",1401,"Oberes Elbtal/Osterzgebirge",1998,1036481,0.768547,5,9,3
"1514",1401,"Oberes Elbtal/Osterzgebirge",1999,1036481,0.751538,5,9,3
"1515",1401,"Oberes Elbtal/Osterzgebirge",2000,1036481,0.746068,5,9,3
"1516",1401,"Oberes Elbtal/Osterzgebirge",2001,1036481,0.717611,5,9,3
"1517",1401,"Oberes Elbtal/Osterzgebirge",2002,1036481,0.706889,5,9,3
"1518",1401,"Oberes Elbtal/Osterzgebirge",2003,1036481,0.690889,4,8,2
"1519",1401,"Oberes Elbtal/Osterzgebirge",2004,1036481,0.661137,4,8,2
"1520",1401,"Oberes Elbtal/Osterzgebirge",2005,1036481,0.666075,4,8,2
"1521",1401,"Oberes Elbtal/Osterzgebirge",2006,1036481,0.636014,4,7,2
"1522",1401,"Oberes Elbtal/Osterzgebirge",2007,1036481,0.59157,3,6,2
"1523",1401,"Oberes Elbtal/Osterzgebirge",2008,1036481,0.519524,2,4,2
"1524",1401,"Oberes Elbtal/Osterzgebirge",2009,1036481,0.495923,2,3,2
"1525",1401,"Oberes Elbtal/Osterzgebirge",2010,1036481,0.513846,2,4,2
"1526",1401,"Oberes Elbtal/Osterzgebirge",2011,1036481,0.468305,2,3,2
"1527",1401,"Oberes Elbtal/Osterzgebirge",2012,1036481,0.43542,1,2,1
"1528",1401,"Oberes Elbtal/Osterzgebirge",2013,1036481,0.420198,1,2,1
"1529",1401,"Oberes Elbtal/Osterzgebirge",2014,1036481,0.386208,1,2,1
"1530",1401,"Oberes Elbtal/Osterzgebirge",2015,1036481,0.357541,1,1,1
"1531",1402,"Oberlausitz-Niederschlesien",1998,566273,0.849501,5,10,3
"1532",1402,"Oberlausitz-Niederschlesien",1999,566273,0.845195,5,10,3
"1533",1402,"Oberlausitz-Niederschlesien",2000,566273,0.836982,5,10,3
"1534",1402,"Oberlausitz-Niederschlesien",2001,566273,0.811813,5,10,3
"1535",1402,"Oberlausitz-Niederschlesien",2002,566273,0.812177,5,10,3
"1536",1402,"Oberlausitz-Niederschlesien",2003,566273,0.802876,5,10,3
"1537",1402,"Oberlausitz-Niederschlesien",2004,566273,0.785152,5,10,3
"1538",1402,"Oberlausitz-Niederschlesien",2005,566273,0.778809,5,9,3
"1539",1402,"Oberlausitz-Niederschlesien",2006,566273,0.747266,5,9,3
"1540",1402,"Oberlausitz-Niederschlesien",2007,566273,0.703117,4,8,2
"1541",1402,"Oberlausitz-Niederschlesien",2008,566273,0.640833,4,7,2
"1542",1402,"Oberlausitz-Niederschlesien",2009,566273,0.611588,3,6,2
"1543",1402,"Oberlausitz-Niederschlesien",2010,566273,0.616335,4,7,2
"1544",1402,"Oberlausitz-Niederschlesien",2011,566273,0.587503,3,6,2
"1545",1402,"Oberlausitz-Niederschlesien",2012,566273,0.581597,3,5,2
"1546",1402,"Oberlausitz-Niederschlesien",2013,566273,0.552127,3,5,2
"1547",1402,"Oberlausitz-Niederschlesien",2014,566273,0.513284,2,4,2
"1548",1402,"Oberlausitz-Niederschlesien",2015,566273,0.491342,2,3,2
"1549",1403,"Südsachsen",1998,1465612,0.827218,5,10,3
"1550",1403,"Südsachsen",1999,1465612,0.824367,5,10,3
"1551",1403,"Südsachsen",2000,1465612,0.811657,5,10,3
"1552",1403,"Südsachsen",2001,1465612,0.786935,5,10,3
"1553",1403,"Südsachsen",2002,1465612,0.784574,5,10,3
"1554",1403,"Südsachsen",2003,1465612,0.775284,5,9,3
"1555",1403,"Südsachsen",2004,1465612,0.74886,5,9,3
"1556",1403,"Südsachsen",2005,1465612,0.750387,5,9,3
"1557",1403,"Südsachsen",2006,1465612,0.71464,5,9,3
"1558",1403,"Südsachsen",2007,1465612,0.672509,4,8,2
"1559",1403,"Südsachsen",2008,1465612,0.604532,3,6,2
"1560",1403,"Südsachsen",2009,1465612,0.591708,3,6,2
"1561",1403,"Südsachsen",2010,1465612,0.595936,3,6,2
"1562",1403,"Südsachsen",2011,1465612,0.559455,3,5,2
"1563",1403,"Südsachsen",2012,1465612,0.539212,2,4,2
"1564",1403,"Südsachsen",2013,1465612,0.527367,2,4,2
"1565",1403,"Südsachsen",2014,1465612,0.49903,2,4,2
"1566",1403,"Südsachsen",2015,1465612,0.46618,2,3,2
"1567",1404,"Westsachsen",1998,1016485,0.839493,5,10,3
"1568",1404,"Westsachsen",1999,1016485,0.820139,5,10,3
"1569",1404,"Westsachsen",2000,1016485,0.814416,5,10,3
"1570",1404,"Westsachsen",2001,1016485,0.797177,5,10,3
"1571",1404,"Westsachsen",2002,1016485,0.790157,5,10,3
"1572",1404,"Westsachsen",2003,1016485,0.77924,5,10,3
"1573",1404,"Westsachsen",2004,1016485,0.762089,5,9,3
"1574",1404,"Westsachsen",2005,1016485,0.764652,5,9,3
"1575",1404,"Westsachsen",2006,1016485,0.73642,5,9,3
"1576",1404,"Westsachsen",2007,1016485,0.690514,4,8,2
"1577",1404,"Westsachsen",2008,1016485,0.623862,4,7,2
"1578",1404,"Westsachsen",2009,1016485,0.580456,3,5,2
"1579",1404,"Westsachsen",2010,1016485,0.610221,3,6,2
"1580",1404,"Westsachsen",2011,1016485,0.579765,3,5,2
"1581",1404,"Westsachsen",2012,1016485,0.544856,3,5,2
"1582",1404,"Westsachsen",2013,1016485,0.529259,2,4,2
"1583",1404,"Westsachsen",2014,1016485,0.491614,2,3,2
"1584",1404,"Westsachsen",2015,1016485,0.447514,2,3,2
"1585",1501,"Altmark",1998,201426,0.932407,5,10,3
"1586",1501,"Altmark",1999,201426,0.911851,5,10,3
"1587",1501,"Altmark",2000,201426,0.920315,5,10,3
"1588",1501,"Altmark",2001,201426,1,5,10,3
"1589",1501,"Altmark",2002,201426,0.894951,5,10,3
"1590",1501,"Altmark",2003,201426,0.905495,5,10,3
"1591",1501,"Altmark",2004,201426,0.879718,5,10,3
"1592",1501,"Altmark",2005,201426,0.879624,5,10,3
"1593",1501,"Altmark",2006,201426,0.855443,5,10,3
"1594",1501,"Altmark",2007,201426,0.74345,5,9,3
"1595",1501,"Altmark",2008,201426,0.737892,5,9,3
"1596",1501,"Altmark",2009,201426,0.706723,5,9,3
"1597",1501,"Altmark",2010,201426,0.717705,5,9,3
"1598",1501,"Altmark",2011,201426,0.690951,4,8,2
"1599",1501,"Altmark",2012,201426,0.678853,4,8,2
"1600",1501,"Altmark",2013,201426,0.647128,4,7,2
"1601",1501,"Altmark",2014,201426,0.614993,3,6,2
"1602",1501,"Altmark",2015,201426,0.584469,3,6,2
"1603",1502,"Anhalt-Bitterfeld-Wittenberg",1998,376183,0.901916,5,10,3
"1604",1502,"Anhalt-Bitterfeld-Wittenberg",1999,376183,0.882626,5,10,3
"1605",1502,"Anhalt-Bitterfeld-Wittenberg",2000,376183,0.882253,5,10,3
"1606",1502,"Anhalt-Bitterfeld-Wittenberg",2001,376183,0.970815,5,10,3
"1607",1502,"Anhalt-Bitterfeld-Wittenberg",2002,376183,0.861291,5,10,3
"1608",1502,"Anhalt-Bitterfeld-Wittenberg",2003,376183,0.853573,5,10,3
"1609",1502,"Anhalt-Bitterfeld-Wittenberg",2004,376183,0.840055,5,10,3
"1610",1502,"Anhalt-Bitterfeld-Wittenberg",2005,376183,0.818616,5,10,3
"1611",1502,"Anhalt-Bitterfeld-Wittenberg",2006,376183,0.797805,5,10,3
"1612",1502,"Anhalt-Bitterfeld-Wittenberg",2007,376183,0.698746,4,8,2
"1613",1502,"Anhalt-Bitterfeld-Wittenberg",2008,376183,0.683201,4,8,2
"1614",1502,"Anhalt-Bitterfeld-Wittenberg",2009,376183,0.652243,4,7,2
"1615",1502,"Anhalt-Bitterfeld-Wittenberg",2010,376183,0.67196,4,8,2
"1616",1502,"Anhalt-Bitterfeld-Wittenberg",2011,376183,0.638369,4,7,2
"1617",1502,"Anhalt-Bitterfeld-Wittenberg",2012,376183,0.615139,3,6,2
"1618",1502,"Anhalt-Bitterfeld-Wittenberg",2013,376183,0.606191,3,6,2
"1619",1502,"Anhalt-Bitterfeld-Wittenberg",2014,376183,0.574831,3,5,2
"1620",1502,"Anhalt-Bitterfeld-Wittenberg",2015,376183,0.539507,2,4,2
"1621",1503,"Halle/S.",1998,748911,0.918197,5,10,3
"1622",1503,"Halle/S.",1999,748911,0.901819,5,10,3
"1623",1503,"Halle/S.",2000,748911,0.896465,5,10,3
"1624",1503,"Halle/S.",2001,748911,0.972011,5,10,3
"1625",1503,"Halle/S.",2002,748911,0.87144,5,10,3
"1626",1503,"Halle/S.",2003,748911,0.879918,5,10,3
"1627",1503,"Halle/S.",2004,748911,0.850806,5,10,3
"1628",1503,"Halle/S.",2005,748911,0.844792,5,10,3
"1629",1503,"Halle/S.",2006,748911,0.815803,5,10,3
"1630",1503,"Halle/S.",2007,748911,0.716227,5,9,3
"1631",1503,"Halle/S.",2008,748911,0.713065,5,9,3
"1632",1503,"Halle/S.",2009,748911,0.677866,4,8,2
"1633",1503,"Halle/S.",2010,748911,0.685668,4,8,2
"1634",1503,"Halle/S.",2011,748911,0.652405,4,7,2
"1635",1503,"Halle/S.",2012,748911,0.627869,4,7,2
"1636",1503,"Halle/S.",2013,748911,0.606498,3,6,2
"1637",1503,"Halle/S.",2014,748911,0.580768,3,5,2
"1638",1503,"Halle/S.",2015,748911,0.560179,3,5,2
"1639",1504,"Magdeburg",1998,918950,0.903565,5,10,3
"1640",1504,"Magdeburg",1999,918950,0.892967,5,10,3
"1641",1504,"Magdeburg",2000,918950,0.884357,5,10,3
"1642",1504,"Magdeburg",2001,918950,0.962265,5,10,3
"1643",1504,"Magdeburg",2002,918950,0.860853,5,10,3
"1644",1504,"Magdeburg",2003,918950,0.856053,5,10,3
"1645",1504,"Magdeburg",2004,918950,0.835252,5,10,3
"1646",1504,"Magdeburg",2005,918950,0.820176,5,10,3
"1647",1504,"Magdeburg",2006,918950,0.796476,5,10,3
"1648",1504,"Magdeburg",2007,918950,0.695458,4,8,2
"1649",1504,"Magdeburg",2008,918950,0.680713,4,8,2
"1650",1504,"Magdeburg",2009,918950,0.652564,4,7,2
"1651",1504,"Magdeburg",2010,918950,0.670313,4,8,2
"1652",1504,"Magdeburg",2011,918950,0.634949,4,7,2
"1653",1504,"Magdeburg",2012,918950,0.607027,3,6,2
"1654",1504,"Magdeburg",2013,918950,0.586095,3,6,2
"1655",1504,"Magdeburg",2014,918950,0.56231,3,5,2
"1656",1504,"Magdeburg",2015,918950,0.536515,2,4,2
"1657",1601,"Mittelthüringen",1998,673427,0.853798,5,10,3
"1658",1601,"Mittelthüringen",1999,673427,0.830047,5,10,3
"1659",1601,"Mittelthüringen",2000,673427,0.825917,5,10,3
"1660",1601,"Mittelthüringen",2001,673427,0.794509,5,10,3
"1661",1601,"Mittelthüringen",2002,673427,0.790817,5,10,3
"1662",1601,"Mittelthüringen",2003,673427,0.771157,5,9,3
"1663",1601,"Mittelthüringen",2004,673427,0.762922,5,9,3
"1664",1601,"Mittelthüringen",2005,673427,0.748219,5,9,3
"1665",1601,"Mittelthüringen",2006,673427,0.724387,5,9,3
"1666",1601,"Mittelthüringen",2007,673427,0.666817,4,8,2
"1667",1601,"Mittelthüringen",2008,673427,0.590489,3,6,2
"1668",1601,"Mittelthüringen",2009,673427,0.563064,3,5,2
"1669",1601,"Mittelthüringen",2010,673427,0.569661,3,5,2
"1670",1601,"Mittelthüringen",2011,673427,0.545229,3,5,2
"1671",1601,"Mittelthüringen",2012,673427,0.511332,2,4,2
"1672",1601,"Mittelthüringen",2013,673427,0.495582,2,3,2
"1673",1601,"Mittelthüringen",2014,673427,0.464442,2,3,2
"1674",1601,"Mittelthüringen",2015,673427,0.438833,1,2,1
"1675",1602,"Nordthüringen",1998,369063,0.880531,5,10,3
"1676",1602,"Nordthüringen",1999,369063,0.85007,5,10,3
"1677",1602,"Nordthüringen",2000,369063,0.842101,5,10,3
"1678",1602,"Nordthüringen",2001,369063,0.831688,5,10,3
"1679",1602,"Nordthüringen",2002,369063,0.835557,5,10,3
"1680",1602,"Nordthüringen",2003,369063,0.809847,5,10,3
"1681",1602,"Nordthüringen",2004,369063,0.785528,5,10,3
"1682",1602,"Nordthüringen",2005,369063,0.781874,5,10,3
"1683",1602,"Nordthüringen",2006,369063,0.758195,5,9,3
"1684",1602,"Nordthüringen",2007,369063,0.715157,5,9,3
"1685",1602,"Nordthüringen",2008,369063,0.644852,4,7,2
"1686",1602,"Nordthüringen",2009,369063,0.625762,4,7,2
"1687",1602,"Nordthüringen",2010,369063,0.643208,4,7,2
"1688",1602,"Nordthüringen",2011,369063,0.610157,3,6,2
"1689",1602,"Nordthüringen",2012,369063,0.589699,3,6,2
"1690",1602,"Nordthüringen",2013,369063,0.584548,3,6,2
"1691",1602,"Nordthüringen",2014,369063,0.551696,3,5,2
"1692",1602,"Nordthüringen",2015,369063,0.521373,2,4,2
"1693",1603,"Ostthüringen",1998,677409,0.827149,5,10,3
"1694",1603,"Ostthüringen",1999,677409,0.806743,5,10,3
"1695",1603,"Ostthüringen",2000,677409,0.792078,5,10,3
"1696",1603,"Ostthüringen",2001,677409,0.77472,5,9,3
"1697",1603,"Ostthüringen",2002,677409,0.764281,5,9,3
"1698",1603,"Ostthüringen",2003,677409,0.747219,5,9,3
"1699",1603,"Ostthüringen",2004,677409,0.727328,5,9,3
"1700",1603,"Ostthüringen",2005,677409,0.724106,5,9,3
"1701",1603,"Ostthüringen",2006,677409,0.686845,4,8,2
"1702",1603,"Ostthüringen",2007,677409,0.633661,4,7,2
"1703",1603,"Ostthüringen",2008,677409,0.580672,3,5,2
"1704",1603,"Ostthüringen",2009,677409,0.555807,3,5,2
"1705",1603,"Ostthüringen",2010,677409,0.554466,3,5,2
"1706",1603,"Ostthüringen",2011,677409,0.532657,2,4,2
"1707",1603,"Ostthüringen",2012,677409,0.498148,2,4,2
"1708",1603,"Ostthüringen",2013,677409,0.485721,2,3,2
"1709",1603,"Ostthüringen",2014,677409,0.459064,2,3,2
"1710",1603,"Ostthüringen",2015,677409,0.428526,1,2,1
"1711",1604,"Südthüringen",1998,450815,0.829248,5,10,3
"1712",1604,"Südthüringen",1999,450815,0.812182,5,10,3
"1713",1604,"Südthüringen",2000,450815,0.805963,5,10,3
"1714",1604,"Südthüringen",2001,450815,0.781304,5,10,3
"1715",1604,"Südthüringen",2002,450815,0.768443,5,9,3
"1716",1604,"Südthüringen",2003,450815,0.749021,5,9,3
"1717",1604,"Südthüringen",2004,450815,0.737848,5,9,3
"1718",1604,"Südthüringen",2005,450815,0.729893,5,9,3
"1719",1604,"Südthüringen",2006,450815,0.712469,5,9,3
"1720",1604,"Südthüringen",2007,450815,0.651137,4,7,2
"1721",1604,"Südthüringen",2008,450815,0.584319,3,6,2
"1722",1604,"Südthüringen",2009,450815,0.580879,3,5,2
"1723",1604,"Südthüringen",2010,450815,0.579656,3,5,2
"1724",1604,"Südthüringen",2011,450815,0.547831,3,5,2
"1725",1604,"Südthüringen",2012,450815,0.519008,2,4,2
"1726",1604,"Südthüringen",2013,450815,0.512933,2,4,2
"1727",1604,"Südthüringen",2014,450815,0.481604,2,3,2
"1728",1604,"Südthüringen",2015,450815,0.459237,2,3,2
