"","Raumordnungsregion Nr","Raumordnungsregion","Jahr","Bevoelkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1006",901,"Allgäu",2013,480488,0.375409,1,2,1
"1007",901,"Allgäu",2014,480488,0.352657,1,1,1
"1008",901,"Allgäu",2015,480488,0.325929,1,1,1
"1009",902,"Augsburg",1998,888810,0.679227,4,8,2
"1010",902,"Augsburg",1999,888810,0.648141,4,7,2
"1011",902,"Augsburg",2000,888810,0.617684,4,7,2
"1012",902,"Augsburg",2001,888810,0.594399,3,6,2
"1013",902,"Augsburg",2002,888810,0.590899,3,6,2
"1014",902,"Augsburg",2003,888810,0.587939,3,6,2
"1015",902,"Augsburg",2004,888810,0.58574,3,6,2
"1016",902,"Augsburg",2005,888810,0.586376,3,6,2
"1017",902,"Augsburg",2006,888810,0.556331,3,5,2
"1018",902,"Augsburg",2007,888810,0.513011,2,4,2
"1019",902,"Augsburg",2008,888810,0.468643,2,3,2
"1020",902,"Augsburg",2009,888810,0.462993,2,3,2
"1021",902,"Augsburg",2010,888810,0.446374,2,3,2
"1022",902,"Augsburg",2011,888810,0.359856,1,1,1
"1023",902,"Augsburg",2012,888810,0.379337,1,2,1
"1024",902,"Augsburg",2013,888810,0.352766,1,1,1
"1025",902,"Augsburg",2014,888810,0.325224,1,1,1
"1026",902,"Augsburg",2015,888810,0.305458,1,1,1
"1027",903,"Bayerischer Untermain",1998,371127,0.693897,4,8,2
"1028",903,"Bayerischer Untermain",1999,371127,0.664775,4,8,2
"1029",903,"Bayerischer Untermain",2000,371127,0.646088,4,7,2
"1030",903,"Bayerischer Untermain",2001,371127,0.607863,3,6,2
"1031",903,"Bayerischer Untermain",2002,371127,0.608691,3,6,2
"1032",903,"Bayerischer Untermain",2003,371127,0.603104,3,6,2
"1033",903,"Bayerischer Untermain",2004,371127,0.602385,3,6,2
"1034",903,"Bayerischer Untermain",2005,371127,0.587815,3,6,2
"1035",903,"Bayerischer Untermain",2006,371127,0.558001,3,5,2
"1036",903,"Bayerischer Untermain",2007,371127,0.508947,2,4,2
"1037",903,"Bayerischer Untermain",2008,371127,0.469456,2,3,2
"1038",903,"Bayerischer Untermain",2009,371127,0.468351,2,3,2
"1039",903,"Bayerischer Untermain",2010,371127,0.445098,2,3,2
"1040",903,"Bayerischer Untermain",2011,371127,0.364919,1,2,1
"1041",903,"Bayerischer Untermain",2012,371127,0.376378,1,2,1
"1042",903,"Bayerischer Untermain",2013,371127,0.354827,1,1,1
"1043",903,"Bayerischer Untermain",2014,371127,0.32643,1,1,1
"1044",903,"Bayerischer Untermain",2015,371127,0.304547,1,1,1
"1045",904,"Donau-Iller (BY)",1998,476722,0.663852,4,8,2
"1046",904,"Donau-Iller (BY)",1999,476722,0.632575,4,7,2
"1047",904,"Donau-Iller (BY)",2000,476722,0.616507,4,7,2
"1048",904,"Donau-Iller (BY)",2001,476722,0.596451,3,6,2
"1049",904,"Donau-Iller (BY)",2002,476722,0.591528,3,6,2
"1050",904,"Donau-Iller (BY)",2003,476722,0.585925,3,6,2
"1051",904,"Donau-Iller (BY)",2004,476722,0.575881,3,5,2
"1052",904,"Donau-Iller (BY)",2005,476722,0.573728,3,5,2
"1053",904,"Donau-Iller (BY)",2006,476722,0.530225,2,4,2
"1054",904,"Donau-Iller (BY)",2007,476722,0.485008,2,3,2
"1055",904,"Donau-Iller (BY)",2008,476722,0.450418,2,3,2
"1056",904,"Donau-Iller (BY)",2009,476722,0.455264,2,3,2
"1057",904,"Donau-Iller (BY)",2010,476722,0.434468,1,2,1
"1058",904,"Donau-Iller (BY)",2011,476722,0.339338,1,1,1
"1059",904,"Donau-Iller (BY)",2012,476722,0.358785,1,1,1
"1060",904,"Donau-Iller (BY)",2013,476722,0.342444,1,1,1
"1061",904,"Donau-Iller (BY)",2014,476722,0.310686,1,1,1
"1062",904,"Donau-Iller (BY)",2015,476722,0.300341,1,1,1
"1063",905,"Donau-Wald",1998,656044,0.730759,5,9,3
"1064",905,"Donau-Wald",1999,656044,0.710011,5,9,3
"1065",905,"Donau-Wald",2000,656044,0.683361,4,8,2
"1066",905,"Donau-Wald",2001,656044,0.667711,4,8,2
"1067",905,"Donau-Wald",2002,656044,0.670379,4,8,2
"1068",905,"Donau-Wald",2003,656044,0.665698,4,8,2
"1069",905,"Donau-Wald",2004,656044,0.655333,4,7,2
"1070",905,"Donau-Wald",2005,656044,0.656247,4,7,2
"1071",905,"Donau-Wald",2006,656044,0.629143,4,7,2
"1072",905,"Donau-Wald",2007,656044,0.587394,3,6,2
"1073",905,"Donau-Wald",2008,656044,0.562176,3,5,2
"1074",905,"Donau-Wald",2009,656044,0.558544,3,5,2
"1075",905,"Donau-Wald",2010,656044,0.543185,3,5,2
"1076",905,"Donau-Wald",2011,656044,0.4542,2,3,2
"1077",905,"Donau-Wald",2012,656044,0.469193,2,3,2
"1078",905,"Donau-Wald",2013,656044,0.441897,2,3,2
"1079",905,"Donau-Wald",2014,656044,0.420319,1,2,1
"1080",905,"Donau-Wald",2015,656044,0.403628,1,2,1
"1081",906,"Industrieregion Mittelfranken",1998,1324120,0.641689,4,7,2
"1082",906,"Industrieregion Mittelfranken",1999,1324120,0.609801,3,6,2
"1083",906,"Industrieregion Mittelfranken",2000,1324120,0.576411,3,5,2
"1084",906,"Industrieregion Mittelfranken",2001,1324120,0.554722,3,5,2
"1085",906,"Industrieregion Mittelfranken",2002,1324120,0.541068,2,4,2
"1086",906,"Industrieregion Mittelfranken",2003,1324120,0.544167,3,5,2
"1087",906,"Industrieregion Mittelfranken",2004,1324120,0.541104,2,4,2
"1088",906,"Industrieregion Mittelfranken",2005,1324120,0.531279,2,4,2
"1089",906,"Industrieregion Mittelfranken",2006,1324120,0.502449,2,4,2
"1090",906,"Industrieregion Mittelfranken",2007,1324120,0.456816,2,3,2
"1091",906,"Industrieregion Mittelfranken",2008,1324120,0.400747,1,2,1
"1092",906,"Industrieregion Mittelfranken",2009,1324120,0.391814,1,2,1
"1093",906,"Industrieregion Mittelfranken",2010,1324120,0.375128,1,2,1
"1094",906,"Industrieregion Mittelfranken",2011,1324120,0.270265,1,1,1
"1095",906,"Industrieregion Mittelfranken",2012,1324120,0.289584,1,1,1
"1096",906,"Industrieregion Mittelfranken",2013,1324120,0.271014,1,1,1
"1097",906,"Industrieregion Mittelfranken",2014,1324120,0.247361,1,1,1
"1098",906,"Industrieregion Mittelfranken",2015,1324120,0.219453,1,1,1
"1099",907,"Ingolstadt",1998,480025,0.625766,4,7,2
"1100",907,"Ingolstadt",1999,480025,0.594638,3,6,2
"1101",907,"Ingolstadt",2000,480025,0.582191,3,6,2
"1102",907,"Ingolstadt",2001,480025,0.556495,3,5,2
"1103",907,"Ingolstadt",2002,480025,0.539841,2,4,2
"1104",907,"Ingolstadt",2003,480025,0.525152,2,4,2
"1105",907,"Ingolstadt",2004,480025,0.520562,2,4,2
"1106",907,"Ingolstadt",2005,480025,0.507067,2,4,2
"1107",907,"Ingolstadt",2006,480025,0.476363,2,3,2
"1108",907,"Ingolstadt",2007,480025,0.440593,2,3,2
"1109",907,"Ingolstadt",2008,480025,0.395902,1,2,1
"1110",907,"Ingolstadt",2009,480025,0.386067,1,2,1
"1111",907,"Ingolstadt",2010,480025,0.352078,1,1,1
"1112",907,"Ingolstadt",2011,480025,0.259632,1,1,1
"1113",907,"Ingolstadt",2012,480025,0.268439,1,1,1
"1114",907,"Ingolstadt",2013,480025,0.223107,1,1,1
"1115",907,"Ingolstadt",2014,480025,0.194602,1,1,1
"1116",907,"Ingolstadt",2015,480025,0.168309,1,1,1
"1117",908,"Landshut",1998,437110,0.667782,4,8,2
"1118",908,"Landshut",1999,437110,0.649505,4,7,2
"1119",908,"Landshut",2000,437110,0.624678,4,7,2
"1120",908,"Landshut",2001,437110,0.607614,3,6,2
"1121",908,"Landshut",2002,437110,0.596646,3,6,2
"1122",908,"Landshut",2003,437110,0.59508,3,6,2
"1123",908,"Landshut",2004,437110,0.59061,3,6,2
"1124",908,"Landshut",2005,437110,0.585159,3,6,2
"1125",908,"Landshut",2006,437110,0.556384,3,5,2
"1126",908,"Landshut",2007,437110,0.511455,2,4,2
"1127",908,"Landshut",2008,437110,0.482699,2,3,2
"1128",908,"Landshut",2009,437110,0.47746,2,3,2
"1129",908,"Landshut",2010,437110,0.457226,2,3,2
"1130",908,"Landshut",2011,437110,0.373771,1,2,1
"1131",908,"Landshut",2012,437110,0.391463,1,2,1
"1132",908,"Landshut",2013,437110,0.357193,1,1,1
"1133",908,"Landshut",2014,437110,0.336452,1,1,1
"1134",908,"Landshut",2015,437110,0.314138,1,1,1
"1135",909,"Main-Rhön",1998,434192,0.730621,5,9,3
"1136",909,"Main-Rhön",1999,434192,0.706725,5,9,3
"1137",909,"Main-Rhön",2000,434192,0.676005,4,8,2
"1138",909,"Main-Rhön",2001,434192,0.655569,4,7,2
"1139",909,"Main-Rhön",2002,434192,0.65093,4,7,2
"1140",909,"Main-Rhön",2003,434192,0.65911,4,8,2
"1141",909,"Main-Rhön",2004,434192,0.641419,4,7,2
"1142",909,"Main-Rhön",2005,434192,0.626594,4,7,2
"1143",909,"Main-Rhön",2006,434192,0.608327,3,6,2
"1144",909,"Main-Rhön",2007,434192,0.570025,3,5,2
"1145",909,"Main-Rhön",2008,434192,0.546848,3,5,2
"1146",909,"Main-Rhön",2009,434192,0.531469,2,4,2
"1147",909,"Main-Rhön",2010,434192,0.511671,2,4,2
"1148",909,"Main-Rhön",2011,434192,0.43805,1,2,1
"1149",909,"Main-Rhön",2012,434192,0.451851,2,3,2
"1150",909,"Main-Rhön",2013,434192,0.417958,1,2,1
"1151",909,"Main-Rhön",2014,434192,0.395475,1,2,1
"1152",909,"Main-Rhön",2015,434192,0.373106,1,2,1
"1153",910,"München",1998,2848906,0.494972,2,3,2
"1154",910,"München",1999,2848906,0.458674,2,3,2
"1155",910,"München",2000,2848906,0.414483,1,2,1
"1156",910,"München",2001,2848906,0.388506,1,2,1
"1157",910,"München",2002,2848906,0.369006,1,2,1
"1158",910,"München",2003,2848906,0.362653,1,2,1
"1159",910,"München",2004,2848906,0.360901,1,1,1
"1160",910,"München",2005,2848906,0.351652,1,1,1
"1161",910,"München",2006,2848906,0.322495,1,1,1
"1162",910,"München",2007,2848906,0.279761,1,1,1
"1163",910,"München",2008,2848906,0.206046,1,1,1
"1164",910,"München",2009,2848906,0.206608,1,1,1
"1165",910,"München",2010,2848906,0.185284,1,1,1
"1166",910,"München",2011,2848906,0.089501,1,1,1
"1167",910,"München",2012,2848906,0.103422,1,1,1
"1168",910,"München",2013,2848906,0.0728,1,1,1
"1169",910,"München",2014,2848906,0.033864,1,1,1
"1170",910,"München",2015,2848906,0,1,1,1
"1171",911,"Oberfranken-Ost",1998,463196,0.731356,5,9,3
"1172",911,"Oberfranken-Ost",1999,463196,0.709689,5,9,3
"1173",911,"Oberfranken-Ost",2000,463196,0.682045,4,8,2
"1174",911,"Oberfranken-Ost",2001,463196,0.664881,4,8,2
"1175",911,"Oberfranken-Ost",2002,463196,0.66334,4,8,2
"1176",911,"Oberfranken-Ost",2003,463196,0.663057,4,8,2
"1177",911,"Oberfranken-Ost",2004,463196,0.64864,4,7,2
"1178",911,"Oberfranken-Ost",2005,463196,0.653921,4,7,2
"1179",911,"Oberfranken-Ost",2006,463196,0.621561,4,7,2
"1180",911,"Oberfranken-Ost",2007,463196,0.58079,3,5,2
"1181",911,"Oberfranken-Ost",2008,463196,0.54607,3,5,2
"1182",911,"Oberfranken-Ost",2009,463196,0.533893,2,4,2
"1183",911,"Oberfranken-Ost",2010,463196,0.512442,2,4,2
"1184",911,"Oberfranken-Ost",2011,463196,0.430712,1,2,1
"1185",911,"Oberfranken-Ost",2012,463196,0.450767,2,3,2
"1186",911,"Oberfranken-Ost",2013,463196,0.433399,1,2,1
"1187",911,"Oberfranken-Ost",2014,463196,0.402434,1,2,1
"1188",911,"Oberfranken-Ost",2015,463196,0.391704,1,2,1
"1189",912,"Oberfranken-West",1998,596162,0.696236,4,8,2
"1190",912,"Oberfranken-West",1999,596162,0.672785,4,8,2
"1191",912,"Oberfranken-West",2000,596162,0.643786,4,7,2
"1192",912,"Oberfranken-West",2001,596162,0.615286,3,6,2
"1193",912,"Oberfranken-West",2002,596162,0.61829,4,7,2
"1194",912,"Oberfranken-West",2003,596162,0.614466,3,6,2
"1195",912,"Oberfranken-West",2004,596162,0.604194,3,6,2
"1196",912,"Oberfranken-West",2005,596162,0.600517,3,6,2
"1197",912,"Oberfranken-West",2006,596162,0.581611,3,5,2
"1198",912,"Oberfranken-West",2007,596162,0.528053,2,4,2
"1199",912,"Oberfranken-West",2008,596162,0.494314,2,3,2
"1200",912,"Oberfranken-West",2009,596162,0.490669,2,3,2
"1201",912,"Oberfranken-West",2010,596162,0.470039,2,3,2
"1202",912,"Oberfranken-West",2011,596162,0.391897,1,2,1
"1203",912,"Oberfranken-West",2012,596162,0.403483,1,2,1
"1204",912,"Oberfranken-West",2013,596162,0.376322,1,2,1
"1205",912,"Oberfranken-West",2014,596162,0.356203,1,1,1
"1206",912,"Oberfranken-West",2015,596162,0.323262,1,1,1
"1207",913,"Oberland",1998,443507,0.61982,4,7,2
"1208",913,"Oberland",1999,443507,0.595309,3,6,2
"1209",913,"Oberland",2000,443507,0.563013,3,5,2
"1210",913,"Oberland",2001,443507,0.553879,3,5,2
"1211",913,"Oberland",2002,443507,0.541156,2,4,2
"1212",913,"Oberland",2003,443507,0.530755,2,4,2
"1213",913,"Oberland",2004,443507,0.533077,2,4,2
"1214",913,"Oberland",2005,443507,0.531138,2,4,2
"1215",913,"Oberland",2006,443507,0.501473,2,4,2
"1216",913,"Oberland",2007,443507,0.454555,2,3,2
"1217",913,"Oberland",2008,443507,0.412163,1,2,1
"1218",913,"Oberland",2009,443507,0.403551,1,2,1
"1219",913,"Oberland",2010,443507,0.388769,1,2,1
"1220",913,"Oberland",2011,443507,0.297951,1,1,1
"1221",913,"Oberland",2012,443507,0.312742,1,1,1
"1222",913,"Oberland",2013,443507,0.286896,1,1,1
"1223",913,"Oberland",2014,443507,0.26253,1,1,1
"1224",913,"Oberland",2015,443507,0.2359,1,1,1
"1225",914,"Oberpfalz-Nord",1998,500740,0.719243,5,9,3
"1226",914,"Oberpfalz-Nord",1999,500740,0.699204,4,8,2
"1227",914,"Oberpfalz-Nord",2000,500740,0.673391,4,8,2
"1228",914,"Oberpfalz-Nord",2001,500740,0.656472,4,7,2
"1229",914,"Oberpfalz-Nord",2002,500740,0.650476,4,7,2
"1230",914,"Oberpfalz-Nord",2003,500740,0.658178,4,8,2
"1231",914,"Oberpfalz-Nord",2004,500740,0.637536,4,7,2
"1232",914,"Oberpfalz-Nord",2005,500740,0.638516,4,7,2
"1233",914,"Oberpfalz-Nord",2006,500740,0.61416,3,6,2
"1234",914,"Oberpfalz-Nord",2007,500740,0.568965,3,5,2
"1235",914,"Oberpfalz-Nord",2008,500740,0.549509,3,5,2
"1236",914,"Oberpfalz-Nord",2009,500740,0.547339,3,5,2
"1237",914,"Oberpfalz-Nord",2010,500740,0.522871,2,4,2
"1238",914,"Oberpfalz-Nord",2011,500740,0.451926,2,3,2
"1239",914,"Oberpfalz-Nord",2012,500740,0.454014,2,3,2
"1240",914,"Oberpfalz-Nord",2013,500740,0.434774,1,2,1
"1241",914,"Oberpfalz-Nord",2014,500740,0.406099,1,2,1
"1242",914,"Oberpfalz-Nord",2015,500740,0.385764,1,2,1
"1243",915,"Regensburg",1998,710564,0.679152,4,8,2
"1244",915,"Regensburg",1999,710564,0.651314,4,7,2
"1245",915,"Regensburg",2000,710564,0.632306,4,7,2
"1246",915,"Regensburg",2001,710564,0.619642,4,7,2
"1247",915,"Regensburg",2002,710564,0.605275,3,6,2
"1248",915,"Regensburg",2003,710564,0.595807,3,6,2
"1249",915,"Regensburg",2004,710564,0.585396,3,6,2
"1250",915,"Regensburg",2005,710564,0.578509,3,5,2
"1251",915,"Regensburg",2006,710564,0.552138,3,5,2
"1252",915,"Regensburg",2007,710564,0.509032,2,4,2
"1253",915,"Regensburg",2008,710564,0.468017,2,3,2
"1254",915,"Regensburg",2009,710564,0.467667,2,3,2
"1255",915,"Regensburg",2010,710564,0.44752,2,3,2
"1256",915,"Regensburg",2011,710564,0.357916,1,1,1
"1257",915,"Regensburg",2012,710564,0.375289,1,2,1
"1258",915,"Regensburg",2013,710564,0.350872,1,1,1
"1259",915,"Regensburg",2014,710564,0.324998,1,1,1
"1260",915,"Regensburg",2015,710564,0.300138,1,1,1
"1261",916,"Südostoberbayern",1998,816506,0.672264,4,8,2
"1262",916,"Südostoberbayern",1999,816506,0.651576,4,7,2
"1263",916,"Südostoberbayern",2000,816506,0.624313,4,7,2
"1264",916,"Südostoberbayern",2001,816506,0.614866,3,6,2
"1265",916,"Südostoberbayern",2002,816506,0.610289,3,6,2
"1266",916,"Südostoberbayern",2003,816506,0.595819,3,6,2
"1267",916,"Südostoberbayern",2004,816506,0.588475,3,6,2
"1268",916,"Südostoberbayern",2005,816506,0.582543,3,6,2
"1269",916,"Südostoberbayern",2006,816506,0.549691,3,5,2
"1270",916,"Südostoberbayern",2007,816506,0.504255,2,4,2
"1271",916,"Südostoberbayern",2008,816506,0.468597,2,3,2
"1272",916,"Südostoberbayern",2009,816506,0.470418,2,3,2
"1273",916,"Südostoberbayern",2010,816506,0.453087,2,3,2
"1274",916,"Südostoberbayern",2011,816506,0.36429,1,2,1
"1275",916,"Südostoberbayern",2012,816506,0.380078,1,2,1
"1276",916,"Südostoberbayern",2013,816506,0.357718,1,1,1
"1277",916,"Südostoberbayern",2014,816506,0.330527,1,1,1
"1278",916,"Südostoberbayern",2015,816506,0.304763,1,1,1
"1279",917,"Westmittelfranken",1998,414566,0.701359,4,8,2
"1280",917,"Westmittelfranken",1999,414566,0.6718,4,8,2
"1281",917,"Westmittelfranken",2000,414566,0.655467,4,7,2
"1282",917,"Westmittelfranken",2001,414566,0.636002,4,7,2
"1283",917,"Westmittelfranken",2002,414566,0.63319,4,7,2
"1284",917,"Westmittelfranken",2003,414566,0.632543,4,7,2
"1285",917,"Westmittelfranken",2004,414566,0.626226,4,7,2
"1286",917,"Westmittelfranken",2005,414566,0.620394,4,7,2
"1287",917,"Westmittelfranken",2006,414566,0.588059,3,6,2
"1288",917,"Westmittelfranken",2007,414566,0.546628,3,5,2
"1289",917,"Westmittelfranken",2008,414566,0.519738,2,4,2
"1290",917,"Westmittelfranken",2009,414566,0.52029,2,4,2
"1291",917,"Westmittelfranken",2010,414566,0.490172,2,3,2
"1292",917,"Westmittelfranken",2011,414566,0.407919,1,2,1
"1293",917,"Westmittelfranken",2012,414566,0.430258,1,2,1
"1294",917,"Westmittelfranken",2013,414566,0.412925,1,2,1
"1295",917,"Westmittelfranken",2014,414566,0.385746,1,2,1
"1296",917,"Westmittelfranken",2015,414566,0.361739,1,2,1
"1297",918,"Würzburg",1998,500729,0.659218,4,8,2
"1298",918,"Würzburg",1999,500729,0.627226,4,7,2
"1299",918,"Würzburg",2000,500729,0.600501,3,6,2
"1300",918,"Würzburg",2001,500729,0.58551,3,6,2
"1301",918,"Würzburg",2002,500729,0.574712,3,5,2
"1302",918,"Würzburg",2003,500729,0.576846,3,5,2
"1303",918,"Würzburg",2004,500729,0.558721,3,5,2
"1304",918,"Würzburg",2005,500729,0.560695,3,5,2
"1305",918,"Würzburg",2006,500729,0.536137,2,4,2
"1306",918,"Würzburg",2007,500729,0.489008,2,3,2
"1307",918,"Würzburg",2008,500729,0.447783,2,3,2
"1308",918,"Würzburg",2009,500729,0.43632,1,2,1
"1309",918,"Würzburg",2010,500729,0.417552,1,2,1
"1310",918,"Würzburg",2011,500729,0.329793,1,1,1
"1311",918,"Würzburg",2012,500729,0.340934,1,1,1
"1312",918,"Würzburg",2013,500729,0.327431,1,1,1
"1313",918,"Würzburg",2014,500729,0.294753,1,1,1
"1314",918,"Würzburg",2015,500729,0.274742,1,1,1
"1315",1001,"Saar",1998,995597,0.782493,5,10,3
"1316",1001,"Saar",1999,995597,0.763968,5,9,3
"1317",1001,"Saar",2000,995597,0.733471,5,9,3
"1318",1001,"Saar",2001,995597,0.714457,5,9,3
"1319",1001,"Saar",2002,995597,0.698447,4,8,2
"1320",1001,"Saar",2003,995597,0.69166,4,8,2
"1321",1001,"Saar",2004,995597,0.674722,4,8,2
"1322",1001,"Saar",2005,995597,0.674635,4,8,2
"1323",1001,"Saar",2006,995597,0.657565,4,7,2
"1324",1001,"Saar",2007,995597,0.634418,4,7,2
"1325",1001,"Saar",2008,995597,0.591672,3,6,2
"1326",1001,"Saar",2009,995597,0.521208,2,4,2
"1327",1001,"Saar",2010,995597,0.545193,3,5,2
"1328",1001,"Saar",2011,995597,0.502124,2,4,2
"1329",1001,"Saar",2012,995597,0.487098,2,3,2
"1330",1001,"Saar",2013,995597,0.473162,2,3,2
"1331",1001,"Saar",2014,995597,0.447756,2,3,2
"1332",1001,"Saar",2015,995597,0.418048,1,2,1
"1333",1101,"Berlin",1998,3520031,0.789517,5,10,3
"1334",1101,"Berlin",1999,3520031,0.764602,5,9,3
"1335",1101,"Berlin",2000,3520031,0.716108,5,9,3
"1336",1101,"Berlin",2001,3520031,0.689298,4,8,2
"1337",1101,"Berlin",2002,3520031,0.686333,4,8,2
"1338",1101,"Berlin",2003,3520031,0.68933,4,8,2
"1339",1101,"Berlin",2004,3520031,0.680706,4,8,2
"1340",1101,"Berlin",2005,3520031,0.672396,4,8,2
"1341",1101,"Berlin",2006,3520031,0.651833,4,7,2
"1342",1101,"Berlin",2007,3520031,0.620962,4,7,2
"1343",1101,"Berlin",2008,3520031,0.55981,3,5,2
"1344",1101,"Berlin",2009,3520031,0.530459,2,4,2
"1345",1101,"Berlin",2010,3520031,0.511227,2,4,2
"1346",1101,"Berlin",2011,3520031,0.463512,2,3,2
"1347",1101,"Berlin",2012,3520031,0.405373,1,2,1
"1348",1101,"Berlin",2013,3520031,0.403974,1,2,1
"1349",1101,"Berlin",2014,3520031,0.377991,1,2,1
"1350",1101,"Berlin",2015,3520031,0.344728,1,1,1
"1351",1201,"Havelland-Fläming",1998,772018,0.776417,5,9,3
"1352",1201,"Havelland-Fläming",1999,772018,0.766667,5,9,3
"1353",1201,"Havelland-Fläming",2000,772018,0.749218,5,9,3
"1354",1201,"Havelland-Fläming",2001,772018,0.723648,5,9,3
"1355",1201,"Havelland-Fläming",2002,772018,0.718772,5,9,3
"1356",1201,"Havelland-Fläming",2003,772018,0.705589,4,8,2
"1357",1201,"Havelland-Fläming",2004,772018,0.706792,5,9,3
"1358",1201,"Havelland-Fläming",2005,772018,0.702972,4,8,2
"1359",1201,"Havelland-Fläming",2006,772018,0.685198,4,8,2
"1360",1201,"Havelland-Fläming",2007,772018,0.626844,4,7,2
"1361",1201,"Havelland-Fläming",2008,772018,0.553687,3,5,2
"1362",1201,"Havelland-Fläming",2009,772018,0.488723,2,3,2
"1363",1201,"Havelland-Fläming",2010,772018,0.487314,2,3,2
"1364",1201,"Havelland-Fläming",2011,772018,0.465635,2,3,2
"1365",1201,"Havelland-Fläming",2012,772018,0.418025,1,2,1
"1366",1201,"Havelland-Fläming",2013,772018,0.423618,1,2,1
"1367",1201,"Havelland-Fläming",2014,772018,0.414896,1,2,1
"1368",1201,"Havelland-Fläming",2015,772018,0.374878,1,2,1
"1369",1202,"Lausitz-Spreewald",1998,598973,0.82276,5,10,3
"1370",1202,"Lausitz-Spreewald",1999,598973,0.811896,5,10,3
"1371",1202,"Lausitz-Spreewald",2000,598973,0.78937,5,10,3
"1372",1202,"Lausitz-Spreewald",2001,598973,0.771595,5,9,3
"1373",1202,"Lausitz-Spreewald",2002,598973,0.766644,5,9,3
"1374",1202,"Lausitz-Spreewald",2003,598973,0.769917,5,9,3
"1375",1202,"Lausitz-Spreewald",2004,598973,0.75954,5,9,3
"1376",1202,"Lausitz-Spreewald",2005,598973,0.764104,5,9,3
"1377",1202,"Lausitz-Spreewald",2006,598973,0.740663,5,9,3
"1378",1202,"Lausitz-Spreewald",2007,598973,0.691057,4,8,2
"1379",1202,"Lausitz-Spreewald",2008,598973,0.624307,4,7,2
"1380",1202,"Lausitz-Spreewald",2009,598973,0.56125,3,5,2
"1381",1202,"Lausitz-Spreewald",2010,598973,0.553533,3,5,2
"1382",1202,"Lausitz-Spreewald",2011,598973,0.543601,3,5,2
"1383",1202,"Lausitz-Spreewald",2012,598973,0.503339,2,4,2
"1384",1202,"Lausitz-Spreewald",2013,598973,0.521333,2,4,2
"1385",1202,"Lausitz-Spreewald",2014,598973,0.508747,2,4,2
"1386",1202,"Lausitz-Spreewald",2015,598973,0.473765,2,3,2
"1387",1203,"Oderland-Spree",1998,431203,0.8443,5,10,3
"1388",1203,"Oderland-Spree",1999,431203,0.832876,5,10,3
"1389",1203,"Oderland-Spree",2000,431203,0.822038,5,10,3
"1390",1203,"Oderland-Spree",2001,431203,0.798549,5,10,3
"1391",1203,"Oderland-Spree",2002,431203,0.788838,5,10,3
"1392",1203,"Oderland-Spree",2003,431203,0.792475,5,10,3
"1393",1203,"Oderland-Spree",2004,431203,0.791633,5,10,3
"1394",1203,"Oderland-Spree",2005,431203,0.804286,5,10,3
"1395",1203,"Oderland-Spree",2006,431203,0.767353,5,9,3
"1396",1203,"Oderland-Spree",2007,431203,0.710824,5,9,3
"1397",1203,"Oderland-Spree",2008,431203,0.634809,4,7,2
"1398",1203,"Oderland-Spree",2009,431203,0.57324,3,5,2
"1399",1203,"Oderland-Spree",2010,431203,0.574277,3,5,2
"1400",1203,"Oderland-Spree",2011,431203,0.550794,3,5,2
"1401",1203,"Oderland-Spree",2012,431203,0.517878,2,4,2
"1402",1203,"Oderland-Spree",2013,431203,0.530668,2,4,2
"1403",1203,"Oderland-Spree",2014,431203,0.515092,2,4,2
"1404",1203,"Oderland-Spree",2015,431203,0.486372,2,3,2
"1405",1204,"Prignitz-Oberhavel",1998,384207,0.862938,5,10,3
"1406",1204,"Prignitz-Oberhavel",1999,384207,0.849602,5,10,3
"1407",1204,"Prignitz-Oberhavel",2000,384207,0.8326,5,10,3
"1408",1204,"Prignitz-Oberhavel",2001,384207,0.810204,5,10,3
"1409",1204,"Prignitz-Oberhavel",2002,384207,0.798831,5,10,3
"1410",1204,"Prignitz-Oberhavel",2003,384207,0.80487,5,10,3
"1411",1204,"Prignitz-Oberhavel",2004,384207,0.802167,5,10,3
"1412",1204,"Prignitz-Oberhavel",2005,384207,0.796705,5,10,3
"1413",1204,"Prignitz-Oberhavel",2006,384207,0.777834,5,9,3
"1414",1204,"Prignitz-Oberhavel",2007,384207,0.725233,5,9,3
"1415",1204,"Prignitz-Oberhavel",2008,384207,0.649281,4,7,2
"1416",1204,"Prignitz-Oberhavel",2009,384207,0.591355,3,6,2
"1417",1204,"Prignitz-Oberhavel",2010,384207,0.586873,3,6,2
"1418",1204,"Prignitz-Oberhavel",2011,384207,0.583846,3,6,2
"1419",1204,"Prignitz-Oberhavel",2012,384207,0.526331,2,4,2
"1420",1204,"Prignitz-Oberhavel",2013,384207,0.523956,2,4,2
"1421",1204,"Prignitz-Oberhavel",2014,384207,0.51302,2,4,2
"1422",1204,"Prignitz-Oberhavel",2015,384207,0.4788,2,3,2
"1423",1205,"Uckermark-Barnim",1998,298425,0.865675,5,10,3
"1424",1205,"Uckermark-Barnim",1999,298425,0.862523,5,10,3
"1425",1205,"Uckermark-Barnim",2000,298425,0.849698,5,10,3
"1426",1205,"Uckermark-Barnim",2001,298425,0.826909,5,10,3
"1427",1205,"Uckermark-Barnim",2002,298425,0.829227,5,10,3
"1428",1205,"Uckermark-Barnim",2003,298425,0.83102,5,10,3
"1429",1205,"Uckermark-Barnim",2004,298425,0.822347,5,10,3
