"ror_id","gisd_score","gisd_5","gisd_10","gisd_k","ror_name","year"
"0101",0.56871,4,7,2,"Schleswig-Holstein Mitte",1998
"0101",0.56244,4,7,2,"Schleswig-Holstein Mitte",1999
"0101",0.49312,4,7,2,"Schleswig-Holstein Mitte",2000
"0101",0.49021,4,7,2,"Schleswig-Holstein Mitte",2001
"0101",0.48359,3,6,2,"Schleswig-Holstein Mitte",2002
"0101",0.48449,3,6,2,"Schleswig-Holstein Mitte",2003
"0101",0.49578,4,7,2,"Schleswig-Holstein Mitte",2004
"0101",0.51163,4,7,2,"Schleswig-Holstein Mitte",2005
"0101",0.54929,4,7,2,"Schleswig-Holstein Mitte",2006
"0101",0.56514,4,7,2,"Schleswig-Holstein Mitte",2007
"0101",0.59912,4,7,2,"Schleswig-Holstein Mitte",2008
"0101",0.57721,4,7,2,"Schleswig-Holstein Mitte",2009
"0101",0.59493,4,7,2,"Schleswig-Holstein Mitte",2010
"0101",0.59156,4,7,2,"Schleswig-Holstein Mitte",2011
"0101",0.61484,4,7,2,"Schleswig-Holstein Mitte",2012
"0101",0.66663,4,7,2,"Schleswig-Holstein Mitte",2013
"0101",0.68839,4,7,2,"Schleswig-Holstein Mitte",2014
"0101",0.68975,4,7,2,"Schleswig-Holstein Mitte",2015
"0101",0.7174,4,7,2,"Schleswig-Holstein Mitte",2016
"0101",0.72402,4,7,2,"Schleswig-Holstein Mitte",2017
"0101",0.68422,4,7,2,"Schleswig-Holstein Mitte",2018
"0101",0.71703,4,7,2,"Schleswig-Holstein Mitte",2019
"0101",0.72233,4,7,2,"Schleswig-Holstein Mitte",2020
"0101",0.71824,4,7,2,"Schleswig-Holstein Mitte",2021
"0102",0.58269,4,7,2,"Schleswig-Holstein Nord",1998
"0102",0.60765,4,7,2,"Schleswig-Holstein Nord",1999
"0102",0.54082,4,7,2,"Schleswig-Holstein Nord",2000
"0102",0.57414,4,8,2,"Schleswig-Holstein Nord",2001
"0102",0.56821,4,8,2,"Schleswig-Holstein Nord",2002
"0102",0.54276,4,8,2,"Schleswig-Holstein Nord",2003
"0102",0.57763,4,8,2,"Schleswig-Holstein Nord",2004
"0102",0.60549,4,8,2,"Schleswig-Holstein Nord",2005
"0102",0.61171,4,8,2,"Schleswig-Holstein Nord",2006
"0102",0.67579,4,8,2,"Schleswig-Holstein Nord",2007
"0102",0.69845,4,8,2,"Schleswig-Holstein Nord",2008
"0102",0.67312,4,8,2,"Schleswig-Holstein Nord",2009
"0102",0.70229,4,8,2,"Schleswig-Holstein Nord",2010
"0102",0.67987,4,8,2,"Schleswig-Holstein Nord",2011
"0102",0.71666,4,8,2,"Schleswig-Holstein Nord",2012
"0102",0.75983,4,8,2,"Schleswig-Holstein Nord",2013
"0102",0.79565,4,8,2,"Schleswig-Holstein Nord",2014
"0102",0.78724,4,8,2,"Schleswig-Holstein Nord",2015
"0102",0.80758,5,9,3,"Schleswig-Holstein Nord",2016
"0102",0.82324,5,9,3,"Schleswig-Holstein Nord",2017
"0102",0.80657,5,9,3,"Schleswig-Holstein Nord",2018
"0102",0.79808,5,9,3,"Schleswig-Holstein Nord",2019
"0102",0.81072,5,9,3,"Schleswig-Holstein Nord",2020
"0102",0.81135,5,9,3,"Schleswig-Holstein Nord",2021
"0103",0.62712,4,8,2,"Schleswig-Holstein Ost",1998
"0103",0.64755,4,8,2,"Schleswig-Holstein Ost",1999
"0103",0.59392,4,8,2,"Schleswig-Holstein Ost",2000
"0103",0.61213,4,8,2,"Schleswig-Holstein Ost",2001
"0103",0.60773,4,8,2,"Schleswig-Holstein Ost",2002
"0103",0.57258,4,8,2,"Schleswig-Holstein Ost",2003
"0103",0.57539,4,8,2,"Schleswig-Holstein Ost",2004
"0103",0.6242,4,8,2,"Schleswig-Holstein Ost",2005
"0103",0.65091,4,8,2,"Schleswig-Holstein Ost",2006
"0103",0.66324,4,8,2,"Schleswig-Holstein Ost",2007
"0103",0.68917,4,8,2,"Schleswig-Holstein Ost",2008
"0103",0.66245,4,8,2,"Schleswig-Holstein Ost",2009
"0103",0.6807,4,8,2,"Schleswig-Holstein Ost",2010
"0103",0.70715,4,8,2,"Schleswig-Holstein Ost",2011
"0103",0.74687,5,9,3,"Schleswig-Holstein Ost",2012
"0103",0.77594,4,8,2,"Schleswig-Holstein Ost",2013
"0103",0.82864,5,9,3,"Schleswig-Holstein Ost",2014
"0103",0.80496,5,9,3,"Schleswig-Holstein Ost",2015
"0103",0.80535,5,9,3,"Schleswig-Holstein Ost",2016
"0103",0.81726,4,8,2,"Schleswig-Holstein Ost",2017
"0103",0.7817,5,9,3,"Schleswig-Holstein Ost",2018
"0103",0.79467,5,9,3,"Schleswig-Holstein Ost",2019
"0103",0.79439,4,8,2,"Schleswig-Holstein Ost",2020
"0103",0.76649,4,8,2,"Schleswig-Holstein Ost",2021
"0104",0.34379,2,3,2,"Schleswig-Holstein Süd",1998
"0104",0.36189,2,3,2,"Schleswig-Holstein Süd",1999
"0104",0.30228,1,2,1,"Schleswig-Holstein Süd",2000
"0104",0.30589,1,2,1,"Schleswig-Holstein Süd",2001
"0104",0.29463,1,2,1,"Schleswig-Holstein Süd",2002
"0104",0.28066,1,2,1,"Schleswig-Holstein Süd",2003
"0104",0.28487,1,2,1,"Schleswig-Holstein Süd",2004
"0104",0.30371,1,2,1,"Schleswig-Holstein Süd",2005
"0104",0.33449,2,3,2,"Schleswig-Holstein Süd",2006
"0104",0.33397,2,3,2,"Schleswig-Holstein Süd",2007
"0104",0.38267,2,3,2,"Schleswig-Holstein Süd",2008
"0104",0.35576,2,3,2,"Schleswig-Holstein Süd",2009
"0104",0.37624,2,3,2,"Schleswig-Holstein Süd",2010
"0104",0.3806,2,3,2,"Schleswig-Holstein Süd",2011
"0104",0.41834,2,3,2,"Schleswig-Holstein Süd",2012
"0104",0.4546,2,3,2,"Schleswig-Holstein Süd",2013
"0104",0.49165,2,4,2,"Schleswig-Holstein Süd",2014
"0104",0.48137,2,4,2,"Schleswig-Holstein Süd",2015
"0104",0.52165,2,4,2,"Schleswig-Holstein Süd",2016
"0104",0.52109,2,4,2,"Schleswig-Holstein Süd",2017
"0104",0.51201,2,4,2,"Schleswig-Holstein Süd",2018
"0104",0.53009,2,4,2,"Schleswig-Holstein Süd",2019
"0104",0.53679,2,4,2,"Schleswig-Holstein Süd",2020
"0104",0.53511,2,4,2,"Schleswig-Holstein Süd",2021
"0105",0.59352,4,8,2,"Schleswig-Holstein Süd-West",1998
"0105",0.6305,4,8,2,"Schleswig-Holstein Süd-West",1999
"0105",0.54683,4,8,2,"Schleswig-Holstein Süd-West",2000
"0105",0.57765,4,8,2,"Schleswig-Holstein Süd-West",2001
"0105",0.58139,4,8,2,"Schleswig-Holstein Süd-West",2002
"0105",0.53795,4,8,2,"Schleswig-Holstein Süd-West",2003
"0105",0.58004,4,8,2,"Schleswig-Holstein Süd-West",2004
"0105",0.58496,4,8,2,"Schleswig-Holstein Süd-West",2005
"0105",0.59375,4,7,2,"Schleswig-Holstein Süd-West",2006
"0105",0.59643,4,7,2,"Schleswig-Holstein Süd-West",2007
"0105",0.64996,4,8,2,"Schleswig-Holstein Süd-West",2008
"0105",0.6328,4,7,2,"Schleswig-Holstein Süd-West",2009
"0105",0.66325,4,8,2,"Schleswig-Holstein Süd-West",2010
"0105",0.68037,4,8,2,"Schleswig-Holstein Süd-West",2011
"0105",0.73536,4,8,2,"Schleswig-Holstein Süd-West",2012
"0105",0.74573,4,8,2,"Schleswig-Holstein Süd-West",2013
"0105",0.82014,5,9,3,"Schleswig-Holstein Süd-West",2014
"0105",0.80176,5,9,3,"Schleswig-Holstein Süd-West",2015
"0105",0.82509,5,9,3,"Schleswig-Holstein Süd-West",2016
"0105",0.82542,5,9,3,"Schleswig-Holstein Süd-West",2017
"0105",0.79412,5,9,3,"Schleswig-Holstein Süd-West",2018
"0105",0.80801,5,9,3,"Schleswig-Holstein Süd-West",2019
"0105",0.81964,5,9,3,"Schleswig-Holstein Süd-West",2020
"0105",0.8094,4,8,2,"Schleswig-Holstein Süd-West",2021
"0201",0.30079,1,2,1,"Hamburg",1998
"0201",0.3244,1,2,1,"Hamburg",1999
"0201",0.28901,1,2,1,"Hamburg",2000
"0201",0.28415,1,2,1,"Hamburg",2001
"0201",0.29731,1,2,1,"Hamburg",2002
"0201",0.2722,1,2,1,"Hamburg",2003
"0201",0.2849,1,2,1,"Hamburg",2004
"0201",0.30644,1,2,1,"Hamburg",2005
"0201",0.33822,2,3,2,"Hamburg",2006
"0201",0.34304,2,3,2,"Hamburg",2007
"0201",0.34107,1,2,1,"Hamburg",2008
"0201",0.33021,1,2,1,"Hamburg",2009
"0201",0.34373,1,2,1,"Hamburg",2010
"0201",0.30425,1,2,1,"Hamburg",2011
"0201",0.27366,1,1,1,"Hamburg",2012
"0201",0.25795,1,1,1,"Hamburg",2013
