"year","PLZ4","gisd_score","population","gisd_5","gisd_10","gisd_k"
1998,106,0.56771,20221,3,6,2
1998,109,0.56789,102290,3,6,2
1998,110,0.5679,67556,3,6,2
1998,112,0.56793,17550,3,6,2
1998,113,0.57003,13887,3,6,2
1998,115,0.5682,75122,3,6,2
1998,116,0.56876,8090,3,6,2
1998,118,0.56843,17059,3,6,2
1998,121,0.56848,21199,3,6,2
1998,123,0.56806,16458,3,6,2
1998,125,0.56869,30714,3,6,2
1998,127,0.56771,15986,3,6,2
1998,130,0.56771,13820,3,6,2
1998,132,0.56812,101099,3,6,2
1998,144,0.74131,34362,5,9,3
1998,145,0.79533,33394,5,9,3
1998,146,0.6225,29121,4,7,2
1998,147,0.76102,12674,5,9,3
1998,155,0.75286,6105,5,9,3
1998,156,0.75982,26870,5,9,3
1998,158,0.74524,11997,5,9,3
1998,159,0.75103,23788,5,9,3
1998,160,0.75879,11816,5,9,3
1998,161,0.75505,17682,5,9,3
1998,162,0.75819,5088,5,9,3
1998,164,0.74439,20443,5,9,3
1998,166,0.75112,44501,5,9,3
1998,168,0.76655,25358,5,9,3
1998,170,0.71928,39109,4,8,2
1998,172,0.73478,23904,5,9,3
1998,173,0.72947,17058,4,8,2
1998,174,0.72768,14359,4,8,2
1998,176,0.73649,7942,5,9,3
1998,177,0.73403,15897,5,9,3
1998,179,0.71609,42381,4,8,2
1998,180,0.71929,25217,4,8,2
1998,181,0.72596,13886,4,8,2
1998,182,0.7278,9161,4,8,2
1998,183,0.73384,9956,5,9,3
1998,184,0.72983,19062,4,8,2
1998,185,0.72803,9930,4,8,2
1998,187,0.80184,19251,5,9,3
1998,189,0.80972,11455,5,10,3
1998,190,0.81093,20945,5,10,3
1998,191,0.79594,15064,5,9,3
1998,192,0.80772,18314,5,10,3
1998,193,0.80256,11624,5,9,3
1998,194,0.82215,12167,5,10,3
1998,196,0.80906,21113,5,10,3
1998,197,0.82041,15087,5,10,3
1998,198,0.82105,14089,5,10,3
1998,199,0.81866,11722,5,10,3
1998,262,0.78971,50786,5,9,3
1998,263,0.80606,5494,5,9,3
1998,268,0.81194,18367,5,10,3
1998,269,0.80015,22375,5,9,3
1998,270,0.83514,27129,5,10,3
1998,272,0.83894,3349,5,10,3
1998,273,0.83609,20086,5,10,3
1998,274,0.84306,12915,5,10,3
1998,276,0.83697,15583,5,10,3
1998,277,0.84778,5144,5,10,3
1998,278,0.83702,24735,5,10,3
1998,279,0.8466,13768,5,10,3
1998,282,0.82596,64513,5,10,3
1998,289,0.83745,10858,5,10,3
1998,290,0.83335,17239,5,10,3
1998,292,0.84065,10444,5,10,3
1998,294,0.81782,21466,5,10,3
1998,295,0.83447,17410,5,10,3
1998,297,0.77338,39434,5,9,3
1998,299,0.79728,26176,5,9,3
1998,304,0.70825,32276,4,8,2
1998,305,0.7139,71920,4,8,2
1998,309,0.7795,18423,5,9,3
1998,310,0.82224,1836,5,10,3
1998,311,0.77648,9383,5,9,3
1998,313,0.76243,25831,5,9,3
1998,314,0.7688,21391,5,9,3
1998,315,0.77256,4942,5,9,3
1998,317,0.766,21489,5,9,3
1998,318,0.76906,9728,5,9,3
1998,319,0.77117,1333,5,9,3
1998,320,0.81566,8410,5,10,3
1998,322,0.80897,27893,5,10,3
1998,323,0.78389,23495,5,9,3
1998,324,0.79395,5174,5,9,3
1998,325,0.78744,11471,5,9,3
1998,410,0.76638,25028,5,9,3
1998,412,0.76638,8619,5,9,3
1998,415,0.76639,99771,5,9,3
1998,417,0.7664,49157,5,9,3
1998,420,0.76643,32544,5,9,3
1998,422,0.76638,11031,5,9,3
1998,424,0.76642,70450,5,9,3
1998,427,0.76646,31493,5,9,3
1998,428,0.7664,52563,5,9,3
1998,429,0.76638,8542,5,9,3
1998,431,0.76641,64430,5,9,3
1998,432,0.76707,14130,5,9,3
1998,434,0.76641,40249,5,9,3
1998,435,0.76641,47508,5,9,3
1998,441,0.79324,24718,5,9,3
1998,442,0.82794,30775,5,10,3
1998,443,0.83933,19626,5,10,3
1998,444,0.79814,9009,5,9,3
1998,445,0.82183,8409,5,10,3
1998,446,0.80123,5566,5,9,3
1998,450,0.84737,39063,5,10,3
1998,451,0.84411,5206,5,10,3
1998,452,0.80638,7641,5,9,3
1998,453,0.80403,7662,5,9,3
1998,455,0.78002,19199,5,9,3
1998,456,0.78467,16271,5,9,3
1998,457,0.79351,12873,5,9,3
1998,460,0.84595,41315,5,10,3
1998,461,0.85662,26524,5,10,3
1998,462,0.85623,15350,5,10,3
1998,463,0.85888,5210,5,10,3
1998,464,0.79975,5420,5,9,3
1998,465,0.80314,18527,5,9,3
1998,466,0.79916,33240,5,9,3
1998,468,0.80704,24756,5,9,3
1998,470,0.7877,8375,5,9,3
1998,472,0.7781,25896,5,9,3
