"year","PLZ2","gisd_score","population","gisd_5","gisd_10","gisd_k"
2000,48,0.36977,1189935,2,4,2
2000,49,0.5434,1228129,4,7,2
2000,50,0.33392,1084177,2,3,2
2000,51,0.33477,1079789,2,3,2
2000,52,0.51846,941131,4,7,2
2000,53,0.33582,1265468,2,3,2
2000,54,0.53845,516542,4,7,2
2000,55,0.39316,795458,2,4,2
2000,56,0.5091,849197,3,6,2
2000,57,0.45823,597621,3,6,2
2000,58,0.53117,930406,4,7,2
2000,59,0.49838,1145053,3,6,2
2000,60,0.26186,619157,1,2,1
2000,61,0.13402,451016,1,1,1
2000,63,0.40051,1268561,2,4,2
2000,64,0.31642,792590,1,2,1
2000,65,0.27398,1081648,1,2,1
2000,66,0.60992,1248759,4,8,2
2000,67,0.53203,1033467,4,7,2
2000,68,0.3931,601445,2,4,2
2000,69,0.20782,508949,1,1,1
2000,70,0.15771,821650,1,1,1
2000,71,0.17342,1000158,1,1,1
2000,72,0.3472,1056260,2,3,2
2000,73,0.27601,1006392,1,2,1
2000,74,0.37034,1057532,2,4,2
2000,75,0.35863,484410,2,3,2
2000,76,0.31462,1139769,1,2,1
2000,77,0.40081,478943,2,4,2
2000,78,0.45393,741488,3,5,2
2000,79,0.41281,1040371,3,5,2
2000,80,0.0001,626238,1,1,1
2000,81,0,814923,1,1,1
2000,82,0.07888,735553,1,1,1
2000,83,0.27473,762163,1,2,1
2000,84,0.3595,684830,2,3,2
2000,85,0.13249,1114901,1,1,1
2000,86,0.34633,1164100,2,3,2
2000,87,0.36068,522875,2,3,2
2000,88,0.33206,846572,1,2,1
2000,89,0.3468,763761,2,3,2
2000,90,0.41446,892793,3,5,2
2000,91,0.30877,999919,1,2,1
2000,92,0.4442,516635,3,5,2
2000,93,0.3695,590817,2,4,2
2000,94,0.48576,705807,3,6,2
2000,95,0.469,497496,3,6,2
2000,96,0.44958,552316,3,5,2
2000,97,0.36109,1061351,2,4,2
2000,98,0.85485,242064,5,9,3
2000,99,0.86428,782843,5,10,3
2001,1,0.69213,1242943,4,8,2
2001,2,0.87163,427271,5,10,3
2001,3,0.77044,294995,5,9,3
2001,4,0.84453,1227112,5,10,3
2001,6,0.99624,1276724,5,10,3
2001,7,0.7292,562704,5,9,3
2001,8,0.81195,577243,5,9,3
2001,9,0.79465,788063,5,9,3
2001,10,0.72071,414467,5,9,3
2001,12,0.71989,1377942,5,9,3
2001,13,0.72075,1173394,5,9,3
2001,14,0.70369,1264837,5,9,3
2001,15,0.77215,627638,5,9,3
2001,16,0.84311,593818,5,10,3
2001,17,1,582175,5,10,3
2001,18,0.91774,603349,5,10,3
2001,19,0.92413,401381,5,10,3
2001,20,0.31091,123873,2,3,2
2001,21,0.35568,1597996,2,4,2
2001,22,0.29596,1103442,1,2,1
2001,23,0.62675,733238,4,8,2
2001,24,0.55,1095349,4,8,2
2001,25,0.49664,694669,3,6,2
2001,26,0.63543,1174940,4,8,2
2001,27,0.60177,860088,4,8,2
2001,28,0.45297,738878,3,6,2
2001,29,0.63738,491951,4,8,2
2001,30,0.40478,912461,3,5,2
2001,31,0.51185,987367,4,7,2
2001,32,0.43694,885607,3,5,2
2001,33,0.42669,1082569,3,5,2
2001,34,0.47873,800276,3,6,2
2001,35,0.41472,912547,3,5,2
2001,36,0.45832,518781,3,6,2
2001,37,0.53987,729054,4,7,2
2001,38,0.49607,1126260,3,6,2
2001,39,0.97393,783323,5,10,3
2001,40,0.22517,991992,1,2,1
2001,41,0.43375,952282,3,5,2
2001,42,0.50573,878888,4,7,2
2001,44,0.54652,1267494,4,8,2
2001,45,0.51716,1559154,4,7,2
2001,46,0.52056,894580,4,7,2
2001,47,0.58933,1313713,4,8,2
2001,48,0.34817,1189935,2,3,2
2001,49,0.52167,1228129,4,7,2
2001,50,0.33101,1084177,2,3,2
2001,51,0.31499,1079789,2,3,2
2001,52,0.52306,941131,4,7,2
2001,53,0.30748,1265468,1,2,1
2001,54,0.52153,516542,4,7,2
2001,55,0.34995,795458,2,3,2
2001,56,0.4974,849197,3,6,2
2001,57,0.45042,597621,3,5,2
2001,58,0.54215,930406,4,7,2
2001,59,0.49775,1145053,3,6,2
2001,60,0.22277,619157,1,1,1
2001,61,0.06033,451016,1,1,1
2001,63,0.36455,1268561,2,4,2
2001,64,0.2847,792590,1,2,1
2001,65,0.23142,1081648,1,2,1
2001,66,0.60035,1248759,4,8,2
2001,67,0.53559,1033467,4,7,2
2001,68,0.36869,601445,2,4,2
2001,69,0.17023,508949,1,1,1
2001,70,0.14626,821650,1,1,1
2001,71,0.15474,1000158,1,1,1
2001,72,0.31495,1056260,2,3,2
2001,73,0.25224,1006392,1,2,1
2001,74,0.35943,1057532,2,4,2
2001,75,0.32241,484410,2,3,2
2001,76,0.27449,1139769,1,2,1
2001,77,0.39935,478943,2,4,2
2001,78,0.43287,741488,3,5,2
2001,79,0.39907,1040371,2,4,2
2001,80,0.00021,626238,1,1,1
2001,81,0,814923,1,1,1
2001,82,0.04333,735553,1,1,1
2001,83,0.28651,762163,1,2,1
2001,84,0.36757,684830,2,4,2
2001,85,0.10115,1114901,1,1,1
2001,86,0.32931,1164100,2,3,2
2001,87,0.35073,522875,2,4,2
2001,88,0.28366,846572,1,2,1
2001,89,0.33183,763761,2,3,2
2001,90,0.41795,892793,3,5,2
2001,91,0.28681,999919,1,2,1
2001,92,0.45568,516635,3,6,2
2001,93,0.37227,590817,2,4,2
2001,94,0.47997,705807,3,6,2
2001,95,0.46895,497496,3,6,2
2001,96,0.42448,552316,3,5,2
2001,97,0.35042,1061351,2,4,2
2001,98,0.82546,242064,5,9,3
2001,99,0.83696,782843,5,10,3
2002,1,0.64821,1242943,4,8,2
2002,2,0.88414,427271,5,10,3
2002,3,0.75168,294995,5,9,3
2002,4,0.82259,1227112,5,10,3
2002,6,0.98592,1276724,5,10,3
2002,7,0.69629,562704,5,9,3
2002,8,0.80105,577243,5,9,3
2002,9,0.77776,788063,5,9,3
2002,10,0.74453,414467,5,9,3
2002,12,0.74373,1377942,5,9,3
2002,13,0.74455,1173394,5,9,3
2002,14,0.71409,1264837,5,9,3
2002,15,0.76138,627638,5,9,3
2002,16,0.84181,593818,5,10,3
2002,17,0.98875,582175,5,10,3
2002,18,0.8989,603349,5,10,3
2002,19,0.88318,401381,5,10,3
2002,20,0.33349,123873,1,2,1
2002,21,0.3747,1597996,2,3,2
2002,22,0.31267,1103442,1,2,1
2002,23,0.63701,733238,4,8,2
2002,24,0.56106,1095349,4,7,2
2002,25,0.49463,694669,3,6,2
2002,26,0.6694,1174940,4,8,2
2002,27,0.6267,860088,4,8,2
2002,28,0.4608,738878,3,5,2
2002,29,0.67216,491951,4,8,2
2002,30,0.44868,912461,3,5,2
2002,31,0.53633,987367,3,6,2
2002,32,0.47535,885607,3,5,2
2002,33,0.44842,1082569,3,5,2
2002,34,0.50618,800276,3,6,2
2002,35,0.42494,912547,2,4,2
2002,36,0.45111,518781,3,5,2
2002,37,0.58108,729054,4,8,2
2002,38,0.57112,1126260,4,8,2
2002,39,1,783323,5,10,3
2002,40,0.26821,991992,1,2,1
2002,41,0.46967,952282,3,5,2
2002,42,0.5218,878888,3,6,2
2002,44,0.56327,1267494,4,7,2
2002,45,0.53569,1559154,3,6,2
2002,46,0.54341,894580,3,6,2
2002,47,0.62011,1313713,4,8,2
2002,48,0.37671,1189935,2,3,2
2002,49,0.57009,1228129,4,7,2
2002,50,0.38249,1084177,2,4,2
2002,51,0.3734,1079789,2,3,2
2002,52,0.56358,941131,4,7,2
2002,53,0.35302,1265468,2,3,2
2002,54,0.56147,516542,4,7,2
2002,55,0.37242,795458,2,3,2
2002,56,0.53589,849197,3,6,2
2002,57,0.49608,597621,3,6,2
2002,58,0.56825,930406,4,7,2
2002,59,0.54379,1145053,4,7,2
2002,60,0.22893,619157,1,1,1
2002,61,0.06991,451016,1,1,1
2002,63,0.37652,1268561,2,3,2
2002,64,0.27581,792590,1,2,1
2002,65,0.23037,1081648,1,2,1
2002,66,0.59711,1248759,4,8,2
2002,67,0.55058,1033467,4,7,2
2002,68,0.37891,601445,2,3,2
2002,69,0.18857,508949,1,1,1
2002,70,0.19733,821650,1,1,1
2002,71,0.20675,1000158,1,1,1
2002,72,0.38037,1056260,2,4,2
2002,73,0.29759,1006392,1,2,1
2002,74,0.39951,1057532,2,4,2
2002,75,0.38082,484410,2,4,2
2002,76,0.30916,1139769,1,2,1
2002,77,0.45061,478943,3,5,2
2002,78,0.48892,741488,3,5,2
2002,79,0.42335,1040371,2,4,2
2002,80,0.00025,626238,1,1,1
2002,81,0,814923,1,1,1
2002,82,0.03667,735553,1,1,1
2002,83,0.31205,762163,1,2,1
2002,84,0.40981,684830,2,4,2
2002,85,0.12512,1114901,1,1,1
2002,86,0.37403,1164100,2,3,2
2002,87,0.3863,522875,2,4,2
2002,88,0.34004,846572,1,2,1
2002,89,0.37019,763761,2,3,2
2002,90,0.44384,892793,3,5,2
2002,91,0.3263,999919,1,2,1
2002,92,0.49966,516635,3,6,2
2002,93,0.40064,590817,2,4,2
2002,94,0.56772,705807,4,7,2
2002,95,0.54854,497496,4,7,2
2002,96,0.51289,552316,3,6,2
2002,97,0.40596,1061351,2,4,2
2002,98,0.7898,242064,5,9,3
2002,99,0.81533,782843,5,10,3
2003,1,0.63094,1242943,4,8,2
2003,2,0.86697,427271,5,10,3
2003,3,0.76658,294995,5,9,3
2003,4,0.80847,1227112,5,10,3
2003,6,1,1276724,5,10,3
2003,7,0.67372,562704,4,8,2
2003,8,0.78831,577243,5,10,3
2003,9,0.76205,788063,5,9,3
2003,10,0.76922,414467,5,9,3
2003,12,0.76774,1377942,5,9,3
2003,13,0.76919,1173394,5,9,3
2003,14,0.72448,1264837,5,9,3
2003,15,0.76855,627638,5,9,3
2003,16,0.84352,593818,5,10,3
2003,17,0.99293,582175,5,10,3
2003,18,0.91785,603349,5,10,3
2003,19,0.90289,401381,5,10,3
2003,20,0.30408,123873,1,2,1
2003,21,0.34292,1597996,2,3,2
2003,22,0.28387,1103442,1,2,1
2003,23,0.61594,733238,4,8,2
2003,24,0.56089,1095349,4,7,2
2003,25,0.47454,694669,3,6,2
2003,26,0.6709,1174940,4,8,2
2003,27,0.63561,860088,4,8,2
2003,28,0.45672,738878,3,5,2
2003,29,0.68739,491951,5,9,3
2003,30,0.45521,912461,3,5,2
2003,31,0.55395,987367,4,7,2
2003,32,0.46265,885607,3,5,2
2003,33,0.44404,1082569,3,5,2
2003,34,0.50476,800276,3,6,2
2003,35,0.43352,912547,3,5,2
2003,36,0.43949,518781,3,5,2
2003,37,0.59303,729054,4,8,2
2003,38,0.56273,1126260,4,7,2
2003,39,0.99614,783323,5,10,3
2003,40,0.24044,991992,1,2,1
2003,41,0.45234,952282,3,5,2
2003,42,0.51972,878888,3,6,2
2003,44,0.56743,1267494,4,8,2
2003,45,0.53215,1559154,3,6,2
2003,46,0.53775,894580,4,7,2
2003,47,0.61183,1313713,4,8,2
2003,48,0.36101,1189935,2,3,2
2003,49,0.56443,1228129,4,7,2
2003,50,0.36699,1084177,2,4,2
2003,51,0.36207,1079789,2,3,2
2003,52,0.5555,941131,4,7,2
2003,53,0.33668,1265468,2,3,2
2003,54,0.52564,516542,3,6,2
2003,55,0.36135,795458,2,3,2
2003,56,0.52566,849197,3,6,2
2003,57,0.47645,597621,3,6,2
2003,58,0.56539,930406,4,7,2
2003,59,0.53895,1145053,4,7,2
2003,60,0.24119,619157,1,2,1
2003,61,0.05467,451016,1,1,1
2003,63,0.37281,1268561,2,4,2
2003,64,0.26127,792590,1,2,1
2003,65,0.22772,1081648,1,1,1
2003,66,0.58187,1248759,4,8,2
2003,67,0.54311,1033467,4,7,2
2003,68,0.36105,601445,2,3,2
2003,69,0.15846,508949,1,1,1
2003,70,0.14067,821650,1,1,1
2003,71,0.16452,1000158,1,1,1
2003,72,0.34795,1056260,2,3,2
2003,73,0.26837,1006392,1,2,1
2003,74,0.36964,1057532,2,4,2
2003,75,0.36955,484410,2,4,2
2003,76,0.28513,1139769,1,2,1
2003,77,0.41674,478943,2,4,2
2003,78,0.45763,741488,3,5,2
2003,79,0.39405,1040371,2,4,2
2003,80,0.00036,626238,1,1,1
2003,81,0,814923,1,1,1
2003,82,0.0066,735553,1,1,1
2003,83,0.28071,762163,1,2,1
2003,84,0.36838,684830,2,4,2
2003,85,0.08376,1114901,1,1,1
2003,86,0.35081,1164100,2,3,2
2003,87,0.37639,522875,2,4,2
2003,88,0.30437,846572,1,2,1
2003,89,0.32968,763761,2,3,2
2003,90,0.43491,892793,3,5,2
2003,91,0.31171,999919,1,2,1
2003,92,0.49473,516635,3,6,2
2003,93,0.36671,590817,2,4,2
2003,94,0.53505,705807,3,6,2
2003,95,0.5386,497496,4,7,2
2003,96,0.48317,552316,3,6,2
2003,97,0.40163,1061351,2,4,2
2003,98,0.75126,242064,5,9,3
2003,99,0.77267,782843,5,9,3
2004,1,0.59666,1242943,4,8,2
2004,2,0.83966,427271,5,10,3
2004,3,0.77197,294995,5,9,3
2004,4,0.78672,1227112,5,10,3
2004,6,0.95672,1276724,5,10,3
2004,7,0.67419,562704,5,9,3
2004,8,0.72918,577243,5,9,3
2004,9,0.71953,788063,5,9,3
2004,10,0.75757,414467,5,9,3
2004,12,0.75621,1377942,5,9,3
2004,13,0.75756,1173394,5,9,3
2004,14,0.72828,1264837,5,9,3
2004,15,0.77337,627638,5,9,3
2004,16,0.84722,593818,5,10,3
2004,17,1,582175,5,10,3
2004,18,0.91508,603349,5,10,3
2004,19,0.89285,401381,5,10,3
2004,20,0.30747,123873,1,2,1
2004,21,0.33414,1597996,2,3,2
2004,22,0.2888,1103442,1,2,1
2004,23,0.59968,733238,4,8,2
2004,24,0.55427,1095349,4,8,2
2004,25,0.48344,694669,3,6,2
2004,26,0.62981,1174940,4,8,2
2004,27,0.58924,860088,4,8,2
2004,28,0.4585,738878,3,6,2
2004,29,0.65453,491951,4,8,2
2004,30,0.38195,912461,2,4,2
2004,31,0.48641,987367,3,6,2
2004,32,0.43853,885607,3,5,2
2004,33,0.42276,1082569,3,5,2
2004,34,0.47396,800276,3,6,2
2004,35,0.41163,912547,3,5,2
2004,36,0.43232,518781,3,5,2
2004,37,0.53214,729054,4,7,2
2004,38,0.5034,1126260,3,6,2
2004,39,0.96219,783323,5,10,3
2004,40,0.21896,991992,1,2,1
2004,41,0.43584,952282,3,5,2
2004,42,0.51088,878888,4,7,2
2004,44,0.55839,1267494,4,8,2
2004,45,0.53026,1559154,4,7,2
2004,46,0.53345,894580,4,7,2
2004,47,0.58786,1313713,4,8,2
2004,48,0.34454,1189935,2,3,2
2004,49,0.49836,1228129,3,6,2
2004,50,0.35413,1084177,2,4,2
2004,51,0.3423,1079789,2,3,2
2004,52,0.5447,941131,4,7,2
2004,53,0.32097,1265468,2,3,2
2004,54,0.51289,516542,4,7,2
2004,55,0.32787,795458,2,3,2
2004,56,0.49669,849197,3,6,2
2004,57,0.45416,597621,3,5,2
2004,58,0.54852,930406,4,7,2
2004,59,0.5258,1145053,4,7,2
2004,60,0.22961,619157,1,2,1
2004,61,0.03202,451016,1,1,1
2004,63,0.3737,1268561,2,4,2
2004,64,0.26073,792590,1,2,1
2004,65,0.21717,1081648,1,1,1
2004,66,0.55281,1248759,4,8,2
2004,67,0.51028,1033467,4,7,2
2004,68,0.34964,601445,2,4,2
2004,69,0.15051,508949,1,1,1
2004,70,0.111,821650,1,1,1
2004,71,0.14193,1000158,1,1,1
2004,72,0.32914,1056260,2,3,2
2004,73,0.2431,1006392,1,2,1
2004,74,0.34662,1057532,2,4,2
2004,75,0.34394,484410,2,3,2
2004,76,0.26441,1139769,1,2,1
2004,77,0.38571,478943,2,4,2
2004,78,0.4354,741488,3,5,2
2004,79,0.38712,1040371,3,5,2
2004,80,0.00029,626238,1,1,1
2004,81,0,814923,1,1,1
2004,82,0.01464,735553,1,1,1
2004,83,0.26927,762163,1,2,1
2004,84,0.35658,684830,2,4,2
2004,85,0.08002,1114901,1,1,1
2004,86,0.33929,1164100,2,3,2
2004,87,0.35049,522875,2,4,2
2004,88,0.29092,846572,1,2,1
2004,89,0.32521,763761,2,3,2
2004,90,0.43198,892793,3,5,2
2004,91,0.29572,999919,1,2,1
2004,92,0.45581,516635,3,6,2
2004,93,0.34507,590817,2,4,2
2004,94,0.50378,705807,4,7,2
2004,95,0.49516,497496,3,6,2
2004,96,0.46317,552316,3,6,2
2004,97,0.35973,1061351,2,4,2
2004,98,0.76712,242064,5,9,3
2004,99,0.8062,782843,5,10,3
2005,1,0.59712,1242943,4,8,2
2005,2,0.8134,427271,5,10,3
2005,3,0.78845,294995,5,10,3
2005,4,0.78453,1227112,5,10,3
2005,6,0.92464,1276724,5,10,3
2005,7,0.66233,562704,4,8,2
2005,8,0.73415,577243,5,9,3
2005,9,0.71974,788063,5,9,3
2005,10,0.76937,414467,5,9,3
2005,12,0.7679,1377942,5,9,3
2005,13,0.76935,1173394,5,9,3
2005,14,0.73189,1264837,5,9,3
2005,15,0.7774,627638,5,9,3
2005,16,0.83253,593818,5,10,3
2005,17,1,582175,5,10,3
2005,18,0.9148,603349,5,10,3
2005,19,0.91351,401381,5,10,3
2005,20,0.33254,123873,2,3,2
2005,21,0.36445,1597996,2,4,2
2005,22,0.31136,1103442,1,2,1
2005,23,0.63387,733238,4,8,2
2005,24,0.57855,1095349,4,8,2
2005,25,0.50046,694669,3,6,2
2005,26,0.67331,1174940,4,8,2
2005,27,0.63551,860088,4,8,2
2005,28,0.46828,738878,3,5,2
2005,29,0.69385,491951,5,9,3
2005,30,0.45549,912461,3,5,2
2005,31,0.54762,987367,4,7,2
2005,32,0.47001,885607,3,6,2
2005,33,0.44395,1082569,3,5,2
2005,34,0.49204,800276,3,6,2
2005,35,0.42086,912547,3,5,2
2005,36,0.41945,518781,3,5,2
2005,37,0.56508,729054,4,7,2
2005,38,0.54148,1126260,4,7,2
2005,39,0.93016,783323,5,10,3
2005,40,0.26708,991992,1,2,1
2005,41,0.46218,952282,3,5,2
2005,42,0.53043,878888,4,7,2
2005,44,0.57403,1267494,4,8,2
2005,45,0.55582,1559154,4,7,2
2005,46,0.54264,894580,4,7,2
2005,47,0.62567,1313713,4,8,2
2005,48,0.35346,1189935,2,3,2
2005,49,0.53966,1228129,4,7,2
2005,50,0.39824,1084177,2,4,2
2005,51,0.38365,1079789,2,4,2
2005,52,0.58862,941131,4,8,2
2005,53,0.3384,1265468,2,3,2
2005,54,0.51566,516542,3,6,2
2005,55,0.33586,795458,2,3,2
2005,56,0.52081,849197,3,6,2
2005,57,0.48664,597621,3,6,2
2005,58,0.55254,930406,4,7,2
2005,59,0.54215,1145053,4,7,2
2005,60,0.25277,619157,1,2,1
