"","Raumordnungsregion Nr","Raumordnungsregion","Jahr","Bundesland","Bevoelkerung","GISD_Score","TS_Bildung_adj","TS_Einkommen_adj","TS_Arbeitswelt_adj","GISD_5","GISD_10","GISD_k"
"1","1001","Saar",1998,"Saarland",994187,0.82352,0.80868499439881,0.63858027066868,0.562474912163667,4,8,2
"2","1001","Saar",1999,"Saarland",994187,0.800136,0.802220855044268,0.620406314272242,0.543196923636594,4,8,2
"3","1001","Saar",2000,"Saarland",994187,0.76277,0.778874270607239,0.602011049230247,0.514763616010084,4,7,2
"4","1001","Saar",2001,"Saarland",994187,0.728685,0.789471616724419,0.560428631539154,0.481736570085491,4,7,2
"5","1001","Saar",2002,"Saarland",994187,0.695309,0.734517417406666,0.55253115340257,0.481906584737889,4,7,2
"6","1001","Saar",2003,"Saarland",994187,0.688254,0.724158994304693,0.546210926463888,0.485336532292115,4,7,2
"7","1001","Saar",2004,"Saarland",994187,0.671036,0.709298707278867,0.534033566591886,0.480037148493887,4,7,2
"8","1001","Saar",2005,"Saarland",994187,0.671136,0.687304229290449,0.539980302419127,0.496273138586839,4,7,2
"9","1001","Saar",2006,"Saarland",994187,0.65645,0.665707414160737,0.547257734660147,0.483012995074728,4,7,2
"10","1001","Saar",2007,"Saarland",994187,0.623384,0.64528684297059,0.533895432513745,0.454695552382517,4,7,2
"11","1001","Saar",2008,"Saarland",994187,0.587444,0.620940178408347,0.512818826965086,0.432623408974694,4,7,2
"12","1001","Saar",2009,"Saarland",994187,0.572055,0.608055989160892,0.487397540027241,0.44202806971866,4,7,2
"13","1001","Saar",2010,"Saarland",994187,0.5443,0.575778889756154,0.487325065869427,0.422252170472044,4,7,2
"14","1001","Saar",2011,"Saarland",994187,0.501492,0.550173320511826,0.465267143901614,0.389522085694862,3,6,2
"15","1001","Saar",2012,"Saarland",994187,0.496391,0.564054476440081,0.456546469034616,0.374780605062989,4,7,2
"16","1001","Saar",2013,"Saarland",994187,0.467608,0.52571609763157,0.452062846456225,0.363548469486151,4,7,2
"17","1001","Saar",2014,"Saarland",994187,0.453387,0.518080035594776,0.447741755341307,0.348798334496324,4,7,2
"18","1001","Saar",2015,"Saarland",994187,0.436115,0.504786103869937,0.439653189256456,0.337742794887556,4,7,2
"19","1001","Saar",2016,"Saarland",994187,0.452478,0.551528769643388,0.433539847797732,0.32784361606253,4,8,2
"20","1001","Saar",2017,"Saarland",994187,0.423872,0.535147575317242,0.420373253317912,0.30366914436902,4,8,2
"21","101","Schleswig-Holstein Mitte",1998,"Schleswig-Holstein",729142,0.822674,0.797892807851107,0.612943951026525,0.59731362296014,4,7,2
"22","101","Schleswig-Holstein Mitte",1999,"Schleswig-Holstein",729142,0.782322,0.748158815355704,0.59946977033109,0.584740416141524,4,7,2
"23","101","Schleswig-Holstein Mitte",2000,"Schleswig-Holstein",729142,0.746669,0.745756434267514,0.573442034672459,0.546213334364073,4,7,2
"24","101","Schleswig-Holstein Mitte",2001,"Schleswig-Holstein",729142,0.698184,0.736245805297069,0.526126713815547,0.511983205911997,4,7,2
"25","101","Schleswig-Holstein Mitte",2002,"Schleswig-Holstein",729142,0.693181,0.726715905024965,0.525561993608449,0.512680999797808,4,7,2
"26","101","Schleswig-Holstein Mitte",2003,"Schleswig-Holstein",729142,0.698782,0.722367210375605,0.525560058426708,0.527550051510758,4,7,2
"27","101","Schleswig-Holstein Mitte",2004,"Schleswig-Holstein",729142,0.690192,0.705571722443235,0.520366980759565,0.533407436224928,4,7,2
"28","101","Schleswig-Holstein Mitte",2005,"Schleswig-Holstein",729142,0.69802,0.683476313847242,0.527284647864155,0.563286018796318,4,7,2
"29","101","Schleswig-Holstein Mitte",2006,"Schleswig-Holstein",729142,0.685802,0.68962348658588,0.520658947987636,0.540819239827846,4,7,2
"30","101","Schleswig-Holstein Mitte",2007,"Schleswig-Holstein",729142,0.640968,0.648605450576608,0.507855002314606,0.510440726725413,4,7,2
"31","101","Schleswig-Holstein Mitte",2008,"Schleswig-Holstein",729142,0.601358,0.625217652560747,0.47844037918351,0.488855151683714,4,7,2
"32","101","Schleswig-Holstein Mitte",2009,"Schleswig-Holstein",729142,0.568813,0.586188382829676,0.464105120626957,0.481100043544282,4,7,2
"33","101","Schleswig-Holstein Mitte",2010,"Schleswig-Holstein",729142,0.557821,0.573845540708825,0.467748274876529,0.469155484069712,4,7,2
"34","101","Schleswig-Holstein Mitte",2011,"Schleswig-Holstein",729142,0.525073,0.562153665643699,0.439653817753048,0.447439895121449,4,7,2
"35","101","Schleswig-Holstein Mitte",2012,"Schleswig-Holstein",729142,0.505454,0.54961470000287,0.436059337239418,0.426729069920741,4,7,2
"36","101","Schleswig-Holstein Mitte",2013,"Schleswig-Holstein",729142,0.489988,0.546706009294851,0.42580881336508,0.410843291931321,4,8,2
"37","101","Schleswig-Holstein Mitte",2014,"Schleswig-Holstein",729142,0.467665,0.526077549203264,0.419430091153564,0.39592698878549,4,8,2
"38","101","Schleswig-Holstein Mitte",2015,"Schleswig-Holstein",729142,0.452561,0.524614035605497,0.410748113618745,0.377705397103335,4,8,2
"39","101","Schleswig-Holstein Mitte",2016,"Schleswig-Holstein",729142,0.442895,0.525540091131912,0.406413131231383,0.362961843398011,4,8,2
"40","101","Schleswig-Holstein Mitte",2017,"Schleswig-Holstein",729142,0.41064,0.505173005805647,0.390085989517359,0.33908088325983,4,7,2
"41","102","Schleswig-Holstein Nord",1998,"Schleswig-Holstein",453484,0.823482,0.766870107043257,0.626076954443148,0.616721708198822,4,7,2
"42","102","Schleswig-Holstein Nord",1999,"Schleswig-Holstein",453484,0.798864,0.765836649026166,0.606091317265799,0.591507038441162,4,7,2
"43","102","Schleswig-Holstein Nord",2000,"Schleswig-Holstein",453484,0.768081,0.759248526000895,0.598742399289823,0.547631860788903,4,7,2
"44","102","Schleswig-Holstein Nord",2001,"Schleswig-Holstein",453484,0.743185,0.779176139361381,0.55759741160344,0.522094525917675,4,8,2
"45","102","Schleswig-Holstein Nord",2002,"Schleswig-Holstein",453484,0.734554,0.763974746630037,0.556572619613545,0.522110566311051,4,8,2
"46","102","Schleswig-Holstein Nord",2003,"Schleswig-Holstein",453484,0.722075,0.725135068916111,0.553542204196457,0.540545578255118,4,8,2
"47","102","Schleswig-Holstein Nord",2004,"Schleswig-Holstein",453484,0.73042,0.733686003805206,0.552702578803071,0.548507232545504,4,8,2
"48","102","Schleswig-Holstein Nord",2005,"Schleswig-Holstein",453484,0.747886,0.742347633723131,0.553182082358154,0.572167350125305,4,8,2
"49","102","Schleswig-Holstein Nord",2006,"Schleswig-Holstein",453484,0.711706,0.697256962297306,0.538833927179763,0.563657837035471,4,8,2
"50","102","Schleswig-Holstein Nord",2007,"Schleswig-Holstein",453484,0.703879,0.724280668547854,0.519282378433726,0.541486929131896,5,9,3
"51","102","Schleswig-Holstein Nord",2008,"Schleswig-Holstein",453484,0.65907,0.695502319366936,0.482666140397603,0.522728994251826,5,9,3
"52","102","Schleswig-Holstein Nord",2009,"Schleswig-Holstein",453484,0.626307,0.648784187986275,0.469423007689721,0.521159904234342,5,9,3
"53","102","Schleswig-Holstein Nord",2010,"Schleswig-Holstein",453484,0.622141,0.651574644417956,0.472277837994293,0.507692509527222,5,9,3
"54","102","Schleswig-Holstein Nord",2011,"Schleswig-Holstein",453484,0.576529,0.621264073803557,0.443529829696796,0.481089666339695,4,8,2
"55","102","Schleswig-Holstein Nord",2012,"Schleswig-Holstein",453484,0.57469,0.64092571491656,0.439851771821791,0.461652459990697,5,9,3
"56","102","Schleswig-Holstein Nord",2013,"Schleswig-Holstein",453484,0.545981,0.616028643177541,0.43134594270187,0.441139245190833,5,9,3
"57","102","Schleswig-Holstein Nord",2014,"Schleswig-Holstein",453484,0.532904,0.615066169118537,0.423052657212891,0.425836050817247,5,9,3
"58","102","Schleswig-Holstein Nord",2015,"Schleswig-Holstein",453484,0.515468,0.621859722249992,0.405305182000787,0.404045101644001,5,9,3
"59","102","Schleswig-Holstein Nord",2016,"Schleswig-Holstein",453484,0.501877,0.618235313803261,0.399807685325344,0.387641323474688,5,9,3
"60","102","Schleswig-Holstein Nord",2017,"Schleswig-Holstein",453484,0.480122,0.616153271923365,0.382609458016185,0.366065466064155,5,9,3
"61","103","Schleswig-Holstein Ost",1998,"Schleswig-Holstein",416902,0.863421,0.812464299301105,0.654270895523016,0.617939338756328,4,8,2
"62","103","Schleswig-Holstein Ost",1999,"Schleswig-Holstein",416902,0.835106,0.787643825401005,0.638896355707471,0.604957324874317,4,8,2
"63","103","Schleswig-Holstein Ost",2000,"Schleswig-Holstein",416902,0.811827,0.796345747010897,0.616999825400216,0.574433878219724,4,8,2
"64","103","Schleswig-Holstein Ost",2001,"Schleswig-Holstein",416902,0.780351,0.811184459279135,0.570679643702284,0.546803326246092,4,8,2
"65","103","Schleswig-Holstein Ost",2002,"Schleswig-Holstein",416902,0.774359,0.806812096950565,0.565928232060499,0.544673665883828,4,8,2
"66","103","Schleswig-Holstein Ost",2003,"Schleswig-Holstein",416902,0.755622,0.760979774569059,0.562031001142428,0.559213789976203,4,8,2
"67","103","Schleswig-Holstein Ost",2004,"Schleswig-Holstein",416902,0.740253,0.738181675340625,0.54874630945065,0.566432874639648,4,8,2
"68","103","Schleswig-Holstein Ost",2005,"Schleswig-Holstein",416902,0.771945,0.750690151762127,0.559360131467984,0.60282942312911,5,9,3
"69","103","Schleswig-Holstein Ost",2006,"Schleswig-Holstein",416902,0.752359,0.741643709295569,0.558648635263831,0.575805315686954,5,9,3
"70","103","Schleswig-Holstein Ost",2007,"Schleswig-Holstein",416902,0.70245,0.691248498170484,0.545910607388112,0.545207898429209,5,9,3
"71","103","Schleswig-Holstein Ost",2008,"Schleswig-Holstein",416902,0.662178,0.672609035626006,0.512974483759413,0.521151106031943,5,9,3
"72","103","Schleswig-Holstein Ost",2009,"Schleswig-Holstein",416902,0.621922,0.616716052412944,0.496562247170717,0.517855220389958,4,8,2
"73","103","Schleswig-Holstein Ost",2010,"Schleswig-Holstein",416902,0.60859,0.614360021336177,0.499230779281182,0.492503907977566,5,9,3
"74","103","Schleswig-Holstein Ost",2011,"Schleswig-Holstein",416902,0.59998,0.636978266043311,0.485706235906122,0.467240380737137,5,9,3
"75","103","Schleswig-Holstein Ost",2012,"Schleswig-Holstein",416902,0.596979,0.6572162780598,0.485735798871839,0.44133627157236,5,9,3
"76","103","Schleswig-Holstein Ost",2013,"Schleswig-Holstein",416902,0.558246,0.612729146539823,0.47418141133599,0.424636710526316,5,9,3
"77","103","Schleswig-Holstein Ost",2014,"Schleswig-Holstein",416902,0.556579,0.634249611287157,0.468721377125485,0.405446227208838,5,10,3
"78","103","Schleswig-Holstein Ost",2015,"Schleswig-Holstein",416902,0.53485,0.626796593250693,0.451085837130401,0.389726225349791,5,10,3
"79","103","Schleswig-Holstein Ost",2016,"Schleswig-Holstein",416902,0.506941,0.612870097468314,0.444538082126369,0.357787491898253,5,9,3
"80","103","Schleswig-Holstein Ost",2017,"Schleswig-Holstein",416902,0.484742,0.614166049443348,0.423445368540426,0.335894319229111,5,10,3
"81","104","Schleswig-Holstein Süd",1998,"Schleswig-Holstein",1025233,0.704275,0.748646424611263,0.527426211766026,0.509721500543541,2,4,2
"82","104","Schleswig-Holstein Süd",1999,"Schleswig-Holstein",1025233,0.676264,0.727597627372103,0.511219012347551,0.49437221608949,2,4,2
"83","104","Schleswig-Holstein Süd",2000,"Schleswig-Holstein",1025233,0.633321,0.7133314660279,0.479276324476614,0.459933366927439,2,4,2
"84","104","Schleswig-Holstein Süd",2001,"Schleswig-Holstein",1025233,0.59496,0.71662494331381,0.436106227763801,0.427767004907074,2,4,2
"85","104","Schleswig-Holstein Süd",2002,"Schleswig-Holstein",1025233,0.58769,0.696369900579867,0.437499747024594,0.432975166218275,2,4,2
"86","104","Schleswig-Holstein Süd",2003,"Schleswig-Holstein",1025233,0.578198,0.671009370984538,0.432428003232807,0.445579801434367,2,4,2
"87","104","Schleswig-Holstein Süd",2004,"Schleswig-Holstein",1025233,0.566084,0.646272262145129,0.429110164469502,0.450885569149857,2,4,2
"88","104","Schleswig-Holstein Süd",2005,"Schleswig-Holstein",1025233,0.576883,0.648225463318349,0.437518520920167,0.460804689227957,2,4,2
"89","104","Schleswig-Holstein Süd",2006,"Schleswig-Holstein",1025233,0.559324,0.640660666098261,0.432424171349978,0.440487749654721,2,4,2
"90","104","Schleswig-Holstein Süd",2007,"Schleswig-Holstein",1025233,0.511936,0.59627032531916,0.419073626287509,0.409232690567966,2,4,2
"91","104","Schleswig-Holstein Süd",2008,"Schleswig-Holstein",1025233,0.482048,0.599127524189068,0.392910026935279,0.376407562627263,2,4,2
"92","104","Schleswig-Holstein Süd",2009,"Schleswig-Holstein",1025233,0.450319,0.55139295655627,0.380900553304107,0.376563748073336,2,3,2
"93","104","Schleswig-Holstein Süd",2010,"Schleswig-Holstein",1025233,0.440081,0.540861987342639,0.381140526109022,0.367627625905025,2,3,2
"94","104","Schleswig-Holstein Süd",2011,"Schleswig-Holstein",1025233,0.413146,0.538749590988226,0.356188691749077,0.344108309305153,2,4,2
"95","104","Schleswig-Holstein Süd",2012,"Schleswig-Holstein",1025233,0.405747,0.548166986983764,0.350608207464617,0.326374478920922,2,4,2
"96","104","Schleswig-Holstein Süd",2013,"Schleswig-Holstein",1025233,0.385136,0.528545557072335,0.34501604029006,0.312881451068108,2,4,2
"97","104","Schleswig-Holstein Süd",2014,"Schleswig-Holstein",1025233,0.369697,0.517563727773684,0.338133200967973,0.301750791068408,3,5,2
"98","104","Schleswig-Holstein Süd",2015,"Schleswig-Holstein",1025233,0.351634,0.51423162774145,0.32513037279217,0.284163293718881,2,4,2
"99","104","Schleswig-Holstein Süd",2016,"Schleswig-Holstein",1025233,0.344258,0.5193899150944,0.320160188248335,0.270121999842451,2,4,2
"100","104","Schleswig-Holstein Süd",2017,"Schleswig-Holstein",1025233,0.317082,0.503785951506033,0.304331503361102,0.250516920194471,2,4,2
"101","105","Schleswig-Holstein Süd-West",1998,"Schleswig-Holstein",265060,0.833421,0.809077901955522,0.63333417722498,0.585921962685467,4,8,2
"102","105","Schleswig-Holstein Süd-West",1999,"Schleswig-Holstein",265060,0.814455,0.810675189920763,0.615008268538287,0.567031202306421,4,8,2
"103","105","Schleswig-Holstein Süd-West",2000,"Schleswig-Holstein",265060,0.780664,0.7976482976587,0.604925966443314,0.526680945674545,4,8,2
"104","105","Schleswig-Holstein Süd-West",2001,"Schleswig-Holstein",265060,0.748865,0.808257049295831,0.562085210714945,0.499192307988661,4,8,2
"105","105","Schleswig-Holstein Süd-West",2002,"Schleswig-Holstein",265060,0.753785,0.816482014606412,0.559744528333087,0.502548651019138,4,8,2
"106","105","Schleswig-Holstein Süd-West",2003,"Schleswig-Holstein",265060,0.726843,0.745243644318213,0.557602192669845,0.525332313548862,4,8,2
"107","105","Schleswig-Holstein Süd-West",2004,"Schleswig-Holstein",265060,0.741003,0.768893926321527,0.543021334610606,0.542854532904078,4,8,2
"108","105","Schleswig-Holstein Süd-West",2005,"Schleswig-Holstein",265060,0.742534,0.744801707902221,0.550027110513714,0.562816291003973,4,8,2
"109","105","Schleswig-Holstein Süd-West",2006,"Schleswig-Holstein",265060,0.708128,0.715270444266527,0.541659884150018,0.536099734077664,4,8,2
"110","105","Schleswig-Holstein Süd-West",2007,"Schleswig-Holstein",265060,0.662514,0.682999741068333,0.524142412755155,0.500224453588749,4,8,2
"111","105","Schleswig-Holstein Süd-West",2008,"Schleswig-Holstein",265060,0.636736,0.689464266256479,0.492687931801688,0.476801139392943,4,8,2
"112","105","Schleswig-Holstein Süd-West",2009,"Schleswig-Holstein",265060,0.604059,0.637644495580311,0.485152448811648,0.474788992568122,4,8,2
"113","105","Schleswig-Holstein Süd-West",2010,"Schleswig-Holstein",265060,0.602687,0.646520282026603,0.487410556684573,0.461077400122133,4,8,2
"114","105","Schleswig-Holstein Süd-West",2011,"Schleswig-Holstein",265060,0.585689,0.66636272087149,0.460145172420748,0.436579070525282,5,9,3
"115","105","Schleswig-Holstein Süd-West",2012,"Schleswig-Holstein",265060,0.591186,0.695939515238282,0.456125494590592,0.421343916467893,5,9,3
"116","105","Schleswig-Holstein Süd-West",2013,"Schleswig-Holstein",265060,0.532021,0.616349494910536,0.446705624035194,0.399241579651587,4,8,2
"117","105","Schleswig-Holstein Süd-West",2014,"Schleswig-Holstein",265060,0.5472,0.661484495665144,0.441457662042055,0.387860706702065,5,10,3
"118","105","Schleswig-Holstein Süd-West",2015,"Schleswig-Holstein",265060,0.520431,0.632094329486437,0.430381894050104,0.378053295830041,5,9,3
"119","105","Schleswig-Holstein Süd-West",2016,"Schleswig-Holstein",265060,0.513926,0.643220152724392,0.426025398053837,0.359067676349547,5,10,3
"120","105","Schleswig-Holstein Süd-West",2017,"Schleswig-Holstein",265060,0.477776,0.616819869350632,0.407153386320765,0.33645048303412,5,9,3
"121","1101","Berlin",1998,"Berlin",3613495,0.901727,0.852202327221393,0.680418226091735,0.62399357708266,5,9,3
"122","1101","Berlin",1999,"Berlin",3613495,0.869811,0.82266998553486,0.663606770471217,0.610397421624974,5,9,3
"123","1101","Berlin",2000,"Berlin",3613495,0.812948,0.791976110760761,0.620911535858977,0.576996487305997,4,8,2
"124","1101","Berlin",2001,"Berlin",3613495,0.745034,0.742493907544213,0.573999566456627,0.545847724678855,4,8,2
"125","1101","Berlin",2002,"Berlin",3613495,0.741626,0.717375956891751,0.579507718999495,0.559056738410533,4,8,2
"126","1101","Berlin",2003,"Berlin",3613495,0.745743,0.70508261542239,0.578168241464114,0.580421249279228,4,8,2
"127","1101","Berlin",2004,"Berlin",3613495,0.730603,0.665778771554032,0.588351674789951,0.581108616743678,4,8,2
"128","1101","Berlin",2005,"Berlin",3613495,0.727598,0.624603786015317,0.601054197390883,0.603937119569996,4,8,2
"129","1101","Berlin",2006,"Berlin",3613495,0.705174,0.603538295682468,0.597168514106654,0.586774848599987,4,8,2
"130","1101","Berlin",2007,"Berlin",3613495,0.676552,0.588421601466825,0.588052202016931,0.557255203708431,4,8,2
"131","1101","Berlin",2008,"Berlin",3613495,0.628545,0.566039096576264,0.553565676196225,0.523965731064056,4,8,2
"132","1101","Berlin",2009,"Berlin",3613495,0.590906,0.531739661340219,0.525146375448442,0.515997553180079,4,8,2
"133","1101","Berlin",2010,"Berlin",3613495,0.575988,0.519165059125399,0.526230888206273,0.499471581501421,4,8,2
"134","1101","Berlin",2011,"Berlin",3613495,0.526016,0.491640458632377,0.491800741306016,0.467577225411905,4,7,2
"135","1101","Berlin",2012,"Berlin",3613495,0.506294,0.484546755682067,0.484603909896678,0.44483023204151,4,8,2
"136","1101","Berlin",2013,"Berlin",3613495,0.465341,0.425621561125066,0.48055022019941,0.430898572664871,4,7,2
"137","1101","Berlin",2014,"Berlin",3613495,0.449296,0.427768928922516,0.471730620479847,0.407436330561088,4,7,2
"138","1101","Berlin",2015,"Berlin",3613495,0.42988,0.442199765992034,0.457564641753926,0.370708174358954,4,7,2
"139","1101","Berlin",2016,"Berlin",3613495,0.37535,0.377787788686555,0.446885572314184,0.343390027943607,3,6,2
"140","1101","Berlin",2017,"Berlin",3613495,0.353676,0.384439078590204,0.433798685002321,0.309122327559287,3,6,2
"141","1201","Havelland-Fläming",1998,"Brandenburg",788410,0.824611,0.710429861479407,0.672964241529642,0.628394916864504,4,8,2
"142","1201","Havelland-Fläming",1999,"Brandenburg",788410,0.801486,0.697360162483145,0.654311566226905,0.616686468209339,4,8,2
"143","1201","Havelland-Fläming",2000,"Brandenburg",788410,0.780614,0.706215335728064,0.634478877383192,0.58846559763748,4,8,2
"144","1201","Havelland-Fläming",2001,"Brandenburg",788410,0.747091,0.681487708127597,0.62682034210606,0.557895399319737,4,8,2
"145","1201","Havelland-Fläming",2002,"Brandenburg",788410,0.745327,0.6788840672991,0.622822946179576,0.561183028959485,4,8,2
"146","1201","Havelland-Fläming",2003,"Brandenburg",788410,0.733245,0.651949629090448,0.614606725281027,0.573644873006879,4,8,2
"147","1201","Havelland-Fläming",2004,"Brandenburg",788410,0.740964,0.661401370290778,0.615334719633521,0.577960650123959,4,8,2
"148","1201","Havelland-Fläming",2005,"Brandenburg",788410,0.737687,0.652208797623003,0.614204555079455,0.582128876191317,4,8,2
"149","1201","Havelland-Fläming",2006,"Brandenburg",788410,0.721165,0.674082065745572,0.590781929586602,0.552650047254003,4,8,2
"150","1201","Havelland-Fläming",2007,"Brandenburg",788410,0.668937,0.649079912205494,0.559194509444335,0.511153388394594,4,8,2
"151","1201","Havelland-Fläming",2008,"Brandenburg",788410,0.605231,0.615698346050558,0.50901512051373,0.475073138577604,4,7,2
"152","1201","Havelland-Fläming",2009,"Brandenburg",788410,0.56483,0.575133756662518,0.483605555759969,0.465174153997799,4,7,2
"153","1201","Havelland-Fläming",2010,"Brandenburg",788410,0.546432,0.558063118047877,0.487453847097672,0.443842890167355,4,7,2
"154","1201","Havelland-Fläming",2011,"Brandenburg",788410,0.508957,0.544154591038286,0.461029261629615,0.413797102611176,4,7,2
"155","1201","Havelland-Fläming",2012,"Brandenburg",788410,0.493552,0.534506796766518,0.457033102861841,0.398510277300161,4,7,2
"156","1201","Havelland-Fläming",2013,"Brandenburg",788410,0.452536,0.488644721816213,0.441469492204728,0.382908094355828,3,6,2
"157","1201","Havelland-Fläming",2014,"Brandenburg",788410,0.437284,0.488840311999134,0.43400322752634,0.361533961207728,4,7,2
"158","1201","Havelland-Fläming",2015,"Brandenburg",788410,0.406223,0.473535359855435,0.419018101830304,0.333490284725087,3,6,2
"159","1201","Havelland-Fläming",2016,"Brandenburg",788410,0.381072,0.454369467472793,0.409972320866129,0.314467986048852,3,6,2
"160","1201","Havelland-Fläming",2017,"Brandenburg",788410,0.360145,0.461369039664228,0.393924402978231,0.28421532209231,3,6,2
"161","1202","Lausitz-Spreewald",1998,"Brandenburg",598388,0.886658,0.697931506665088,0.726102861732217,0.704280213574182,5,9,3
"162","1202","Lausitz-Spreewald",1999,"Brandenburg",598388,0.863254,0.680208095277453,0.706962260871763,0.697191327706058,5,9,3
"163","1202","Lausitz-Spreewald",2000,"Brandenburg",598388,0.825015,0.65938764172804,0.684547111470606,0.668611762540069,5,9,3
"164","1202","Lausitz-Spreewald",2001,"Brandenburg",598388,0.788567,0.670207362569696,0.63617046506167,0.637718893899669,4,8,2
"165","1202","Lausitz-Spreewald",2002,"Brandenburg",598388,0.78403,0.660495010319864,0.630326507825501,0.644755059241584,5,9,3
"166","1202","Lausitz-Spreewald",2003,"Brandenburg",598388,0.782223,0.638862688537479,0.633462371281945,0.659856783146552,5,9,3
"167","1202","Lausitz-Spreewald",2004,"Brandenburg",598388,0.783623,0.640735478387949,0.625123176177295,0.668953877187392,5,9,3
"168","1202","Lausitz-Spreewald",2005,"Brandenburg",598388,0.795036,0.663793458303386,0.632824330822511,0.659628553082072,5,9,3
"169","1202","Lausitz-Spreewald",2006,"Brandenburg",598388,0.773533,0.660873458492745,0.619497017960609,0.63549112877636,5,9,3
"170","1202","Lausitz-Spreewald",2007,"Brandenburg",598388,0.726875,0.643132139218998,0.591955892462834,0.593148744710571,5,9,3
"171","1202","Lausitz-Spreewald",2008,"Brandenburg",598388,0.678492,0.641207474062566,0.544446546286564,0.551719135365918,5,9,3
"172","1202","Lausitz-Spreewald",2009,"Brandenburg",598388,0.628548,0.603657845072936,0.50972968657355,0.530189854117994,5,9,3
"173","1202","Lausitz-Spreewald",2010,"Brandenburg",598388,0.606868,0.593069927424252,0.510107415374478,0.499684208348305,4,8,2
"174","1202","Lausitz-Spreewald",2011,"Brandenburg",598388,0.572164,0.583718986425729,0.481151449589576,0.472815467579847,4,8,2
"175","1202","Lausitz-Spreewald",2012,"Brandenburg",598388,0.559194,0.577500464664685,0.481346920046403,0.454479752854021,4,8,2
"176","1202","Lausitz-Spreewald",2013,"Brandenburg",598388,0.529386,0.559435037156573,0.464682859171481,0.43322959064676,4,8,2
"177","1202","Lausitz-Spreewald",2014,"Brandenburg",598388,0.51121,0.56206377527343,0.456857062292059,0.404292275060023,5,9,3
"178","1202","Lausitz-Spreewald",2015,"Brandenburg",598388,0.477343,0.545300175278104,0.442124047233836,0.372186050749583,4,8,2
"179","1202","Lausitz-Spreewald",2016,"Brandenburg",598388,0.450786,0.531421112864432,0.432690333245685,0.345623053566277,4,8,2
"180","1202","Lausitz-Spreewald",2017,"Brandenburg",598388,0.426237,0.535186815899638,0.415400194410513,0.31304445991029,4,8,2
"181","1203","Oderland-Spree",1998,"Brandenburg",429505,0.882312,0.766511901619351,0.69403415959326,0.659605860114919,4,8,2
"182","1203","Oderland-Spree",1999,"Brandenburg",429505,0.862352,0.735371017655446,0.685843568855347,0.6614524704448,5,9,3
"183","1203","Oderland-Spree",2000,"Brandenburg",429505,0.844587,0.742727326515375,0.665544158859598,0.641033064000889,5,9,3
"184","1203","Oderland-Spree",2001,"Brandenburg",429505,0.822412,0.734017021761969,0.653785584539259,0.619855590561658,5,9,3
"185","1203","Oderland-Spree",2002,"Brandenburg",429505,0.810679,0.71129286459259,0.649418136543578,0.624912748368115,5,9,3
"186","1203","Oderland-Spree",2003,"Brandenburg",429505,0.80895,0.69476233427976,0.64277661919071,0.644837584929432,5,9,3
"187","1203","Oderland-Spree",2004,"Brandenburg",429505,0.813187,0.684562693000041,0.649620941347447,0.656149637703313,5,9,3
"188","1203","Oderland-Spree",2005,"Brandenburg",429505,0.824538,0.709597032516039,0.652611786726632,0.649441996497531,5,10,3
"189","1203","Oderland-Spree",2006,"Brandenburg",429505,0.794845,0.698519965650457,0.630661565027449,0.626706231539623,5,9,3
"190","1203","Oderland-Spree",2007,"Brandenburg",429505,0.753296,0.701519071282997,0.594567513454892,0.581770877777208,5,10,3
"191","1203","Oderland-Spree",2008,"Brandenburg",429505,0.695324,0.684095870361117,0.539948903145518,0.544938589760521,5,9,3
"192","1203","Oderland-Spree",2009,"Brandenburg",429505,0.647992,0.639134473046202,0.512171711724201,0.528786713183024,5,9,3
"193","1203","Oderland-Spree",2010,"Brandenburg",429505,0.628294,0.628648080044589,0.512894802972122,0.501555967546736,5,9,3
"194","1203","Oderland-Spree",2011,"Brandenburg",429505,0.583061,0.608771801867351,0.48077712621957,0.46860141535343,5,9,3
"195","1203","Oderland-Spree",2012,"Brandenburg",429505,0.574354,0.608356340810504,0.482660073107294,0.45078318879838,5,9,3
"196","1203","Oderland-Spree",2013,"Brandenburg",429505,0.539286,0.581152670841165,0.467386352714069,0.427400970154149,5,9,3
"197","1203","Oderland-Spree",2014,"Brandenburg",429505,0.5116,0.556797595557913,0.461703072227286,0.405443594103922,5,9,3
"198","1203","Oderland-Spree",2015,"Brandenburg",429505,0.500309,0.577675350407748,0.446608644971326,0.378455939749333,5,9,3
"199","1203","Oderland-Spree",2016,"Brandenburg",429505,0.468501,0.560368600006026,0.435489859710361,0.347144993126437,5,9,3
"200","1203","Oderland-Spree",2017,"Brandenburg",429505,0.440086,0.556209694205437,0.414662830931192,0.318766744697125,4,8,2
"201","1204","Prignitz-Oberhavel",1998,"Brandenburg",386524,0.90656,0.755604140160392,0.720459750253362,0.689627335526793,5,9,3
"202","1204","Prignitz-Oberhavel",1999,"Brandenburg",386524,0.882586,0.751799858142646,0.697332428233388,0.671534423654728,5,9,3
"203","1204","Prignitz-Oberhavel",2000,"Brandenburg",386524,0.856581,0.748562957080669,0.679320574887886,0.643945432756743,5,9,3
"204","1204","Prignitz-Oberhavel",2001,"Brandenburg",386524,0.830638,0.739609556848581,0.661574828565734,0.621922749220422,5,9,3
"205","1204","Prignitz-Oberhavel",2002,"Brandenburg",386524,0.814318,0.704365824298133,0.657658676232476,0.630433160199191,5,9,3
