"","GISD_Score","Kennziffer Gemeindeverband","Name des Gemeindeverbands","Jahr"
"1",0.912316,"1001000","Flensburg, Stadt",1998
"2",0.93325,"1001000","Flensburg, Stadt",1999
"3",0.946161,"1001000","Flensburg, Stadt",2000
"4",0.918664,"1001000","Flensburg, Stadt",2001
"5",0.962107,"1001000","Flensburg, Stadt",2002
"6",0.845009,"1001000","Flensburg, Stadt",2003
"7",0.942022,"1001000","Flensburg, Stadt",2004
"8",0.964907,"1001000","Flensburg, Stadt",2005
"9",1,"1001000","Flensburg, Stadt",2006
"10",1,"1001000","Flensburg, Stadt",2007
"11",0.91159,"1001000","Flensburg, Stadt",2008
"12",1,"1001000","Flensburg, Stadt",2009
"13",0.967181,"1001000","Flensburg, Stadt",2010
"14",0.865827,"1001000","Flensburg, Stadt",2011
"15",0.889545,"1001000","Flensburg, Stadt",2012
"16",0.89733,"1001000","Flensburg, Stadt",2013
"17",0.929135,"1001000","Flensburg, Stadt",2014
"18",0.934151,"1001000","Flensburg, Stadt",2015
"19",0.864656,"1001000","Flensburg, Stadt",2016
"20",0.906601,"1001000","Flensburg, Stadt",2017
"21",0.942526,"1001000","Flensburg, Stadt",2018
"22",0.938668,"1001000","Flensburg, Stadt",2019
"23",0.924839,"1001000","Flensburg, Stadt",2020
"24",0.655803,"1002000","Kiel, Landeshauptstadt",1998
"25",0.652233,"1002000","Kiel, Landeshauptstadt",1999
"26",0.724445,"1002000","Kiel, Landeshauptstadt",2000
"27",0.691576,"1002000","Kiel, Landeshauptstadt",2001
"28",0.652497,"1002000","Kiel, Landeshauptstadt",2002
"29",0.619717,"1002000","Kiel, Landeshauptstadt",2003
"30",0.665209,"1002000","Kiel, Landeshauptstadt",2004
"31",0.667387,"1002000","Kiel, Landeshauptstadt",2005
"32",0.726112,"1002000","Kiel, Landeshauptstadt",2006
"33",0.722092,"1002000","Kiel, Landeshauptstadt",2007
"34",0.633155,"1002000","Kiel, Landeshauptstadt",2008
"35",0.609497,"1002000","Kiel, Landeshauptstadt",2009
"36",0.602409,"1002000","Kiel, Landeshauptstadt",2010
"37",0.567232,"1002000","Kiel, Landeshauptstadt",2011
"38",0.59293,"1002000","Kiel, Landeshauptstadt",2012
"39",0.574277,"1002000","Kiel, Landeshauptstadt",2013
"40",0.597094,"1002000","Kiel, Landeshauptstadt",2014
"41",0.53116,"1002000","Kiel, Landeshauptstadt",2015
"42",0.527684,"1002000","Kiel, Landeshauptstadt",2016
"43",0.518036,"1002000","Kiel, Landeshauptstadt",2017
"44",0.556542,"1002000","Kiel, Landeshauptstadt",2018
"45",0.550149,"1002000","Kiel, Landeshauptstadt",2019
"46",0.537997,"1002000","Kiel, Landeshauptstadt",2020
"47",0.798201,"1003000","Lübeck, Hansestadt",1998
"48",0.826869,"1003000","Lübeck, Hansestadt",1999
"49",0.95327,"1003000","Lübeck, Hansestadt",2000
"50",0.948635,"1003000","Lübeck, Hansestadt",2001
"51",0.925635,"1003000","Lübeck, Hansestadt",2002
"52",0.830103,"1003000","Lübeck, Hansestadt",2003
"53",0.83267,"1003000","Lübeck, Hansestadt",2004
"54",0.886984,"1003000","Lübeck, Hansestadt",2005
"55",0.883033,"1003000","Lübeck, Hansestadt",2006
"56",0.868422,"1003000","Lübeck, Hansestadt",2007
"57",0.805251,"1003000","Lübeck, Hansestadt",2008
"58",0.815776,"1003000","Lübeck, Hansestadt",2009
"59",0.801254,"1003000","Lübeck, Hansestadt",2010
"60",0.827707,"1003000","Lübeck, Hansestadt",2011
"61",0.880296,"1003000","Lübeck, Hansestadt",2012
"62",0.781419,"1003000","Lübeck, Hansestadt",2013
"63",0.89346,"1003000","Lübeck, Hansestadt",2014
"64",0.772147,"1003000","Lübeck, Hansestadt",2015
"65",0.681631,"1003000","Lübeck, Hansestadt",2016
"66",0.741311,"1003000","Lübeck, Hansestadt",2017
"67",0.807844,"1003000","Lübeck, Hansestadt",2018
"68",0.804588,"1003000","Lübeck, Hansestadt",2019
"69",0.792773,"1003000","Lübeck, Hansestadt",2020
"70",1,"1004000","Neumünster, Stadt",1998
"71",1,"1004000","Neumünster, Stadt",1999
"72",1,"1004000","Neumünster, Stadt",2000
"73",0.943939,"1004000","Neumünster, Stadt",2001
"74",0.955268,"1004000","Neumünster, Stadt",2002
"75",1,"1004000","Neumünster, Stadt",2003
"76",1,"1004000","Neumünster, Stadt",2004
"77",0.920928,"1004000","Neumünster, Stadt",2005
"78",0.981845,"1004000","Neumünster, Stadt",2006
"79",0.976062,"1004000","Neumünster, Stadt",2007
"80",1,"1004000","Neumünster, Stadt",2008
"81",0.986657,"1004000","Neumünster, Stadt",2009
"82",1,"1004000","Neumünster, Stadt",2010
"83",1,"1004000","Neumünster, Stadt",2011
"84",0.998471,"1004000","Neumünster, Stadt",2012
"85",1,"1004000","Neumünster, Stadt",2013
"86",1,"1004000","Neumünster, Stadt",2014
"87",1,"1004000","Neumünster, Stadt",2015
"88",1,"1004000","Neumünster, Stadt",2016
"89",1,"1004000","Neumünster, Stadt",2017
"90",1,"1004000","Neumünster, Stadt",2018
"91",1,"1004000","Neumünster, Stadt",2019
"92",0.989299,"1004000","Neumünster, Stadt",2020
"93",0.69598,"1051011","Brunsbüttel, Stadt",1998
"94",0.732922,"1051011","Brunsbüttel, Stadt",1999
"95",0.836487,"1051011","Brunsbüttel, Stadt",2000
"96",0.893469,"1051011","Brunsbüttel, Stadt",2001
"97",0.885355,"1051011","Brunsbüttel, Stadt",2002
"98",0.775468,"1051011","Brunsbüttel, Stadt",2003
