"","Kreiskennziffer","Name des Kreises","Jahr","Bevoelkerung","GISD_Score","TS_Bildung","TS_Einkommen","TS_Arbeitswelt","GISD_Score_2","GISD_5","GISD_10","GISD_k"
"3707",8425,"Alb-Donau-Kreis",1998,189129,0.676859996516725,0.747469199080636,0.629483019768368,0.532963079370773,0.664906,3,6,2
"3708",8425,"Alb-Donau-Kreis",1999,189129,0.658914118974472,0.733395380360731,0.61357248019823,0.521309080760697,0.645722,3,6,2
"3709",8425,"Alb-Donau-Kreis",2000,189129,0.628162796451621,0.713620040860896,0.581463081886569,0.501844031450198,0.612847,3,5,2
"3710",8425,"Alb-Donau-Kreis",2001,189129,0.586142825494431,0.690031849182553,0.531266260299119,0.478133531134743,0.567926,2,4,2
"3711",8425,"Alb-Donau-Kreis",2002,189129,0.582455441357306,0.672115076156681,0.539519342011176,0.479241685592368,0.563984,2,3,2
"3712",8425,"Alb-Donau-Kreis",2003,189129,0.578738908394444,0.659884695175412,0.54213580396015,0.480232436124022,0.560011,2,3,2
"3713",8425,"Alb-Donau-Kreis",2004,189129,0.569823685288472,0.640059633995084,0.543105896851835,0.478402138916084,0.55048,2,3,2
"3714",8425,"Alb-Donau-Kreis",2005,189129,0.56469643166195,0.624006853481556,0.542462036479211,0.483202431132973,0.544999,2,3,2
"3715",8425,"Alb-Donau-Kreis",2006,189129,0.547228130835799,0.626963984362954,0.516342580013185,0.465834482144768,0.526325,2,3,2
"3716",8425,"Alb-Donau-Kreis",2007,189129,0.520609573318732,0.618523432915,0.490024997420271,0.43883174684657,0.497869,1,2,1
"3717",8425,"Alb-Donau-Kreis",2008,189129,0.498052341635122,0.617654521712231,0.456269809034889,0.421118140390009,0.473754,1,2,1
"3718",8425,"Alb-Donau-Kreis",2009,189129,0.509768369881965,0.584468119487989,0.48132312613275,0.456434970888849,0.486279,1,2,1
"3719",8425,"Alb-Donau-Kreis",2010,189129,0.48770232297972,0.564585919109873,0.475118343947394,0.431323903419539,0.46269,1,2,1
"3720",8425,"Alb-Donau-Kreis",2011,189129,0.44416873718157,0.539005919655776,0.437748616394131,0.393266199704303,0.41615,1,1,1
"3721",8425,"Alb-Donau-Kreis",2012,189129,0.429717461915076,0.543605346877478,0.410149132257509,0.382736140535939,0.400702,1,1,1
"3722",8425,"Alb-Donau-Kreis",2013,189129,0.425059615070672,0.538237592573496,0.391275409272217,0.396170395451343,0.395722,1,1,1
"3723",8425,"Alb-Donau-Kreis",2014,189129,0.392859061272013,0.531341154296259,0.375616006206111,0.344013916469683,0.361298,1,1,1
"3724",8426,"Biberach",1998,190438,0.676138508087115,0.75395837358777,0.644396836552623,0.509886077284388,0.664135,3,6,2
"3725",8426,"Biberach",1999,190438,0.650111234581732,0.717446108215933,0.630939324513595,0.499466893453176,0.636311,3,5,2
"3726",8426,"Biberach",2000,190438,0.651412736411047,0.739784038521771,0.612789825773625,0.498298230496986,0.637702,3,5,2
"3727",8426,"Biberach",2001,190438,0.611196754378091,0.71084210765384,0.567726638244901,0.478993483770891,0.59471,2,4,2
"3728",8426,"Biberach",2002,190438,0.607549891592566,0.700865676264548,0.570121434773559,0.478113600164573,0.590811,2,4,2
"3729",8426,"Biberach",2003,190438,0.592848117713755,0.673789185305061,0.569825941825498,0.471374256476716,0.575094,2,4,2
"3730",8426,"Biberach",2004,190438,0.585170996949468,0.661903359457515,0.569360715446575,0.465912711152798,0.566887,2,4,2
"3731",8426,"Biberach",2005,190438,0.584095520574381,0.65569134745141,0.567327074110812,0.471663024323193,0.565738,2,3,2
"3732",8426,"Biberach",2006,190438,0.556967971106298,0.649504963307424,0.540943971823203,0.441290668879505,0.536737,2,3,2
"3733",8426,"Biberach",2007,190438,0.52958749802066,0.637606591460755,0.512284055609601,0.418320277010383,0.507466,1,2,1
"3734",8426,"Biberach",2008,190438,0.480594494027144,0.59531649745516,0.472712723944423,0.386507228914806,0.455091,1,2,1
"3735",8426,"Biberach",2009,190438,0.498622025261616,0.592849248400069,0.490065530155921,0.413449483065014,0.474363,1,2,1
"3736",8426,"Biberach",2010,190438,0.491593634135386,0.605590662874838,0.482169230793274,0.392296964904,0.46685,1,2,1
"3737",8426,"Biberach",2011,190438,0.451103173569962,0.58605584976889,0.446759610995325,0.353294682518895,0.423564,1,1,1
"3738",8426,"Biberach",2012,190438,0.411727336376676,0.544318602392937,0.415681146851925,0.334749848507122,0.381469,1,1,1
"3739",8426,"Biberach",2013,190438,0.409132664382157,0.549028034686515,0.395928538802553,0.343772818324692,0.378696,1,1,1
"3740",8426,"Biberach",2014,190438,0.373493819638911,0.53961473152163,0.383421599852886,0.28300315388921,0.340596,1,1,1
"3741",8435,"Bodenseekreis",1998,209386,0.638590653522899,0.682179031649278,0.634034120457594,0.504908908882894,0.623995,3,5,2
"3742",8435,"Bodenseekreis",1999,209386,0.607301881535709,0.637145890952613,0.618952957965373,0.492426424764967,0.590546,2,4,2
"3743",8435,"Bodenseekreis",2000,209386,0.606816700683007,0.658548736986333,0.605122236429332,0.483728574681657,0.590027,2,4,2
"3744",8435,"Bodenseekreis",2001,209386,0.564523713964832,0.630567440015438,0.555539646941312,0.463163491342517,0.544815,2,3,2
"3745",8435,"Bodenseekreis",2002,209386,0.555629720999603,0.619647666430416,0.552517446525014,0.456469458412359,0.535307,2,3,2
"3746",8435,"Bodenseekreis",2003,209386,0.53631550983245,0.585930521987065,0.54139197651731,0.456498882985757,0.514659,1,2,1
"3747",8435,"Bodenseekreis",2004,209386,0.530184500878814,0.571194644408018,0.535503000372821,0.462898456370213,0.508105,1,2,1
"3748",8435,"Bodenseekreis",2005,209386,0.52784472153857,0.571623070506639,0.534915239626468,0.457628991729241,0.505603,1,2,1
"3749",8435,"Bodenseekreis",2006,209386,0.49520085940587,0.53408816927673,0.513121269099818,0.441216970967204,0.470706,1,2,1
"3750",8435,"Bodenseekreis",2007,209386,0.467619183093554,0.525018590032897,0.48669648980378,0.412715814130812,0.44122,1,1,1
"3751",8435,"Bodenseekreis",2008,209386,0.424359061613745,0.489345084355012,0.445350456624778,0.389362419232983,0.394973,1,1,1
"3752",8435,"Bodenseekreis",2009,209386,0.434507523999421,0.470724172812515,0.465617029238744,0.411263408237962,0.405822,1,1,1
"3753",8435,"Bodenseekreis",2010,209386,0.417347538793043,0.455902448736897,0.458500061276634,0.393387185304739,0.387478,1,1,1
"3754",8435,"Bodenseekreis",2011,209386,0.368033130684423,0.429682025521378,0.419079298398076,0.344608169861708,0.334759,1,1,1
"3755",8435,"Bodenseekreis",2012,209386,0.331572741667559,0.406477000962952,0.385119736298089,0.317176687755754,0.295781,1,1,1
"3756",8435,"Bodenseekreis",2013,209386,0.323449410056176,0.410961896429981,0.365393666717349,0.313569957661023,0.287097,1,1,1
"3757",8435,"Bodenseekreis",2014,209386,0.285740550515207,0.376858936030567,0.349960466531793,0.275613325086868,0.246785,1,1,1
"3758",8436,"Ravensburg",1998,275339,0.699961856224885,0.73741287764013,0.650290194481775,0.575813588155539,0.689603,4,7,2
"3759",8436,"Ravensburg",1999,275339,0.681386368599105,0.72087698955563,0.634904846255769,0.564635634608379,0.669745,3,6,2
"3760",8436,"Ravensburg",2000,275339,0.669623621369967,0.727116639804744,0.618632354653033,0.547376332342968,0.65717,3,6,2
"3761",8436,"Ravensburg",2001,275339,0.632733496293827,0.702962452601815,0.575246615808703,0.529323108075135,0.617734,3,5,2
"3762",8436,"Ravensburg",2002,275339,0.629493595928724,0.692074357275131,0.574462103886427,0.533478438589906,0.61427,3,5,2
"3763",8436,"Ravensburg",2003,275339,0.621932603363278,0.684975020828475,0.564421837552763,0.533074886614046,0.606187,2,4,2
"3764",8436,"Ravensburg",2004,275339,0.617392739624517,0.675974961367615,0.562055552942547,0.533907754894516,0.601334,2,4,2
"3765",8436,"Ravensburg",2005,275339,0.600664139768255,0.634681509514676,0.560838634485136,0.537604118499746,0.58345,2,4,2
"3766",8436,"Ravensburg",2006,275339,0.584141935922563,0.633265530576788,0.539170241131416,0.522353367926303,0.565787,2,3,2
"3767",8436,"Ravensburg",2007,275339,0.556488428957172,0.6090612246646,0.51734868799414,0.504217048790061,0.536225,2,3,2
"3768",8436,"Ravensburg",2008,275339,0.524508378568805,0.590533688086895,0.480809714626021,0.485082854500641,0.502037,1,2,1
"3769",8436,"Ravensburg",2009,275339,0.533362359879055,0.581464210375484,0.498667546542719,0.496837671445116,0.511502,1,2,1
"3770",8436,"Ravensburg",2010,275339,0.516868930187415,0.564807703973217,0.495580317254783,0.478313046594545,0.49387,1,2,1
"3771",8436,"Ravensburg",2011,275339,0.476864865806687,0.54815137917574,0.455633418710292,0.442098100068907,0.451104,1,2,1
"3772",8436,"Ravensburg",2012,275339,0.460136841473809,0.550205273016338,0.434865477104014,0.421999476469463,0.433221,1,1,1
"3773",8436,"Ravensburg",2013,275339,0.444156159245824,0.533845143001834,0.417948928152926,0.418197481040362,0.416137,1,1,1
"3774",8436,"Ravensburg",2014,275339,0.421777863274577,0.526592076966867,0.405281167280423,0.386195771851539,0.392214,1,1,1
"3775",8437,"Sigmaringen",1998,127716,0.781067201720895,0.827887911204898,0.729994007767775,0.593816863595477,0.776308,5,9,3
"3776",8437,"Sigmaringen",1999,127716,0.760401689260948,0.810101610114557,0.714737924686673,0.578910743643611,0.754216,4,8,2
"3777",8437,"Sigmaringen",2000,127716,0.753538945581235,0.805594755190695,0.709473711018515,0.572758747455036,0.746879,4,8,2
"3778",8437,"Sigmaringen",2001,127716,0.715938516160135,0.782088451440494,0.662573289866594,0.55592426076707,0.706683,4,7,2
"3779",8437,"Sigmaringen",2002,127716,0.719594735568053,0.790837998469467,0.658918699970041,0.559312531509887,0.710592,4,7,2
