"","NUTS2","GISD_Score","GISD_5","GISD_10","GISD_k","NUTS2 Name","Jahr"
"1","DE11",0.15259,1,1,1,"Stuttgart",1998
"2","DE11",0.16098,1,1,1,"Stuttgart",1999
"3","DE11",0.15019,1,1,1,"Stuttgart",2000
"4","DE11",0.1277,1,1,1,"Stuttgart",2001
"5","DE11",0.16809,1,1,1,"Stuttgart",2002
"6","DE11",0.14939,1,1,1,"Stuttgart",2003
"7","DE11",0.12658,1,1,1,"Stuttgart",2004
"8","DE11",0.12105,1,1,1,"Stuttgart",2005
"9","DE11",0.11403,1,1,1,"Stuttgart",2006
"10","DE11",0.10452,1,1,1,"Stuttgart",2007
"11","DE11",0.13443,1,1,1,"Stuttgart",2008
"12","DE11",0.17286,1,1,1,"Stuttgart",2009
"13","DE11",0.16798,1,1,1,"Stuttgart",2010
"14","DE11",0.1329,1,1,1,"Stuttgart",2011
"15","DE11",0.20404,1,1,1,"Stuttgart",2012
"16","DE11",0.18984,1,1,1,"Stuttgart",2013
"17","DE11",0.22162,1,1,1,"Stuttgart",2014
"18","DE11",0.22021,1,1,1,"Stuttgart",2015
"19","DE11",0.24644,1,1,1,"Stuttgart",2016
"20","DE11",0.25126,1,1,1,"Stuttgart",2017
"21","DE11",0.23954,1,1,1,"Stuttgart",2018
"22","DE11",0.23584,1,1,1,"Stuttgart",2019
"23","DE12",0.2462,1,1,1,"Karlsruhe",1998
"24","DE12",0.25543,1,2,1,"Karlsruhe",1999
"25","DE12",0.2306,1,1,1,"Karlsruhe",2000
"26","DE12",0.19829,1,1,1,"Karlsruhe",2001
"27","DE12",0.22067,1,1,1,"Karlsruhe",2002
"28","DE12",0.21748,1,1,1,"Karlsruhe",2003
"29","DE12",0.2072,1,1,1,"Karlsruhe",2004
"30","DE12",0.21589,1,1,1,"Karlsruhe",2005
"31","DE12",0.20837,1,1,1,"Karlsruhe",2006
"32","DE12",0.20994,1,1,1,"Karlsruhe",2007
"33","DE12",0.24003,1,1,1,"Karlsruhe",2008
"34","DE12",0.26773,1,1,1,"Karlsruhe",2009
"35","DE12",0.26327,1,1,1,"Karlsruhe",2010
"36","DE12",0.23777,1,2,1,"Karlsruhe",2011
"37","DE12",0.29828,1,2,1,"Karlsruhe",2012
"38","DE12",0.29137,1,2,1,"Karlsruhe",2013
"39","DE12",0.33825,1,2,1,"Karlsruhe",2014
"40","DE12",0.33395,1,2,1,"Karlsruhe",2015
"41","DE12",0.3672,1,2,1,"Karlsruhe",2016
"42","DE12",0.38476,1,2,1,"Karlsruhe",2017
"43","DE12",0.38932,1,2,1,"Karlsruhe",2018
"44","DE12",0.38046,1,2,1,"Karlsruhe",2019
"45","DE13",0.39088,2,4,2,"Freiburg",1998
"46","DE13",0.40718,2,4,2,"Freiburg",1999
"47","DE13",0.37501,2,4,2,"Freiburg",2000
"48","DE13",0.35809,2,4,2,"Freiburg",2001
"49","DE13",0.39327,2,4,2,"Freiburg",2002
"50","DE13",0.3755,2,3,2,"Freiburg",2003
"51","DE13",0.36895,2,4,2,"Freiburg",2004
"52","DE13",0.36337,2,3,2,"Freiburg",2005
"53","DE13",0.35752,2,3,2,"Freiburg",2006
"54","DE13",0.38253,2,3,2,"Freiburg",2007
"55","DE13",0.40364,2,3,2,"Freiburg",2008
"56","DE13",0.44227,2,4,2,"Freiburg",2009
"57","DE13",0.42434,2,4,2,"Freiburg",2010
"58","DE13",0.3957,2,3,2,"Freiburg",2011
"59","DE13",0.46831,2,4,2,"Freiburg",2012
"60","DE13",0.46734,2,4,2,"Freiburg",2013
"61","DE13",0.50896,2,4,2,"Freiburg",2014
"62","DE13",0.48931,2,4,2,"Freiburg",2015
"63","DE13",0.5206,2,4,2,"Freiburg",2016
"64","DE13",0.5531,2,4,2,"Freiburg",2017
"65","DE13",0.53096,2,4,2,"Freiburg",2018
"66","DE13",0.53329,2,4,2,"Freiburg",2019
"67","DE14",0.24727,1,2,1,"Tübingen",1998
"68","DE14",0.24934,1,1,1,"Tübingen",1999
"69","DE14",0.25417,1,2,1,"Tübingen",2000
"70","DE14",0.21947,1,2,1,"Tübingen",2001
"71","DE14",0.2649,1,2,1,"Tübingen",2002
"72","DE14",0.24889,1,2,1,"Tübingen",2003
"73","DE14",0.24215,1,2,1,"Tübingen",2004
"74","DE14",0.22812,1,2,1,"Tübingen",2005
"75","DE14",0.22618,1,2,1,"Tübingen",2006
"76","DE14",0.22938,1,2,1,"Tübingen",2007
"77","DE14",0.24729,1,2,1,"Tübingen",2008
"78","DE14",0.27827,1,2,1,"Tübingen",2009
"79","DE14",0.26685,1,2,1,"Tübingen",2010
"80","DE14",0.22474,1,1,1,"Tübingen",2011
"81","DE14",0.29497,1,2,1,"Tübingen",2012
"82","DE14",0.29322,1,2,1,"Tübingen",2013
"83","DE14",0.31028,1,2,1,"Tübingen",2014
"84","DE14",0.3386,1,2,1,"Tübingen",2015
"85","DE14",0.34909,1,2,1,"Tübingen",2016
"86","DE14",0.36618,1,2,1,"Tübingen",2017
"87","DE14",0.35733,1,2,1,"Tübingen",2018
"88","DE14",0.36746,1,2,1,"Tübingen",2019
"89","DE21",0,1,1,1,"Oberbayern",1998
"90","DE21",0,1,1,1,"Oberbayern",1999
"91","DE21",0,1,1,1,"Oberbayern",2000
"92","DE21",0,1,1,1,"Oberbayern",2001
"93","DE21",0,1,1,1,"Oberbayern",2002
"94","DE21",0,1,1,1,"Oberbayern",2003
"95","DE21",0,1,1,1,"Oberbayern",2004
"96","DE21",0,1,1,1,"Oberbayern",2005
"97","DE21",0,1,1,1,"Oberbayern",2006
"98","DE21",0,1,1,1,"Oberbayern",2007
"99","DE21",0,1,1,1,"Oberbayern",2008
"100","DE21",0,1,1,1,"Oberbayern",2009
"101","DE21",0,1,1,1,"Oberbayern",2010
"102","DE21",0,1,1,1,"Oberbayern",2011
