"","X","Gemeindekennziffer","GISD_Score","GISD_5","GISD_10","GISD_k","Name.der.Gemeinde","Jahr","Kreis","digits","Lebenserwartung_Frauen_2016","Lebenserwartung_MÃ¤nner_2016"
"35",32865,3351501,0.594084498336201,3,6,2,"Lohheide, gemfr. Bezirk",2016,3352,0,82.45,77.66
"36",33525,3353001,0.411705316946027,1,2,1,"Appel",2016,3353,0,83.87,79.4666666666667
"37",34449,3354001,0.701803908640424,5,9,3,"Bergen an der Dumme, Flecken",2016,3354,0,81.81,77.4633333333333
"38",35043,3355001,0.487601347522845,2,3,2,"Adendorf",2016,3355,0,83.0233333333333,77.8566666666667
"39",35989,3356001,0.514469387124357,2,4,2,"Axstedt",2016,3356,0,83.0466666666667,78.57
"40",36231,3357001,0.592157993962933,3,6,2,"Ahausen",2016,3357,0,83.1066666666667,77.6966666666667
"41",37485,3358001,0.639434617326177,4,8,2,"Ahlden (Aller), Flecken",2016,3358,0,83.0533333333333,78.02
"42",37991,3358501,0.960717854677697,5,10,3,"Osterheide, gemfr. Bezirk",2016,3359,0,83.22,78.49
"43",38893,3360001,0.648459311609507,4,8,2,"Altenmedingen",2016,3360,0,81.89,77.0633333333333
"44",39487,3361001,0.497305984526152,2,4,2,"Achim, Stadt",2016,3361,0,83.0633333333333,78.96
"45",39729,3401000,0.848053406410005,5,10,3,"Delmenhorst, Stadt",2016,3401,0,82.6933333333333,77.94
"46",39751,3402000,0.676779956112788,4,8,2,"Emden, Stadt",2016,3402,0,81.1466666666667,76.16
"47",39773,3403000,0.511419947046885,2,4,2,"Oldenburg (Oldenburg), Stadt",2016,3403,0,82.8766666666667,78.79
"48",39795,3404000,0.537432907167214,2,4,2,"Osnabrück, Stadt",2016,3404,0,83.1766666666667,78.4733333333333
"49",39817,3405000,0.775505578620952,5,10,3,"Wilhelmshaven, Stadt",2016,3405,0,81.88,76.7966666666667
"50",39839,3451001,0.548847703132888,3,5,2,"Apen",2016,3451,0,83.42,79.0233333333333
"51",39971,3452001,0.740437017730022,5,10,3,"Aurich, Stadt",2016,3452,0,81.8966666666667,76.54
"52",40499,3453001,0.757466492216716,5,10,3,"Barßel",2016,3453,0,83.0766666666667,77.4966666666667
"53",40785,3454001,0.585090710540142,3,6,2,"Andervenne",2016,3454,0,82.8533333333333,77.9666666666667
"54",42105,3455007,0.593693016164093,3,6,2,"Jever, Stadt",2016,3455,0,82.7466666666667,78.6366666666667
"55",42281,3456001,0.655155717185037,4,8,2,"Bad Bentheim, Stadt",2016,3456,0,83.4566666666667,79.14
"56",42831,3457002,0.641618675760042,4,8,2,"Borkum, Stadt",2016,3457,0,81.87,77.4933333333333
"57",43249,3458001,0.53416712167884,2,4,2,"Beckeln",2016,3458,0,82.9166666666667,78.6666666666667
