"","X","Gemeindekennziffer","GISD_Score","GISD_5","GISD_10","GISD_k","Name.der.Gemeinde","Jahr","Kreis","digits","Lebenserwartung_Frauen_2016","Lebenserwartung_MÃ¤nner_2016"
"58",43579,3459001,0.569719884203694,3,5,2,"Alfhausen",2016,3459,0,83.6266666666667,78.9666666666667
"59",44327,3460001,0.587243862486736,3,6,2,"Bakum",2016,3460,0,83.59,79.8333333333333
"60",44547,3461001,0.561684197513058,3,5,2,"Berne",2016,3461,0,82.4133333333333,77.5533333333333
"61",44745,3462001,0.724005068663913,5,9,3,"Blomberg",2016,3462,0,82.2033333333333,77.4433333333333
"62",45163,4011000,0.555925288718102,3,5,2,"Bremen, Stadt",2016,4011,0,82.75,77.69
"63",45185,4012000,0.905941257069859,5,10,3,"Bremerhaven, Stadt",2016,4012,0,80.92,74.6166666666667
"64",45207,5111000,0.30304840986123,1,1,1,"Düsseldorf, Stadt",2016,5111,0,82.8366666666667,78.52
"65",45229,5112000,0.849990212945697,5,10,3,"Duisburg, Stadt",2016,5112,0,81.5766666666667,76.47
"66",45251,5113000,0.631254700361606,4,7,2,"Essen, Stadt",2016,5113,0,81.8066666666667,76.8066666666667
"67",45273,5114000,0.672360328432938,4,8,2,"Krefeld, Stadt",2016,5114,0,82.0133333333333,77.5233333333333
"68",45295,5116000,0.753778318068963,5,10,3,"Mönchengladbach, Stadt",2016,5116,0,81.9966666666667,76.9366666666667
