Gemeinden (2019) Kennziffer;Gemeinden (2019) Name;Gemeindeverbände (2019) Kennziffer;Gemeindeverbände (2019) Name
9184149;Unterschleißheim, Stadt;9184149;Unterschleißheim, Stadt
9184452;Forstenrieder Park;9184452;Forstenrieder Park
9184454;Grünwalder Forst;9184454;Grünwalder Forst
9184457;Perlacher Forst;9184457;Perlacher Forst
9185113;Aresing;9185113;Aresing
9185116;Berg im Gau;9185955;Schrobenhausen (VGem)
9185118;Bergheim;9185954;Neuburg a.d.Donau (VGem)
9185123;Brunnen;9185955;Schrobenhausen (VGem)
9185125;Burgheim, Markt;9185125;Burgheim, Markt
9185127;Ehekirchen;9185127;Ehekirchen
9185131;Gachenbach;9185955;Schrobenhausen (VGem)
9185139;Karlshuld;9185139;Karlshuld
9185140;Karlskron;9185140;Karlskron
9185143;Langenmosen;9185955;Schrobenhausen (VGem)
9185149;Neuburg a.d.Donau, GKSt;9185149;Neuburg a.d.Donau, GKSt
9185150;Oberhausen;9185150;Oberhausen
9185153;Rennertshofen, Markt;9185153;Rennertshofen, Markt
9185157;Rohrenfels;9185954;Neuburg a.d.Donau (VGem)
9185158;Schrobenhausen, Stadt;9185158;Schrobenhausen, Stadt
9185163;Königsmoos;9185163;Königsmoos
9185166;Waidhofen;9185955;Schrobenhausen (VGem)
9185168;Weichering;9185168;Weichering
9186113;Baar-Ebenhausen;9186113;Baar-Ebenhausen
9186116;Ernsgaden;9186956;Geisenfeld (VGem)
9186122;Geisenfeld, Stadt;9186956;Geisenfeld (VGem)
9186125;Gerolsbach;9186125;Gerolsbach
9186126;Hettenshausen;9186957;Ilmmünster (VGem)
9186128;Hohenwart, Markt;9186128;Hohenwart, Markt
9186130;Ilmmünster;9186957;Ilmmünster (VGem)
9186132;Jetzendorf;9186132;Jetzendorf
9186137;Manching, Markt;9186137;Manching, Markt
9186139;Münchsmünster;9186139;Münchsmünster
9186143;Pfaffenhofen a.d.Ilm, Stadt;9186143;Pfaffenhofen a.d.Ilm, Stadt
9186144;Pörnbach;9186958;Reichertshofen (VGem)
9186146;Reichertshausen;9186146;Reichertshausen
9186147;Reichertshofen, Markt;9186958;Reichertshofen (VGem)
9186149;Rohrbach;9186149;Rohrbach
9186151;Scheyern;9186151;Scheyern
9186152;Schweitenkirchen;9186152;Schweitenkirchen
9186158;Vohburg a.d.Donau, Stadt;9186158;Vohburg a.d.Donau, Stadt
9186162;Wolnzach, Markt;9186162;Wolnzach, Markt
9187113;Amerang;9187113;Amerang
9187114;Aschau i.Chiemgau;9187114;Aschau i.Chiemgau
9187116;Babensham;9187116;Babensham
9187117;Bad Aibling, Stadt;9187117;Bad Aibling, Stadt
9187118;Bernau a.Chiemsee;9187118;Bernau a.Chiemsee
9187120;Brannenburg;9187120;Brannenburg
9187121;Breitbrunn a.Chiemsee;9187960;Breitbrunn a.Chiemsee (VGem)
9187122;Bruckmühl, Markt;9187122;Bruckmühl, Markt
9187123;Chiemsee;9187960;Breitbrunn a.Chiemsee (VGem)
9187124;Edling;9187124;Edling
9187125;Eggstätt;9187125;Eggstätt
9187126;Eiselfing;9187126;Eiselfing
9187128;Bad Endorf, Markt;9187128;Bad Endorf, Markt
9187129;Bad Feilnbach;9187129;Bad Feilnbach
9187130;Feldkirchen-Westerham;9187130;Feldkirchen-Westerham
9187131;Flintsbach a.Inn;9187131;Flintsbach a.Inn
9187132;Frasdorf;9187132;Frasdorf
9187134;Griesstätt;9187134;Griesstätt
9187137;Großkarolinenfeld;9187137;Großkarolinenfeld
9187138;Gstadt a.Chiemsee;9187960;Breitbrunn a.Chiemsee (VGem)
9187139;Halfing;9187962;Halfing (VGem)
9187142;Schechen;9187142;Schechen
9187145;Höslwang;9187962;Halfing (VGem)
9187148;Kiefersfelden;9187148;Kiefersfelden
9187150;Kolbermoor, Stadt;9187150;Kolbermoor, Stadt
9187154;Neubeuern, Markt;9187154;Neubeuern, Markt
9187156;Nußdorf a.Inn;9187156;Nußdorf a.Inn
9187157;Oberaudorf;9187157;Oberaudorf
9187159;Pfaffing;9187984;Pfaffing (VGem)
9187162;Prien a.Chiemsee, Markt;9187162;Prien a.Chiemsee, Markt
9187163;Prutting;9187163;Prutting
9187164;Ramerberg;9187965;Rott a.Inn (VGem)
9187165;Raubling;9187165;Raubling
9187167;Riedering;9187167;Riedering
9187168;Rimsting;9187168;Rimsting
9187169;Rohrdorf;9187169;Rohrdorf
9187170;Rott a.Inn;9187965;Rott a.Inn (VGem)
9187172;Samerberg;9187172;Samerberg
9187173;Schonstett;9187962;Halfing (VGem)
9187174;Söchtenau;9187174;Söchtenau
9187176;Soyen;9187176;Soyen
9187177;Stephanskirchen;9187177;Stephanskirchen
9187179;Tuntenhausen;9187179;Tuntenhausen
9187181;Vogtareuth;9187181;Vogtareuth
9187182;Wasserburg a.Inn, Stadt;9187182;Wasserburg a.Inn, Stadt
9187186;Albaching;9187984;Pfaffing (VGem)
9187451;Rotter Forst-Nord;9187451;Rotter Forst-Nord
9187452;Rotter Forst-Süd;9187452;Rotter Forst-Süd
9188113;Berg;9188113;Berg
9188117;Andechs;9188117;Andechs
9188118;Feldafing;9188118;Feldafing
9188120;Gauting;9188120;Gauting
9188121;Gilching;9188121;Gilching
9188124;Herrsching a.Ammersee;9188124;Herrsching a.Ammersee
9188126;Inning a.Ammersee;9188126;Inning a.Ammersee
9188127;Krailling;9188127;Krailling
9188132;Seefeld;9188132;Seefeld
9188137;Pöcking;9188137;Pöcking
9188139;Starnberg, Stadt;9188139;Starnberg, Stadt
9188141;Tutzing;9188141;Tutzing
9188144;Weßling;9188144;Weßling
9188145;Wörthsee;9188145;Wörthsee
9188451;Starnberger See;9188451;Starnberger See
9189111;Altenmarkt a.d.Alz;9189111;Altenmarkt a.d.Alz
9189113;Bergen;9189966;Bergen (VGem)
9189114;Chieming;9189114;Chieming
9189115;Engelsberg;9189115;Engelsberg
9189118;Fridolfing;9189118;Fridolfing
9189119;Grabenstätt;9189119;Grabenstätt
9189120;Grassau, Markt;9189120;Grassau, Markt
9189124;Inzell;9189124;Inzell
9189126;Kienberg;9189970;Obing (VGem)
9189127;Kirchanschöring;9189127;Kirchanschöring
9189129;Marquartstein;9189969;Marquartstein (VGem)
9189130;Nußdorf;9189130;Nußdorf
9189133;Obing;9189970;Obing (VGem)
9189134;Palling;9189134;Palling
9189135;Petting;9189135;Petting
9189137;Pittenhart;9189970;Obing (VGem)
9189139;Reit im Winkl;9189139;Reit im Winkl
9189140;Ruhpolding;9189140;Ruhpolding
9189141;Schleching;9189141;Schleching
9189142;Schnaitsee;9189142;Schnaitsee
9189143;Seeon-Seebruck;9189143;Seeon-Seebruck
9189145;Siegsdorf;9189145;Siegsdorf
9189146;Staudach-Egerndach;9189969;Marquartstein (VGem)
9189148;Surberg;9189148;Surberg
9189149;Tacherting;9189149;Tacherting
9189150;Taching a.See;9189973;Waging a.See (VGem)
9189152;Tittmoning, Stadt;9189152;Tittmoning, Stadt
9189154;Traunreut, Stadt;9189154;Traunreut, Stadt
9189155;Traunstein, GKSt;9189155;Traunstein, GKSt
9189157;Trostberg, Stadt;9189157;Trostberg, Stadt
9189159;Übersee;9189159;Übersee
9189160;Unterwössen;9189160;Unterwössen
9189161;Vachendorf;9189966;Bergen (VGem)
9189162;Waging a.See, Markt;9189973;Waging a.See (VGem)
9189165;Wonneberg;9189973;Waging a.See (VGem)
9189451;Chiemsee (See);9189451;Chiemsee (See)
9189452;Waginger See;9189452;Waginger See
9190111;Altenstadt;9190974;Altenstadt (VGem)
9190113;Antdorf;9190976;Habach (VGem)
9190114;Bernbeuren;9190975;Bernbeuren (VGem)
9190115;Bernried am Starnberger See;9190115;Bernried am Starnberger See
9190117;Böbing;9190978;Rottenbuch (VGem)
9190118;Burggen;9190975;Bernbeuren (VGem)
9190120;Eberfing;9190977;Huglfing (VGem)
9190121;Eglfing;9190977;Huglfing (VGem)
9190126;Habach;9190976;Habach (VGem)
9190129;Hohenfurch;9190974;Altenstadt (VGem)
9190130;Hohenpeißenberg;9190130;Hohenpeißenberg
9190131;Huglfing;9190977;Huglfing (VGem)
9190132;Iffeldorf;9190979;Seeshaupt (VGem)
9190133;Ingenried;9190974;Altenstadt (VGem)
9190135;Oberhausen;9190977;Huglfing (VGem)
9190136;Obersöchering;9190976;Habach (VGem)
9190138;Pähl;9190138;Pähl
9190139;Peißenberg, Markt;9190139;Peißenberg, Markt
9190140;Peiting, Markt;9190140;Peiting, Markt
9190141;Penzberg, Stadt;9190141;Penzberg, Stadt
9190142;Polling;9190142;Polling
9190143;Prem;9190980;Steingaden (VGem)
9190144;Raisting;9190144;Raisting
9190145;Rottenbuch;9190978;Rottenbuch (VGem)
9190148;Schongau, Stadt;9190148;Schongau, Stadt
9190149;Schwabbruck;9190974;Altenstadt (VGem)
9190151;Schwabsoien;9190974;Altenstadt (VGem)
9190152;Seeshaupt;9190979;Seeshaupt (VGem)
9190153;Sindelsdorf;9190976;Habach (VGem)
9190154;Steingaden;9190980;Steingaden (VGem)
9190157;Weilheim i.OB, Stadt;9190157;Weilheim i.OB, Stadt
9190158;Wessobrunn;9190158;Wessobrunn
9190159;Wielenbach;9190159;Wielenbach
9190160;Wildsteig;9190980;Steingaden (VGem)
9261000;Landshut;9261000;Landshut
9262000;Passau;9262000;Passau
9263000;Straubing;9263000;Straubing
9271111;Aholming;9271111;Aholming
9271113;Auerbach;9271113;Auerbach
9271114;Außernzell;9271906;Schöllnach (VGem)
9271116;Bernried;9271116;Bernried
9271118;Buchhofen;9271905;Moos (VGem)
9271119;Deggendorf, GKSt;9271119;Deggendorf, GKSt
9271122;Grafling;9271122;Grafling
9271123;Grattersdorf;9271902;Lalling (VGem)
9271125;Hengersberg, Markt;9271125;Hengersberg, Markt
9271126;Hunding;9271902;Lalling (VGem)
9271127;Iggensbach;9271127;Iggensbach
9271128;Künzing;9271128;Künzing
9271130;Lalling;9271902;Lalling (VGem)
9271132;Metten, Markt;9271132;Metten, Markt
9271135;Moos;9271905;Moos (VGem)
9271138;Niederalteich;9271138;Niederalteich
9271139;Oberpöring;9271904;Oberpöring (VGem)
9271140;Offenberg;9271140;Offenberg
9271141;Osterhofen, Stadt;9271141;Osterhofen, Stadt
9271143;Otzing;9271904;Oberpöring (VGem)
9271146;Plattling, Stadt;9271146;Plattling, Stadt
9271148;Schaufling;9271902;Lalling (VGem)
9271149;Schöllnach, Markt;9271906;Schöllnach (VGem)
9271151;Stephansposching;9271151;Stephansposching
9271152;Wallerfing;9271904;Oberpöring (VGem)
9271153;Winzer, Markt;9271153;Winzer, Markt
9272116;Eppenschlag;9272911;Schönberg (VGem)
9272118;Freyung, Stadt;9272118;Freyung, Stadt
9272119;Fürsteneck;9272914;Perlesreut (VGem)
9272120;Grafenau, Stadt;9272120;Grafenau, Stadt
9272121;Grainet;9272121;Grainet
9272122;Haidmühle;9272122;Haidmühle
9272126;Hinterschmiding;9272912;Hinterschmiding (VGem)
9272127;Hohenau;9272127;Hohenau
9272128;Innernzell;9272911;Schönberg (VGem)
9272129;Jandelsbrunn;9272129;Jandelsbrunn
9272134;Mauth;9272134;Mauth
9272136;Neureichenau;9272136;Neureichenau
9272138;Perlesreut, Markt;9272914;Perlesreut (VGem)
9272139;Philippsreut;9272912;Hinterschmiding (VGem)
9272140;Ringelai;9272140;Ringelai
9272141;Röhrnbach, Markt;9272141;Röhrnbach, Markt
9272142;Saldenburg;9272142;Saldenburg
9272143;Sankt Oswald-Riedlhütte;9272143;Sankt Oswald-Riedlhütte
9272145;Schöfweg;9272911;Schönberg (VGem)
9272146;Neuschönau;9272146;Neuschönau
9272147;Schönberg, Markt;9272911;Schönberg (VGem)
9272149;Spiegelau;9272149;Spiegelau
9272150;Thurmansbang;9272913;Thurmansbang (VGem)
9272151;Waldkirchen, Stadt;9272151;Waldkirchen, Stadt
9272152;Zenting;9272913;Thurmansbang (VGem)
9272451;Annathaler Wald;9272451;Annathaler Wald
9272452;Frauenberger u. Duschelberger Wald;9272452;Frauenberger u. Duschelberger Wald
9272453;Graineter Wald;9272453;Graineter Wald
9272455;Leopoldsreuter Wald;9272455;Leopoldsreuter Wald
9272456;Mauther Forst;9272456;Mauther Forst
9272457;Philippsreuter Wald;9272457;Philippsreuter Wald
9272458;Pleckensteiner Wald;9272458;Pleckensteiner Wald
9272459;Sankt Oswald;9272459;Sankt Oswald
9272460;Schlichtenberger Wald;9272460;Schlichtenberger Wald
9272461;Schönbrunner Wald;9272461;Schönbrunner Wald
9272463;Waldhäuserwald;9272463;Waldhäuserwald
9273111;Abensberg, Stadt;9273111;Abensberg, Stadt
9273113;Aiglsbach;9273919;Mainburg (VGem)
9273115;Attenhofen;9273919;Mainburg (VGem)
9273116;Bad Abbach, Markt;9273116;Bad Abbach, Markt
9273119;Biburg;9273918;Siegenburg (VGem)
9273121;Essing, Markt;9273915;Ihrlerstein (VGem)
9273125;Hausen;9273917;Langquaid (VGem)
9273127;Herrngiersdorf;9273917;Langquaid (VGem)
9273133;Ihrlerstein;9273915;Ihrlerstein (VGem)
9273137;Kelheim, Stadt;9273137;Kelheim, Stadt
9273139;Kirchdorf;9273918;Siegenburg (VGem)
9273141;Langquaid, Markt;9273917;Langquaid (VGem)
9273147;Mainburg, Stadt;9273147;Mainburg, Stadt
9273152;Neustadt a.d.Donau, Stadt;9273152;Neustadt a.d.Donau, Stadt
9273159;Painten, Markt;9273159;Painten, Markt
9273163;Elsendorf;9273919;Mainburg (VGem)
9273164;Riedenburg, Stadt;9273164;Riedenburg, Stadt
9273165;Rohr i.NB, Markt;9273165;Rohr i.NB, Markt
9273166;Saal a.d.Donau;9273916;Saal a.d.Donau (VGem)
9273172;Siegenburg, Markt;9273918;Siegenburg (VGem)
9273175;Teugn;9273916;Saal a.d.Donau (VGem)
9273177;Train;9273918;Siegenburg (VGem)
9273178;Volkenschwand;9273919;Mainburg (VGem)
9273181;Wildenberg;9273918;Siegenburg (VGem)
9273451;Dürnbucher Forst;9273451;Dürnbucher Forst
9273452;Frauenforst;9273452;Frauenforst
9273453;Hacklberg;9273453;Hacklberg
9273454;Hienheimer Forst;9273454;Hienheimer Forst
9274111;Adlkofen;9274111;Adlkofen
9274112;Aham;9274923;Gerzen (VGem)
9274113;Altdorf, Markt;9274113;Altdorf, Markt
9274114;Altfraunhofen;9274926;Altfraunhofen (VGem)
9274118;Baierbach;9274926;Altfraunhofen (VGem)
9274119;Bayerbach b.Ergoldsbach;9274920;Ergoldsbach (VGem)
9274120;Bodenkirchen;9274120;Bodenkirchen
9274121;Buch a.Erlbach;9274121;Buch a.Erlbach
9274124;Eching;9274124;Eching
9274126;Ergolding, Markt;9274126;Ergolding, Markt
9274127;Ergoldsbach, Markt;9274920;Ergoldsbach (VGem)
9274128;Essenbach, Markt;9274128;Essenbach, Markt
9274132;Furth;9274921;Furth (VGem)
9274134;Geisenhausen, Markt;9274134;Geisenhausen, Markt
9274135;Gerzen;9274923;Gerzen (VGem)
9274141;Hohenthann;9274141;Hohenthann
9274145;Kröning;9274923;Gerzen (VGem)
9274146;Kumhausen;9274146;Kumhausen
9274153;Neufahrn i.NB;9274153;Neufahrn i.NB
9274154;Neufraunhofen;9274927;Velden (VGem)
9274156;Niederaichbach;9274156;Niederaichbach
9274165;Obersüßbach;9274921;Furth (VGem)
9274172;Pfeffenhausen, Markt;9274172;Pfeffenhausen, Markt
9274174;Postau;9274922;Wörth a.d.Isar (VGem)
9274176;Rottenburg a.d.Laaber, Stadt;9274176;Rottenburg a.d.Laaber, Stadt
9274179;Schalkham;9274923;Gerzen (VGem)
9274182;Tiefenbach;9274182;Tiefenbach
9274183;Velden, Markt;9274927;Velden (VGem)
9274184;Vilsbiburg, Stadt;9274184;Vilsbiburg, Stadt
9274185;Vilsheim;9274185;Vilsheim
9274187;Weihmichl;9274921;Furth (VGem)
9274188;Weng;9274922;Wörth a.d.Isar (VGem)
9274191;Wörth a.d.Isar;9274922;Wörth a.d.Isar (VGem)
9274193;Wurmsham;9274927;Velden (VGem)
9274194;Bruckberg;9274194;Bruckberg
9275111;Aicha vorm Wald;9275111;Aicha vorm Wald
9275112;Aidenbach, Markt;9275932;Aidenbach (VGem)
9275114;Aldersbach;9275114;Aldersbach
9275116;Bad Füssing;9275116;Bad Füssing
9275117;Beutelsbach;9275932;Aidenbach (VGem)
9275118;Breitenberg;9275118;Breitenberg
9275119;Büchlberg;9275119;Büchlberg
9275120;Eging a.See, Markt;9275120;Eging a.See, Markt
9275121;Fürstenstein;9275121;Fürstenstein
9275122;Fürstenzell, Markt;9275122;Fürstenzell, Markt
9275124;Bad Griesbach i.Rottal, Stadt;9275124;Bad Griesbach i.Rottal, Stadt
9275125;Haarbach;9275125;Haarbach
9275126;Hauzenberg, Stadt;9275126;Hauzenberg, Stadt
9275127;Hofkirchen, Markt;9275127;Hofkirchen, Markt
9275128;Hutthurm, Markt;9275128;Hutthurm, Markt
9275130;Kirchham;9275130;Kirchham
9275131;Kößlarn, Markt;9275131;Kößlarn, Markt
9275132;Malching;9275934;Rotthalmünster (VGem)
9275133;Neuburg a.Inn;9275133;Neuburg a.Inn
9275134;Neuhaus a.Inn;9275134;Neuhaus a.Inn
9275135;Neukirchen vorm Wald;9275135;Neukirchen vorm Wald
9275137;Obernzell, Markt;9275137;Obernzell, Markt
9275138;Ortenburg, Markt;9275138;Ortenburg, Markt
9275141;Pocking, Stadt;9275141;Pocking, Stadt
9275143;Rotthalmünster, Markt;9275934;Rotthalmünster (VGem)
9275144;Ruderting;9275144;Ruderting
9275145;Ruhstorf a.d.Rott, Markt;9275145;Ruhstorf a.d.Rott, Markt
9275146;Salzweg;9275146;Salzweg
9275148;Sonnen;9275148;Sonnen
9275149;Tettenweis;9275149;Tettenweis
9275150;Thyrnau;9275150;Thyrnau
9275151;Tiefenbach;9275151;Tiefenbach
9275152;Tittling, Markt;9275929;Tittling (VGem)
9275153;Untergriesbach, Markt;9275153;Untergriesbach, Markt
9275154;Vilshofen an der Donau, Stadt;9275154;Vilshofen an der Donau, Stadt
9275156;Wegscheid, Markt;9275156;Wegscheid, Markt
9275159;Windorf, Markt;9275159;Windorf, Markt
9275160;Witzmannsberg;9275929;Tittling (VGem)
9276111;Achslach;9276938;Ruhmannsfelden (VGem)
9276113;Arnbruck;9276113;Arnbruck
9276115;Bayerisch Eisenstein;9276115;Bayerisch Eisenstein
9276116;Bischofsmais;9276116;Bischofsmais
9276117;Bodenmais, Markt;9276117;Bodenmais, Markt
9276118;Böbrach;9276118;Böbrach
9276120;Drachselsried;9276120;Drachselsried
9276121;Frauenau;9276121;Frauenau
9276122;Geiersthal;9276122;Geiersthal
9276123;Gotteszell;9276938;Ruhmannsfelden (VGem)
9276126;Kirchberg i.Wald;9276126;Kirchberg i.Wald
9276127;Kirchdorf i.Wald;9276127;Kirchdorf i.Wald
9276128;Kollnburg;9276128;Kollnburg
9276129;Langdorf;9276129;Langdorf
9276130;Lindberg;9276130;Lindberg
9276134;Patersdorf;9276134;Patersdorf
9276135;Prackenbach;9276135;Prackenbach
9276138;Regen, Stadt;9276138;Regen, Stadt
9276139;Rinchnach;9276139;Rinchnach
9276142;Ruhmannsfelden, Markt;9276938;Ruhmannsfelden (VGem)
9276143;Teisnach, Markt;9276143;Teisnach, Markt
9276144;Viechtach, Stadt;9276144;Viechtach, Stadt
9276146;Zachenberg;9276938;Ruhmannsfelden (VGem)
9276148;Zwiesel, Stadt;9276148;Zwiesel, Stadt
9277111;Arnstorf, Markt;9277111;Arnstorf, Markt
9277112;Bayerbach;9277941;Bad Birnbach (VGem)
9277113;Bad Birnbach, Markt;9277941;Bad Birnbach (VGem)
9277114;Dietersburg;9277114;Dietersburg
9277116;Eggenfelden, Stadt;9277116;Eggenfelden, Stadt
9277117;Egglham;9277117;Egglham
9277118;Ering;9277944;Ering (VGem)
9277119;Falkenberg;9277939;Falkenberg (VGem)
9277121;Gangkofen, Markt;9277121;Gangkofen, Markt
9277122;Geratskirchen;9277940;Massing (VGem)
9277124;Hebertsfelden;9277124;Hebertsfelden
9277126;Johanniskirchen;9277126;Johanniskirchen
9277127;Julbach;9277127;Julbach
9277128;Kirchdorf a.Inn;9277128;Kirchdorf a.Inn
9277131;Malgersdorf;9277939;Falkenberg (VGem)
9277133;Massing, Markt;9277940;Massing (VGem)
9277134;Mitterskirchen;9277134;Mitterskirchen
9277138;Pfarrkirchen, Stadt;9277138;Pfarrkirchen, Stadt
9277139;Postmünster;9277139;Postmünster
9277140;Reut;9277943;Tann (VGem)
9277141;Rimbach;9277939;Falkenberg (VGem)
9277142;Roßbach;9277142;Roßbach
9277144;Schönau;9277144;Schönau
9277145;Simbach a.Inn, Stadt;9277145;Simbach a.Inn, Stadt
9277147;Stubenberg;9277944;Ering (VGem)
9277148;Tann, Markt;9277943;Tann (VGem)
9277149;Triftern, Markt;9277149;Triftern, Markt
9277151;Unterdietfurt;9277151;Unterdietfurt
9277152;Wittibreut;9277152;Wittibreut
9277153;Wurmannsquick, Markt;9277153;Wurmannsquick, Markt
9277154;Zeilarn;9277154;Zeilarn
9278112;Aholfing;9278950;Rain (VGem)
9278113;Aiterhofen;9278956;Aiterhofen (VGem)
9278116;Ascha;9278948;Mitterfels (VGem)
9278117;Atting;9278950;Rain (VGem)
9278118;Bogen, Stadt;9278118;Bogen, Stadt
9278120;Falkenfels;9278948;Mitterfels (VGem)
9278121;Feldkirchen;9278121;Feldkirchen
9278123;Geiselhöring, Stadt;9278123;Geiselhöring, Stadt
9278129;Haibach;9278129;Haibach
9278134;Haselbach;9278948;Mitterfels (VGem)
9278139;Hunderdorf;9278949;Hunderdorf (VGem)
9278140;Irlbach;9278957;Straßkirchen (VGem)
9278141;Kirchroth;9278141;Kirchroth
9278143;Konzell;9278143;Konzell
9278144;Laberweinting;9278144;Laberweinting
9278146;Leiblfing;9278146;Leiblfing
9278147;Loitzendorf;9278946;Stallwang (VGem)
9278148;Mallersdorf-Pfaffenberg, Markt;9278148;Mallersdorf-Pfaffenberg, Markt
9278149;Mariaposching;9278952;Schwarzach (VGem)
9278151;Mitterfels, Markt;9278948;Mitterfels (VGem)
9278154;Neukirchen;9278949;Hunderdorf (VGem)
9278159;Niederwinkling;9278952;Schwarzach (VGem)
9278167;Oberschneiding;9278167;Oberschneiding
9278170;Parkstetten;9278170;Parkstetten
9278171;Perasdorf;9278952;Schwarzach (VGem)
9278172;Perkam;9278950;Rain (VGem)
9278177;Rain;9278950;Rain (VGem)
9278178;Rattenberg;9278178;Rattenberg
9278179;Rattiszell;9278946;Stallwang (VGem)
9278182;Salching;9278956;Aiterhofen (VGem)
9278184;Sankt Englmar;9278184;Sankt Englmar
9278187;Schwarzach, Markt;9278952;Schwarzach (VGem)
9278189;Stallwang;9278946;Stallwang (VGem)
9278190;Steinach;9278190;Steinach
9278192;Straßkirchen;9278957;Straßkirchen (VGem)
9278197;Wiesenfelden;9278197;Wiesenfelden
9278198;Windberg;9278949;Hunderdorf (VGem)
9279112;Dingolfing, Stadt;9279112;Dingolfing, Stadt
9279113;Eichendorf, Markt;9279113;Eichendorf, Markt
9279115;Frontenhausen, Markt;9279115;Frontenhausen, Markt
9279116;Gottfrieding;9279908;Mamming (VGem)
9279122;Landau a.d.Isar, Stadt;9279122;Landau a.d.Isar, Stadt
9279124;Loiching;9279124;Loiching
9279125;Mamming;9279908;Mamming (VGem)
9279126;Marklkofen;9279126;Marklkofen
9279127;Mengkofen;9279127;Mengkofen
9279128;Moosthenning;9279128;Moosthenning
9279130;Niederviehbach;9279130;Niederviehbach
9279132;Pilsting, Markt;9279132;Pilsting, Markt
9279134;Reisbach, Markt;9279134;Reisbach, Markt
9279135;Simbach, Markt;9279135;Simbach, Markt
9279137;Wallersdorf, Markt;9279137;Wallersdorf, Markt
9361000;Amberg;9361000;Amberg
9362000;Regensburg;9362000;Regensburg
9363000;Weiden i.d.OPf.;9363000;Weiden i.d.OPf.
9371111;Ammerthal;9371111;Ammerthal
9371113;Auerbach i.d.OPf., Stadt;9371113;Auerbach i.d.OPf., Stadt
9371116;Birgland;9371904;Illschwang (VGem)
9371118;Ebermannsdorf;9371118;Ebermannsdorf
9371119;Edelsfeld;9371119;Edelsfeld
9371120;Ensdorf;9371120;Ensdorf
9371121;Freihung, Markt;9371121;Freihung, Markt
9371122;Freudenberg;9371122;Freudenberg
9371123;Gebenbach;9371901;Hahnbach (VGem)
9371126;Hahnbach, Markt;9371901;Hahnbach (VGem)
9371127;Hirschau, Stadt;9371127;Hirschau, Stadt
9371128;Hirschbach;9371902;Königstein (VGem)
9371129;Hohenburg, Markt;9371129;Hohenburg, Markt
9371131;Illschwang;9371904;Illschwang (VGem)
9371132;Kastl, Markt;9371132;Kastl, Markt
9371135;Königstein, Markt;9371902;Königstein (VGem)
9371136;Kümmersbruck;9371136;Kümmersbruck
9371140;Etzelwang;9371903;Neukirchen b.Sulzbach-R. (VGem)
9371141;Neukirchen b.Sulzbach-Rosenberg;9371903;Neukirchen b.Sulzbach-R. (VGem)
9371144;Poppenricht;9371144;Poppenricht
9371146;Rieden, Markt;9371146;Rieden, Markt
9371148;Schmidmühlen, Markt;9371148;Schmidmühlen, Markt
9371150;Schnaittenbach, Stadt;9371150;Schnaittenbach, Stadt
9371151;Sulzbach-Rosenberg, Stadt;9371151;Sulzbach-Rosenberg, Stadt
9371154;Ursensollen;9371154;Ursensollen
9371156;Vilseck, Stadt;9371156;Vilseck, Stadt
9371157;Weigendorf;9371903;Neukirchen b.Sulzbach-R. (VGem)
9371452;Eichen;9371452;Eichen
9372112;Arnschwang;9372112;Arnschwang
9372113;Arrach;9372113;Arrach
9372115;Blaibach;9372115;Blaibach
9372116;Cham, Stadt;9372116;Cham, Stadt
9372117;Chamerau;9372117;Chamerau
9372124;Eschlkam, Markt;9372124;Eschlkam, Markt
9372125;Falkenstein, Markt;9372918;Falkenstein (VGem)
9372126;Furth im Wald, Stadt;9372126;Furth im Wald, Stadt
9372128;Gleißenberg;9372912;Weiding (VGem)
9372130;Grafenwiesen;9372130;Grafenwiesen
9372135;Hohenwarth;9372135;Hohenwarth
9372137;Bad Kötzting, Stadt;9372137;Bad Kötzting, Stadt
9372138;Lam, Markt;9372138;Lam, Markt
9372142;Michelsneukirchen;9372918;Falkenstein (VGem)
9372143;Miltach;9372143;Miltach
9372144;Neukirchen b.Hl.Blut, Markt;9372144;Neukirchen b.Hl.Blut, Markt
9372146;Pemfling;9372146;Pemfling
9372147;Pösing;9372910;Stamsried (VGem)
9372149;Reichenbach;9372913;Walderbach (VGem)
9372150;Rettenbach;9372918;Falkenstein (VGem)
9372151;Rimbach;9372151;Rimbach
9372153;Roding, Stadt;9372153;Roding, Stadt
9372154;Rötz, Stadt;9372154;Rötz, Stadt
9372155;Runding;9372155;Runding
9372157;Schönthal;9372157;Schönthal
9372158;Schorndorf;9372158;Schorndorf
9372161;Stamsried, Markt;9372910;Stamsried (VGem)
9372163;Tiefenbach;9372908;Tiefenbach (VGem)
9372164;Traitsching;9372164;Traitsching
9372165;Treffelstein;9372908;Tiefenbach (VGem)
9372167;Zell;9372917;Wald (VGem)
9372168;Waffenbrunn;9372168;Waffenbrunn
9372169;Wald;9372917;Wald (VGem)
9372170;Walderbach;9372913;Walderbach (VGem)
9372171;Waldmünchen, Stadt;9372171;Waldmünchen, Stadt
9372174;Weiding;9372912;Weiding (VGem)
9372175;Willmering;9372175;Willmering
9372177;Zandt;9372177;Zandt
9372178;Lohberg;9372178;Lohberg
9373112;Berching, Stadt;9373112;Berching, Stadt
9373113;Berg b.Neumarkt i.d.OPf.;9373113;Berg b.Neumarkt i.d.OPf.
9373114;Berngau;9373921;Neumarkt i.d.OPf. (VGem)
9373115;Breitenbrunn, Markt;9373115;Breitenbrunn, Markt
