"Gemeinden (2020) Kennziffer";"Gemeinden (2020) Name";"Gemeindeverbände (2020) Kennziffer";"Gemeindeverbände (2020) Name"
"13076146";"Warlow";"13076959";"Ludwigslust-Land"
"13076147";"Warsow";"13076965";"Stralendorf"
"13076148";"Weitendorf";"13076964";"Sternberger Seenlandschaft"
"13076151";"Werder";"13076955";"Eldenburg Lübz"
"13076152";"Wittenburg, Stadt";"13076966";"Wittenburg"
"13076153";"Wittendörp";"13076966";"Wittenburg"
"13076154";"Wittenförden";"13076965";"Stralendorf"
"13076155";"Witzin";"13076964";"Sternberger Seenlandschaft"
"13076156";"Wöbbelin";"13076959";"Ludwigslust-Land"
"13076158";"Zapel";"13076968";"Crivitz"
"13076159";"Zarrentin am Schaalsee, Stadt";"13076967";"Zarrentin"
"13076160";"Ziegendorf";"13076962";"Parchimer Umland"
"13076161";"Zierzow";"13076957";"Grabow"
"13076162";"Zölkow";"13076962";"Parchimer Umland"
"13076163";"Zülow";"13076965";"Stralendorf"
"13076164";"Obere Warnow";"13076962";"Parchimer Umland"
"13076165";"Gehlsbach";"13076955";"Eldenburg Lübz"
"13076166";"Ganzlin";"13076963";"Plau am See"
"13076167";"Kloster Tempzin";"13076964";"Sternberger Seenlandschaft"
"13076168";"Ruhner Berge";"13076955";"Eldenburg Lübz"
"13076169";"Toddin";"13076958";"Hagenow-Land"
"14511000";"Chemnitz, Stadt";"14511000";"Chemnitz, Stadt"
"14521010";"Amtsberg";"14521010";"Amtsberg"
"14521020";"Annaberg-Buchholz, Stadt";"14521020";"Annaberg-Buchholz, Stadt"
"14521035";"Aue-Bad Schlema, Stadt";"14521035";"Aue-Bad Schlema, Stadt"
"14521040";"Auerbach";"14521903";"Burkhardtsdorf"
"14521060";"Bärenstein";"14521901";"Bärenstein-Königswalde"
"14521080";"Bockau";"14521939";"Zschorlau"
"14521090";"Börnichen/Erzgeb.";"14521905";"Wildenstein"
"14521110";"Breitenbrunn/Erzgeb.";"14521110";"Breitenbrunn/Erzgeb."
"14521120";"Burkhardtsdorf";"14521903";"Burkhardtsdorf"
"14521130";"Crottendorf";"14521130";"Crottendorf"
"14521140";"Deutschneudorf";"14521932";"Seiffen/Erzgeb."
"14521150";"Drebach";"14521150";"Drebach"
"14521160";"Ehrenfriedersdorf, Stadt";"14521160";"Ehrenfriedersdorf, Stadt"
"14521170";"Eibenstock, Stadt";"14521170";"Eibenstock, Stadt"
"14521180";"Elterlein, Stadt";"14521940";"Zwönitz"
"14521200";"Gelenau/Erzgeb.";"14521200";"Gelenau/Erzgeb."
"14521210";"Geyer, Stadt";"14521910";"Geyer"
"14521220";"Gornau/Erzgeb.";"14521938";"Zschopau"
"14521230";"Gornsdorf";"14521903";"Burkhardtsdorf"
"14521240";"Großolbersdorf";"14521240";"Großolbersdorf"
"14521250";"Großrückerswalde";"14521250";"Großrückerswalde"
"14521260";"Grünhain-Beierfeld, Stadt";"14521260";"Grünhain-Beierfeld, Stadt"
"14521270";"Grünhainichen";"14521905";"Wildenstein"
"14521280";"Heidersdorf";"14521932";"Seiffen/Erzgeb."
"14521290";"Hohndorf";"14521290";"Hohndorf"
"14521310";"Jahnsdorf/Erzgeb.";"14521310";"Jahnsdorf/Erzgeb."
"14521320";"Johanngeorgenstadt, Stadt";"14521320";"Johanngeorgenstadt, Stadt"
"14521330";"Jöhstadt, Stadt";"14521330";"Jöhstadt, Stadt"
"14521340";"Königswalde";"14521901";"Bärenstein-Königswalde"
"14521355";"Lauter-Bernsbach, Stadt";"14521355";"Lauter-Bernsbach, Stadt"
"14521370";"Lößnitz, Stadt";"14521370";"Lößnitz, Stadt"
"14521380";"Lugau/Erzgeb., Stadt";"14521915";"Lugau"
"14521390";"Marienberg, Stadt";"14521390";"Marienberg, Stadt"
"14521400";"Mildenau";"14521400";"Mildenau"
"14521410";"Neukirchen/Erzgeb.";"14521410";"Neukirchen/Erzgeb."
"14521420";"Niederdorf";"14521933";"Stollberg/Erzgeb."
"14521430";"Niederwürschnitz";"14521915";"Lugau"
"14521440";"Oberwiesenthal, Kurort, Stadt";"14521440";"Oberwiesenthal, Kurort, Stadt"
"14521450";"Oelsnitz/Erzgeb., Stadt";"14521450";"Oelsnitz/Erzgeb., Stadt"
"14521460";"Olbernhau, Stadt";"14521460";"Olbernhau, Stadt"
"14521495";"Pockau-Lengefeld, Stadt";"14521495";"Pockau-Lengefeld, Stadt"
"14521500";"Raschau-Markersbach";"14521500";"Raschau-Markersbach"
"14521510";"Scheibenberg, Stadt";"14521930";"Scheibenberg-Schlettau"
"14521520";"Schlettau, Stadt";"14521930";"Scheibenberg-Schlettau"
"14521530";"Schneeberg, Stadt";"14521530";"Schneeberg, Stadt"
"14521540";"Schönheide";"14521540";"Schönheide"
"14521550";"Schwarzenberg/Erzgeb., Stadt";"14521550";"Schwarzenberg/Erzgeb., Stadt"
"14521560";"Sehmatal";"14521560";"Sehmatal"
"14521570";"Seiffen/Erzgeb., Kurort";"14521932";"Seiffen/Erzgeb."
"14521590";"Stollberg/Erzgeb., Stadt";"14521933";"Stollberg/Erzgeb."
"14521600";"Stützengrün";"14521600";"Stützengrün"
"14521610";"Tannenberg";"14521910";"Geyer"
"14521620";"Thalheim/Erzgeb., Stadt";"14521620";"Thalheim/Erzgeb., Stadt"
"14521630";"Thermalbad Wiesenbad";"14521630";"Thermalbad Wiesenbad"
"14521640";"Thum, Stadt";"14521640";"Thum, Stadt"
"14521670";"Wolkenstein, Stadt";"14521670";"Wolkenstein, Stadt"
"14521690";"Zschopau, Stadt";"14521938";"Zschopau"
"14521700";"Zschorlau";"14521939";"Zschorlau"
"14521710";"Zwönitz, Stadt";"14521940";"Zwönitz"
"14522010";"Altmittweida";"14522919";"Mittweida"
"14522020";"Augustusburg, Stadt";"14522020";"Augustusburg, Stadt"
"14522035";"Bobritzsch-Hilbersdorf";"14522035";"Bobritzsch-Hilbersdorf"
"14522050";"Brand-Erbisdorf, Stadt";"14522050";"Brand-Erbisdorf, Stadt"
"14522060";"Burgstädt, Stadt";"14522902";"Burgstädt"
"14522070";"Claußnitz";"14522070";"Claußnitz"
"14522080";"Döbeln, Stadt";"14522080";"Döbeln, Stadt"
"14522090";"Dorfchemnitz";"14522929";"Sayda/Dorfchemnitz"
"14522110";"Eppendorf";"14522110";"Eppendorf"
"14522120";"Erlau";"14522120";"Erlau"
"14522140";"Flöha, Stadt";"14522140";"Flöha, Stadt"
"14522150";"Frankenberg/Sa., Stadt";"14522150";"Frankenberg/Sa., Stadt"
"14522170";"Frauenstein, Stadt";"14522170";"Frauenstein, Stadt"
"14522180";"Freiberg, Stadt, Universitätsstadt";"14522180";"Freiberg, Stadt, Universitätsstadt"
"14522190";"Geringswalde, Stadt";"14522190";"Geringswalde, Stadt"
"14522200";"Großhartmannsdorf";"14522200";"Großhartmannsdorf"
"14522210";"Großschirma, Stadt";"14522210";"Großschirma, Stadt"
"14522220";"Großweitzschen";"14522220";"Großweitzschen"
"14522230";"Hainichen, Stadt";"14522230";"Hainichen, Stadt"
"14522240";"Halsbrücke";"14522240";"Halsbrücke"
"14522250";"Hartha, Stadt";"14522250";"Hartha, Stadt"
"14522260";"Hartmannsdorf";"14522260";"Hartmannsdorf"
"14522280";"Königsfeld";"14522926";"Rochlitz"
"14522290";"Königshain-Wiederau";"14522290";"Königshain-Wiederau"
"14522300";"Kriebstein";"14522300";"Kriebstein"
"14522310";"Leisnig, Stadt";"14522310";"Leisnig, Stadt"
"14522320";"Leubsdorf";"14522320";"Leubsdorf"
"14522330";"Lichtenau";"14522330";"Lichtenau"
"14522340";"Lichtenberg/Erzgeb.";"14522913";"Lichtenberg-Weißenborn"
"14522350";"Lunzenau, Stadt";"14522350";"Lunzenau, Stadt"
"14522360";"Mittweida, Stadt, Hochschulstadt";"14522919";"Mittweida"
"14522380";"Mühlau";"14522902";"Burgstädt"
"14522390";"Mulda/Sa.";"14522390";"Mulda/Sa."
"14522400";"Neuhausen/Erzgeb.";"14522400";"Neuhausen/Erzgeb."
"14522420";"Niederwiesa";"14522420";"Niederwiesa"
"14522430";"Oberschöna";"14522430";"Oberschöna"
"14522440";"Oederan, Stadt";"14522440";"Oederan, Stadt"
"14522450";"Ostrau";"14522923";"Ostrau"
"14522460";"Penig, Stadt";"14522460";"Penig, Stadt"
"14522470";"Rechenberg-Bienenmühle";"14522470";"Rechenberg-Bienenmühle"
"14522480";"Reinsberg";"14522480";"Reinsberg"
"14522490";"Rochlitz, Stadt";"14522926";"Rochlitz"
"14522500";"Rossau";"14522500";"Rossau"
"14522510";"Roßwein, Stadt";"14522510";"Roßwein, Stadt"
"14522520";"Sayda, Stadt";"14522929";"Sayda/Dorfchemnitz"
"14522530";"Seelitz";"14522926";"Rochlitz"
"14522540";"Striegistal";"14522540";"Striegistal"
"14522550";"Taura";"14522902";"Burgstädt"
"14522570";"Waldheim, Stadt";"14522570";"Waldheim, Stadt"
"14522580";"Wechselburg";"14522580";"Wechselburg"
"14522590";"Weißenborn/Erzgeb.";"14522913";"Lichtenberg-Weißenborn"
"14522600";"Zettlitz";"14522926";"Rochlitz"
"14522620";"Zschaitz-Ottewig";"14522923";"Ostrau"
"14523010";"Adorf/Vogtl., Stadt";"14523010";"Adorf/Vogtl., Stadt"
"14523020";"Auerbach/Vogtl., Stadt";"14523020";"Auerbach/Vogtl., Stadt"
"14523030";"Bad Brambach";"14523030";"Bad Brambach"
"14523040";"Bad Elster, Stadt";"14523040";"Bad Elster, Stadt"
"14523050";"Bergen";"14523902";"Jägerswald"
"14523060";"Bösenbrunn";"14523922";"Oelsnitz/Vogtl., Bösenbrunn, Eichigt und Triebel/V"
"14523080";"Eichigt";"14523922";"Oelsnitz/Vogtl., Bösenbrunn, Eichigt und Triebel/V"
"14523090";"Ellefeld";"14523090";"Ellefeld"
"14523100";"Elsterberg, Stadt";"14523100";"Elsterberg, Stadt"
"14523120";"Falkenstein/Vogtl., Stadt";"14523907";"Falkenstein"
"14523130";"Grünbach";"14523907";"Falkenstein"
"14523150";"Heinsdorfergrund";"14523925";"Reichenbach im Vogtland"
"14523160";"Klingenthal, Stadt";"14523160";"Klingenthal, Stadt"
"14523170";"Lengenfeld, Stadt";"14523170";"Lengenfeld, Stadt"
"14523190";"Limbach";"14523920";"Netzschkau-Limbach"
"14523200";"Markneukirchen, Stadt";"14523200";"Markneukirchen, Stadt"
"14523230";"Mühlental";"14523931";"Schöneck/Mühlental"
"14523245";"Muldenhammer";"14523245";"Muldenhammer"
"14523260";"Netzschkau, Stadt";"14523920";"Netzschkau-Limbach"
"14523270";"Neuensalz";"14523934";"Treuen/Neuensalz"
"14523280";"Neumark";"14523280";"Neumark"
"14523290";"Neustadt/Vogtl.";"14523907";"Falkenstein"
"14523300";"Oelsnitz/Vogtl., Stadt";"14523922";"Oelsnitz/Vogtl., Bösenbrunn, Eichigt und Triebel/V"
"14523310";"Pausa-Mühltroff, Stadt";"14523310";"Pausa-Mühltroff, Stadt"
"14523320";"Plauen, Stadt";"14523320";"Plauen, Stadt"
"14523330";"Pöhl";"14523330";"Pöhl"
"14523340";"Reichenbach im Vogtland, Stadt";"14523925";"Reichenbach im Vogtland"
"14523360";"Rodewisch, Stadt";"14523360";"Rodewisch, Stadt"
"14523365";"Rosenbach/Vogtl.";"14523365";"Rosenbach/Vogtl."
"14523370";"Schöneck/Vogtl., Stadt";"14523931";"Schöneck/Mühlental"
"14523380";"Steinberg";"14523380";"Steinberg"
"14523410";"Theuma";"14523902";"Jägerswald"
"14523420";"Tirpersdorf";"14523902";"Jägerswald"
"14523430";"Treuen, Stadt";"14523934";"Treuen/Neuensalz"
"14523440";"Triebel/Vogtl.";"14523922";"Oelsnitz/Vogtl., Bösenbrunn, Eichigt und Triebel/V"
"14523450";"Weischlitz";"14523450";"Weischlitz"
"14523460";"Werda";"14523902";"Jägerswald"
"14524010";"Bernsdorf";"14524928";"Rund um den Auersberg"
"14524020";"Callenberg";"14524020";"Callenberg"
"14524030";"Crimmitschau, Stadt";"14524904";"Crimmitschau-Dennheritz"
"14524040";"Crinitzberg";"14524911";"Kirchberg"
"14524050";"Dennheritz";"14524904";"Crimmitschau-Dennheritz"
"14524060";"Fraureuth";"14524060";"Fraureuth"
"14524070";"Gersdorf";"14524070";"Gersdorf"
"14524080";"Glauchau, Stadt";"14524080";"Glauchau, Stadt"
"14524090";"Hartenstein, Stadt";"14524090";"Hartenstein, Stadt"
"14524100";"Hartmannsdorf b. Kirchberg";"14524911";"Kirchberg"
"14524110";"Hirschfeld";"14524911";"Kirchberg"
"14524120";"Hohenstein-Ernstthal, Stadt";"14524120";"Hohenstein-Ernstthal, Stadt"
"14524130";"Kirchberg, Stadt";"14524911";"Kirchberg"
"14524140";"Langenbernsdorf";"14524140";"Langenbernsdorf"
"14524150";"Langenweißbach";"14524150";"Langenweißbach"
"14524160";"Lichtenstein/Sa., Stadt";"14524928";"Rund um den Auersberg"
"14524170";"Lichtentanne";"14524170";"Lichtentanne"
"14524180";"Limbach-Oberfrohna, Stadt";"14524914";"Limbach-Oberfrohna"
"14524190";"Meerane, Stadt";"14524918";"Meerane-Schönberg"
"14524200";"Mülsen";"14524200";"Mülsen"
"14524210";"Neukirchen/Pleiße";"14524210";"Neukirchen/Pleiße"
"14524220";"Niederfrohna";"14524914";"Limbach-Oberfrohna"
"14524230";"Oberlungwitz, Stadt";"14524230";"Oberlungwitz, Stadt"
"14524240";"Oberwiera";"14524935";"Waldenburg"
"14524250";"Reinsdorf";"14524250";"Reinsdorf"
"14524260";"Remse";"14524935";"Waldenburg"
"14524270";"Schönberg";"14524918";"Meerane-Schönberg"
"14524280";"St. Egidien";"14524928";"Rund um den Auersberg"
"14524290";"Waldenburg, Stadt";"14524935";"Waldenburg"
"14524300";"Werdau, Stadt";"14524300";"Werdau, Stadt"
"14524310";"Wildenfels, Stadt";"14524310";"Wildenfels, Stadt"
"14524320";"Wilkau-Haßlau, Stadt";"14524320";"Wilkau-Haßlau, Stadt"
"14524330";"Zwickau, Stadt";"14524330";"Zwickau, Stadt"
"14612000";"Dresden, Stadt";"14612000";"Dresden, Stadt"
"14625010";"Arnsdorf";"14625010";"Arnsdorf"
"14625020";"Bautzen / Budyšin, Stadt";"14625020";"Bautzen / Budyšin, Stadt"
"14625030";"Bernsdorf, Stadt";"14625030";"Bernsdorf, Stadt"
"14625040";"Bischofswerda, Stadt";"14625907";"Bischofswerda"
"14625060";"Burkau";"14625060";"Burkau"
"14625080";"Crostwitz / Chrós?icy";"14625901";"Am Klosterwasser"
"14625090";"Cunewalde";"14625090";"Cunewalde"
"14625100";"Demitz-Thumitz";"14625100";"Demitz-Thumitz"
"14625110";"Doberschau-Gaußig / Dobruša-Huska";"14625110";"Doberschau-Gaußig / Dobruša-Huska"
"14625120";"Elsterheide / Halštrowska Hola";"14625120";"Elsterheide / Halštrowska Hola"
"14625130";"Elstra, Stadt";"14625130";"Elstra, Stadt"
"14625140";"Frankenthal";"14625911";"Großharthau"
"14625150";"Göda / Hod?ij";"14625150";"Göda / Hod?ij"
"14625160";"Großdubrau / Wulka Dubrawa";"14625960";"Großdubrau / Wulka Dubrawa"
"14625170";"Großharthau";"14625911";"Großharthau"
"14625180";"Großnaundorf";"14625931";"Pulsnitz"
"14625190";"Großpostwitz/O.L. / Budestecy";"14625912";"Großpostwitz/O.L."
"14625200";"Großröhrsdorf, Stadt";"14625200";"Großröhrsdorf, Stadt"
"14625220";"Haselbachtal";"14625220";"Haselbachtal"
"14625230";"Hochkirch / Bukecy";"14625230";"Hochkirch / Bukecy"
"14625240";"Hoyerswerda / Wojerecy, Stadt";"14625240";"Hoyerswerda / Wojerecy, Stadt"
"14625250";"Kamenz / Kamjenc, Stadt";"14625250";"Kamenz / Kamjenc, Stadt"
"14625270";"Königsbrück, Stadt";"14625918";"Königsbrück"
"14625280";"Königswartha / Rakecy";"14625980";"Königswartha / Rakecy"
"14625290";"Kubschütz / Kubšicy";"14625290";"Kubschütz / Kubšicy"
"14625300";"Laußnitz";"14625918";"Königsbrück"
"14625310";"Lauta, Stadt";"14625310";"Lauta, Stadt"
"14625320";"Lichtenberg";"14625931";"Pulsnitz"
"14625330";"Lohsa / ?az";"14625330";"Lohsa / ?az"
"14625340";"Malschwitz / Malešecy";"14625340";"Malschwitz / Malešecy"
"14625350";"Nebelschütz / Njebjel?icy";"14625901";"Am Klosterwasser"
"14625360";"Neschwitz / Njeswa?id?o";"14625923";"Neschwitz"
"14625370";"Neukirch";"14625918";"Königsbrück"
"14625380";"Neukirch/Lausitz";"14625380";"Neukirch/Lausitz"
"14625390";"Obergurig / Hornja Hórka";"14625912";"Großpostwitz/O.L."
"14625410";"Ohorn";"14625931";"Pulsnitz"
"14625420";"Oßling";"14625420";"Oßling"
"14625430";"Ottendorf-Okrilla";"14625430";"Ottendorf-Okrilla"
"14625440";"Panschwitz-Kuckau / Pan?icy-Kukow";"14625901";"Am Klosterwasser"
"14625450";"Pulsnitz, Stadt";"14625931";"Pulsnitz"
"14625460";"Puschwitz / Bóšicy";"14625923";"Neschwitz"
"14625470";"Räckelwitz / Worklecy";"14625901";"Am Klosterwasser"
"14625480";"Radeberg, Stadt";"14625480";"Radeberg, Stadt"
"14625490";"Radibor / Radwor";"14625490";"Radibor / Radwor"
"14625500";"Ralbitz-Rosenthal / Ralbicy-Róžant";"14625901";"Am Klosterwasser"
"14625510";"Rammenau";"14625907";"Bischofswerda"
"14625525";"Schirgiswalde-Kirschau, Stadt";"14625525";"Schirgiswalde-Kirschau, Stadt"
"14625530";"Schmölln-Putzkau";"14625530";"Schmölln-Putzkau"
"14625550";"Schwepnitz";"14625550";"Schwepnitz"
"14625560";"Sohland a. d. Spree";"14625560";"Sohland a. d. Spree"
"14625570";"Spreetal / Sprjewiny Do?";"14625970";"Spreetal / Sprjewiny Do?"
"14625580";"Steina";"14625931";"Pulsnitz"
"14625590";"Steinigtwolmsdorf";"14625590";"Steinigtwolmsdorf"
"14625600";"Wachau";"14625600";"Wachau"
"14625610";"Weißenberg / Wóspork, Stadt";"14625610";"Weißenberg / Wóspork, Stadt"
"14625630";"Wilthen, Stadt";"14625630";"Wilthen, Stadt"
"14625640";"Wittichenau / Kulow, Stadt";"14625640";"Wittichenau / Kulow, Stadt"
"14626010";"Bad Muskau / Mužakow, Stadt";"14626903";"Bad Muskau"
"14626020";"Beiersdorf";"14626928";"Oppach-Beiersdorf"
"14626030";"Bernstadt a. d. Eigen, Stadt";"14626906";"Bernstadt / Schönau-Berzdorf"
"14626050";"Bertsdorf-Hörnitz";"14626927";"Olbersdorf"
"14626060";"Boxberg/O.L. / Hamor";"14626960";"Boxberg/O.L. / Hamor"
"14626070";"Dürrhennersdorf";"14626924";"Neusalza-Spremberg"
"14626085";"Ebersbach-Neugersdorf, Stadt";"14626085";"Ebersbach-Neugersdorf, Stadt"
"14626100";"Gablenz / Jab?o?c";"14626903";"Bad Muskau"
"14626110";"Görlitz, Stadt";"14626110";"Görlitz, Stadt"
"14626120";"Groß Düben / D??win";"14626937";"Schleife"
"14626140";"Großschönau";"14626914";"Großschönau-Hainewalde"
"14626150";"Großschweidnitz";"14626920";"Löbau"
"14626160";"Hähnichen";"14626935";"Rothenburg/O.L."
"14626170";"Hainewalde";"14626914";"Großschönau-Hainewalde"
"14626180";"Herrnhut, Stadt";"14626180";"Herrnhut, Stadt"
"14626190";"Hohendubrau / Wysoka Dubrawa";"14626902";"Diehsa"
"14626200";"Horka";"14626953";"Weißer Schöps/Neiße"
"14626210";"Jonsdorf, Kurort";"14626927";"Olbersdorf"
"14626230";"Kodersdorf";"14626953";"Weißer Schöps/Neiße"
"14626240";"Königshain";"14626932";"Reichenbach/O.L."
"14626245";"Kottmar";"14626245";"Kottmar"
"14626250";"Krauschwitz i.d. O.L. / Krušwica";"14626950";"Krauschwitz i.d. O.L. / Krušwica"
"14626260";"Kreba-Neudorf / Chrjebja-Nowa Wjes";"14626933";"Rietschen"
"14626270";"Lawalde";"14626920";"Löbau"
"14626280";"Leutersdorf";"14626280";"Leutersdorf"
"14626290";"Löbau, Stadt";"14626920";"Löbau"
"14626300";"Markersdorf";"14626300";"Markersdorf"
"14626310";"Mittelherwigsdorf";"14626310";"Mittelherwigsdorf"
"14626320";"Mücka / Mikow";"14626902";"Diehsa"
"14626330";"Neißeaue";"14626953";"Weißer Schöps/Neiße"
"14626350";"Neusalza-Spremberg, Stadt";"14626924";"Neusalza-Spremberg"
"14626370";"Niesky, Stadt";"14626370";"Niesky, Stadt"
"14626390";"Oderwitz";"14626390";"Oderwitz"
"14626400";"Olbersdorf";"14626927";"Olbersdorf"
"14626410";"Oppach";"14626928";"Oppach-Beiersdorf"
"14626420";"Ostritz, Stadt";"14626420";"Ostritz, Stadt"
"14626430";"Oybin";"14626927";"Olbersdorf"
"14626440";"Quitzdorf am See";"14626902";"Diehsa"
"14626450";"Reichenbach/O.L., Stadt";"14626932";"Reichenbach/O.L."
"14626460";"Rietschen / R??icy";"14626933";"Rietschen"
"14626470";"Rosenbach";"14626920";"Löbau"
"14626480";"Rothenburg/O.L., Stadt";"14626935";"Rothenburg/O.L."
"14626490";"Schleife / Slepo";"14626937";"Schleife"
"14626500";"Schönau-Berzdorf a. d. Eigen";"14626906";"Bernstadt / Schönau-Berzdorf"
"14626510";"Schönbach";"14626924";"Neusalza-Spremberg"
"14626520";"Schöpstal";"14626953";"Weißer Schöps/Neiße"
"14626530";"Seifhennersdorf, Stadt";"14626530";"Seifhennersdorf, Stadt"
"14626560";"Trebendorf / Trjebin";"14626937";"Schleife"
"14626570";"Vierkirchen";"14626932";"Reichenbach/O.L."
"14626580";"Waldhufen";"14626902";"Diehsa"
"14626590";"Weißkeißel / Wuskid?";"14626942";"Weißwasser/O.L."
"14626600";"Weißwasser/O.L., Stadt / B??a Woda";"14626942";"Weißwasser/O.L."
"14626610";"Zittau, Stadt";"14626610";"Zittau, Stadt"
"14627010";"Coswig, Stadt";"14627010";"Coswig, Stadt"
"14627020";"Diera-Zehren";"14627020";"Diera-Zehren"
"14627030";"Ebersbach";"14627030";"Ebersbach"
"14627040";"Glaubitz";"14627925";"Nünchritz"
"14627050";"Gröditz, Stadt";"14627050";"Gröditz, Stadt"
"14627060";"Großenhain, Stadt";"14627060";"Großenhain, Stadt"
"14627070";"Hirschstein";"14627070";"Hirschstein"
"14627080";"Käbschütztal";"14627080";"Käbschütztal"
"14627100";"Klipphausen";"14627100";"Klipphausen"
"14627110";"Lampertswalde";"14627938";"Schönfeld"
"14627130";"Lommatzsch, Stadt";"14627130";"Lommatzsch, Stadt"
"14627140";"Meißen, Stadt";"14627140";"Meißen, Stadt"
"14627150";"Moritzburg";"14627150";"Moritzburg"
"14627170";"Niederau";"14627170";"Niederau"
"14627180";"Nossen, Stadt";"14627180";"Nossen, Stadt"
"14627190";"Nünchritz";"14627925";"Nünchritz"
"14627200";"Priestewitz";"14627200";"Priestewitz"
"14627210";"Radebeul, Stadt";"14627210";"Radebeul, Stadt"
"14627220";"Radeburg, Stadt";"14627220";"Radeburg, Stadt"
"14627230";"Riesa, Stadt";"14627230";"Riesa, Stadt"
"14627240";"Röderaue";"14627934";"Röderaue-Wülknitz"
"14627250";"Schönfeld";"14627938";"Schönfeld"
"14627260";"Stauchitz";"14627260";"Stauchitz"
"14627270";"Strehla, Stadt";"14627270";"Strehla, Stadt"
"14627290";"Thiendorf";"14627290";"Thiendorf"
"14627310";"Weinböhla";"14627310";"Weinböhla"
"14627340";"Wülknitz";"14627934";"Röderaue-Wülknitz"
"14627360";"Zeithain";"14627360";"Zeithain"
"14628010";"Altenberg, Stadt";"14628901";"Altenberg"
"14628020";"Bad Gottleuba-Berggießhübel, Stadt";"14628902";"Bad Gottleuba-Berggießhübel"
"14628030";"Bad Schandau, Stadt";"14628904";"Bad Schandau"
"14628040";"Bahretal";"14628902";"Bad Gottleuba-Berggießhübel"
"14628050";"Bannewitz";"14628050";"Bannewitz"
"14628060";"Dippoldiswalde, Stadt";"14628060";"Dippoldiswalde, Stadt"
"14628070";"Dohma";"14628929";"Pirna"
"14628080";"Dohna, Stadt";"14628909";"Dohna-Müglitztal"
"14628090";"Dorfhain";"14628940";"Tharandt"
"14628100";"Dürrröhrsdorf-Dittersbach";"14628100";"Dürrröhrsdorf-Dittersbach"
"14628110";"Freital, Stadt";"14628110";"Freital, Stadt"
"14628130";"Glashütte, Stadt";"14628130";"Glashütte, Stadt"
"14628140";"Gohrisch";"14628919";"Königstein/Sächs. Schw."
"14628150";"Hartmannsdorf-Reichenau";"14628930";"Klingenberg"
"14628160";"Heidenau, Stadt";"14628160";"Heidenau, Stadt"
"14628170";"Hermsdorf/Erzgeb.";"14628901";"Altenberg"
"14628190";"Hohnstein, Stadt";"14628190";"Hohnstein, Stadt"
"14628205";"Klingenberg";"14628930";"Klingenberg"
"14628210";"Königstein/Sächs. Schw., Stadt";"14628919";"Königstein/Sächs. Schw."
"14628220";"Kreischa";"14628220";"Kreischa"
"14628230";"Liebstadt, Stadt";"14628902";"Bad Gottleuba-Berggießhübel"
"14628240";"Lohmen";"14628921";"Lohmen/Stadt Wehlen"
"14628250";"Müglitztal";"14628909";"Dohna-Müglitztal"
"14628260";"Neustadt in Sachsen, Stadt";"14628260";"Neustadt in Sachsen, Stadt"
"14628270";"Pirna, Stadt";"14628929";"Pirna"
"14628300";"Rabenau, Stadt";"14628300";"Rabenau, Stadt"
"14628310";"Rathen, Kurort";"14628919";"Königstein/Sächs. Schw."
"14628320";"Rathmannsdorf";"14628904";"Bad Schandau"
"14628330";"Reinhardtsdorf-Schöna";"14628904";"Bad Schandau"
"14628340";"Rosenthal-Bielatal";"14628919";"Königstein/Sächs. Schw."
"14628360";"Sebnitz, Stadt";"14628360";"Sebnitz, Stadt"
"14628370";"Stadt Wehlen, Stadt";"14628921";"Lohmen/Stadt Wehlen"
"14628380";"Stolpen, Stadt";"14628380";"Stolpen, Stadt"
"14628390";"Struppen";"14628919";"Königstein/Sächs. Schw."
"14628400";"Tharandt, Stadt";"14628940";"Tharandt"
"14628410";"Wilsdruff, Stadt";"14628410";"Wilsdruff, Stadt"
"14713000";"Leipzig, Stadt";"14713000";"Leipzig, Stadt"
"14729010";"Bad Lausick, Stadt";"14729901";"Bad Lausick"
"14729020";"Belgershain";"14729907";"Naunhof"
"14729030";"Bennewitz";"14729030";"Bennewitz"
"14729040";"Böhlen, Stadt";"14729040";"Böhlen, Stadt"
"14729050";"Borna, Stadt";"14729050";"Borna, Stadt"
"14729060";"Borsdorf";"14729060";"Borsdorf"
"14729070";"Brandis, Stadt";"14729070";"Brandis, Stadt"
"14729080";"Colditz, Stadt";"14729080";"Colditz, Stadt"
"14729100";"Elstertrebnitz";"14729908";"Pegau"
"14729140";"Frohburg, Stadt";"14729140";"Frohburg, Stadt"
"14729150";"Geithain, Stadt";"14729150";"Geithain, Stadt"
"14729160";"Grimma, Stadt";"14729160";"Grimma, Stadt"
"14729170";"Groitzsch, Stadt";"14729170";"Groitzsch, Stadt"
"14729190";"Großpösna";"14729190";"Großpösna"
"14729220";"Kitzscher, Stadt";"14729220";"Kitzscher, Stadt"
"14729245";"Lossatal";"14729245";"Lossatal"
"14729250";"Machern";"14729250";"Machern"
"14729260";"Markkleeberg, Stadt";"14729260";"Markkleeberg, Stadt"
"14729270";"Markranstädt, Stadt";"14729270";"Markranstädt, Stadt"
"14729300";"Naunhof, Stadt";"14729907";"Naunhof"
"14729320";"Neukieritzsch";"14729320";"Neukieritzsch"
"14729330";"Otterwisch";"14729901";"Bad Lausick"
"14729340";"Parthenstein";"14729907";"Naunhof"
"14729350";"Pegau, Stadt";"14729908";"Pegau"
"14729360";"Regis-Breitingen, Stadt";"14729360";"Regis-Breitingen, Stadt"
