"","Raumordnungsregion Nr","Raumordnungsregion","Jahr","Bevoelkerung","GISD_Score","TS_Bildung","TS_Einkommen","TS_Arbeitswelt","GISD_5","GISD_10","GISD_k"
"64","103","Schleswig-Holstein Ost",2001,416902,0.778212,0.783760450224687,0.892845926361733,0.596880054704765,5,9,3
"65","103","Schleswig-Holstein Ost",2002,416902,0.78303,0.7945996249946,0.890944825089198,0.595643861079833,5,9,3
"66","103","Schleswig-Holstein Ost",2003,416902,0.768757,0.759193644428351,0.889563497457995,0.609615865981091,5,9,3
"67","103","Schleswig-Holstein Ost",2004,416902,0.76076,0.746017094612416,0.882955342246155,0.616616355193223,5,9,3
"68","103","Schleswig-Holstein Ost",2005,416902,0.791281,0.755360064801329,0.888431636148031,0.65058727637991,5,10,3
"69","103","Schleswig-Holstein Ost",2006,416902,0.768641,0.744217734978114,0.888558000298017,0.625411777916081,5,10,3
"70","103","Schleswig-Holstein Ost",2007,416902,0.724873,0.708001546591288,0.882513178189329,0.59770455546873,5,10,3
"71","103","Schleswig-Holstein Ost",2008,416902,0.682906,0.679676842041996,0.865932405741424,0.575522649564262,5,10,3
"72","103","Schleswig-Holstein Ost",2009,416902,0.659758,0.65380015129017,0.857984949125306,0.572343166697549,5,10,3
"73","103","Schleswig-Holstein Ost",2010,416902,0.627241,0.623719384360687,0.859365760279642,0.549060999952644,5,9,3
"74","103","Schleswig-Holstein Ost",2011,416902,0.618805,0.641691295215712,0.851565218158201,0.525403564432259,5,10,3
"75","103","Schleswig-Holstein Ost",2012,416902,0.609448,0.65073690986043,0.851586980773569,0.501378767113155,5,10,3
"76","103","Schleswig-Holstein Ost",2013,416902,0.578807,0.624281050569342,0.845069364464765,0.48536957770272,5,10,3
"77","103","Schleswig-Holstein Ost",2014,416902,0.565728,0.625799377805514,0.841541918621422,0.466471243375469,5,10,3
"78","103","Schleswig-Holstein Ost",2015,416902,0.541112,0.611276050948207,0.831648881557678,0.451536486166468,5,10,3
"79","103","Schleswig-Holstein Ost",2016,416902,0.454918,0.510186736528507,0.827183849893701,0.41930209821554,4,8,2
"80","103","Schleswig-Holstein Ost",2017,416902,0.476476,0.579498927614753,0.813643694837487,0.397991642667781,5,9,3
"81","104","Schleswig-Holstein Süd",1998,1025233,0.726421,0.757053430815014,0.870541974489913,0.563099701531447,2,4,2
"82","104","Schleswig-Holstein Süd",1999,1025233,0.701639,0.73781886717517,0.863703312695458,0.549555418305387,2,4,2
"83","104","Schleswig-Holstein Süd",2000,1025233,0.665321,0.725330029299479,0.849098036441782,0.518593178992299,2,4,2
"84","104","Schleswig-Holstein Süd",2001,1025233,0.63588,0.731682471550629,0.825840538858568,0.488433081450722,2,4,2
"85","104","Schleswig-Holstein Süd",2002,1025233,0.634069,0.722753900139792,0.826808100806034,0.493498743788335,2,4,2
"86","104","Schleswig-Holstein Süd",2003,1025233,0.626787,0.701799095548758,0.824263105472924,0.505357603369074,2,4,2
"87","104","Schleswig-Holstein Süd",2004,1025233,0.623215,0.691832818477116,0.823435344908436,0.510442625401185,2,4,2
"88","104","Schleswig-Holstein Süd",2005,1025233,0.625348,0.682032725167779,0.827460034687547,0.519626680693207,2,4,2
"89","104","Schleswig-Holstein Süd",2006,1025233,0.606763,0.67497394358414,0.823878232391167,0.500557812256362,3,5,2
"90","104","Schleswig-Holstein Süd",2007,1025233,0.564416,0.644923961331035,0.815381003134323,0.471409668197004,2,4,2
"91","104","Schleswig-Holstein Süd",2008,1025233,0.526808,0.631171667662983,0.799864985279871,0.440557978400472,2,4,2
"92","104","Schleswig-Holstein Süd",2009,1025233,0.499387,0.591964103590442,0.795306706566981,0.440488850993784,2,3,2
"93","104","Schleswig-Holstein Süd",2010,1025233,0.475686,0.562527647309198,0.795582630184441,0.43176173073387,2,3,2
"94","104","Schleswig-Holstein Süd",2011,1025233,0.457378,0.571807772808716,0.779362469926972,0.409434964027583,3,5,2
"95","104","Schleswig-Holstein Süd",2012,1025233,0.44042,0.565954554476454,0.77553725747843,0.392003937015104,3,5,2
"96","104","Schleswig-Holstein Süd",2013,1025233,0.419308,0.550625394158841,0.770843106522798,0.378277310422148,3,5,2
"97","104","Schleswig-Holstein Süd",2014,1025233,0.40589,0.545341151736394,0.765820732806464,0.367134463000791,3,5,2
"98","104","Schleswig-Holstein Süd",2015,1025233,0.370864,0.516049888494823,0.757115857810026,0.349138624516259,2,4,2
"99","104","Schleswig-Holstein Süd",2016,1025233,0.309108,0.436971180905866,0.75251407408697,0.334095858209217,2,3,2
"100","104","Schleswig-Holstein Süd",2017,1025233,0.3193,0.486915716743634,0.739279367103061,0.313679324520494,2,4,2
"101","105","Schleswig-Holstein Süd-West",1998,265060,0.83724,0.820956582166497,0.915573987100666,0.631318069384191,5,9,3
"102","105","Schleswig-Holstein Süd-West",1999,265060,0.819546,0.815347989033781,0.909165800868839,0.615049378300718,5,9,3
"103","105","Schleswig-Holstein Süd-West",2000,265060,0.789244,0.804321124542306,0.905525330539463,0.581275533460739,4,8,2
"104","105","Schleswig-Holstein Süd-West",2001,265060,0.765141,0.808977806122194,0.887816867943364,0.555797023237278,4,8,2
"105","105","Schleswig-Holstein Süd-West",2002,265060,0.775478,0.822813249019854,0.886947838465218,0.559356102553947,5,9,3
"106","105","Schleswig-Holstein Süd-West",2003,265060,0.766107,0.787000978330152,0.886493170512038,0.580641311132162,5,9,3
"107","105","Schleswig-Holstein Süd-West",2004,265060,0.77249,0.788086853769922,0.879452473520669,0.59680009709498,5,9,3
"108","105","Schleswig-Holstein Süd-West",2005,265060,0.782027,0.780933084376728,0.883327769642152,0.6153251464127,5,9,3
"109","105","Schleswig-Holstein Süd-West",2006,265060,0.752262,0.761695694134112,0.879828061279083,0.590480133383917,5,9,3
"110","105","Schleswig-Holstein Süd-West",2007,265060,0.707568,0.73178842556989,0.871611640188227,0.557155919403627,5,9,3
"111","105","Schleswig-Holstein Süd-West",2008,265060,0.677972,0.722046263917604,0.855900849962983,0.535297303845079,5,10,3
"112","105","Schleswig-Holstein Süd-West",2009,265060,0.647133,0.678325996465162,0.852397293048944,0.533222454176949,5,10,3
"113","105","Schleswig-Holstein Süd-West",2010,265060,0.637387,0.674131842477364,0.853630912099521,0.520603052139101,5,9,3
"114","105","Schleswig-Holstein Süd-West",2011,265060,0.626477,0.693869060572401,0.839275821093833,0.497779478366349,5,10,3
"115","105","Schleswig-Holstein Süd-West",2012,265060,0.614056,0.690593780580418,0.837025880203658,0.483449245960735,5,10,3
"116","105","Schleswig-Holstein Süd-West",2013,265060,0.572791,0.651480221799257,0.831325648012733,0.462297745797437,5,9,3
"117","105","Schleswig-Holstein Süd-West",2014,265060,0.577595,0.673619671945387,0.827811287512881,0.451351594671643,5,10,3
"118","105","Schleswig-Holstein Süd-West",2015,265060,0.540023,0.629931741671803,0.821135274202153,0.441652426457648,5,10,3
"119","105","Schleswig-Holstein Süd-West",2016,265060,0.464937,0.53202825278261,0.817669648895614,0.422990137845258,4,8,2
"120","105","Schleswig-Holstein Süd-West",2017,265060,0.481775,0.593694867559057,0.804929398995765,0.400980913947515,5,10,3
"121","1101","Berlin",1998,3613495,0.790306,0.683105966891764,0.935840129970786,0.673874532380677,4,7,2
"122","1101","Berlin",1999,3613495,0.764752,0.660279722034826,0.930268692903874,0.661421444334769,4,7,2
"123","1101","Berlin",2000,3613495,0.719543,0.63515414459013,0.914368687124699,0.630176624972241,3,6,2
"124","1101","Berlin",2001,3613495,0.673984,0.612456246694506,0.894255792010927,0.600157290913544,3,6,2
"125","1101","Berlin",2002,3613495,0.669621,0.590639817634086,0.896869239383099,0.612385733779213,3,6,2
"126","1101","Berlin",2003,3613495,0.674848,0.57906155992966,0.896770509619373,0.632417417785361,3,6,2
"127","1101","Berlin",2004,3613495,0.65988,0.549401062359104,0.901755759597121,0.633165206628355,3,6,2
"128","1101","Berlin",2005,3613495,0.654335,0.512603808474537,0.908209177078446,0.654645133705889,3,5,2
"129","1101","Berlin",2006,3613495,0.62532,0.483513375141392,0.906882101604634,0.63868035796621,3,5,2
"130","1101","Berlin",2007,3613495,0.593765,0.465162567320051,0.902605711196845,0.61086404124943,3,5,2
"131","1101","Berlin",2008,3613495,0.544676,0.435483254907303,0.885581774261104,0.579092822724051,3,5,2
"132","1101","Berlin",2009,3613495,0.511599,0.404205564853701,0.871864597666364,0.571212088306066,2,4,2
"133","1101","Berlin",2010,3613495,0.495574,0.394381230108501,0.872490241183321,0.554793280949761,2,4,2
"134","1101","Berlin",2011,3613495,0.450638,0.371855853692967,0.855305784891115,0.522668545826303,3,5,2
"135","1101","Berlin",2012,3613495,0.391551,0.303718858241801,0.851099254289865,0.500555287171547,2,3,2
"136","1101","Berlin",2013,3613495,0.399312,0.334247270247073,0.84709412692064,0.486438920269995,2,4,2
