"","NUTS2","NUTS2 Name","Jahr","Bevoelkerung","GISD_Score","TS_Bildung","TS_Einkommen","TS_Arbeitswelt","GISD_Score_2","GISD_5","GISD_10","GISD_k"
"307","DE80","Mecklenburg-Vorpommern",1998,1599138,0.892631007935634,0.767254270702695,0.870316839919014,0.772980077986088,0.93728,5,10,3
"308","DE80","Mecklenburg-Vorpommern",1999,1599138,0.883411482003258,0.774641143229737,0.857126671489041,0.757392059347932,0.923764,5,10,3
"309","DE80","Mecklenburg-Vorpommern",2000,1599138,0.876776291128257,0.777522317505109,0.846885729321044,0.749356734684997,0.914036,5,10,3
"310","DE80","Mecklenburg-Vorpommern",2001,1599138,0.883415176286827,0.8239201734643,0.833545404465713,0.731702867681742,0.923769,5,10,3
"311","DE80","Mecklenburg-Vorpommern",2002,1599138,0.857748174646439,0.760084138360588,0.831887922983019,0.737643332468806,0.886139,5,10,3
"312","DE80","Mecklenburg-Vorpommern",2003,1599138,0.855563826477258,0.745801094734602,0.823595077908012,0.755151056158179,0.882937,5,10,3
"313","DE80","Mecklenburg-Vorpommern",2004,1599138,0.846856412843055,0.728211884344151,0.815229291050585,0.760902951288355,0.870171,5,10,3
"314","DE80","Mecklenburg-Vorpommern",2005,1599138,0.855658393964358,0.740214072083054,0.823795117202279,0.76075745674762,0.883076,5,10,3
"315","DE80","Mecklenburg-Vorpommern",2006,1599138,0.846818062347672,0.748957689597028,0.811906307151427,0.743391148406133,0.870115,5,10,3
"316","DE80","Mecklenburg-Vorpommern",2007,1599138,0.809817541986058,0.719287810115142,0.792168702981468,0.706949340560272,0.815869,5,10,3
"317","DE80","Mecklenburg-Vorpommern",2008,1599138,0.765079758772812,0.701646868545758,0.744877893673826,0.668079659606096,0.75028,5,9,3
"318","DE80","Mecklenburg-Vorpommern",2009,1599138,0.764652404252347,0.74186544971347,0.717568250489294,0.654179165762572,0.749653,5,9,3
"319","DE80","Mecklenburg-Vorpommern",2010,1599138,0.7640685879043,0.757731512653533,0.71786879112702,0.636657980699044,0.748797,5,9,3
"320","DE80","Mecklenburg-Vorpommern",2011,1599138,0.744417291017751,0.761198183778073,0.692384746104759,0.613080052200112,0.719987,4,8,2
"321","DE80","Mecklenburg-Vorpommern",2012,1599138,0.71407785011326,0.718170592862454,0.687179896458215,0.590918360987058,0.675507,4,7,2
"322","DE80","Mecklenburg-Vorpommern",2013,1599138,0.691630359508581,0.689371304367401,0.676856960603868,0.577957502572239,0.642597,4,7,2
"323","DE80","Mecklenburg-Vorpommern",2014,1599138,0.679086356979641,0.64145423584453,0.663637028627798,0.609989676459818,0.624206,3,6,2
"324","DE91","Braunschweig",1998,1579754,0.789789755412574,0.746769860608061,0.77447851377293,0.650688638546164,0.786507,5,9,3
"325","DE91","Braunschweig",1999,1579754,0.766081338875212,0.723157401260026,0.75963890928045,0.634131995958415,0.751748,5,9,3
"326","DE91","Braunschweig",2000,1579754,0.745934941227527,0.728525265122879,0.733408755870528,0.60825024116823,0.722212,4,8,2
"327","DE91","Braunschweig",2001,1579754,0.713994170831931,0.715868933784499,0.69439690551157,0.585808856795853,0.675384,4,7,2
"328","DE91","Braunschweig",2002,1579754,0.705328752274982,0.698092383188451,0.691701412462422,0.586175236078099,0.66268,4,7,2
"329","DE91","Braunschweig",2003,1579754,0.709136748092445,0.715887790339436,0.685829312492404,0.583087311204202,0.668263,4,7,2
"330","DE91","Braunschweig",2004,1579754,0.672734203066204,0.634840299272283,0.678039189391961,0.587463067304033,0.614894,3,6,2
"331","DE91","Braunschweig",2005,1579754,0.69298818942865,0.651350510740282,0.688002503709349,0.60798321518125,0.644588,4,7,2
"332","DE91","Braunschweig",2006,1579754,0.671666049562177,0.628295047589021,0.675514515987187,0.594054642881433,0.613328,3,6,2
"333","DE91","Braunschweig",2007,1579754,0.638876950268716,0.587864614457399,0.659978144450687,0.573943573085068,0.565256,3,5,2
"334","DE91","Braunschweig",2008,1579754,0.607749042045746,0.586550951475559,0.619160870293573,0.543850961997388,0.51962,2,4,2
"335","DE91","Braunschweig",2009,1579754,0.590138041354776,0.556152522379108,0.609618230194783,0.542930661754866,0.493801,2,4,2
"336","DE91","Braunschweig",2010,1579754,0.575119349236538,0.534610774673523,0.614779824673635,0.524464167827132,0.471782,2,3,2
"337","DE91","Braunschweig",2011,1579754,0.538747499453722,0.515464203588006,0.585365449015075,0.488634476174804,0.418458,1,2,1
"338","DE91","Braunschweig",2012,1579754,0.516826816705426,0.507773399639676,0.567523440150905,0.463306515552359,0.386321,1,2,1
"339","DE91","Braunschweig",2013,1579754,0.50051411404048,0.486138722300507,0.551093065408785,0.463522533281925,0.362405,1,2,1
"340","DE91","Braunschweig",2014,1579754,0.481396961163571,0.475807548428172,0.532608005920743,0.447982795053355,0.334377,1,1,1
"341","DE92","Hannover",1998,2108413,0.796071873713949,0.778210150811427,0.782561552682946,0.625741196474558,0.795717,5,9,3
"342","DE92","Hannover",1999,2108413,0.777300025310523,0.765317491804078,0.766852248295938,0.610788370104165,0.768196,5,9,3
"343","DE92","Hannover",2000,2108413,0.751319869193983,0.763376169848036,0.736224331141712,0.583077970609169,0.730107,5,9,3
"344","DE92","Hannover",2001,2108413,0.726121247732164,0.767610978538309,0.695162703978323,0.561438481633801,0.693163,4,8,2
"345","DE92","Hannover",2002,2108413,0.719356847432068,0.744721181320394,0.697421561496722,0.56637453468052,0.683246,4,8,2
"346","DE92","Hannover",2003,2108413,0.724455901988758,0.754981021528285,0.694464633231853,0.570902543403526,0.690722,4,8,2
"347","DE92","Hannover",2004,2108413,0.684866162201389,0.678605483946572,0.677289514272969,0.572596353659058,0.63268,4,7,2
"348","DE92","Hannover",2005,2108413,0.711345584359565,0.690119083194583,0.692398391567414,0.607411922023298,0.671501,4,7,2
"349","DE92","Hannover",2006,2108413,0.688764323748911,0.670118958460726,0.680156800586953,0.587260179332075,0.638395,4,7,2
