"","NUTS2","NUTS2 Name","Jahr","Bevoelkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"492","DEA5","Arnsberg",2003,3597297,0.635419,4,8,2
"493","DEA5","Arnsberg",2004,3597297,0.619063,4,7,2
"494","DEA5","Arnsberg",2005,3597297,0.631476,4,7,2
"495","DEA5","Arnsberg",2006,3597297,0.616353,4,7,2
"496","DEA5","Arnsberg",2007,3597297,0.580155,3,6,2
"497","DEA5","Arnsberg",2008,3597297,0.53018,3,5,2
"498","DEA5","Arnsberg",2009,3597297,0.524553,3,5,2
"499","DEA5","Arnsberg",2010,3597297,0.504952,3,5,2
"500","DEA5","Arnsberg",2011,3597297,0.451397,2,4,2
"501","DEA5","Arnsberg",2012,3597297,0.425979,2,3,2
"502","DEA5","Arnsberg",2013,3597297,0.369452,1,2,1
"503","DEA5","Arnsberg",2014,3597297,0.37957,1,2,1
"504","DEA5","Arnsberg",2015,3597297,0.362218,1,2,1
"505","DEB1","Koblenz",1998,1488308,0.749164,5,10,3
"506","DEB1","Koblenz",1999,1488308,0.729904,5,9,3
"507","DEB1","Koblenz",2000,1488308,0.704977,5,9,3
"508","DEB1","Koblenz",2001,1488308,0.679052,5,9,3
"509","DEB1","Koblenz",2002,1488308,0.675549,4,8,2
"510","DEB1","Koblenz",2003,1488308,0.673915,4,8,2
"511","DEB1","Koblenz",2004,1488308,0.655348,4,8,2
"512","DEB1","Koblenz",2005,1488308,0.664043,4,8,2
"513","DEB1","Koblenz",2006,1488308,0.639039,4,8,2
"514","DEB1","Koblenz",2007,1488308,0.60175,4,7,2
"515","DEB1","Koblenz",2008,1488308,0.552413,3,6,2
"516","DEB1","Koblenz",2009,1488308,0.538222,3,5,2
"517","DEB1","Koblenz",2010,1488308,0.514701,3,5,2
"518","DEB1","Koblenz",2011,1488308,0.480228,2,4,2
"519","DEB1","Koblenz",2012,1488308,0.454932,2,4,2
"520","DEB1","Koblenz",2013,1488308,0.433135,2,3,2
"521","DEB1","Koblenz",2014,1488308,0.407827,2,3,2
"522","DEB1","Koblenz",2015,1488308,0.385585,2,3,2
"523","DEB2","Trier",1998,532715,0.735454,5,9,3
"524","DEB2","Trier",1999,532715,0.719049,5,9,3
"525","DEB2","Trier",2000,532715,0.705387,5,9,3
"526","DEB2","Trier",2001,532715,0.681028,5,9,3
"527","DEB2","Trier",2002,532715,0.677278,4,8,2
"528","DEB2","Trier",2003,532715,0.659955,4,8,2
"529","DEB2","Trier",2004,532715,0.654557,4,8,2
"530","DEB2","Trier",2005,532715,0.655495,4,8,2
"531","DEB2","Trier",2006,532715,0.626472,4,7,2
"532","DEB2","Trier",2007,532715,0.595309,4,7,2
"533","DEB2","Trier",2008,532715,0.557924,3,6,2
"534","DEB2","Trier",2009,532715,0.550292,3,6,2
"535","DEB2","Trier",2010,532715,0.526329,3,5,2
"536","DEB2","Trier",2011,532715,0.502354,3,5,2
"537","DEB2","Trier",2012,532715,0.480312,2,4,2
"538","DEB2","Trier",2013,532715,0.455776,2,4,2
"539","DEB2","Trier",2014,532715,0.437018,2,3,2
"540","DEB2","Trier",2015,532715,0.421262,2,3,2
"541","DEB3","Rheinhessen-Pfalz",1998,2031780,0.703809,5,9,3
"542","DEB3","Rheinhessen-Pfalz",1999,2031780,0.681848,5,9,3
"543","DEB3","Rheinhessen-Pfalz",2000,2031780,0.656431,4,8,2
"544","DEB3","Rheinhessen-Pfalz",2001,2031780,0.621062,4,7,2
"545","DEB3","Rheinhessen-Pfalz",2002,2031780,0.611826,4,7,2
"546","DEB3","Rheinhessen-Pfalz",2003,2031780,0.602095,4,7,2
"547","DEB3","Rheinhessen-Pfalz",2004,2031780,0.58541,3,6,2
"548","DEB3","Rheinhessen-Pfalz",2005,2031780,0.579514,3,6,2
"549","DEB3","Rheinhessen-Pfalz",2006,2031780,0.556758,3,6,2
"550","DEB3","Rheinhessen-Pfalz",2007,2031780,0.521484,3,5,2
"551","DEB3","Rheinhessen-Pfalz",2008,2031780,0.472053,2,4,2
"552","DEB3","Rheinhessen-Pfalz",2009,2031780,0.448831,2,4,2
"553","DEB3","Rheinhessen-Pfalz",2010,2031780,0.425166,2,3,2
"554","DEB3","Rheinhessen-Pfalz",2011,2031780,0.388514,2,3,2
"555","DEB3","Rheinhessen-Pfalz",2012,2031780,0.367892,1,2,1
"556","DEB3","Rheinhessen-Pfalz",2013,2031780,0.33527,1,2,1
"557","DEB3","Rheinhessen-Pfalz",2014,2031780,0.31976,1,2,1
"558","DEB3","Rheinhessen-Pfalz",2015,2031780,0.290844,1,1,1
"559","DEC0","Saarland",1998,995597,0.786852,5,10,3
"560","DEC0","Saarland",1999,995597,0.765831,5,10,3
"561","DEC0","Saarland",2000,995597,0.731225,5,9,3
"562","DEC0","Saarland",2001,995597,0.709649,5,9,3
"563","DEC0","Saarland",2002,995597,0.691482,5,9,3
"564","DEC0","Saarland",2003,995597,0.683781,5,9,3
"565","DEC0","Saarland",2004,995597,0.664561,4,8,2
"566","DEC0","Saarland",2005,995597,0.664462,4,8,2
"567","DEC0","Saarland",2006,995597,0.645092,4,8,2
"568","DEC0","Saarland",2007,995597,0.618827,4,7,2
"569","DEC0","Saarland",2008,995597,0.570321,3,6,2
"570","DEC0","Saarland",2009,995597,0.490363,2,4,2
"571","DEC0","Saarland",2010,995597,0.51758,3,5,2
"572","DEC0","Saarland",2011,995597,0.468708,2,4,2
"573","DEC0","Saarland",2012,995597,0.451658,2,4,2
"574","DEC0","Saarland",2013,995597,0.435844,2,3,2
"575","DEC0","Saarland",2014,995597,0.407015,2,3,2
"576","DEC0","Saarland",2015,995597,0.373305,1,2,1
"577","DED1","Chemnitz",1998,1465612,0.837603,5,10,3
"578","DED1","Chemnitz",1999,1465612,0.834368,5,10,3
"579","DED1","Chemnitz",2000,1465612,0.819945,5,10,3
"580","DED1","Chemnitz",2001,1465612,0.791893,5,10,3
"581","DED1","Chemnitz",2002,1465612,0.789213,5,10,3
"582","DED1","Chemnitz",2003,1465612,0.778672,5,10,3
"583","DED1","Chemnitz",2004,1465612,0.748688,5,10,3
"584","DED1","Chemnitz",2005,1465612,0.75042,5,10,3
"585","DED1","Chemnitz",2006,1465612,0.709856,5,9,3
"586","DED1","Chemnitz",2007,1465612,0.662049,4,8,2
"587","DED1","Chemnitz",2008,1465612,0.584914,3,6,2
"588","DED1","Chemnitz",2009,1465612,0.570362,3,6,2
"589","DED1","Chemnitz",2010,1465612,0.57516,3,6,2
"590","DED1","Chemnitz",2011,1465612,0.533764,3,5,2
"591","DED1","Chemnitz",2012,1465612,0.510793,3,5,2
"592","DED1","Chemnitz",2013,1465612,0.497353,3,5,2
"593","DED1","Chemnitz",2014,1465612,0.465197,2,4,2
"594","DED1","Chemnitz",2015,1465612,0.427921,2,3,2
"595","DED2","Dresden",1998,1602754,0.803483,5,10,3
"596","DED2","Dresden",1999,1602754,0.789275,5,10,3
"597","DED2","Dresden",2000,1602754,0.781968,5,10,3
"598","DED2","Dresden",2001,1602754,0.750995,5,10,3
"599","DED2","Dresden",2002,1602754,0.743273,5,10,3
"600","DED2","Dresden",2003,1602754,0.727803,5,9,3
"601","DED2","Dresden",2004,1602754,0.698865,5,9,3
"602","DED2","Dresden",2005,1602754,0.699945,5,9,3
"603","DED2","Dresden",2006,1602754,0.66524,4,8,2
"604","DED2","Dresden",2007,1602754,0.614927,4,7,2
"605","DED2","Dresden",2008,1602754,0.537087,3,5,2
"606","DED2","Dresden",2009,1602754,0.508043,3,5,2
"607","DED2","Dresden",2010,1602754,0.523099,3,5,2
"608","DED2","Dresden",2011,1602754,0.478121,2,4,2
"609","DED2","Dresden",2012,1602754,0.451622,2,4,2
"610","DED2","Dresden",2013,1602754,0.428637,2,3,2
"611","DED2","Dresden",2014,1602754,0.388121,2,3,2
"612","DED2","Dresden",2015,1602754,0.358288,1,2,1
"613","DED3","Leipzig",1998,1016485,0.851532,5,10,3
"614","DED3","Leipzig",1999,1016485,0.829571,5,10,3
"615","DED3","Leipzig",2000,1016485,0.823076,5,10,3
"616","DED3","Leipzig",2001,1016485,0.803514,5,10,3
"617","DED3","Leipzig",2002,1016485,0.795549,5,10,3
"618","DED3","Leipzig",2003,1016485,0.783161,5,10,3
"619","DED3","Leipzig",2004,1016485,0.763699,5,10,3
"620","DED3","Leipzig",2005,1016485,0.766607,5,10,3
"621","DED3","Leipzig",2006,1016485,0.734572,5,9,3
"622","DED3","Leipzig",2007,1016485,0.68248,5,9,3
"623","DED3","Leipzig",2008,1016485,0.606848,4,7,2
"624","DED3","Leipzig",2009,1016485,0.557594,3,6,2
"625","DED3","Leipzig",2010,1016485,0.591369,4,7,2
"626","DED3","Leipzig",2011,1016485,0.55681,3,6,2
"627","DED3","Leipzig",2012,1016485,0.517198,3,5,2
"628","DED3","Leipzig",2013,1016485,0.4995,3,5,2
"629","DED3","Leipzig",2014,1016485,0.456782,2,4,2
"630","DED3","Leipzig",2015,1016485,0.40674,2,3,2
"631","DEE0","Sachsen-Anhalt",1998,2245470,0.932396,5,10,3
"632","DEE0","Sachsen-Anhalt",1999,2245470,0.915517,5,10,3
"633","DEE0","Sachsen-Anhalt",2000,2245470,0.910283,5,10,3
"634","DEE0","Sachsen-Anhalt",2001,2245470,1,5,10,3
"635","DEE0","Sachsen-Anhalt",2002,2245470,0.88333,5,10,3
"636","DEE0","Sachsen-Anhalt",2003,2245470,0.883916,5,10,3
"637","DEE0","Sachsen-Anhalt",2004,2245470,0.858045,5,10,3
"638","DEE0","Sachsen-Anhalt",2005,2245470,0.844683,5,10,3
"639","DEE0","Sachsen-Anhalt",2006,2245470,0.816288,5,10,3
"640","DEE0","Sachsen-Anhalt",2007,2245470,0.701461,5,9,3
"641","DEE0","Sachsen-Anhalt",2008,2245470,0.689896,5,9,3
"642","DEE0","Sachsen-Anhalt",2009,2245470,0.654445,4,8,2
"643","DEE0","Sachsen-Anhalt",2010,2245470,0.670506,4,8,2
"644","DEE0","Sachsen-Anhalt",2011,2245470,0.632386,4,7,2
"645","DEE0","Sachsen-Anhalt",2012,2245470,0.604486,4,7,2
"646","DEE0","Sachsen-Anhalt",2013,2245470,0.581747,3,6,2
"647","DEE0","Sachsen-Anhalt",2014,2245470,0.551732,3,6,2
"648","DEE0","Sachsen-Anhalt",2015,2245470,0.522139,3,5,2
"649","DEF0","Schleswig-Holstein",1998,2858714,0.758948,5,10,3
"650","DEF0","Schleswig-Holstein",1999,2858714,0.738971,5,9,3
"651","DEF0","Schleswig-Holstein",2000,2858714,0.70795,5,9,3
"652","DEF0","Schleswig-Holstein",2001,2858714,0.68922,5,9,3
"653","DEF0","Schleswig-Holstein",2002,2858714,0.687511,5,9,3
"654","DEF0","Schleswig-Holstein",2003,2858714,0.684185,5,9,3
"655","DEF0","Schleswig-Holstein",2004,2858714,0.679345,5,9,3
"656","DEF0","Schleswig-Holstein",2005,2858714,0.691165,5,9,3
"657","DEF0","Schleswig-Holstein",2006,2858714,0.666053,4,8,2
"658","DEF0","Schleswig-Holstein",2007,2858714,0.624838,4,7,2
"659","DEF0","Schleswig-Holstein",2008,2858714,0.572751,3,6,2
"660","DEF0","Schleswig-Holstein",2009,2858714,0.5439,3,6,2
"661","DEF0","Schleswig-Holstein",2010,2858714,0.523494,3,5,2
"662","DEF0","Schleswig-Holstein",2011,2858714,0.490592,2,4,2
"663","DEF0","Schleswig-Holstein",2012,2858714,0.471235,2,4,2
"664","DEF0","Schleswig-Holstein",2013,2858714,0.444187,2,3,2
"665","DEF0","Schleswig-Holstein",2014,2858714,0.424309,2,3,2
"666","DEF0","Schleswig-Holstein",2015,2858714,0.385863,2,3,2
"667","DEG0","Thüringen",1998,2170714,0.857699,5,10,3
"668","DEG0","Thüringen",1999,2170714,0.832214,5,10,3
"669","DEG0","Thüringen",2000,2170714,0.822564,5,10,3
"670","DEG0","Thüringen",2001,2170714,0.79754,5,10,3
"671","DEG0","Thüringen",2002,2170714,0.790259,5,10,3
"672","DEG0","Thüringen",2003,2170714,0.767759,5,10,3
"673","DEG0","Thüringen",2004,2170714,0.750492,5,10,3
"674","DEG0","Thüringen",2005,2170714,0.741596,5,9,3
"675","DEG0","Thüringen",2006,2170714,0.711337,5,9,3
"676","DEG0","Thüringen",2007,2170714,0.649481,4,8,2
"677","DEG0","Thüringen",2008,2170714,0.574537,3,6,2
"678","DEG0","Thüringen",2009,2170714,0.551583,3,6,2
"679","DEG0","Thüringen",2010,2170714,0.556509,3,6,2
"680","DEG0","Thüringen",2011,2170714,0.526309,3,5,2
"681","DEG0","Thüringen",2012,2170714,0.491416,2,4,2
"682","DEG0","Thüringen",2013,2170714,0.479046,2,4,2
"683","DEG0","Thüringen",2014,2170714,0.444923,2,3,2
"684","DEG0","Thüringen",2015,2170714,0.413973,2,3,2
