"","NUTS2","NUTS2 Name","Jahr","Bevoelkerung","GISD_Score","TS_Bildung","TS_Einkommen","TS_Arbeitswelt","GISD_5","GISD_10","GISD_k"
"135","DE23","Oberpfalz",2012,1104407,0.336106,0.662145919426166,0.273243002796681,0.216476908839166,2,3,2
"136","DE23","Oberpfalz",2013,1104407,0.320542,0.647702402207018,0.266870541667665,0.213622356891102,2,3,2
"137","DE23","Oberpfalz",2014,1104407,0.307107,0.63588485484094,0.266783419404784,0.205094213516395,2,3,2
"138","DE23","Oberpfalz",2015,1104407,0.288202,0.630210252048738,0.251342365728611,0.197458569199885,2,3,2
"139","DE23","Oberpfalz",2016,1104407,0.281522,0.623712852764202,0.256799428732441,0.188340613739869,2,3,2
"140","DE23","Oberpfalz",2017,1104407,0.290251,0.623355169894636,0.283956796064021,0.174816334505019,2,3,2
"141","DE24","Oberfranken",1998,1066840,0.568133,0.865428201760859,0.301778458255232,0.337532160559564,2,4,2
"142","DE24","Oberfranken",1999,1066840,0.552923,0.857040780919648,0.298068010148468,0.326497698705559,2,4,2
"143","DE24","Oberfranken",2000,1066840,0.52531,0.848709126037151,0.278063205976698,0.312840456377654,2,4,2
"144","DE24","Oberfranken",2001,1066840,0.486489,0.841553967921595,0.249000456070309,0.2900173684093,2,4,2
"145","DE24","Oberfranken",2002,1066840,0.491684,0.833406299787705,0.244939658024018,0.310127576417329,2,4,2
"146","DE24","Oberfranken",2003,1066840,0.503025,0.810038808944631,0.266678162420231,0.329003651680011,2,4,2
"147","DE24","Oberfranken",2004,1066840,0.478969,0.790084851164107,0.246596543154238,0.332453723484011,2,4,2
"148","DE24","Oberfranken",2005,1066840,0.493565,0.77710882935699,0.272562604374239,0.341661979032089,2,4,2
"149","DE24","Oberfranken",2006,1066840,0.488802,0.763299538792127,0.297814552585155,0.322976653064633,2,4,2
"150","DE24","Oberfranken",2007,1066840,0.451062,0.747047186929215,0.289059079312762,0.290587362436807,2,4,2
"151","DE24","Oberfranken",2008,1066840,0.403549,0.726789570151997,0.269184735102013,0.258460601148387,2,4,2
"152","DE24","Oberfranken",2009,1066840,0.393791,0.708081668396712,0.266828780978405,0.264683418764034,2,4,2
"153","DE24","Oberfranken",2010,1066840,0.379639,0.696640506448025,0.268619459971912,0.252811061954975,2,4,2
"154","DE24","Oberfranken",2011,1066840,0.350577,0.675224067329462,0.268606234777761,0.230043693222106,2,4,2
"155","DE24","Oberfranken",2012,1066840,0.368261,0.681043423948389,0.297923265764785,0.221801272700811,2,4,2
"156","DE24","Oberfranken",2013,1066840,0.350265,0.663447180356212,0.292684145119107,0.217268106524239,2,4,2
"157","DE24","Oberfranken",2014,1066840,0.340762,0.651907597284182,0.295524714614876,0.211514524112225,2,4,2
"158","DE24","Oberfranken",2015,1066840,0.328174,0.650403416177578,0.285815866307619,0.203582353515138,2,4,2
"159","DE24","Oberfranken",2016,1066840,0.323561,0.648068252545719,0.290818725596952,0.1938995064774,2,4,2
"160","DE24","Oberfranken",2017,1066840,0.323467,0.643366531767296,0.307092215110643,0.182184585891784,2,4,2
