"ror_id","gisd_score","gisd_5","gisd_10","gisd_k","ror_name","year"
"0101",0.57115,4,7,2,"Schleswig-Holstein Mitte",1998
"0101",0.5649,4,7,2,"Schleswig-Holstein Mitte",1999
"0101",0.49546,4,7,2,"Schleswig-Holstein Mitte",2000
"0101",0.49296,4,7,2,"Schleswig-Holstein Mitte",2001
"0101",0.48685,3,6,2,"Schleswig-Holstein Mitte",2002
"0101",0.48754,3,6,2,"Schleswig-Holstein Mitte",2003
"0101",0.49869,4,7,2,"Schleswig-Holstein Mitte",2004
"0101",0.51475,4,7,2,"Schleswig-Holstein Mitte",2005
"0101",0.55211,4,7,2,"Schleswig-Holstein Mitte",2006
"0101",0.5678,4,7,2,"Schleswig-Holstein Mitte",2007
"0101",0.60195,4,7,2,"Schleswig-Holstein Mitte",2008
"0101",0.58033,4,7,2,"Schleswig-Holstein Mitte",2009
"0101",0.59736,4,7,2,"Schleswig-Holstein Mitte",2010
"0101",0.59435,4,7,2,"Schleswig-Holstein Mitte",2011
"0101",0.61753,4,7,2,"Schleswig-Holstein Mitte",2012
"0101",0.66929,4,7,2,"Schleswig-Holstein Mitte",2013
"0101",0.69044,4,7,2,"Schleswig-Holstein Mitte",2014
"0101",0.69164,4,7,2,"Schleswig-Holstein Mitte",2015
"0101",0.71898,4,7,2,"Schleswig-Holstein Mitte",2016
"0101",0.72528,4,7,2,"Schleswig-Holstein Mitte",2017
"0101",0.6857,4,7,2,"Schleswig-Holstein Mitte",2018
"0101",0.71815,4,7,2,"Schleswig-Holstein Mitte",2019
"0101",0.72327,4,7,2,"Schleswig-Holstein Mitte",2020
"0101",0.7194,4,7,2,"Schleswig-Holstein Mitte",2021
"0102",0.5868,4,7,2,"Schleswig-Holstein Nord",1998
"0102",0.61165,4,7,2,"Schleswig-Holstein Nord",1999
"0102",0.54437,4,7,2,"Schleswig-Holstein Nord",2000
"0102",0.57781,4,8,2,"Schleswig-Holstein Nord",2001
"0102",0.57256,4,8,2,"Schleswig-Holstein Nord",2002
"0102",0.54723,4,8,2,"Schleswig-Holstein Nord",2003
