"year","PLZ2","gisd_score","population","gisd_5","gisd_10","gisd_k"
1998,1,0.68254,1242943,4,8,2
1998,2,0.88465,427271,5,10,3
1998,3,0.79895,294995,5,9,3
1998,4,0.85241,1227112,5,9,3
1998,6,1,1276724,5,10,3
1998,7,0.77597,562704,5,9,3
1998,8,0.79757,577243,5,9,3
1998,9,0.81842,788063,5,9,3
1998,10,0.85232,414467,5,9,3
1998,12,0.8507,1377942,5,9,3
1998,13,0.85228,1173394,5,9,3
1998,14,0.7654,1264837,5,9,3
1998,15,0.77604,627638,5,9,3
1998,16,0.88454,593818,5,10,3
1998,17,0.98767,582175,5,10,3
1998,18,0.90979,603349,5,10,3
1998,19,0.92187,401381,5,10,3
1998,20,0.32502,123873,1,2,1
1998,21,0.37293,1597996,2,4,2
1998,22,0.32305,1103442,1,2,1
1998,23,0.65404,733238,4,8,2
1998,24,0.62461,1095349,4,8,2
1998,25,0.51467,694669,3,6,2
1998,26,0.68553,1174940,4,8,2
1998,27,0.68457,860088,4,8,2
1998,28,0.54223,738878,3,6,2
1998,29,0.69498,491951,4,8,2
1998,30,0.42867,912461,3,5,2
1998,31,0.55839,987367,4,7,2
1998,32,0.46552,885607,3,6,2
1998,33,0.45672,1082569,3,5,2
1998,34,0.50169,800276,3,6,2
1998,35,0.46024,912547,3,5,2
1998,36,0.45691,518781,3,5,2
1998,37,0.59143,729054,4,7,2
1998,38,0.55202,1126260,4,7,2
1998,39,0.9795,783323,5,10,3
1998,40,0.2211,991992,1,1,1
1998,41,0.46376,952282,3,5,2
1998,42,0.53967,878888,3,6,2
1998,44,0.60299,1267494,4,8,2
1998,45,0.54314,1559154,4,7,2
1998,46,0.55276,894580,4,7,2
1998,47,0.65508,1313713,4,8,2
1998,48,0.34543,1189935,2,3,2
1998,49,0.57304,1228129,4,7,2
1998,50,0.36825,1084177,2,3,2
1998,51,0.35729,1079789,2,3,2
1998,52,0.57149,941131,4,7,2
1998,53,0.34258,1265468,2,3,2
1998,54,0.54112,516542,3,6,2
1998,55,0.41064,795458,2,4,2
1998,56,0.54992,849197,4,7,2
1998,57,0.45972,597621,3,5,2
1998,58,0.5931,930406,4,7,2
1998,59,0.51203,1145053,3,6,2
1998,60,0.23315,619157,1,2,1
1998,61,0.06454,451016,1,1,1
1998,63,0.39052,1268561,2,4,2
1998,64,0.27256,792590,1,2,1
1998,65,0.24511,1081648,1,2,1
1998,66,0.67389,1248759,4,8,2
1998,67,0.57114,1033467,4,7,2
1998,68,0.3688,601445,2,4,2
1998,69,0.1979,508949,1,1,1
1998,70,0.14283,821650,1,1,1
1998,71,0.16487,1000158,1,1,1
1998,72,0.34284,1056260,2,3,2
1998,73,0.26335,1006392,1,2,1
1998,74,0.34278,1057532,2,3,2
1998,75,0.38029,484410,2,4,2
1998,76,0.30028,1139769,1,2,1
1998,77,0.40857,478943,2,4,2
1998,78,0.45962,741488,3,5,2
1998,79,0.41941,1040371,2,4,2
1998,80,0.00036,626238,1,1,1
1998,81,0,814923,1,1,1
1998,82,0.02879,735553,1,1,1
1998,83,0.25771,762163,1,2,1
1998,84,0.34579,684830,2,3,2
1998,85,0.07093,1114901,1,1,1
1998,86,0.36836,1164100,2,4,2
1998,87,0.37214,522875,2,4,2
1998,88,0.28363,846572,1,2,1
1998,89,0.36006,763761,2,3,2
1998,90,0.46012,892793,3,5,2
1998,91,0.31017,999919,1,2,1
1998,92,0.46543,516635,3,5,2
1998,93,0.3593,590817,2,3,2
1998,94,0.50193,705807,3,6,2
1998,95,0.49083,497496,3,6,2
1998,96,0.48158,552316,3,6,2
1998,97,0.39481,1061351,2,4,2
1998,98,0.86454,242064,5,10,3
1998,99,0.90568,782843,5,10,3
1999,1,0.71777,1242943,4,8,2
1999,2,0.92058,427271,5,10,3
1999,3,0.81163,294995,5,9,3
1999,4,0.87451,1227112,5,9,3
1999,6,1,1276724,5,10,3
1999,7,0.77704,562704,5,9,3
1999,8,0.88341,577243,5,10,3
1999,9,0.85551,788063,5,9,3
1999,10,0.82877,414467,5,9,3
1999,12,0.82797,1377942,5,9,3
1999,13,0.82877,1173394,5,9,3
1999,14,0.77552,1264837,5,9,3
1999,15,0.80838,627638,5,9,3
1999,16,0.90032,593818,5,10,3
1999,17,0.99303,582175,5,10,3
1999,18,0.91424,603349,5,10,3
1999,19,0.93508,401381,5,10,3
1999,20,0.35499,123873,1,2,1
1999,21,0.40479,1597996,2,4,2
1999,22,0.34916,1103442,1,2,1
1999,23,0.66673,733238,4,8,2
1999,24,0.6135,1095349,4,7,2
1999,25,0.53671,694669,3,6,2
1999,26,0.69204,1174940,4,8,2
1999,27,0.67929,860088,4,8,2
1999,28,0.52956,738878,3,6,2
1999,29,0.68646,491951,4,8,2
1999,30,0.46592,912461,3,5,2
1999,31,0.56132,987367,4,7,2
1999,32,0.4894,885607,3,5,2
1999,33,0.48014,1082569,3,5,2
1999,34,0.52173,800276,3,6,2
1999,35,0.47308,912547,3,5,2
1999,36,0.49439,518781,3,6,2
1999,37,0.61813,729054,4,8,2
1999,38,0.54134,1126260,3,6,2
1999,39,0.99458,783323,5,10,3
1999,40,0.26419,991992,1,1,1
1999,41,0.47857,952282,3,5,2
1999,42,0.55531,878888,3,6,2
1999,44,0.6213,1267494,4,8,2
1999,45,0.57394,1559154,4,7,2
1999,46,0.57638,894580,4,7,2
1999,47,0.66184,1313713,4,8,2
1999,48,0.39914,1189935,2,4,2
1999,49,0.57468,1228129,4,7,2
1999,50,0.39335,1084177,2,4,2
1999,51,0.38344,1079789,2,3,2
1999,52,0.57863,941131,4,7,2
1999,53,0.37605,1265468,2,3,2
1999,54,0.56119,516542,4,7,2
1999,55,0.43134,795458,2,4,2
1999,56,0.56564,849197,4,7,2
1999,57,0.48046,597621,3,5,2
1999,58,0.58602,930406,4,7,2
1999,59,0.54843,1145053,3,6,2
1999,60,0.29288,619157,1,2,1
1999,61,0.13575,451016,1,1,1
1999,63,0.4265,1268561,2,4,2
1999,64,0.33538,792590,1,2,1
1999,65,0.29942,1081648,1,2,1
1999,66,0.68202,1248759,4,8,2
