"";"JAHR";"PLZ3";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";1998;10;0,574267;122511;4;7;2
"2";1998;11;0,574486;199264;4;7;2
"3";1998;12;0,574632;84357;4;7;2
"4";1998;13;0,574463;114919;4;7;2
"5";1998;14;0,637939;109551;4;8;2
"6";1998;15;0,834448;68760;5;10;3
"7";1998;16;0,714951;124888;5;9;3
"8";1998;17;0,692748;160650;4;8;2
"9";1998;18;0,749322;117918;5;9;3
"10";1998;19;0,794057;142223;5;10;3
"11";1998;26;0,767176;97022;5;9;3
"12";1998;27;0,861033;122709;5;10;3
"13";1998;28;0,862018;75371;5;10;3
"14";1998;29;0,848262;132169;5;10;3
"15";1998;30;0,736475;122619;5;9;3
"16";1998;31;0,801931;95933;5;10;3
"17";1998;32;0,867474;76443;5;10;3
"18";1998;41;0,748596;182575;5;9;3
"19";1998;42;0,748498;206623;5;9;3
"20";1998;43;0,748546;166317;5;9;3
"21";1998;44;0,686123;98103;4;8;2
"22";1998;45;0,800084;107915;5;10;3
"23";1998;46;0,816254;177076;5;10;3
"24";1998;47;0,819077;100023;5;10;3
"25";1998;48;0,804894;140075;5;10;3
"26";1998;49;0,804582;55139;5;10;3
"27";1998;61;0,875207;304136;5;10;3
"28";1998;62;0,868601;142562;5;10;3
"29";1998;63;0,942734;110761;5;10;3
"30";1998;64;0,962946;147030;5;10;3
"31";1998;65;0,959315;113411;5;10;3
"32";1998;66;0,898957;135697;5;10;3
"33";1998;67;0,945857;140875;5;10;3
"34";1998;68;0,853138;166700;5;10;3
"35";1998;69;0,826171;39691;5;10;3
"36";1998;73;0,751004;84831;5;9;3
"37";1998;74;0,757968;51757;5;9;3
"38";1998;75;0,807431;139568;5;10;3
"39";1998;76;0,695129;58680;4;8;2
"40";1998;77;0,535768;136345;3;6;2
"41";1998;78;0,785347;16167;5;10;3
"42";1998;79;0,77252;92637;5;10;3
"43";1998;80;0,759045;88635;5;9;3
"44";1998;81;0,700258;62078;4;8;2
"45";1998;82;0,759625;127154;5;9;3
"46";1998;83;0,776631;122857;5;10;3
"47";1998;84;0,780759;89319;5;10;3
"48";1998;85;0,730891;80490;5;9;3
"49";1998;86;0,703104;27912;4;8;2
"50";1998;91;0,737663;198030;5;9;3
"51";1998;92;0,725487;119119;5;9;3
"52";1998;93;0,756336;137572;5;9;3
"53";1998;94;0,783419;120222;5;10;3
"54";1998;95;0,748649;110568;5;9;3
"55";1998;96;0,730448;102578;5;9;3
"56";1998;101;0,740165;42824;5;9;3
"57";1998;102;0,740165;41054;5;9;3
"58";1998;103;0,740165;103369;5;9;3
"59";1998;104;0,740165;41047;5;9;3
"60";1998;105;0,740165;49855;5;9;3
"61";1998;106;0,740165;12120;5;9;3
"62";1998;107;0,740165;57816;5;9;3
"63";1998;108;0,740165;18513;5;9;3
"64";1998;109;0,740165;47869;5;9;3
"65";1998;120;0,740165;66959;5;9;3
"66";1998;121;0,740165;100496;5;9;3
"67";1998;122;0,740144;119870;5;9;3
"68";1998;123;0,740149;174847;5;9;3
"69";1998;124;0,740165;135482;5;9;3
"70";1998;125;0,7352;537969;5;9;3
"71";1998;126;0,740046;242319;5;9;3
"72";1998;130;0,740161;165855;5;9;3
"73";1998;131;0,740142;299862;5;9;3
"74";1998;133;0,740165;56036;5;9;3
"75";1998;134;0,73981;191033;5;9;3
"76";1998;135;0,740158;417557;5;9;3
"77";1998;136;0,740165;43051;5;9;3
"78";1998;140;0,740125;169684;5;9;3
"79";1998;141;0,739933;388940;5;9;3
"80";1998;144;0,521105;170860;3;6;2
"81";1998;145;0,528937;142666;3;6;2
"82";1998;146;0,739471;113597;5;9;3
"83";1998;147;0,865007;148951;5;10;3
"84";1998;148;0,592563;31060;4;7;2
"85";1998;149;0,74891;99079;5;9;3
"86";1998;152;0,785735;73216;5;10;3
"87";1998;153;0,721531;154882;5;9;3
"88";1998;155;0,712327;105555;5;9;3
"89";1998;157;0,610374;102851;4;8;2
"90";1998;158;0,678318;139381;4;8;2
"91";1998;159;0,706188;51753;5;9;3
"92";1998;162;0,835023;111814;5;10;3
"93";1998;163;0,757565;151478;5;9;3
"94";1998;165;0,686115;108711;4;8;2
"95";1998;167;0,732814;99872;5;9;3
"96";1998;168;0,885526;84358;5;10;3
"97";1998;169;0,884461;42183;5;10;3
"98";1998;170;0,829592;105841;5;10;3
"99";1998;171;0,923696;111345;5;10;3
"100";1998;172;0,901088;132821;5;10;3
"101";1998;173;0,951965;106194;5;10;3
"102";1998;174;0,852218;119049;5;10;3
"103";1998;175;0,842942;12584;5;10;3
"104";1998;180;0,793593;55991;5;10;3
"105";1998;181;0,792803;193996;5;10;3
"106";1998;182;0,839593;132830;5;10;3
"107";1998;183;0,898198;51591;5;10;3
"108";1998;184;0,867444;82642;5;10;3
"109";1998;185;0,853126;85553;5;10;3
"110";1998;186;0,791884;4721;5;10;3
"111";1998;190;0,752508;145911;5;9;3
"112";1998;192;0,7669;116913;5;9;3
"113";1998;193;0,88506;125049;5;10;3
"114";1998;194;0,926175;16806;5;10;3
"115";1998;200;0,357217;10286;2;3;2
"116";1998;201;0,357217;10364;2;3;2
"117";1998;202;0,357217;14602;2;3;2
"118";1998;203;0,357217;11948;2;3;2
"119";1998;204;0,357217;36599;2;3;2
"120";1998;205;0,357217;40074;2;3;2
"121";1998;210;0,358781;493858;2;3;2
"122";1998;211;0,35722;291519;2;3;2
"123";1998;212;0,377413;149335;2;3;2
"124";1998;213;0,542518;164526;4;7;2
"125";1998;214;0,429339;159171;2;4;2
"126";1998;215;0,452556;77363;2;4;2
"127";1998;216;0,467825;157726;3;5;2
"128";1998;217;0,565538;104498;4;7;2
"129";1998;220;0,357212;65496;2;3;2
"130";1998;221;0,353942;209658;1;2;1
"131";1998;222;0,357217;14006;2;3;2
"132";1998;223;0,357238;243589;2;3;2
"133";1998;224;0,357563;99305;2;3;2
"134";1998;225;0,357391;157717;2;3;2
"135";1998;226;0,357217;31848;2;3;2
"136";1998;227;0,357217;29261;2;3;2
"137";1998;228;0,418742;141758;2;4;2
"138";1998;229;0,320764;110804;1;2;1
"139";1998;235;0,715621;213696;5;9;3
"140";1998;236;0,575843;95349;4;7;2
"141";1998;237;0,598317;145843;4;7;2
"142";1998;238;0,441515;137424;2;4;2
"143";1998;239;0,786266;142397;5;10;3
"144";1998;241;0,622924;268733;4;8;2
"145";1998;242;0,529969;130023;3;6;2
"146";1998;243;0,572185;98147;4;7;2
"147";1998;244;0,615835;4694;4;8;2
"148";1998;245;0,636811;185108;4;8;2
"149";1998;246;0,515102;63693;3;6;2
"150";1998;247;0,576441;72930;4;7;2
"151";1998;248;0,593844;102328;4;7;2
"152";1998;249;0,685275;170983;4;8;2
"153";1998;253;0,476256;111890;3;5;2
"154";1998;254;0,406863;182992;2;3;2
"155";1998;255;0,600625;116010;4;7;2
"156";1998;256;0,668072;4415;4;8;2
"157";1998;257;0,675351;115474;4;8;2
"158";1998;258;0,576941;110598;4;7;2
"159";1998;259;0,523301;55067;3;6;2
"160";1998;261;0,57163;271800;4;7;2
"161";1998;262;0,56504;54210;4;7;2
"162";1998;263;0,756934;125261;5;9;3
"163";1998;264;0,680217;105418;4;8;2
"164";1998;265;0,739741;76388;5;9;3
"165";1998;266;0,701541;170636;4;8;2
"166";1998;267;0,688592;108629;4;8;2
"167";1998;268;0,69668;176254;4;8;2
"168";1998;269;0,615715;86344;4;8;2
"169";1998;272;0,51686;112026;3;6;2
"170";1998;273;0,566608;137014;4;7;2
"171";1998;274;0,589212;153532;4;7;2
"172";1998;275;0,865974;123586;5;10;3
"173";1998;276;0,656303;104851;4;8;2
"174";1998;277;0,648271;208709;4;8;2
"175";1998;278;0,56553;20423;4;7;2
"176";1998;281;0,567255;71693;4;7;2
"177";1998;282;0,567219;155504;4;7;2
"178";1998;283;0,567098;191876;4;7;2
"179";1998;287;0,562928;145110;4;7;2
"180";1998;288;0,505821;174695;3;6;2
"181";1998;292;0,657404;70027;4;8;2
"182";1998;293;0,618606;146890;4;8;2
"183";1998;294;0,806293;80491;5;10;3
"184";1998;295;0,662196;89700;4;8;2
"185";1998;296;0,621208;134960;4;8;2
"186";1998;301;0,532144;102971;3;6;2
"187";1998;304;0,532029;145898;3;6;2
"188";1998;305;0,531864;134923;3;6;2
"189";1998;306;0,531725;144652;3;6;2
"190";1998;308;0,476881;189289;3;5;2
"191";1998;309;0,438284;194728;2;4;2
"192";1998;310;0,577462;47976;4;7;2
"193";1998;311;0,560436;214512;4;7;2
"194";1998;312;0,541103;136714;4;7;2
"195";1998;313;0,45825;73831;3;5;2
"196";1998;315;0,544368;173599;4;7;2
"197";1998;316;0,625589;116657;4;8;2
"198";1998;317;0,653575;104681;4;8;2
"199";1998;318;0,567627;119404;4;7;2
"200";1998;320;0,532857;66311;3;6;2
"201";1998;321;0,480196;108528;3;5;2
"202";1998;322;0,485047;71240;3;5;2
"203";1998;323;0,519121;92094;3;6;2
"204";1998;324;0,53232;158638;3;6;2
"205";1998;325;0,508405;88798;3;6;2
"206";1998;326;0,485877;126271;3;5;2
"207";1998;327;0,493864;109744;3;5;2
"208";1998;328;0,50067;63983;3;6;2
"209";1998;330;0,541027;46296;4;7;2
"210";1998;331;0,505663;308924;3;6;2
"211";1998;333;0,437139;174651;2;4;2
"212";1998;334;0,409411;75318;2;4;2
"213";1998;336;0,541231;244397;4;7;2
"214";1998;337;0,489334;157711;3;5;2
"215";1998;338;0,440522;75272;2;4;2
"216";1998;341;0,687626;197831;4;8;2
"217";1998;342;0,411735;168203;2;4;2
"218";1998;343;0,420757;105834;2;4;2
"219";1998;344;0,526007;133702;3;6;2
"220";1998;345;0,53258;116963;3;6;2
"221";1998;346;0,499358;49464;3;6;2
"222";1998;350;0,473709;160359;3;5;2
"223";1998;351;0,471236;34334;3;5;2
"224";1998;352;0,464453;100517;3;5;2
"225";1998;353;0,537314;129339;4;7;2
"226";1998;354;0,460958;155148;3;5;2
"227";1998;355;0,462692;85739;3;5;2
"228";1998;356;0,465927;117143;3;5;2
"229";1998;357;0,474158;129968;3;5;2
"230";1998;360;0,472539;99340;3;5;2
"231";1998;361;0,43466;158052;2;4;2
"232";1998;362;0,485151;100922;3;5;2
"233";1998;363;0,491926;103240;3;5;2
"234";1998;364;0,684895;73281;4;8;2
"235";1998;371;0,622994;78774;4;8;2
"236";1998;372;0,587078;93269;4;7;2
"237";1998;373;0,718227;101345;5;9;3
"238";1998;374;0,672706;2189;4;8;2
"239";1998;375;0,631549;58360;4;8;2
"240";1998;376;0,615203;110602;4;8;2
"241";1998;381;0,465734;346384;3;5;2
"242";1998;382;0,617233;123887;4;8;2
"243";1998;383;0,608866;98681;4;8;2
"244";1998;384;0,345081;175167;1;2;1
"245";1998;385;0,539679;113001;4;7;2
"246";1998;386;0,656932;95725;4;8;2
"247";1998;387;0,625747;39964;4;8;2
"248";1998;388;0,853269;149160;5;10;3
"249";1998;391;0,84267;285713;5;10;3
"250";1998;392;0,873687;131546;5;10;3
"251";1998;393;0,77793;155706;5;10;3
"252";1998;394;1;48975;5;10;3
"253";1998;395;0,94838;89845;5;10;3
"254";1998;396;0,883942;71538;5;10;3
"255";1998;402;0,318349;120135;1;2;1
"256";1998;404;0,319695;219891;1;2;1
"257";1998;405;0,318378;155381;1;2;1
"258";1998;406;0,316428;207875;1;2;1
"259";1998;407;0,32529;161749;1;2;1
"260";1998;408;0,322511;126961;1;2;1
"261";1998;410;0,651737;75773;4;8;2
"262";1998;411;0,651976;135356;4;8;2
"263";1998;412;0,651862;47422;4;8;2
"264";1998;413;0,429814;149827;2;4;2
"265";1998;414;0,358959;156224;2;3;2
"266";1998;415;0,325645;183472;1;2;1
"267";1998;417;0,536507;75267;3;6;2
"268";1998;418;0,675121;128941;4;8;2
"269";1998;421;0,667119;88872;4;8;2
"270";1998;422;0,666678;85778;4;8;2
"271";1998;423;0,666018;174222;4;8;2
"272";1998;424;0,438703;59851;2;4;2
"273";1998;425;0,336882;107683;1;2;1
"274";1998;426;0,597018;143123;4;7;2
"275";1998;427;0,378009;74989;2;3;2
"276";1998;428;0,568889;109961;4;7;2
"277";1998;429;0,333768;34409;1;2;1
"278";1998;441;0,644936;105833;4;8;2
"279";1998;442;0,644087;187576;4;8;2
"280";1998;443;0,644687;292035;4;8;2
"281";1998;445;0,619314;160163;4;8;2
"282";1998;446;0,744084;155563;5;9;3
"283";1998;447;0,533255;126000;3;6;2
"284";1998;448;0,534763;240324;3;6;2
"285";1998;451;0,515662;181691;3;6;2
"286";1998;452;0,515179;232047;3;6;2
"287";1998;453;0,516716;167071;3;6;2
"288";1998;454;0,394004;169531;2;3;2
"289";1998;455;0,426702;80881;2;4;2
"290";1998;456;0,616858;145096;4;8;2
"291";1998;457;0,591211;248910;4;7;2
"292";1998;458;0,8152;258909;5;10;3
"293";1998;459;0,624288;75018;4;8;2
"294";1998;460;0,692358;58228;4;8;2
"295";1998;461;0,692277;150713;4;8;2
"296";1998;462;0,59602;193706;4;7;2
"297";1998;463;0,48982;155202;3;5;2
"298";1998;464;0,547387;170267;4;7;2
"299";1998;465;0,504407;166464;3;6;2
"300";1998;470;0,782508;76443;5;10;3
"301";1998;471;0,781704;228854;5;10;3
"302";1998;472;0,780909;184903;5;10;3
"303";1998;474;0,525601;173132;3;6;2
"304";1998;475;0,584299;164149;4;7;2
"305";1998;476;0,556925;130785;4;7;2
"306";1998;477;0,578405;8454;4;7;2
"307";1998;478;0,556626;267434;4;7;2
"308";1998;479;0,463428;79559;3;5;2
"309";1998;481;0,277501;308398;1;1;1
"310";1998;482;0,437933;176769;2;4;2
"311";1998;483;0,411751;156730;2;4;2
"312";1998;484;0,520539;185989;3;6;2
"313";1998;485;0,59805;133744;4;7;2
"314";1998;486;0,473959;146412;3;5;2
"315";1998;487;0,459905;81893;3;5;2
"316";1998;490;0,533768;160531;3;6;2
"317";1998;491;0,506301;165084;3;6;2
"318";1998;492;0,51569;34638;3;6;2
"319";1998;493;0,537743;120510;4;7;2
"320";1998;494;0,513786;187678;3;6;2
"321";1998;495;0,52191;157200;3;6;2
"322";1998;496;0,733999;138487;5;9;3
"323";1998;497;0,59727;139850;4;7;2
"324";1998;498;0,573239;124151;4;7;2
"325";1998;501;0,439015;170304;2;4;2
"326";1998;502;0,413922;108750;2;4;2
"327";1998;503;0,422082;191859;2;4;2
"328";1998;506;0,426247;43119;2;4;2
"329";1998;507;0,426187;256668;2;4;2
"330";1998;508;0,426214;115698;2;4;2
"331";1998;509;0,42625;197779;2;4;2
"332";1998;510;0,426013;134998;2;4;2
"333";1998;511;0,426165;304261;2;4;2
"334";1998;513;0,394141;180760;2;3;2
"335";1998;514;0,334869;138747;1;2;1
"336";1998;515;0,435403;150688;2;4;2
"337";1998;516;0,499846;96765;3;6;2
"338";1998;517;0,496127;73570;3;5;2
"339";1998;520;0,562016;241230;4;7;2
"340";1998;521;0,501742;125804;3;6;2
"341";1998;522;0,54676;112032;4;7;2
"342";1998;523;0,567571;188465;4;7;2
"343";1998;524;0,557911;149132;4;7;2
"344";1998;525;0,684737;124468;4;8;2
"345";1998;531;0,249653;242288;1;1;1
"346";1998;532;0,249935;74105;1;1;1
"347";1998;533;0,400817;145136;2;3;2
"348";1998;534;0,491268;73754;3;5;2
"349";1998;535;0,476735;99080;3;5;2
"350";1998;536;0,421755;71413;2;4;2
"351";1998;537;0,43857;192823;2;4;2
"352";1998;538;0,470376;241369;3;5;2
"353";1998;539;0,507447;125500;3;6;2
"354";1998;542;0,595935;122481;4;7;2
"355";1998;543;0,524505;92086;3;6;2
"356";1998;544;0,519561;95369;3;6;2
"357";1998;545;0,522045;129905;3;6;2
"358";1998;546;0,586044;76802;4;7;2
"359";1998;551;0,303978;209227;1;1;1
"360";1998;552;0,35443;232271;1;2;1
"361";1998;554;0,438567;132002;2;4;2
"362";1998;555;0,568769;130837;4;7;2
"363";1998;556;0,630807;25872;4;8;2
