"gisd_score","gvb_id","gvb_name","year"
0.90212,"10010000","Flensburg, Stadt",1998
0.96404,"10010000","Flensburg, Stadt",1999
0.98426,"10010000","Flensburg, Stadt",2000
1,"10010000","Flensburg, Stadt",2001
1,"10010000","Flensburg, Stadt",2002
0.94956,"10010000","Flensburg, Stadt",2003
1,"10010000","Flensburg, Stadt",2004
1,"10010000","Flensburg, Stadt",2005
1,"10010000","Flensburg, Stadt",2006
1,"10010000","Flensburg, Stadt",2007
1,"10010000","Flensburg, Stadt",2008
1,"10010000","Flensburg, Stadt",2009
1,"10010000","Flensburg, Stadt",2010
0.94368,"10010000","Flensburg, Stadt",2011
0.9109,"10010000","Flensburg, Stadt",2012
0.93157,"10010000","Flensburg, Stadt",2013
0.96884,"10010000","Flensburg, Stadt",2014
0.96151,"10010000","Flensburg, Stadt",2015
0.92767,"10010000","Flensburg, Stadt",2016
0.95184,"10010000","Flensburg, Stadt",2017
0.89434,"10010000","Flensburg, Stadt",2018
0.90883,"10010000","Flensburg, Stadt",2019
0.93791,"10010000","Flensburg, Stadt",2020
0.65576,"10020000","Kiel, Landeshauptstadt",1998
0.66054,"10020000","Kiel, Landeshauptstadt",1999
0.73614,"10020000","Kiel, Landeshauptstadt",2000
0.73217,"10020000","Kiel, Landeshauptstadt",2001
0.64829,"10020000","Kiel, Landeshauptstadt",2002
0.66907,"10020000","Kiel, Landeshauptstadt",2003
0.68087,"10020000","Kiel, Landeshauptstadt",2004
0.67685,"10020000","Kiel, Landeshauptstadt",2005
0.71482,"10020000","Kiel, Landeshauptstadt",2006
0.72827,"10020000","Kiel, Landeshauptstadt",2007
0.69315,"10020000","Kiel, Landeshauptstadt",2008
0.66375,"10020000","Kiel, Landeshauptstadt",2009
0.68821,"10020000","Kiel, Landeshauptstadt",2010
0.65993,"10020000","Kiel, Landeshauptstadt",2011
0.64591,"10020000","Kiel, Landeshauptstadt",2012
0.6314,"10020000","Kiel, Landeshauptstadt",2013
0.66044,"10020000","Kiel, Landeshauptstadt",2014
0.59022,"10020000","Kiel, Landeshauptstadt",2015
0.59497,"10020000","Kiel, Landeshauptstadt",2016
0.58838,"10020000","Kiel, Landeshauptstadt",2017
0.56846,"10020000","Kiel, Landeshauptstadt",2018
0.53406,"10020000","Kiel, Landeshauptstadt",2019
0.53208,"10020000","Kiel, Landeshauptstadt",2020
0.78755,"10030000","Lübeck, Hansestadt",1998
0.83423,"10030000","Lübeck, Hansestadt",1999
0.96848,"10030000","Lübeck, Hansestadt",2000
0.96138,"10030000","Lübeck, Hansestadt",2001
0.89196,"10030000","Lübeck, Hansestadt",2002
0.86886,"10030000","Lübeck, Hansestadt",2003
0.81688,"10030000","Lübeck, Hansestadt",2004
0.85457,"10030000","Lübeck, Hansestadt",2005
0.82518,"10030000","Lübeck, Hansestadt",2006
0.82694,"10030000","Lübeck, Hansestadt",2007
0.81993,"10030000","Lübeck, Hansestadt",2008
0.79576,"10030000","Lübeck, Hansestadt",2009
0.8145,"10030000","Lübeck, Hansestadt",2010
0.86107,"10030000","Lübeck, Hansestadt",2011
0.88932,"10030000","Lübeck, Hansestadt",2012
0.80362,"10030000","Lübeck, Hansestadt",2013
0.90413,"10030000","Lübeck, Hansestadt",2014
0.78191,"10030000","Lübeck, Hansestadt",2015
0.72751,"10030000","Lübeck, Hansestadt",2016
0.7629,"10030000","Lübeck, Hansestadt",2017
0.70377,"10030000","Lübeck, Hansestadt",2018
0.6845,"10030000","Lübeck, Hansestadt",2019
0.65474,"10030000","Lübeck, Hansestadt",2020
1,"10040000","Neumünster, Stadt",1998
1,"10040000","Neumünster, Stadt",1999
