"kreis_id","gisd_score","gisd_5","gisd_10","gisd_k","kreis_name","year"
"01001",0.79836,5,9,3,"Flensburg, Stadt",1998
"01001",0.78804,5,9,3,"Flensburg, Stadt",1999
"01001",0.68802,4,8,2,"Flensburg, Stadt",2000
"01001",0.71403,4,8,2,"Flensburg, Stadt",2001
"01001",0.74372,5,9,3,"Flensburg, Stadt",2002
"01001",0.71995,5,9,3,"Flensburg, Stadt",2003
"01001",0.76405,5,9,3,"Flensburg, Stadt",2004
"01001",0.81901,5,10,3,"Flensburg, Stadt",2005
"01001",0.84482,5,10,3,"Flensburg, Stadt",2006
"01001",0.86377,5,10,3,"Flensburg, Stadt",2007
"01001",0.88557,5,10,3,"Flensburg, Stadt",2008
"01001",0.86562,5,10,3,"Flensburg, Stadt",2009
"01001",0.88124,5,10,3,"Flensburg, Stadt",2010
"01001",0.83983,5,10,3,"Flensburg, Stadt",2011
"01001",0.80318,5,10,3,"Flensburg, Stadt",2012
"01001",0.86571,5,10,3,"Flensburg, Stadt",2013
"01001",0.84961,5,10,3,"Flensburg, Stadt",2014
"01001",0.86037,5,10,3,"Flensburg, Stadt",2015
"01001",0.80873,5,10,3,"Flensburg, Stadt",2016
"01001",0.83852,5,10,3,"Flensburg, Stadt",2017
"01001",0.83469,5,10,3,"Flensburg, Stadt",2018
"01001",0.83921,5,10,3,"Flensburg, Stadt",2019
"01001",0.83785,5,10,3,"Flensburg, Stadt",2020
"01002",0.66625,4,8,2,"Kiel, Stadt",1998
"01002",0.63861,4,7,2,"Kiel, Stadt",1999
"01002",0.57313,4,7,2,"Kiel, Stadt",2000
"01002",0.58073,4,7,2,"Kiel, Stadt",2001
"01002",0.56314,3,6,2,"Kiel, Stadt",2002
"01002",0.57768,4,7,2,"Kiel, Stadt",2003
"01002",0.59711,4,7,2,"Kiel, Stadt",2004
"01002",0.6345,4,7,2,"Kiel, Stadt",2005
"01002",0.68898,4,8,2,"Kiel, Stadt",2006
"01002",0.70944,4,8,2,"Kiel, Stadt",2007
"01002",0.7276,4,8,2,"Kiel, Stadt",2008
"01002",0.67969,4,7,2,"Kiel, Stadt",2009
"01002",0.70084,4,8,2,"Kiel, Stadt",2010
"01002",0.69083,4,8,2,"Kiel, Stadt",2011
"01002",0.66965,4,8,2,"Kiel, Stadt",2012
"01002",0.69928,4,8,2,"Kiel, Stadt",2013
"01002",0.69772,4,8,2,"Kiel, Stadt",2014
"01002",0.66393,4,7,2,"Kiel, Stadt",2015
"01002",0.64042,4,8,2,"Kiel, Stadt",2016
"01002",0.64038,4,7,2,"Kiel, Stadt",2017
"01002",0.64904,4,7,2,"Kiel, Stadt",2018
"01002",0.63406,4,7,2,"Kiel, Stadt",2019
"01002",0.62409,4,7,2,"Kiel, Stadt",2020
"01003",0.73691,4,8,2,"Lübeck, Stadt",1998
"01003",0.72413,4,8,2,"Lübeck, Stadt",1999
"01003",0.68071,4,8,2,"Lübeck, Stadt",2000
"01003",0.69481,4,8,2,"Lübeck, Stadt",2001
"01003",0.68825,4,8,2,"Lübeck, Stadt",2002
"01003",0.67901,4,8,2,"Lübeck, Stadt",2003
"01003",0.66826,4,8,2,"Lübeck, Stadt",2004
"01003",0.73597,5,9,3,"Lübeck, Stadt",2005
"01003",0.74929,4,8,2,"Lübeck, Stadt",2006
"01003",0.76548,5,9,3,"Lübeck, Stadt",2007
"01003",0.79287,5,9,3,"Lübeck, Stadt",2008
"01003",0.75269,5,9,3,"Lübeck, Stadt",2009
"01003",0.77391,5,9,3,"Lübeck, Stadt",2010
"01003",0.79645,5,9,3,"Lübeck, Stadt",2011
"01003",0.7923,5,9,3,"Lübeck, Stadt",2012
"01003",0.79477,5,9,3,"Lübeck, Stadt",2013
"01003",0.81774,5,10,3,"Lübeck, Stadt",2014
"01003",0.76534,5,9,3,"Lübeck, Stadt",2015
"01003",0.70747,5,9,3,"Lübeck, Stadt",2016
"01003",0.73552,5,10,3,"Lübeck, Stadt",2017
"01003",0.72612,5,9,3,"Lübeck, Stadt",2018
"01003",0.71641,5,9,3,"Lübeck, Stadt",2019
"01003",0.68869,5,9,3,"Lübeck, Stadt",2020
"01004",0.85084,5,10,3,"Neumünster, Stadt",1998
"01004",0.80575,5,9,3,"Neumünster, Stadt",1999
"01004",0.6953,4,8,2,"Neumünster, Stadt",2000
"01004",0.70315,4,8,2,"Neumünster, Stadt",2001
"01004",0.68673,4,8,2,"Neumünster, Stadt",2002
"01004",0.74553,5,9,3,"Neumünster, Stadt",2003
"01004",0.72646,5,9,3,"Neumünster, Stadt",2004
"01004",0.74065,5,9,3,"Neumünster, Stadt",2005
"01004",0.78039,5,9,3,"Neumünster, Stadt",2006
"01004",0.80299,5,9,3,"Neumünster, Stadt",2007
"01004",0.87536,5,10,3,"Neumünster, Stadt",2008
"01004",0.81875,5,9,3,"Neumünster, Stadt",2009
"01004",0.85449,5,10,3,"Neumünster, Stadt",2010
"01004",0.8694,5,10,3,"Neumünster, Stadt",2011
"01004",0.84808,5,10,3,"Neumünster, Stadt",2012
"01004",0.90365,5,10,3,"Neumünster, Stadt",2013
"01004",0.86496,5,10,3,"Neumünster, Stadt",2014
"01004",0.88073,5,10,3,"Neumünster, Stadt",2015
"01004",0.84532,5,10,3,"Neumünster, Stadt",2016
"01004",0.86477,5,10,3,"Neumünster, Stadt",2017
"01004",0.89489,5,10,3,"Neumünster, Stadt",2018
"01004",0.88912,5,10,3,"Neumünster, Stadt",2019
"01004",0.87055,5,10,3,"Neumünster, Stadt",2020
"01051",0.70063,4,8,2,"Dithmarschen",1998
"01051",0.6999,4,8,2,"Dithmarschen",1999
"01051",0.64157,4,8,2,"Dithmarschen",2000
"01051",0.67607,4,8,2,"Dithmarschen",2001
"01051",0.67527,4,8,2,"Dithmarschen",2002
"01051",0.65089,4,8,2,"Dithmarschen",2003
"01051",0.66331,4,8,2,"Dithmarschen",2004
"01051",0.7099,4,8,2,"Dithmarschen",2005
"01051",0.71448,4,8,2,"Dithmarschen",2006
"01051",0.73125,4,8,2,"Dithmarschen",2007
"01051",0.77115,5,9,3,"Dithmarschen",2008
"01051",0.74794,5,9,3,"Dithmarschen",2009
"01051",0.75622,5,9,3,"Dithmarschen",2010
"01051",0.76615,5,9,3,"Dithmarschen",2011
"01051",0.78263,5,9,3,"Dithmarschen",2012
"01051",0.7808,5,9,3,"Dithmarschen",2013
"01051",0.79652,5,10,3,"Dithmarschen",2014
"01051",0.773,5,10,3,"Dithmarschen",2015
