"ror_id","gisd_score","gisd_5","gisd_10","gisd_k","ror_name","year"
"0101",0.57633,4,7,2,"Schleswig-Holstein Mitte",1998
"0101",0.57955,4,7,2,"Schleswig-Holstein Mitte",1999
"0101",0.51526,4,7,2,"Schleswig-Holstein Mitte",2000
"0101",0.5162,4,7,2,"Schleswig-Holstein Mitte",2001
"0101",0.50691,3,6,2,"Schleswig-Holstein Mitte",2002
"0101",0.50731,3,6,2,"Schleswig-Holstein Mitte",2003
"0101",0.52028,4,7,2,"Schleswig-Holstein Mitte",2004
"0101",0.53846,4,7,2,"Schleswig-Holstein Mitte",2005
"0101",0.56992,4,7,2,"Schleswig-Holstein Mitte",2006
"0101",0.58817,4,7,2,"Schleswig-Holstein Mitte",2007
"0101",0.62585,4,7,2,"Schleswig-Holstein Mitte",2008
"0101",0.60608,4,7,2,"Schleswig-Holstein Mitte",2009
"0101",0.62032,4,7,2,"Schleswig-Holstein Mitte",2010
"0101",0.62482,4,7,2,"Schleswig-Holstein Mitte",2011
"0101",0.6448,4,7,2,"Schleswig-Holstein Mitte",2012
"0101",0.68684,4,7,2,"Schleswig-Holstein Mitte",2013
"0101",0.71866,4,7,2,"Schleswig-Holstein Mitte",2014
"0101",0.71593,4,7,2,"Schleswig-Holstein Mitte",2015
"0101",0.7396,4,7,2,"Schleswig-Holstein Mitte",2016
"0101",0.74792,4,7,2,"Schleswig-Holstein Mitte",2017
"0101",0.70101,4,7,2,"Schleswig-Holstein Mitte",2018
"0101",0.71654,4,7,2,"Schleswig-Holstein Mitte",2019
"0101",0.71904,4,7,2,"Schleswig-Holstein Mitte",2020
"0102",0.60508,4,7,2,"Schleswig-Holstein Nord",1998
"0102",0.6326,4,7,2,"Schleswig-Holstein Nord",1999
"0102",0.5741,4,7,2,"Schleswig-Holstein Nord",2000
"0102",0.60192,4,8,2,"Schleswig-Holstein Nord",2001
"0102",0.59426,4,8,2,"Schleswig-Holstein Nord",2002
"0102",0.57228,4,8,2,"Schleswig-Holstein Nord",2003
"0102",0.60635,4,8,2,"Schleswig-Holstein Nord",2004
"0102",0.62909,4,8,2,"Schleswig-Holstein Nord",2005
"0102",0.63894,4,8,2,"Schleswig-Holstein Nord",2006
"0102",0.69613,4,8,2,"Schleswig-Holstein Nord",2007
"0102",0.72668,4,8,2,"Schleswig-Holstein Nord",2008
"0102",0.71051,4,8,2,"Schleswig-Holstein Nord",2009
"0102",0.73026,4,8,2,"Schleswig-Holstein Nord",2010
"0102",0.71689,4,8,2,"Schleswig-Holstein Nord",2011
"0102",0.7498,4,8,2,"Schleswig-Holstein Nord",2012
"0102",0.78238,4,8,2,"Schleswig-Holstein Nord",2013
