"year","PLZ4","gisd_score","population","gisd_5","gisd_10","gisd_k"
1998,106,0.56756,20221,3,6,2
1998,109,0.56772,102290,3,6,2
1998,110,0.56774,67556,3,6,2
1998,112,0.56776,17550,3,6,2
1998,113,0.56966,13887,3,6,2
1998,115,0.56801,75122,3,6,2
1998,116,0.56853,8090,3,6,2
1998,118,0.56823,17059,3,6,2
1998,121,0.56831,21199,3,6,2
1998,123,0.5679,16458,3,6,2
1998,125,0.56845,30714,3,6,2
1998,127,0.56756,15986,3,6,2
1998,130,0.56756,13820,3,6,2
1998,132,0.56793,101099,3,6,2
1998,144,0.72493,34362,4,8,2
1998,145,0.77618,33394,5,9,3
1998,146,0.61885,29121,4,7,2
1998,147,0.74467,12674,5,9,3
1998,155,0.73987,6105,4,8,2
1998,156,0.7496,26870,5,9,3
1998,158,0.72915,11997,4,8,2
1998,159,0.73727,23788,4,8,2
1998,160,0.74827,11816,5,9,3
1998,161,0.74294,17682,5,9,3
1998,162,0.74738,5088,5,9,3
1998,164,0.72795,20443,4,8,2
1998,166,0.73771,44501,4,8,2
1998,168,0.75913,25358,5,9,3
1998,170,0.70684,39109,4,8,2
1998,172,0.72957,23904,4,8,2
1998,173,0.72072,17058,4,8,2
1998,174,0.71815,14359,4,8,2
1998,176,0.73053,7942,4,8,2
1998,177,0.72707,15897,4,8,2
1998,179,0.70205,42381,4,8,2
1998,180,0.70685,25217,4,8,2
1998,181,0.71573,13886,4,8,2
1998,182,0.71832,9161,4,8,2
1998,183,0.72712,9956,4,8,2
1998,184,0.72107,19062,4,8,2
1998,185,0.71865,9930,4,8,2
1998,187,0.78149,19251,5,9,3
1998,189,0.79251,11455,5,9,3
1998,190,0.79426,20945,5,9,3
1998,191,0.77312,15064,5,9,3
1998,192,0.78969,18314,5,9,3
1998,193,0.78252,11624,5,9,3
1998,194,0.81558,12167,5,10,3
1998,196,0.79715,21113,5,9,3
1998,197,0.81317,15087,5,10,3
1998,198,0.81404,14089,5,10,3
1998,199,0.81069,11722,5,10,3
1998,262,0.76433,50786,5,9,3
1998,263,0.78737,5494,5,9,3
1998,268,0.79563,18367,5,9,3
1998,269,0.77904,22375,5,9,3
1998,270,0.82355,27129,5,10,3
1998,272,0.82888,3349,5,10,3
1998,273,0.82601,20086,5,10,3
1998,274,0.83469,12915,5,10,3
1998,276,0.82611,15583,5,10,3
1998,277,0.84134,5144,5,10,3
1998,278,0.82618,24735,5,10,3
1998,279,0.83968,13768,5,10,3
1998,282,0.81061,64513,5,10,3
1998,289,0.82679,10858,5,10,3
1998,290,0.82103,17239,5,10,3
1998,292,0.83129,10444,5,10,3
1998,294,0.79916,21466,5,9,3
1998,295,0.82263,17410,5,10,3
1998,297,0.74138,39434,5,9,3
1998,299,0.775,26176,5,9,3
1998,304,0.71224,32276,4,8,2
1998,305,0.71838,71920,4,8,2
1998,309,0.78647,18423,5,9,3
1998,310,0.81584,1836,5,10,3
1998,311,0.78196,9383,5,9,3
1998,313,0.76214,25831,5,9,3
1998,314,0.77116,21391,5,9,3
1998,315,0.77636,4942,5,9,3
1998,317,0.76722,21489,5,9,3
1998,318,0.7724,9728,5,9,3
1998,319,0.7745,1333,5,9,3
1998,320,0.80654,8410,5,9,3
1998,322,0.79713,27893,5,9,3
1998,323,0.79253,23495,5,9,3
1998,324,0.80684,5174,5,9,3
1998,325,0.79757,11471,5,9,3
1998,410,0.7675,25028,5,9,3
1998,412,0.7675,8619,5,9,3
1998,415,0.76752,99771,5,9,3
1998,417,0.76752,49157,5,9,3
1998,420,0.76753,32544,5,9,3
1998,422,0.7675,11031,5,9,3
1998,424,0.76752,70450,5,9,3
1998,427,0.76752,31493,5,9,3
1998,428,0.76751,52563,5,9,3
1998,429,0.7675,8542,5,9,3
1998,431,0.76753,64430,5,9,3
1998,432,0.76813,14130,5,9,3
1998,434,0.76753,40249,5,9,3
1998,435,0.76753,47508,5,9,3
1998,441,0.77532,24718,5,9,3
1998,442,0.81714,30775,5,10,3
1998,443,0.83025,19626,5,10,3
1998,444,0.78176,9009,5,9,3
1998,445,0.8153,8409,5,10,3
1998,446,0.7872,5566,5,9,3
1998,450,0.8363,39063,5,10,3
1998,451,0.83737,5206,5,10,3
