"year","PLZ3","gisd_score","population","gisd_5","gisd_10","gisd_k"
1998,10,0.56693,122511,3,6,2
1998,11,0.5673,199264,3,6,2
1998,12,0.56739,84357,3,6,2
1998,13,0.56713,114919,3,6,2
1998,14,0.72145,109551,4,8,2
1998,15,0.74906,68760,4,8,2
1998,16,0.75085,124888,5,9,3
1998,17,0.72143,160650,4,8,2
1998,18,0.74212,117918,4,8,2
1998,19,0.80922,140125,5,10,3
1998,26,0.78487,97022,5,9,3
1998,27,0.84137,122709,5,10,3
1998,28,0.82482,75371,5,10,3
1998,29,0.79609,132169,5,9,3
1998,30,0.73444,122619,4,8,2
1998,31,0.77988,95933,5,9,3
1998,32,0.80856,76443,5,10,3
1998,41,0.77705,182575,5,9,3
1998,42,0.77706,206623,5,9,3
1998,43,0.77712,166317,5,9,3
1998,44,0.81555,98103,5,10,3
1998,45,0.80821,107915,5,9,3
1998,46,0.83064,170342,5,10,3
1998,47,0.81459,100023,5,10,3
1998,48,0.83582,140075,5,10,3
1998,49,0.80521,55139,5,9,3
1998,61,0.89999,304136,5,10,3
1998,62,0.88533,142548,5,10,3
1998,63,0.96877,110761,5,10,3
1998,64,0.96705,147030,5,10,3
1998,65,0.95516,89315,5,10,3
1998,66,0.93652,135670,5,10,3
1998,67,0.92626,140873,5,10,3
1998,68,0.86518,166700,5,10,3
1998,69,0.8633,39691,5,10,3
1998,73,0.80939,76992,5,10,3
1998,74,0.78871,44784,5,9,3
1998,75,0.85599,139563,5,10,3
1998,76,0.75492,57873,5,9,3
1998,77,0.53703,136333,3,6,2
1998,78,0.81624,15427,5,10,3
1998,79,0.80889,91732,5,10,3
1998,80,0.74996,88635,4,8,2
1998,81,0.77536,62043,5,9,3
1998,82,0.76079,110892,5,9,3
1998,83,0.79115,117952,5,9,3
1998,84,0.76897,89319,5,9,3
1998,85,0.72008,80490,4,8,2
1998,86,0.73117,27912,4,8,2
1998,91,0.72272,198030,4,8,2
1998,92,0.75881,119118,5,9,3
1998,93,0.79302,137547,5,9,3
1998,94,0.80626,120222,5,9,3
1998,95,0.78155,110568,5,9,3
1998,96,0.78854,102578,5,9,3
1998,101,0.78915,42824,5,9,3
1998,102,0.78915,41054,5,9,3
1998,103,0.78915,103369,5,9,3
1998,104,0.78915,41047,5,9,3
1998,105,0.78915,49855,5,9,3
1998,106,0.78915,12120,5,9,3
1998,107,0.78915,57816,5,9,3
1998,108,0.78915,18513,5,9,3
1998,109,0.78915,47869,5,9,3
1998,120,0.78915,66959,5,9,3
1998,121,0.78915,100496,5,9,3
1998,122,0.78913,119870,5,9,3
1998,123,0.78914,174847,5,9,3
1998,124,0.78915,135482,5,9,3
1998,125,0.787,537969,5,9,3
1998,126,0.78918,242319,5,9,3
1998,130,0.78915,165855,5,9,3
1998,131,0.78916,299862,5,9,3
1998,133,0.78915,56036,5,9,3
1998,134,0.78904,191033,5,9,3
1998,135,0.78916,417557,5,9,3
1998,136,0.78915,43051,5,9,3
1998,140,0.7891,169684,5,9,3
1998,141,0.7889,388940,5,9,3
1998,144,0.52079,170860,3,5,2
1998,145,0.59388,142666,4,7,2
1998,146,0.86664,113597,5,10,3
1998,147,0.85379,148951,5,10,3
1998,148,0.60491,31060,4,7,2
1998,149,0.73128,99079,4,8,2
1998,152,0.80429,73216,5,9,3
1998,153,0.79657,154882,5,9,3
1998,155,0.76271,105555,5,9,3
1998,157,0.6769,102851,4,8,2
1998,158,0.75142,139381,5,9,3
1998,159,0.6952,51753,4,8,2
1998,162,0.82663,111814,5,10,3
1998,163,0.84173,151478,5,10,3
1998,165,0.75465,108711,5,9,3
1998,167,0.76564,99872,5,9,3
1998,168,0.92329,84358,5,10,3
1998,169,0.91648,42180,5,10,3
1998,170,0.86399,105705,5,10,3
1998,171,0.89038,110291,5,10,3
1998,172,0.90921,130981,5,10,3
1998,173,0.93619,106038,5,10,3
1998,174,0.91354,116585,5,10,3
1998,175,0.95142,12575,5,10,3
1998,180,0.81836,55991,5,10,3
1998,181,0.82229,193247,5,10,3
1998,182,0.85301,131557,5,10,3
1998,183,0.8987,51591,5,10,3
1998,184,0.86953,82034,5,10,3
1998,185,0.89389,84208,5,10,3
1998,186,0.87094,4721,5,10,3
1998,190,0.81791,145911,5,10,3
1998,192,0.86574,115711,5,10,3
