"","Raumordnungsregion Nr","Raumordnungsregion","Jahr","Bevoelkerung","GISD_Score","TS_Bildung","TS_Einkommen","TS_Arbeitswelt","GISD_Score_2","GISD_5","GISD_10","GISD_k"
"1",101,"Schleswig-Holstein Mitte",1998,716229,0.837135981012612,0.835776132207362,0.779493420609443,0.666521048198548,0.830853,5,10,3
"2",101,"Schleswig-Holstein Mitte",1999,716229,0.809392149422168,0.793371113941978,0.767339997268961,0.656707738753524,0.795792,5,9,3
"3",101,"Schleswig-Holstein Mitte",2000,716229,0.788104641036631,0.790060694306153,0.745324020649397,0.63264246443809,0.768891,5,9,3
"4",101,"Schleswig-Holstein Mitte",2001,716229,0.755110087055572,0.78094499861271,0.699263547125433,0.611264059425906,0.727195,4,8,2
"5",101,"Schleswig-Holstein Mitte",2002,716229,0.750891799425742,0.77127045725887,0.698179868295276,0.612234930653314,0.721864,4,8,2
"6",101,"Schleswig-Holstein Mitte",2003,716229,0.753543037136619,0.76708067338533,0.698805988458186,0.621950045123187,0.725215,4,8,2
"7",101,"Schleswig-Holstein Mitte",2004,716229,0.744997125778334,0.751395858086518,0.689101806869114,0.627510660460195,0.714415,4,8,2
"8",101,"Schleswig-Holstein Mitte",2005,716229,0.75186286140786,0.732811601845788,0.697639521083531,0.653487209244383,0.723092,4,8,2
"9",101,"Schleswig-Holstein Mitte",2006,716229,0.741625701333753,0.735487616630812,0.688712768942451,0.635985498507238,0.710155,4,8,2
"10",101,"Schleswig-Holstein Mitte",2007,716229,0.707294237350238,0.69993089021328,0.672479580544216,0.608118915785705,0.666769,4,7,2
"11",101,"Schleswig-Holstein Mitte",2008,716229,0.675355376696719,0.679872233019659,0.636205976159923,0.590346042312785,0.626408,3,6,2
"12",101,"Schleswig-Holstein Mitte",2009,716229,0.652273510877939,0.646701997919271,0.621802150143367,0.584365131563896,0.597239,3,5,2
"13",101,"Schleswig-Holstein Mitte",2010,716229,0.644044980414718,0.634598966106248,0.626399932550212,0.57277839244043,0.58684,3,5,2
"14",101,"Schleswig-Holstein Mitte",2011,716229,0.614856487796515,0.623682316504953,0.589248931996833,0.553122362315235,0.549954,2,4,2
"15",101,"Schleswig-Holstein Mitte",2012,716229,0.597753179687518,0.607959102736956,0.584833592167369,0.53357750419107,0.52834,2,4,2
"16",101,"Schleswig-Holstein Mitte",2013,716229,0.589405893169805,0.611639712385582,0.569909853992347,0.525453104194342,0.517792,2,3,2
"17",101,"Schleswig-Holstein Mitte",2014,716229,0.572763440297789,0.5967139718978,0.558022014725769,0.51365255706932,0.496761,2,3,2
"18",102,"Schleswig-Holstein Nord",1998,442490,0.853166108557733,0.842619821673764,0.796478827984333,0.679885349691033,0.85111,5,10,3
"19",102,"Schleswig-Holstein Nord",1999,442490,0.837645566048911,0.840207405601769,0.780391343653814,0.662374200383428,0.831497,5,10,3
"20",102,"Schleswig-Holstein Nord",2000,442490,0.820139596837714,0.832960238029974,0.772646569699979,0.636748468452738,0.809374,5,9,3
"21",102,"Schleswig-Holstein Nord",2001,442490,0.803943660646692,0.847974273830596,0.735718523276415,0.621084368455816,0.788907,5,9,3
"22",102,"Schleswig-Holstein Nord",2002,442490,0.798401683992844,0.83421076763301,0.734064595993476,0.623643205230679,0.781903,5,9,3
"23",102,"Schleswig-Holstein Nord",2003,442490,0.788658667922642,0.80200806753404,0.731761743694658,0.635542831590049,0.769591,5,9,3
"24",102,"Schleswig-Holstein Nord",2004,442490,0.79079700475034,0.807161196143746,0.724823874800873,0.642288980520472,0.772293,5,9,3
"25",102,"Schleswig-Holstein Nord",2005,442490,0.802868998577929,0.813733242375571,0.725794358224036,0.662756114160338,0.787549,5,9,3
"26",102,"Schleswig-Holstein Nord",2006,442490,0.777919791002788,0.775649382019531,0.71147576537724,0.657270954626323,0.75602,5,9,3
"27",102,"Schleswig-Holstein Nord",2007,442490,0.767980076093963,0.795551027583172,0.688217879333536,0.637564884785554,0.743459,4,8,2
"28",102,"Schleswig-Holstein Nord",2008,442490,0.731572516337506,0.77028110128584,0.64577932176218,0.620799875316704,0.69745,4,8,2
"29",102,"Schleswig-Holstein Nord",2009,442490,0.709305274096403,0.732097071126436,0.632061884075947,0.621036475984158,0.669311,4,7,2
"30",102,"Schleswig-Holstein Nord",2010,442490,0.705634377887315,0.733141611174876,0.634968988772813,0.60856754997816,0.664672,4,7,2
"31",102,"Schleswig-Holstein Nord",2011,442490,0.668668553182794,0.706861635771747,0.599019441121845,0.585028283039675,0.617957,3,6,2
"32",102,"Schleswig-Holstein Nord",2012,442490,0.661246477827049,0.715929130239418,0.590975705167637,0.566783688048616,0.608578,3,5,2
"33",102,"Schleswig-Holstein Nord",2013,442490,0.647803400411021,0.707356502092068,0.582215270151609,0.552925874423351,0.59159,3,5,2
"34",102,"Schleswig-Holstein Nord",2014,442490,0.639412563068581,0.706314240469827,0.571640908631303,0.54507392161397,0.580986,3,5,2
"35",103,"Schleswig-Holstein Ost",1998,412775,0.880694224038011,0.869318548754894,0.827431026952979,0.686105666184665,0.885898,5,10,3
"36",103,"Schleswig-Holstein Ost",1999,412775,0.861850325594828,0.847272279599171,0.814060637940648,0.677800362753489,0.862085,5,10,3
"37",103,"Schleswig-Holstein Ost",2000,412775,0.848973048293721,0.853129628138256,0.796348360543209,0.659777194711713,0.845811,5,10,3
"38",103,"Schleswig-Holstein Ost",2001,412775,0.825889481294054,0.862330361872923,0.751842985622334,0.64152291692074,0.81664,5,10,3
"39",103,"Schleswig-Holstein Ost",2002,412775,0.821016891704196,0.857488647788206,0.746172566490131,0.640729577675105,0.810483,5,9,3
"40",103,"Schleswig-Holstein Ost",2003,412775,0.807592218170369,0.818971269414149,0.743256680969574,0.651014665808855,0.793518,5,9,3
"41",103,"Schleswig-Holstein Ost",2004,412775,0.793034952336078,0.79897088174079,0.72276391486839,0.6577317822249,0.775121,5,9,3
"42",103,"Schleswig-Holstein Ost",2005,412775,0.815912442038276,0.808607220539684,0.735255550659348,0.688684582256188,0.804032,5,9,3
"43",103,"Schleswig-Holstein Ost",2006,412775,0.801552613491209,0.798838303099139,0.73298160724636,0.667409503395741,0.785885,5,9,3
"44",103,"Schleswig-Holstein Ost",2007,412775,0.765189842878278,0.755988961206491,0.718831525914686,0.640039353881504,0.739933,4,8,2
"45",103,"Schleswig-Holstein Ost",2008,412775,0.731199720338393,0.738196425679028,0.679140977494324,0.618657927021082,0.696979,4,8,2
"46",103,"Schleswig-Holstein Ost",2009,412775,0.703547228026267,0.69121234314515,0.661805928805648,0.618817234275198,0.662034,4,7,2
"47",103,"Schleswig-Holstein Ost",2010,412775,0.693390951806668,0.687579985454452,0.665013226076758,0.595677514816389,0.6492,3,6,2
"48",103,"Schleswig-Holstein Ost",2011,412775,0.682128657120096,0.703088254929503,0.644603618373896,0.574447868667999,0.634967,3,6,2
"49",103,"Schleswig-Holstein Ost",2012,412775,0.673103704289002,0.706080347933119,0.645116605103817,0.550002926500705,0.623562,3,6,2
"50",103,"Schleswig-Holstein Ost",2013,412775,0.647578650186555,0.678897393215686,0.625576871701177,0.537501912123638,0.591306,3,5,2
"51",103,"Schleswig-Holstein Ost",2014,412775,0.648616223888623,0.696661737981361,0.61638178182933,0.531340054918507,0.592617,3,5,2
"52",104,"Schleswig-Holstein Süd",1998,996467,0.749427062380489,0.796997661367688,0.691075137324029,0.590213947539763,0.720013,4,8,2
"53",104,"Schleswig-Holstein Süd",1999,996467,0.729169483318104,0.777037127583331,0.674709253702966,0.579538355433753,0.694414,4,7,2
"54",104,"Schleswig-Holstein Süd",2000,996467,0.700709799778363,0.763191908986287,0.644271152788382,0.557788990965335,0.658449,4,7,2
"55",104,"Schleswig-Holstein Süd",2001,996467,0.671393693195974,0.763300003507881,0.594035172861455,0.53989710381146,0.621401,3,6,2
"56",104,"Schleswig-Holstein Süd",2002,996467,0.666711234127367,0.745137763957407,0.595807481348971,0.545422706762862,0.615484,3,6,2
"57",104,"Schleswig-Holstein Süd",2003,996467,0.657500252408428,0.722201474125819,0.589348711289977,0.553446276554358,0.603844,3,5,2
"58",104,"Schleswig-Holstein Süd",2004,996467,0.64679750471574,0.700152071082292,0.581851529361671,0.558160148431454,0.590319,3,5,2
"59",104,"Schleswig-Holstein Süd",2005,996467,0.654059663855243,0.698981536549836,0.591069826122699,0.566962182118636,0.599496,3,5,2
"60",104,"Schleswig-Holstein Süd",2006,996467,0.638898102094461,0.690412512438509,0.580918353035467,0.550504543376379,0.580336,3,5,2
"61",104,"Schleswig-Holstein Süd",2007,996467,0.600529895247835,0.651630927986877,0.559254477771395,0.521927380122771,0.531849,2,4,2
"62",104,"Schleswig-Holstein Süd",2008,996467,0.571747406563682,0.651200873740314,0.521761196761767,0.493069052934053,0.495477,2,3,2
"63",104,"Schleswig-Holstein Süd",2009,996467,0.551369489597501,0.61008471456665,0.51268324369786,0.49598194543071,0.469725,2,3,2
"64",104,"Schleswig-Holstein Süd",2010,996467,0.542645627590039,0.59931620597104,0.514004956175773,0.485187475610932,0.4587,1,2,1
"65",104,"Schleswig-Holstein Süd",2011,996467,0.514964878701206,0.595061660164635,0.47373416048604,0.465487431706881,0.423719,1,2,1
"66",104,"Schleswig-Holstein Süd",2012,996467,0.501676490947591,0.589931964839391,0.465144192016715,0.448375132527811,0.406927,1,2,1
"67",104,"Schleswig-Holstein Süd",2013,996467,0.489097700620824,0.583203783409991,0.44684200418906,0.444219959881746,0.391031,1,2,1
"68",104,"Schleswig-Holstein Süd",2014,996467,0.470844707600382,0.57634769945953,0.432220661063507,0.423346455046455,0.367964,1,1,1
"69",105,"Schleswig-Holstein Süd-West",1998,262903,0.860772871975849,0.875727626491179,0.803829743902512,0.657075982090305,0.860723,5,10,3
"70",105,"Schleswig-Holstein Süd-West",1999,262903,0.848654188340613,0.875415134243727,0.788400998106263,0.644699226284136,0.845408,5,10,3
"71",105,"Schleswig-Holstein Süd-West",2000,262903,0.828421706829011,0.862886996597801,0.77879960102217,0.619884983304113,0.81984,5,10,3
"72",105,"Schleswig-Holstein Süd-West",2001,262903,0.806144775791579,0.8704487007784,0.738240717629902,0.601194815213207,0.791689,5,9,3
"73",105,"Schleswig-Holstein Süd-West",2002,262903,0.808356208596411,0.875762950064548,0.734903746320801,0.604348544520226,0.794483,5,9,3
"74",105,"Schleswig-Holstein Süd-West",2003,262903,0.790428392104524,0.816525001728632,0.734605176901002,0.622288610958837,0.771827,5,9,3
"75",105,"Schleswig-Holstein Süd-West",2004,262903,0.796347525132388,0.834064477114646,0.715568572813518,0.637519421558736,0.779308,5,9,3
"76",105,"Schleswig-Holstein Süd-West",2005,262903,0.799322808621267,0.815155320569965,0.723994042514518,0.654906416167518,0.783068,5,9,3
"77",105,"Schleswig-Holstein Süd-West",2006,262903,0.77370602803902,0.788111276827748,0.715063104136541,0.631444870316077,0.750695,5,9,3
"78",105,"Schleswig-Holstein Süd-West",2007,262903,0.739487572674165,0.759560220034,0.694384639031456,0.601280099364199,0.707453,4,8,2
"79",105,"Schleswig-Holstein Süd-West",2008,262903,0.715738728981619,0.762779426968028,0.656488423891736,0.580854601308657,0.677441,4,7,2
"80",105,"Schleswig-Holstein Süd-West",2009,262903,0.69476350461369,0.719808547236991,0.650157141926854,0.581489659585665,0.650934,4,7,2
"81",105,"Schleswig-Holstein Süd-West",2010,262903,0.692562988113604,0.725116191589652,0.652300934905635,0.568932543182277,0.648153,3,6,2
"82",105,"Schleswig-Holstein Süd-West",2011,262903,0.674247937735902,0.739177760086451,0.618082408451611,0.54659458260042,0.625008,3,6,2
"83",105,"Schleswig-Holstein Süd-West",2012,262903,0.671021328182127,0.753003826153391,0.611184145144793,0.532180340692304,0.620931,3,6,2
"84",105,"Schleswig-Holstein Süd-West",2013,262903,0.641996496127602,0.702160113697744,0.597207657539095,0.529656588739776,0.584252,3,5,2
"85",105,"Schleswig-Holstein Süd-West",2014,262903,0.650499989043069,0.74158900715228,0.586437333246386,0.520727981073461,0.594998,3,5,2
"86",201,"Hamburg",1998,1762791,0.704526112204949,0.739225229686828,0.689247122436144,0.545634379274367,0.663271,4,7,2
"87",201,"Hamburg",1999,1762791,0.686780571633841,0.738814875046784,0.666851435666438,0.527266889328761,0.640846,3,6,2
"88",201,"Hamburg",2000,1762791,0.666919051045845,0.7402957001446,0.639260744320867,0.507293688260644,0.615747,3,6,2
"89",201,"Hamburg",2001,1762791,0.615433519019313,0.730363298581089,0.558696586175842,0.478332564572768,0.550683,2,4,2
